Date,U35SUO
1992-01-01,12958000000.00
1992-02-01,12944000000.00
1992-03-01,12796000000.00
1992-04-01,12963000000.00
1992-05-01,12798000000.00
1992-06-01,12590000000.00
1992-07-01,12524000000.00
1992-08-01,12613000000.00
1992-09-01,12223000000.00
1992-10-01,12236000000.00
1992-11-01,12077000000.00
1992-12-01,11779000000.00
1993-01-01,12324000000.00
1993-02-01,12500000000.00
1993-03-01,12440000000.00
1993-04-01,12518000000.00
1993-05-01,12440000000.00
1993-06-01,12156000000.00
1993-07-01,12208000000.00
1993-08-01,12414000000.00
1993-09-01,12484000000.00
1993-10-01,12471000000.00
1993-11-01,12467000000.00
1993-12-01,12396000000.00
1994-01-01,12901000000.00
1994-02-01,13183000000.00
1994-03-01,13134000000.00
1994-04-01,13284000000.00
1994-05-01,13294000000.00
1994-06-01,13262000000.00
1994-07-01,13403000000.00
1994-08-01,13313000000.00
1994-09-01,13356000000.00
1994-10-01,13970000000.00
1994-11-01,13826000000.00
1994-12-01,13784000000.00
1995-01-01,14554000000.00
1995-02-01,14782000000.00
1995-03-01,14941000000.00
1995-04-01,14834000000.00
1995-05-01,14760000000.00
1995-06-01,14422000000.00
1995-07-01,14685000000.00
1995-08-01,14634000000.00
1995-09-01,14206000000.00
1995-10-01,14328000000.00
1995-11-01,14224000000.00
1995-12-01,14142000000.00
1996-01-01,14340000000.00
1996-02-01,14409000000.00
1996-03-01,14407000000.00
1996-04-01,14162000000.00
1996-05-01,13958000000.00
1996-06-01,13915000000.00
1996-07-01,14076000000.00
1996-08-01,14127000000.00
1996-09-01,13876000000.00
1996-10-01,14084000000.00
1996-11-01,13948000000.00
1996-12-01,13696000000.00
1997-01-01,14617000000.00
1997-02-01,14863000000.00
1997-03-01,15306000000.00
1997-04-01,15378000000.00
1997-05-01,15244000000.00
1997-06-01,14873000000.00
1997-07-01,15322000000.00
1997-08-01,15445000000.00
1997-09-01,15987000000.00
1997-10-01,15247000000.00
1997-11-01,14991000000.00
1997-12-01,14991000000.00
1998-01-01,15428000000.00
1998-02-01,16255000000.00
1998-03-01,15690000000.00
1998-04-01,15693000000.00
1998-05-01,15545000000.00
1998-06-01,15486000000.00
1998-07-01,15430000000.00
1998-08-01,15312000000.00
1998-09-01,14882000000.00
1998-10-01,14845000000.00
1998-11-01,14889000000.00
1998-12-01,14678000000.00
1999-01-01,15064000000.00
1999-02-01,15368000000.00
1999-03-01,15534000000.00
1999-04-01,15554000000.00
1999-05-01,15414000000.00
1999-06-01,15606000000.00
1999-07-01,16423000000.00
1999-08-01,17036000000.00
1999-09-01,17045000000.00
1999-10-01,17252000000.00
1999-11-01,16994000000.00
1999-12-01,17139000000.00
2000-01-01,18027000000.00
2000-02-01,18358000000.00
2000-03-01,18004000000.00
2000-04-01,17900000000.00
2000-05-01,17910000000.00
2000-06-01,18120000000.00
2000-07-01,18389000000.00
2000-08-01,18234000000.00
2000-09-01,17741000000.00
2000-10-01,17903000000.00
2000-11-01,18084000000.00
2000-12-01,17892000000.00
2001-01-01,18001000000.00
2001-02-01,18114000000.00
2001-03-01,17433000000.00
2001-04-01,16925000000.00
2001-05-01,16440000000.00
2001-06-01,15813000000.00
2001-07-01,16171000000.00
2001-08-01,15871000000.00
2001-09-01,15198000000.00
2001-10-01,14985000000.00
2001-11-01,15226000000.00
2001-12-01,15040000000.00
2002-01-01,14889000000.00
2002-02-01,15338000000.00
2002-03-01,14782000000.00
2002-04-01,14938000000.00
2002-05-01,15005000000.00
2002-06-01,14964000000.00
