Date,U35SUO
2002-07-01,14866000000.00
2002-08-01,14779000000.00
2002-09-01,14612000000.00
2002-10-01,14708000000.00
2002-11-01,14469000000.00
2002-12-01,14346000000.00
2003-01-01,14309000000.00
2003-02-01,14522000000.00
2003-03-01,14530000000.00
2003-04-01,14462000000.00
2003-05-01,14276000000.00
2003-06-01,14150000000.00
2003-07-01,14233000000.00
2003-08-01,14296000000.00
2003-09-01,14079000000.00
2003-10-01,14365000000.00
2003-11-01,14220000000.00
2003-12-01,13753000000.00
2004-01-01,14087000000.00
2004-02-01,14710000000.00
2004-03-01,14902000000.00
2004-04-01,15437000000.00
2004-05-01,15587000000.00
2004-06-01,15060000000.00
2004-07-01,15430000000.00
2004-08-01,15520000000.00
2004-09-01,15496000000.00
2004-10-01,15391000000.00
2004-11-01,15665000000.00
2004-12-01,15045000000.00
2005-01-01,15691000000.00
2005-02-01,16268000000.00
2005-03-01,15941000000.00
2005-04-01,16002000000.00
2005-05-01,16283000000.00
2005-06-01,16204000000.00
2005-07-01,16417000000.00
2005-08-01,17013000000.00
2005-09-01,17341000000.00
2005-10-01,17807000000.00
2005-11-01,17770000000.00
2005-12-01,17783000000.00
2006-01-01,18992000000.00
2006-02-01,19966000000.00
2006-03-01,19753000000.00
2006-04-01,20467000000.00
2006-05-01,21136000000.00
2006-06-01,21304000000.00
2006-07-01,22221000000.00
2006-08-01,21518000000.00
2006-09-01,21480000000.00
2006-10-01,22146000000.00
2006-11-01,22436000000.00
2006-12-01,21965000000.00
2007-01-01,23319000000.00
2007-02-01,24239000000.00
2007-03-01,24039000000.00
2007-04-01,24651000000.00
2007-05-01,24970000000.00
2007-06-01,24507000000.00
2007-07-01,24579000000.00
2007-08-01,24201000000.00
2007-09-01,23455000000.00
2007-10-01,23298000000.00
2007-11-01,23158000000.00
2007-12-01,22746000000.00
2008-01-01,23860000000.00
2008-02-01,25387000000.00
2008-03-01,23799000000.00
2008-04-01,24118000000.00
2008-05-01,24641000000.00
2008-06-01,25076000000.00
2008-07-01,25093000000.00
2008-08-01,24629000000.00
2008-09-01,23710000000.00
2008-10-01,22525000000.00
2008-11-01,21712000000.00
2008-12-01,20914000000.00
2009-01-01,21036000000.00
2009-02-01,20703000000.00
2009-03-01,19827000000.00
2009-04-01,19218000000.00
2009-05-01,18765000000.00
2009-06-01,17975000000.00
2009-07-01,17967000000.00
2009-08-01,17594000000.00
2009-09-01,17029000000.00
2009-10-01,17114000000.00
2009-11-01,16949000000.00
2009-12-01,16522000000.00
2010-01-01,17250000000.00
2010-02-01,17399000000.00
2010-03-01,17514000000.00
2010-04-01,17328000000.00
2010-05-01,17285000000.00
2010-06-01,17395000000.00
2010-07-01,17411000000.00
2010-08-01,17122000000.00
2010-09-01,17048000000.00
2010-10-01,16739000000.00
2010-11-01,16861000000.00
2010-12-01,16691000000.00
2011-01-01,17132000000.00
2011-02-01,17783000000.00
2011-03-01,17837000000.00
2011-04-01,17336000000.00
2011-05-01,17423000000.00
2011-06-01,17427000000.00
2011-07-01,17532000000.00
2011-08-01,17614000000.00
2011-09-01,17600000000.00
2011-10-01,17712000000.00
2011-11-01,17721000000.00
2011-12-01,17820000000.00
2012-01-01,18567000000.00
2012-02-01,19035000000.00
2012-03-01,19166000000.00
2012-04-01,19139000000.00
2012-05-01,19663000000.00
2012-06-01,19521000000.00
2012-07-01,19301000000.00
2012-08-01,19380000000.00
2012-09-01,19011000000.00
2012-10-01,19256000000.00
2012-11-01,19647000000.00
2012-12-01,19317000000.00
2013-01-01,19474000000.00
2013-02-01,19582000000.00
2013-03-01,19368000000.00
2013-04-01,18958000000.00
2013-05-01,19404000000.00
2013-06-01,19351000000.00
2013-07-01,18718000000.00
2013-08-01,18568000000.00
2013-09-01,18482000000.00
2013-10-01,18454000000.00
2013-11-01,17448000000.00
2013-12-01,17550000000.00
2014-01-01,18172000000.00
2014-02-01,18427000000.00
2014-03-01,18439000000.00
2014-04-01,18765000000.00
2014-05-01,18812000000.00
2014-06-01,19302000000.00
2014-07-01,19034000000.00
2014-08-01,18957000000.00
2014-09-01,19162000000.00
2014-10-01,19551000000.00
2014-11-01,19312000000.00
2014-12-01,19413000000.00
2015-01-01,19634000000.00
2015-02-01,19829000000.00
2015-03-01,19921000000.00
2015-04-01,19946000000.00
2015-05-01,19659000000.00
2015-06-01,19703000000.00
2015-07-01,19282000000.00
2015-08-01,19195000000.00
2015-09-01,18994000000.00
2015-10-01,18618000000.00
2015-11-01,18384000000.00
2015-12-01,18465000000.00
2016-01-01,19075000000.00
2016-02-01,19519000000.00
2016-03-01,19614000000.00
2016-04-01,19356000000.00
2016-05-01,19148000000.00
2016-06-01,19044000000.00
2016-07-01,18803000000.00
2016-08-01,18632000000.00
2016-09-01,18566000000.00
2016-10-01,18421000000.00
2016-11-01,18403000000.00
2016-12-01,18648000000.00
2017-01-01,19222000000.00
2017-02-01,19704000000.00
2017-03-01,19882000000.00
2017-04-01,19804000000.00
2017-05-01,19866000000.00
2017-06-01,19563000000.00
2017-07-01,19066000000.00
2017-08-01,18982000000.00
2017-09-01,18893000000.00
2017-10-01,18985000000.00
2017-11-01,18969000000.00
2017-12-01,19032000000.00
2018-01-01,19240000000.00
2018-02-01,19498000000.00
2018-03-01,19709000000.00
2018-04-01,19859000000.00
2018-05-01,19864000000.00
