Date,IY111
2005-12-01,100.00
2006-01-01,101.70
2006-02-01,100.10
2006-03-01,99.90
2006-04-01,99.80
2006-05-01,100.20
2006-06-01,104.80
2006-07-01,106.80
2006-08-01,107.20
2006-09-01,105.20
2006-10-01,107.50
2006-11-01,116.60
2006-12-01,120.00
2007-01-01,119.40
2007-02-01,123.10
2007-03-01,126.70
2007-04-01,121.80
2007-05-01,121.20
2007-06-01,125.20
2007-07-01,130.30
2007-08-01,131.80
2007-09-01,142.50
2007-10-01,153.90
2007-11-01,155.70
2007-12-01,163.10
2008-01-01,175.70
2008-02-01,187.50
2008-03-01,197.40
2008-04-01,187.10
2008-05-01,183.80
2008-06-01,188.40
2008-07-01,206.80
2008-08-01,174.70
2008-09-01,175.20
2008-10-01,152.50
2008-11-01,142.70
2008-12-01,131.80
2009-01-01,147.30
2009-02-01,141.70
2009-03-01,131.90
2009-04-01,142.40
2009-05-01,149.40
2009-06-01,157.30
2009-07-01,144.50
2009-08-01,144.70
2009-09-01,134.70
2009-10-01,135.60
2009-11-01,144.20
2009-12-01,148.10
2010-01-01,152.30
2010-02-01,140.10
2010-03-01,145.60
2010-04-01,144.00
2010-05-01,146.60
2010-06-01,144.90
2010-07-01,143.90
2010-08-01,155.40
2010-09-01,161.80
2010-10-01,168.20
2010-11-01,192.40
2010-12-01,197.90
2011-01-01,209.00
2011-02-01,223.10
2011-03-01,229.40
2011-04-01,224.70
2011-05-01,220.30
2011-06-01,222.10
2011-07-01,206.50
2011-08-01,211.60
2011-09-01,216.20
2011-10-01,191.50
2011-11-01,199.70
2011-12-01,193.00
2012-01-01,197.90
2012-02-01,196.60
2012-03-01,202.50
2012-04-01,208.10
2012-05-01,210.30
2012-06-01,197.00
2012-07-01,218.60
2012-08-01,230.70
2012-09-01,235.40
2012-10-01,226.40
2012-11-01,226.80
2012-12-01,226.50
2013-01-01,222.20
2013-02-01,228.90
2013-03-01,224.00
2013-04-01,213.80
2013-05-01,219.60
2013-06-01,222.30
2013-07-01,220.10
2013-08-01,202.20
2013-09-01,205.50
2013-10-01,200.50
2013-11-01,199.10
2013-12-01,199.60
2014-01-01,200.00
2014-02-01,202.70
2014-03-01,210.60
2014-04-01,212.30
2014-05-01,213.10
2014-06-01,206.20
2014-07-01,197.10
2014-08-01,186.60
2014-09-01,182.80
2014-10-01,174.00
2014-11-01,177.90
2014-12-01,178.90
2015-01-01,178.60
2015-02-01,173.20
2015-03-01,172.90
2015-04-01,174.00
2015-05-01,171.20
2015-06-01,168.90
2015-07-01,175.20
2015-08-01,166.10
2015-09-01,161.70
2015-10-01,164.40
2015-11-01,161.70
2015-12-01,159.80
2016-01-01,157.70
2016-02-01,159.50
2016-03-01,152.90
2016-04-01,154.60
2016-05-01,162.30
2016-06-01,170.10
2016-07-01,167.40
2016-08-01,157.20
2016-09-01,154.90
2016-10-01,156.60
2016-11-01,158.80
2016-12-01,158.40
2017-01-01,159.10
2017-02-01,163.50
2017-03-01,165.30
2017-04-01,164.50
2017-05-01,160.00
2017-06-01,154.40
2017-07-01,159.30
2017-08-01,158.10
2017-09-01,156.50
2017-10-01,163.10
2017-11-01,160.30
2017-12-01,159.00
2018-01-01,160.80
2018-02-01,161.30
2018-03-01,171.10
2018-04-01,167.10
2018-05-01,170.90
