Date,CAPUTLG334S
1972-01-01,80.15
1972-02-01,79.92
1972-03-01,79.88
1972-04-01,80.45
1972-05-01,79.88
1972-06-01,79.76
1972-07-01,80.22
1972-08-01,79.98
1972-09-01,80.65
1972-10-01,80.87
1972-11-01,82.57
1972-12-01,84.25
1973-01-01,83.98
1973-02-01,85.13
1973-03-01,84.46
1973-04-01,83.65
1973-05-01,83.93
1973-06-01,86.02
1973-07-01,83.36
1973-08-01,85.76
1973-09-01,85.52
1973-10-01,86.11
1973-11-01,87.10
1973-12-01,87.05
1974-01-01,86.19
1974-02-01,87.64
1974-03-01,87.70
1974-04-01,85.80
1974-05-01,84.97
1974-06-01,84.80
1974-07-01,83.52
1974-08-01,79.40
1974-09-01,81.58
1974-10-01,81.36
1974-11-01,79.16
1974-12-01,75.67
1975-01-01,73.23
1975-02-01,69.81
1975-03-01,68.59
1975-04-01,67.94
1975-05-01,67.68
1975-06-01,66.26
1975-07-01,68.02
1975-08-01,68.00
1975-09-01,68.70
1975-10-01,68.67
1975-11-01,68.05
1975-12-01,68.96
1976-01-01,70.01
1976-02-01,69.41
1976-03-01,69.62
1976-04-01,70.16
1976-05-01,72.10
1976-06-01,71.57
1976-07-01,71.75
1976-08-01,73.24
1976-09-01,73.69
1976-10-01,74.42
1976-11-01,74.41
1976-12-01,74.84
1977-01-01,74.23
1977-02-01,76.20
1977-03-01,75.38
1977-04-01,77.06
1977-05-01,77.47
1977-06-01,78.18
1977-07-01,78.61
1977-08-01,78.30
1977-09-01,79.04
1977-10-01,79.42
1977-11-01,79.78
1977-12-01,79.68
1978-01-01,78.11
1978-02-01,78.90
1978-03-01,80.99
1978-04-01,80.29
1978-05-01,79.64
1978-06-01,80.43
1978-07-01,80.72
1978-08-01,80.68
1978-09-01,80.97
1978-10-01,81.07
1978-11-01,81.76
1978-12-01,82.31
1979-01-01,81.90
1979-02-01,82.98
1979-03-01,83.05
1979-04-01,80.54
1979-05-01,81.56
1979-06-01,83.09
1979-07-01,83.22
1979-08-01,83.56
1979-09-01,83.97
1979-10-01,84.99
1979-11-01,86.44
1979-12-01,87.67
1980-01-01,88.50
1980-02-01,88.97
1980-03-01,88.98
1980-04-01,88.76
1980-05-01,87.91
1980-06-01,86.65
1980-07-01,85.66
1980-08-01,85.56
1980-09-01,84.64
1980-10-01,85.24
1980-11-01,85.78
1980-12-01,85.90
1981-01-01,85.95
1981-02-01,84.77
1981-03-01,84.40
1981-04-01,85.06
1981-05-01,84.63
1981-06-01,84.01
1981-07-01,84.36
1981-08-01,85.71
1981-09-01,85.43
1981-10-01,85.10
1981-11-01,84.38
1981-12-01,83.25
1982-01-01,80.91
1982-02-01,83.69
1982-03-01,82.60
1982-04-01,82.73
1982-05-01,82.52
1982-06-01,82.35
1982-07-01,82.36
1982-08-01,80.49
1982-09-01,80.26
1982-10-01,79.09
1982-11-01,78.21
1982-12-01,78.02
1983-01-01,79.68
1983-02-01,78.70
1983-03-01,79.53
1983-04-01,80.21
1983-05-01,80.70
1983-06-01,80.75
1983-07-01,82.93
1983-08-01,81.53
1983-09-01,84.63
1983-10-01,85.13
1983-11-01,84.97
1983-12-01,84.80
1984-01-01,86.17
1984-02-01,87.12
1984-03-01,87.05
1984-04-01,87.82
1984-05-01,87.86
1984-06-01,88.20
1984-07-01,88.43
1984-08-01,88.47
1984-09-01,88.29
1984-10-01,87.66
1984-11-01,87.35
1984-12-01,86.88
1985-01-01,85.63
1985-02-01,84.37
1985-03-01,84.17
1985-04-01,81.46
1985-05-01,81.15
1985-06-01,81.24
1985-07-01,78.41
1985-08-01,78.45
1985-09-01,77.30
1985-10-01,76.73
1985-11-01,77.50
1985-12-01,77.75
1986-01-01,77.03
1986-02-01,76.76
1986-03-01,77.13
1986-04-01,76.84
1986-05-01,76.87
1986-06-01,75.31
1986-07-01,77.73
1986-08-01,78.23
1986-09-01,78.04
1986-10-01,78.25
1986-11-01,78.58
1986-12-01,79.21
1987-01-01,79.35
1987-02-01,79.35
1987-03-01,78.76
1987-04-01,78.85
1987-05-01,79.32
1987-06-01,79.36
1987-07-01,79.87
1987-08-01,80.37
1987-09-01,80.47
1987-10-01,81.22
1987-11-01,81.21
1987-12-01,81.28
1988-01-01,81.26
1988-02-01,80.53
1988-03-01,80.70
1988-04-01,81.25
1988-05-01,81.26
1988-06-01,81.72
1988-07-01,82.14
1988-08-01,81.68
1988-09-01,81.73
1988-10-01,81.67
1988-11-01,81.28
1988-12-01,81.06
1989-01-01,80.79
1989-02-01,80.03
1989-03-01,78.83
1989-04-01,79.37
1989-05-01,78.33
1989-06-01,78.19
1989-07-01,78.23
1989-08-01,78.76
1989-09-01,78.24
1989-10-01,78.88
1989-11-01,78.64
1989-12-01,78.53
1990-01-01,78.73
1990-02-01,78.94
1990-03-01,79.29
1990-04-01,78.51
1990-05-01,78.83
1990-06-01,79.18
1990-07-01,78.69
1990-08-01,78.40
1990-09-01,78.69
