Date,CAPUTLG2122S
1967-01-01,82.12
1967-02-01,81.22
1967-03-01,80.66
1967-04-01,86.74
1967-05-01,88.16
1967-06-01,89.70
1967-07-01,83.47
1967-08-01,71.45
1967-09-01,67.21
1967-10-01,61.92
1967-11-01,53.85
1967-12-01,54.98
1968-01-01,56.70
1968-02-01,57.36
1968-03-01,60.31
1968-04-01,83.49
1968-05-01,91.63
1968-06-01,97.09
1968-07-01,100.85
1968-08-01,97.70
1968-09-01,96.76
1968-10-01,91.43
1968-11-01,88.14
1968-12-01,89.37
1969-01-01,86.66
1969-02-01,87.81
1969-03-01,89.56
1969-04-01,90.20
1969-05-01,94.14
1969-06-01,100.74
1969-07-01,103.09
1969-08-01,103.33
1969-09-01,101.31
1969-10-01,100.24
1969-11-01,99.60
1969-12-01,95.31
1970-01-01,96.25
1970-02-01,96.07
1970-03-01,97.33
1970-04-01,96.96
1970-05-01,102.62
1970-06-01,102.46
1970-07-01,107.74
1970-08-01,106.04
1970-09-01,101.73
1970-10-01,102.54
1970-11-01,100.82
1970-12-01,97.85
1971-01-01,97.20
1971-02-01,94.42
1971-03-01,93.42
1971-04-01,94.75
1971-05-01,99.88
1971-06-01,100.87
1971-07-01,79.33
1971-08-01,81.40
1971-09-01,90.66
1971-10-01,90.12
1971-11-01,91.90
1971-12-01,90.70
1972-01-01,89.79
1972-02-01,88.81
1972-03-01,88.11
1972-04-01,88.82
1972-05-01,88.49
1972-06-01,88.08
1972-07-01,88.72
1972-08-01,90.89
1972-09-01,89.53
1972-10-01,87.67
1972-11-01,86.58
1972-12-01,89.76
1973-01-01,90.40
1973-02-01,92.27
1973-03-01,91.30
1973-04-01,91.28
1973-05-01,91.51
1973-06-01,93.06
1973-07-01,95.16
1973-08-01,91.32
1973-09-01,92.31
1973-10-01,91.75
1973-11-01,88.39
1973-12-01,90.39
1974-01-01,86.95
1974-02-01,86.64
1974-03-01,88.82
1974-04-01,84.88
1974-05-01,89.19
1974-06-01,91.71
1974-07-01,80.92
1974-08-01,74.03
1974-09-01,88.91
1974-10-01,90.59
1974-11-01,88.10
1974-12-01,84.76
1975-01-01,84.26
1975-02-01,81.62
1975-03-01,78.24
1975-04-01,80.36
1975-05-01,79.55
1975-06-01,79.94
1975-07-01,75.42
1975-08-01,79.27
1975-09-01,77.99
1975-10-01,74.60
1975-11-01,78.95
1975-12-01,77.34
1976-01-01,78.53
1976-02-01,79.97
1976-03-01,78.00
1976-04-01,78.39
1976-05-01,80.66
1976-06-01,78.58
1976-07-01,80.05
1976-08-01,82.79
1976-09-01,82.22
1976-10-01,83.64
1976-11-01,82.08
1976-12-01,83.23
1977-01-01,83.96
1977-02-01,81.95
1977-03-01,82.13
1977-04-01,81.46
1977-05-01,80.69
1977-06-01,80.47
1977-07-01,75.45
1977-08-01,50.48
1977-09-01,51.43
1977-10-01,55.67
1977-11-01,56.64
1977-12-01,70.49
1978-01-01,76.58
1978-02-01,76.23
1978-03-01,78.66
1978-04-01,83.76
1978-05-01,80.58
1978-06-01,81.11
1978-07-01,78.94
1978-08-01,82.13
1978-09-01,82.59
1978-10-01,83.56
1978-11-01,81.24
1978-12-01,82.07
1979-01-01,77.04
1979-02-01,77.73
1979-03-01,77.60
1979-04-01,81.54
1979-05-01,77.37
1979-06-01,78.37
1979-07-01,84.83
1979-08-01,84.69
1979-09-01,84.22
1979-10-01,82.25
1979-11-01,82.98
1979-12-01,87.80
1980-01-01,83.99
1980-02-01,80.82
1980-03-01,81.41
1980-04-01,78.39
1980-05-01,78.44
1980-06-01,77.33
1980-07-01,57.65
1980-08-01,52.70
1980-09-01,55.85
1980-10-01,62.99
1980-11-01,70.42
1980-12-01,82.52
1981-01-01,80.78
1981-02-01,80.37
1981-03-01,79.19
1981-04-01,75.54
1981-05-01,77.82
1981-06-01,76.68
1981-07-01,82.23
1981-08-01,84.94
1981-09-01,83.57
1981-10-01,78.67
1981-11-01,72.89
1981-12-01,69.88
1982-01-01,72.25
1982-02-01,67.52
1982-03-01,64.18
1982-04-01,67.85
1982-05-01,58.29
1982-06-01,48.37
1982-07-01,32.27
1982-08-01,45.22
1982-09-01,41.34
1982-10-01,37.61
1982-11-01,40.42
1982-12-01,46.28
1983-01-01,46.12
1983-02-01,41.85
1983-03-01,43.58
1983-04-01,48.47
1983-05-01,54.48
1983-06-01,56.85
1983-07-01,57.99
1983-08-01,57.75
1983-09-01,58.66
1983-10-01,59.27
1983-11-01,59.37
1983-12-01,61.30
1984-01-01,64.25
1984-02-01,66.62
1984-03-01,66.61
1984-04-01,67.20
1984-05-01,69.51
1984-06-01,70.22
1984-07-01,70.84
1984-08-01,64.56
1984-09-01,66.80
1984-10-01,67.65
1984-11-01,65.49
1984-12-01,60.16
1985-01-01,62.47
1985-02-01,65.23
1985-03-01,72.38
1985-04-01,69.61
1985-05-01,71.52
1985-06-01,73.74
1985-07-01,57.77
1985-08-01,68.03
1985-09-01,71.66
1985-10-01,72.13
1985-11-01,73.99
1985-12-01,67.11
1986-01-01,72.83
1986-02-01,75.02
1986-03-01,70.86
1986-04-01,72.01
1986-05-01,70.20
1986-06-01,66.88
1986-07-01,67.67
1986-08-01,68.04
1986-09-01,63.09
1986-10-01,66.91
1986-11-01,65.55
1986-12-01,66.70
1987-01-01,64.04
1987-02-01,70.58
1987-03-01,66.78
1987-04-01,66.78
1987-05-01,68.98
1987-06-01,70.18
1987-07-01,72.33
1987-08-01,77.91
1987-09-01,78.71
1987-10-01,76.76
1987-11-01,80.21
1987-12-01,77.86
1988-01-01,84.90
1988-02-01,80.32
1988-03-01,82.91
1988-04-01,85.01
1988-05-01,86.64
1988-06-01,84.77
1988-07-01,88.01
1988-08-01,90.18
1988-09-01,88.98
1988-10-01,90.45
1988-11-01,90.37
1988-12-01,91.67
1989-01-01,92.69
1989-02-01,90.88
1989-03-01,90.98
1989-04-01,91.35
1989-05-01,90.14
1989-06-01,90.46
1989-07-01,93.42
1989-08-01,90.99
1989-09-01,90.89
1989-10-01,90.83
1989-11-01,90.34
1989-12-01,89.93
1990-01-01,90.85
1990-02-01,88.41
1990-03-01,83.33
1990-04-01,89.42
1990-05-01,86.16
1990-06-01,88.56
1990-07-01,89.97
1990-08-01,86.36
1990-09-01,88.44
1990-10-01,85.77
1990-11-01,87.65
1990-12-01,86.71
1991-01-01,84.72
1991-02-01,87.57
1991-03-01,84.87
1991-04-01,83.84
1991-05-01,85.88
1991-06-01,87.61
1991-07-01,81.29
1991-08-01,85.40
1991-09-01,83.71
1991-10-01,83.81
1991-11-01,83.55
1991-12-01,83.68
1992-01-01,84.69
1992-02-01,86.26
1992-03-01,88.16
1992-04-01,87.86
1992-05-01,89.31
1992-06-01,85.69
1992-07-01,86.59
1992-08-01,86.52
1992-09-01,86.31
1992-10-01,84.70
1992-11-01,86.31
1992-12-01,81.13
