Date,IY3341
2005-12-01,100.00
2006-01-01,101.10
2006-02-01,100.90
2006-03-01,100.90
2006-04-01,100.10
2006-05-01,100.30
2006-06-01,99.70
2006-07-01,99.30
2006-08-01,99.00
2006-09-01,99.60
2006-10-01,99.20
2006-11-01,98.40
2006-12-01,97.70
2007-01-01,95.90
2007-02-01,95.20
2007-03-01,94.20
2007-04-01,92.50
2007-05-01,92.50
2007-06-01,92.10
2007-07-01,91.60
2007-08-01,91.00
2007-09-01,90.80
2007-10-01,90.60
2007-11-01,90.10
2007-12-01,89.70
2008-01-01,88.80
2008-02-01,87.80
2008-03-01,86.70
2008-04-01,86.30
2008-05-01,85.80
2008-06-01,85.20
2008-07-01,84.60
2008-08-01,83.60
2008-09-01,83.10
2008-10-01,82.40
2008-11-01,82.20
2008-12-01,81.40
2009-01-01,80.70
2009-02-01,80.30
2009-03-01,79.30
2009-04-01,79.50
2009-05-01,79.60
2009-06-01,79.40
2009-07-01,79.00
2009-08-01,79.00
2009-09-01,79.60
2009-10-01,79.80
2009-11-01,80.80
2009-12-01,80.20
2010-01-01,78.70
2010-02-01,78.00
2010-03-01,78.80
2010-04-01,80.60
2010-05-01,79.90
2010-06-01,77.80
2010-07-01,77.30
2010-08-01,77.00
2010-09-01,76.90
2010-10-01,76.30
2010-11-01,76.60
2010-12-01,76.40
2011-01-01,75.50
2011-02-01,74.30
2011-03-01,74.70
2011-04-01,75.00
2011-05-01,74.70
2011-06-01,74.20
2011-07-01,73.50
2011-08-01,73.20
2011-09-01,72.90
2011-10-01,72.70
2011-11-01,72.50
2011-12-01,72.40
2012-01-01,75.90
2012-02-01,75.90
2012-03-01,75.70
2012-04-01,75.30
2012-05-01,75.10
2012-06-01,74.90
2012-07-01,74.80
2012-08-01,73.90
2012-09-01,73.70
2012-10-01,73.60
2012-11-01,73.90
2012-12-01,73.50
2013-01-01,73.60
2013-02-01,73.40
2013-03-01,73.20
2013-04-01,73.30
2013-05-01,73.00
2013-06-01,73.30
2013-07-01,72.60
2013-08-01,72.70
2013-09-01,72.50
2013-10-01,72.20
2013-11-01,72.70
2013-12-01,72.30
2014-01-01,72.50
2014-02-01,72.30
2014-03-01,72.60
2014-04-01,72.70
2014-05-01,72.90
2014-06-01,72.60
2014-07-01,71.90
2014-08-01,71.60
2014-09-01,71.80
2014-10-01,71.80
2014-11-01,71.50
2014-12-01,71.00
2015-01-01,71.00
2015-02-01,71.10
2015-03-01,70.60
2015-04-01,69.60
2015-05-01,69.00
2015-06-01,68.50
2015-07-01,68.10
2015-08-01,67.80
2015-09-01,67.70
2015-10-01,67.50
2015-11-01,67.20
2015-12-01,66.60
2016-01-01,65.70
2016-02-01,65.30
2016-03-01,64.70
2016-04-01,64.30
2016-05-01,64.20
2016-06-01,64.10
2016-07-01,63.40
2016-08-01,63.00
2016-09-01,62.70
2016-10-01,62.30
2016-11-01,62.40
2016-12-01,62.50
2017-01-01,62.00
2017-02-01,61.90
2017-03-01,61.80
2017-04-01,62.30
2017-05-01,62.60
2017-06-01,62.50
2017-07-01,62.50
2017-08-01,62.50
2017-09-01,62.10
2017-10-01,62.30
2017-11-01,62.30
2017-12-01,62.20
2018-01-01,62.30
2018-02-01,62.20
2018-03-01,62.30
2018-04-01,62.70
2018-05-01,62.60
