Date,S4248SM144NCEN
1992-01-01,3459000000.00
1992-02-01,3458000000.00
1992-03-01,4002000000.00
1992-04-01,4564000000.00
1992-05-01,4221000000.00
1992-06-01,4529000000.00
1992-07-01,4466000000.00
1992-08-01,4137000000.00
1992-09-01,4126000000.00
1992-10-01,4259000000.00
1992-11-01,4240000000.00
1992-12-01,4936000000.00
1993-01-01,3031000000.00
1993-02-01,3261000000.00
1993-03-01,4160000000.00
1993-04-01,4377000000.00
1993-05-01,4307000000.00
1993-06-01,4696000000.00
1993-07-01,4458000000.00
1993-08-01,4457000000.00
1993-09-01,4364000000.00
1993-10-01,4236000000.00
1993-11-01,4500000000.00
1993-12-01,4974000000.00
1994-01-01,3075000000.00
1994-02-01,3377000000.00
1994-03-01,4443000000.00
1994-04-01,4261000000.00
1994-05-01,4460000000.00
1994-06-01,4985000000.00
1994-07-01,4324000000.00
1994-08-01,4719000000.00
1994-09-01,4374000000.00
1994-10-01,4248000000.00
1994-11-01,4784000000.00
1994-12-01,4971000000.00
1995-01-01,3370000000.00
1995-02-01,3484000000.00
1995-03-01,4269000000.00
1995-04-01,3994000000.00
1995-05-01,4715000000.00
1995-06-01,4974000000.00
1995-07-01,4223000000.00
1995-08-01,5000000000.00
1995-09-01,4235000000.00
1995-10-01,4554000000.00
1995-11-01,4851000000.00
1995-12-01,4826000000.00
1996-01-01,3699000000.00
1996-02-01,3983000000.00
1996-03-01,4262000000.00
1996-04-01,4619000000.00
1996-05-01,5219000000.00
1996-06-01,4836000000.00
1996-07-01,4941000000.00
1996-08-01,5062000000.00
1996-09-01,4365000000.00
1996-10-01,5012000000.00
1996-11-01,4850000000.00
1996-12-01,5097000000.00
1997-01-01,3758000000.00
1997-02-01,3825000000.00
1997-03-01,4454000000.00
1997-04-01,4635000000.00
1997-05-01,5210000000.00
1997-06-01,5057000000.00
1997-07-01,5231000000.00
1997-08-01,5034000000.00
1997-09-01,4970000000.00
1997-10-01,5342000000.00
1997-11-01,4831000000.00
1997-12-01,5965000000.00
1998-01-01,3796000000.00
1998-02-01,4019000000.00
1998-03-01,4898000000.00
1998-04-01,5090000000.00
1998-05-01,5237000000.00
1998-06-01,5447000000.00
1998-07-01,5435000000.00
1998-08-01,5107000000.00
1998-09-01,5515000000.00
1998-10-01,5583000000.00
1998-11-01,5346000000.00
1998-12-01,6286000000.00
1999-01-01,4032000000.00
1999-02-01,4435000000.00
1999-03-01,5479000000.00
1999-04-01,5483000000.00
1999-05-01,5587000000.00
1999-06-01,6176000000.00
1999-07-01,5621000000.00
1999-08-01,5889000000.00
1999-09-01,5828000000.00
1999-10-01,5849000000.00
1999-11-01,6180000000.00
1999-12-01,6771000000.00
2000-01-01,4243000000.00
2000-02-01,4952000000.00
2000-03-01,6008000000.00
2000-04-01,5353000000.00
2000-05-01,6435000000.00
2000-06-01,6673000000.00
2000-07-01,5636000000.00
2000-08-01,6630000000.00
2000-09-01,5887000000.00
2000-10-01,6322000000.00
2000-11-01,6520000000.00
2000-12-01,6678000000.00
2001-01-01,5082000000.00
2001-02-01,5216000000.00
2001-03-01,5893000000.00
2001-04-01,5894000000.00
2001-05-01,6799000000.00
2001-06-01,6667000000.00
2001-07-01,6374000000.00
2001-08-01,6840000000.00
2001-09-01,5575000000.00
2001-10-01,6545000000.00
2001-11-01,6789000000.00
2001-12-01,7180000000.00
2002-01-01,5117000000.00
2002-02-01,5442000000.00
2002-03-01,6337000000.00
2002-04-01,6525000000.00
2002-05-01,7216000000.00
2002-06-01,6761000000.00
2002-07-01,6958000000.00
2002-08-01,7070000000.00
2002-09-01,6148000000.00
2002-10-01,6924000000.00
2002-11-01,6716000000.00
2002-12-01,7975000000.00
2003-01-01,5326000000.00
2003-02-01,5609000000.00
2003-03-01,6414000000.00
2003-04-01,6741000000.00
2003-05-01,7144000000.00
2003-06-01,7133000000.00
2003-07-01,7568000000.00
2003-08-01,7266000000.00
2003-09-01,6634000000.00
2003-10-01,7626000000.00
2003-11-01,6843000000.00
2003-12-01,8540000000.00
2004-01-01,5629000000.00
2004-02-01,5898000000.00
2004-03-01,7045000000.00
2004-04-01,7094000000.00
2004-05-01,7333000000.00
2004-06-01,7918000000.00
2004-07-01,7289000000.00
2004-08-01,7396000000.00
2004-09-01,7259000000.00
2004-10-01,7268000000.00
2004-11-01,7731000000.00
2004-12-01,9058000000.00
2005-01-01,5557000000.00
2005-02-01,6237000000.00
2005-03-01,7723000000.00
2005-04-01,7262000000.00
2005-05-01,8241000000.00
2005-06-01,8757000000.00
2005-07-01,7352000000.00
2005-08-01,8496000000.00
2005-09-01,7741000000.00
2005-10-01,7710000000.00
2005-11-01,8247000000.00
2005-12-01,8902000000.00
2006-01-01,6066000000.00
2006-02-01,6590000000.00
2006-03-01,7923000000.00
2006-04-01,7335000000.00
2006-05-01,8843000000.00
2006-06-01,9327000000.00
