Date,U34STI
1992-01-01,44848000000.00
1992-02-01,45196000000.00
1992-03-01,44594000000.00
1992-04-01,44973000000.00
1992-05-01,45392000000.00
1992-06-01,44359000000.00
1992-07-01,45128000000.00
1992-08-01,45902000000.00
1992-09-01,45366000000.00
1992-10-01,44863000000.00
1992-11-01,44542000000.00
1992-12-01,42987000000.00
1993-01-01,43102000000.00
1993-02-01,43850000000.00
1993-03-01,42724000000.00
1993-04-01,43558000000.00
1993-05-01,44697000000.00
1993-06-01,43828000000.00
1993-07-01,44957000000.00
1993-08-01,45142000000.00
1993-09-01,43894000000.00
1993-10-01,44338000000.00
1993-11-01,44123000000.00
1993-12-01,42388000000.00
1994-01-01,43307000000.00
1994-02-01,44278000000.00
1994-03-01,43924000000.00
1994-04-01,45139000000.00
1994-05-01,45996000000.00
1994-06-01,45590000000.00
1994-07-01,46857000000.00
1994-08-01,47615000000.00
1994-09-01,46217000000.00
1994-10-01,46572000000.00
1994-11-01,46898000000.00
1994-12-01,45353000000.00
1995-01-01,47040000000.00
1995-02-01,48343000000.00
1995-03-01,47076000000.00
1995-04-01,48792000000.00
1995-05-01,49909000000.00
1995-06-01,49428000000.00
1995-07-01,51199000000.00
1995-08-01,52353000000.00
1995-09-01,51767000000.00
1995-10-01,53231000000.00
1995-11-01,53077000000.00
1995-12-01,51569000000.00
1996-01-01,54079000000.00
1996-02-01,54390000000.00
1996-03-01,52599000000.00
1996-04-01,54444000000.00
1996-05-01,54764000000.00
1996-06-01,52948000000.00
1996-07-01,54167000000.00
1996-08-01,54377000000.00
1996-09-01,52288000000.00
1996-10-01,52340000000.00
1996-11-01,51910000000.00
1996-12-01,48997000000.00
1997-01-01,50663000000.00
1997-02-01,51668000000.00
1997-03-01,50328000000.00
1997-04-01,52409000000.00
1997-05-01,53754000000.00
1997-06-01,52644000000.00
1997-07-01,55277000000.00
1997-08-01,56196000000.00
1997-09-01,54259000000.00
1997-10-01,54919000000.00
1997-11-01,55520000000.00
1997-12-01,53045000000.00
1998-01-01,54551000000.00
1998-02-01,55794000000.00
1998-03-01,54433000000.00
1998-04-01,56110000000.00
1998-05-01,56778000000.00
1998-06-01,54775000000.00
1998-07-01,55296000000.00
1998-08-01,55579000000.00
1998-09-01,53226000000.00
1998-10-01,53592000000.00
1998-11-01,53359000000.00
1998-12-01,50066000000.00
1999-01-01,50681000000.00
1999-02-01,52356000000.00
1999-03-01,51978000000.00
1999-04-01,53676000000.00
1999-05-01,54549000000.00
1999-06-01,53225000000.00
1999-07-01,54232000000.00
1999-08-01,55309000000.00
1999-09-01,53570000000.00
1999-10-01,53605000000.00
1999-11-01,54347000000.00
1999-12-01,52838000000.00
2000-01-01,53855000000.00
2000-02-01,55634000000.00
2000-03-01,54402000000.00
2000-04-01,57192000000.00
2000-05-01,59294000000.00
2000-06-01,58825000000.00
2000-07-01,61165000000.00
2000-08-01,63230000000.00
2000-09-01,60529000000.00
2000-10-01,62923000000.00
2000-11-01,65363000000.00
2000-12-01,63024000000.00
2001-01-01,65754000000.00
2001-02-01,66782000000.00
2001-03-01,62656000000.00
2001-04-01,63458000000.00
2001-05-01,63595000000.00
2001-06-01,61172000000.00
2001-07-01,60895000000.00
2001-08-01,60366000000.00
2001-09-01,55750000000.00
2001-10-01,55069000000.00
2001-11-01,54436000000.00
2001-12-01,49429000000.00
2002-01-01,50970000000.00
2002-02-01,50944000000.00
2002-03-01,48625000000.00
2002-04-01,49715000000.00
2002-05-01,49829000000.00
2002-06-01,47699000000.00
2002-07-01,48715000000.00
2002-08-01,49214000000.00
2002-09-01,46970000000.00
2002-10-01,47405000000.00
2002-11-01,47678000000.00
2002-12-01,44608000000.00
2003-01-01,45132000000.00
2003-02-01,45463000000.00
2003-03-01,43208000000.00
2003-04-01,43731000000.00
2003-05-01,43748000000.00
2003-06-01,41796000000.00
2003-07-01,42359000000.00
2003-08-01,42222000000.00
2003-09-01,40613000000.00
2003-10-01,41523000000.00
2003-11-01,41504000000.00
2003-12-01,39779000000.00
2004-01-01,39734000000.00
2004-02-01,39779000000.00
2004-03-01,38803000000.00
2004-04-01,39969000000.00
2004-05-01,40238000000.00
2004-06-01,39510000000.00
2004-07-01,40420000000.00
2004-08-01,40580000000.00
2004-09-01,39152000000.00
2004-10-01,40226000000.00
2004-11-01,39986000000.00
2004-12-01,37751000000.00
2005-01-01,39686000000.00
2005-02-01,40342000000.00
2005-03-01,38906000000.00
2005-04-01,40114000000.00
2005-05-01,41183000000.00
2005-06-01,40242000000.00
2005-07-01,42252000000.00
2005-08-01,43170000000.00
2005-09-01,42601000000.00
2005-10-01,44236000000.00
2005-11-01,45780000000.00
2005-12-01,43663000000.00
2006-01-01,45626000000.00
2006-02-01,45359000000.00
2006-03-01,44386000000.00
2006-04-01,45941000000.00
2006-05-01,46505000000.00
2006-06-01,45238000000.00
2006-07-01,46869000000.00
2006-08-01,47913000000.00
2006-09-01,46412000000.00
2006-10-01,47556000000.00
2006-11-01,48158000000.00
2006-12-01,45261000000.00
2007-01-01,47079000000.00
2007-02-01,47359000000.00
2007-03-01,45422000000.00
2007-04-01,46281000000.00
