Date,JTS7200HIL
2000-12-01,816000.00
2001-01-01,825000.00
2001-02-01,793000.00
2001-03-01,849000.00
2001-04-01,873000.00
2001-05-01,780000.00
2001-06-01,745000.00
2001-07-01,774000.00
2001-08-01,718000.00
2001-09-01,771000.00
2001-10-01,702000.00
2001-11-01,703000.00
2001-12-01,681000.00
2002-01-01,687000.00
2002-02-01,758000.00
2002-03-01,662000.00
2002-04-01,696000.00
2002-05-01,666000.00
2002-06-01,669000.00
2002-07-01,712000.00
2002-08-01,708000.00
2002-09-01,685000.00
2002-10-01,684000.00
2002-11-01,674000.00
2002-12-01,678000.00
2003-01-01,720000.00
2003-02-01,669000.00
2003-03-01,631000.00
2003-04-01,660000.00
2003-05-01,691000.00
2003-06-01,688000.00
2003-07-01,646000.00
2003-08-01,669000.00
2003-09-01,686000.00
2003-10-01,692000.00
2003-11-01,681000.00
2003-12-01,749000.00
2004-01-01,692000.00
2004-02-01,703000.00
2004-03-01,767000.00
2004-04-01,713000.00
2004-05-01,728000.00
2004-06-01,724000.00
2004-07-01,706000.00
2004-08-01,732000.00
2004-09-01,726000.00
2004-10-01,745000.00
2004-11-01,734000.00
2004-12-01,744000.00
2005-01-01,767000.00
2005-02-01,731000.00
2005-03-01,753000.00
2005-04-01,738000.00
2005-05-01,741000.00
2005-06-01,777000.00
2005-07-01,776000.00
2005-08-01,776000.00
2005-09-01,775000.00
2005-10-01,754000.00
2005-11-01,826000.00
2005-12-01,784000.00
2006-01-01,831000.00
2006-02-01,903000.00
2006-03-01,855000.00
2006-04-01,743000.00
2006-05-01,733000.00
2006-06-01,769000.00
2006-07-01,794000.00
2006-08-01,769000.00
2006-09-01,763000.00
2006-10-01,787000.00
2006-11-01,865000.00
2006-12-01,844000.00
2007-01-01,780000.00
2007-02-01,819000.00
2007-03-01,783000.00
2007-04-01,829000.00
2007-05-01,787000.00
2007-06-01,799000.00
2007-07-01,793000.00
2007-08-01,783000.00
2007-09-01,769000.00
2007-10-01,799000.00
2007-11-01,760000.00
2007-12-01,770000.00
2008-01-01,731000.00
2008-02-01,806000.00
2008-03-01,710000.00
2008-04-01,731000.00
2008-05-01,734000.00
2008-06-01,702000.00
2008-07-01,689000.00
2008-08-01,671000.00
2008-09-01,676000.00
2008-10-01,666000.00
2008-11-01,598000.00
2008-12-01,593000.00
2009-01-01,582000.00
2009-02-01,603000.00
2009-03-01,559000.00
2009-04-01,546000.00
2009-05-01,588000.00
2009-06-01,544000.00
2009-07-01,521000.00
2009-08-01,535000.00
2009-09-01,516000.00
2009-10-01,504000.00
2009-11-01,554000.00
2009-12-01,529000.00
2010-01-01,542000.00
2010-02-01,523000.00
2010-03-01,553000.00
2010-04-01,544000.00
2010-05-01,537000.00
2010-06-01,525000.00
2010-07-01,544000.00
2010-08-01,536000.00
2010-09-01,556000.00
2010-10-01,551000.00
2010-11-01,533000.00
2010-12-01,533000.00
2011-01-01,524000.00
2011-02-01,547000.00
2011-03-01,627000.00
2011-04-01,582000.00
2011-05-01,539000.00
2011-06-01,609000.00
2011-07-01,608000.00
2011-08-01,599000.00
2011-09-01,610000.00
2011-10-01,595000.00
2011-11-01,625000.00
2011-12-01,611000.00
2012-01-01,632000.00
2012-02-01,596000.00
2012-03-01,675000.00
2012-04-01,611000.00
2012-05-01,619000.00
2012-06-01,611000.00
2012-07-01,625000.00
2012-08-01,651000.00
2012-09-01,630000.00
2012-10-01,638000.00
2012-11-01,618000.00
2012-12-01,650000.00
2013-01-01,670000.00
2013-02-01,673000.00
2013-03-01,671000.00
2013-04-01,734000.00
2013-05-01,663000.00
2013-06-01,664000.00
2013-07-01,666000.00
2013-08-01,652000.00
2013-09-01,681000.00
2013-10-01,671000.00
2013-11-01,648000.00
2013-12-01,648000.00
2014-01-01,689000.00
2014-02-01,736000.00
2014-03-01,702000.00
2014-04-01,708000.00
2014-05-01,728000.00
2014-06-01,737000.00
2014-07-01,717000.00
2014-08-01,694000.00
2014-09-01,752000.00
2014-10-01,755000.00
2014-11-01,772000.00
2014-12-01,788000.00
2015-01-01,744000.00
2015-02-01,772000.00
2015-03-01,770000.00
2015-04-01,802000.00
2015-05-01,795000.00
2015-06-01,793000.00
2015-07-01,820000.00
2015-08-01,855000.00
2015-09-01,860000.00
2015-10-01,853000.00
2015-11-01,864000.00
2015-12-01,889000.00
2016-01-01,780000.00
2016-02-01,927000.00
2016-03-01,842000.00
2016-04-01,845000.00
2016-05-01,857000.00
2016-06-01,854000.00
2016-07-01,855000.00
2016-08-01,862000.00
2016-09-01,829000.00
2016-10-01,835000.00
2016-11-01,906000.00
2016-12-01,858000.00
2017-01-01,859000.00
2017-02-01,836000.00
2017-03-01,876000.00
2017-04-01,827000.00
2017-05-01,831000.00
2017-06-01,853000.00
2017-07-01,853000.00
2017-08-01,836000.00
2017-09-01,839000.00
2017-10-01,894000.00
2017-11-01,870000.00
2017-12-01,869000.00
2018-01-01,863000.00
2018-02-01,861000.00
2018-03-01,852000.00
2018-04-01,866000.00
