Date,S4244SM144NCEN
1992-01-01,22506000000.00
1992-02-01,21494000000.00
1992-03-01,23277000000.00
1992-04-01,23154000000.00
1992-05-01,22804000000.00
1992-06-01,22632000000.00
1992-07-01,23703000000.00
1992-08-01,22645000000.00
1992-09-01,22942000000.00
1992-10-01,23412000000.00
1992-11-01,22513000000.00
1992-12-01,23746000000.00
1993-01-01,23057000000.00
1993-02-01,21215000000.00
1993-03-01,24407000000.00
1993-04-01,23896000000.00
1993-05-01,24520000000.00
1993-06-01,24267000000.00
1993-07-01,24182000000.00
1993-08-01,23597000000.00
1993-09-01,23688000000.00
1993-10-01,23356000000.00
1993-11-01,23642000000.00
1993-12-01,23877000000.00
1994-01-01,22309000000.00
1994-02-01,21275000000.00
1994-03-01,24632000000.00
1994-04-01,23186000000.00
1994-05-01,24455000000.00
1994-06-01,24492000000.00
1994-07-01,23591000000.00
1994-08-01,25223000000.00
1994-09-01,24451000000.00
1994-10-01,25023000000.00
1994-11-01,25493000000.00
1994-12-01,25773000000.00
1995-01-01,24397000000.00
1995-02-01,22485000000.00
1995-03-01,25870000000.00
1995-04-01,24466000000.00
1995-05-01,27185000000.00
1995-06-01,26078000000.00
1995-07-01,25545000000.00
1995-08-01,26828000000.00
1995-09-01,25748000000.00
1995-10-01,27281000000.00
1995-11-01,26787000000.00
1995-12-01,26378000000.00
1996-01-01,26173000000.00
1996-02-01,24948000000.00
1996-03-01,26023000000.00
1996-04-01,25872000000.00
1996-05-01,27493000000.00
1996-06-01,25266000000.00
1996-07-01,27848000000.00
1996-08-01,27577000000.00
1996-09-01,25583000000.00
1996-10-01,28325000000.00
1996-11-01,26456000000.00
1996-12-01,26257000000.00
1997-01-01,26702000000.00
1997-02-01,24891000000.00
1997-03-01,28521000000.00
1997-04-01,27171000000.00
1997-05-01,29027000000.00
1997-06-01,27920000000.00
1997-07-01,28378000000.00
1997-08-01,27302000000.00
1997-09-01,27024000000.00
1997-10-01,28280000000.00
1997-11-01,26584000000.00
1997-12-01,28411000000.00
1998-01-01,26497000000.00
1998-02-01,25640000000.00
1998-03-01,28616000000.00
1998-04-01,28254000000.00
1998-05-01,28737000000.00
1998-06-01,29227000000.00
1998-07-01,29764000000.00
1998-08-01,28812000000.00
1998-09-01,28370000000.00
1998-10-01,29741000000.00
1998-11-01,28391000000.00
1998-12-01,29577000000.00
1999-01-01,26473000000.00
1999-02-01,25902000000.00
1999-03-01,30509000000.00
1999-04-01,28851000000.00
1999-05-01,30548000000.00
1999-06-01,29863000000.00
1999-07-01,30028000000.00
1999-08-01,30389000000.00
1999-09-01,30294000000.00
1999-10-01,30527000000.00
1999-11-01,31087000000.00
1999-12-01,31622000000.00
2000-01-01,28729000000.00
2000-02-01,28810000000.00
2000-03-01,32096000000.00
2000-04-01,29983000000.00
2000-05-01,33287000000.00
2000-06-01,32073000000.00
2000-07-01,31585000000.00
2000-08-01,32447000000.00
2000-09-01,30290000000.00
2000-10-01,31837000000.00
2000-11-01,31816000000.00
2000-12-01,31772000000.00
2001-01-01,30389000000.00
2001-02-01,28316000000.00
2001-03-01,32472000000.00
2001-04-01,31403000000.00
2001-05-01,33311000000.00
2001-06-01,31487000000.00
2001-07-01,31914000000.00
2001-08-01,32542000000.00
2001-09-01,29870000000.00
2001-10-01,32615000000.00
2001-11-01,31636000000.00
2001-12-01,31224000000.00
2002-01-01,30571000000.00
2002-02-01,28979000000.00
2002-03-01,31883000000.00
2002-04-01,31509000000.00
2002-05-01,33387000000.00
2002-06-01,31479000000.00
2002-07-01,33587000000.00
2002-08-01,33440000000.00
2002-09-01,31692000000.00
2002-10-01,34063000000.00
2002-11-01,32531000000.00
2002-12-01,32760000000.00
2003-01-01,31591000000.00
2003-02-01,30246000000.00
2003-03-01,33928000000.00
2003-04-01,33663000000.00
2003-05-01,35254000000.00
2003-06-01,33968000000.00
2003-07-01,35344000000.00
2003-08-01,33785000000.00
2003-09-01,33664000000.00
2003-10-01,34884000000.00
2003-11-01,32286000000.00
2003-12-01,33450000000.00
2004-01-01,31289000000.00
2004-02-01,30187000000.00
