Date,S4237SM144NCEN
1992-01-01,3304000000.00
1992-02-01,3230000000.00
1992-03-01,3469000000.00
1992-04-01,3720000000.00
1992-05-01,3630000000.00
1992-06-01,4106000000.00
1992-07-01,4025000000.00
1992-08-01,3761000000.00
1992-09-01,3932000000.00
1992-10-01,4022000000.00
1992-11-01,3699000000.00
1992-12-01,3515000000.00
1993-01-01,3201000000.00
1993-02-01,3277000000.00
1993-03-01,3629000000.00
1993-04-01,3695000000.00
1993-05-01,3784000000.00
1993-06-01,4173000000.00
1993-07-01,4062000000.00
1993-08-01,4284000000.00
1993-09-01,4134000000.00
1993-10-01,4277000000.00
1993-11-01,4106000000.00
1993-12-01,3793000000.00
1994-01-01,3507000000.00
1994-02-01,3684000000.00
1994-03-01,4296000000.00
1994-04-01,4185000000.00
1994-05-01,4431000000.00
1994-06-01,4760000000.00
1994-07-01,4415000000.00
1994-08-01,4960000000.00
1994-09-01,4944000000.00
1994-10-01,4893000000.00
1994-11-01,4727000000.00
1994-12-01,4407000000.00
1995-01-01,4142000000.00
1995-02-01,4018000000.00
1995-03-01,4570000000.00
1995-04-01,4306000000.00
1995-05-01,4805000000.00
1995-06-01,5188000000.00
1995-07-01,4835000000.00
1995-08-01,5163000000.00
1995-09-01,4985000000.00
1995-10-01,5204000000.00
1995-11-01,4742000000.00
1995-12-01,4424000000.00
1996-01-01,4313000000.00
1996-02-01,4237000000.00
1996-03-01,4506000000.00
1996-04-01,4731000000.00
1996-05-01,4926000000.00
1996-06-01,5112000000.00
1996-07-01,5269000000.00
1996-08-01,5189000000.00
1996-09-01,5358000000.00
1996-10-01,5757000000.00
1996-11-01,5012000000.00
1996-12-01,4667000000.00
1997-01-01,4616000000.00
1997-02-01,4425000000.00
1997-03-01,4822000000.00
1997-04-01,5264000000.00
1997-05-01,5246000000.00
1997-06-01,5568000000.00
1997-07-01,5781000000.00
1997-08-01,5308000000.00
1997-09-01,5606000000.00
1997-10-01,5932000000.00
1997-11-01,4995000000.00
1997-12-01,4968000000.00
1998-01-01,4933000000.00
1998-02-01,4778000000.00
1998-03-01,5253000000.00
1998-04-01,5328000000.00
1998-05-01,5462000000.00
1998-06-01,6209000000.00
1998-07-01,6012000000.00
1998-08-01,5527000000.00
1998-09-01,5646000000.00
1998-10-01,5826000000.00
1998-11-01,5362000000.00
1998-12-01,5204000000.00
1999-01-01,4958000000.00
1999-02-01,4963000000.00
1999-03-01,5806000000.00
1999-04-01,5735000000.00
1999-05-01,5770000000.00
1999-06-01,6350000000.00
1999-07-01,6040000000.00
1999-08-01,6081000000.00
1999-09-01,5840000000.00
1999-10-01,5919000000.00
1999-11-01,5718000000.00
1999-12-01,5325000000.00
2000-01-01,5199000000.00
2000-02-01,5561000000.00
2000-03-01,6163000000.00
2000-04-01,5755000000.00
2000-05-01,6595000000.00
2000-06-01,6778000000.00
2000-07-01,6046000000.00
2000-08-01,6450000000.00
2000-09-01,6005000000.00
2000-10-01,6510000000.00
2000-11-01,5787000000.00
2000-12-01,5207000000.00
2001-01-01,5549000000.00
2001-02-01,5317000000.00
2001-03-01,5886000000.00
2001-04-01,5438000000.00
2001-05-01,6244000000.00
2001-06-01,5932000000.00
2001-07-01,5847000000.00
2001-08-01,6105000000.00
2001-09-01,5473000000.00
2001-10-01,6378000000.00
2001-11-01,5790000000.00
2001-12-01,5088000000.00
2002-01-01,5619000000.00
2002-02-01,5477000000.00
2002-03-01,5927000000.00
2002-04-01,6252000000.00
2002-05-01,6265000000.00
2002-06-01,5983000000.00
2002-07-01,6112000000.00
2002-08-01,6228000000.00
2002-09-01,5765000000.00
2002-10-01,6289000000.00
2002-11-01,5444000000.00
2002-12-01,5070000000.00
2003-01-01,5601000000.00
2003-02-01,5270000000.00
2003-03-01,5995000000.00
2003-04-01,6224000000.00
2003-05-01,6368000000.00
2003-06-01,6569000000.00
2003-07-01,6537000000.00
2003-08-01,6371000000.00
2003-09-01,6638000000.00
2003-10-01,6972000000.00
2003-11-01,5965000000.00
2003-12-01,5918000000.00
2004-01-01,5992000000.00
2004-02-01,5899000000.00
2004-03-01,7331000000.00
2004-04-01,7167000000.00
2004-05-01,6928000000.00
2004-06-01,7759000000.00
2004-07-01,7085000000.00
2004-08-01,7481000000.00
2004-09-01,7275000000.00
2004-10-01,7359000000.00
2004-11-01,7147000000.00
2004-12-01,6727000000.00
2005-01-01,6716000000.00
2005-02-01,6799000000.00
2005-03-01,7929000000.00
2005-04-01,7569000000.00
2005-05-01,7874000000.00
2005-06-01,8470000000.00
2005-07-01,7625000000.00
2005-08-01,8670000000.00
2005-09-01,8293000000.00
2005-10-01,8778000000.00
2005-11-01,8480000000.00
2005-12-01,7813000000.00
2006-01-01,7857000000.00
2006-02-01,7894000000.00
2006-03-01,9201000000.00
2006-04-01,8797000000.00
2006-05-01,9981000000.00
2006-06-01,10107000000.00
2006-07-01,8972000000.00
2006-08-01,10199000000.00
2006-09-01,9180000000.00
2006-10-01,9983000000.00
2006-11-01,8755000000.00
2006-12-01,8138000000.00
2007-01-01,8613000000.00
2007-02-01,8254000000.00
2007-03-01,9043000000.00
2007-04-01,9595000000.00
2007-05-01,9716000000.00
2007-06-01,10093000000.00
2007-07-01,9587000000.00
2007-08-01,10435000000.00
2007-09-01,9204000000.00
2007-10-01,10591000000.00
2007-11-01,9055000000.00
2007-12-01,8018000000.00
2008-01-01,8805000000.00
2008-02-01,8279000000.00
2008-03-01,8958000000.00
2008-04-01,9649000000.00
2008-05-01,9506000000.00
2008-06-01,10048000000.00
2008-07-01,10190000000.00
2008-08-01,9184000000.00
2008-09-01,9356000000.00
2008-10-01,9689000000.00
2008-11-01,7469000000.00
2008-12-01,7681000000.00
2009-01-01,7250000000.00
2009-02-01,7012000000.00
2009-03-01,7733000000.00
2009-04-01,7585000000.00
2009-05-01,7371000000.00
2009-06-01,8216000000.00
2009-07-01,8127000000.00
2009-08-01,7637000000.00
2009-09-01,7813000000.00
2009-10-01,7966000000.00
2009-11-01,6838000000.00
2009-12-01,6842000000.00
2010-01-01,6847000000.00
2010-02-01,6613000000.00
2010-03-01,7957000000.00
2010-04-01,8271000000.00
2010-05-01,8043000000.00
2010-06-01,8972000000.00
2010-07-01,8633000000.00
2010-08-01,8806000000.00
2010-09-01,8259000000.00
2010-10-01,8064000000.00
2010-11-01,7923000000.00
2010-12-01,7685000000.00
2011-01-01,7502000000.00
2011-02-01,7118000000.00
2011-03-01,9033000000.00
2011-04-01,8482000000.00
2011-05-01,8872000000.00
2011-06-01,9655000000.00
2011-07-01,8809000000.00
2011-08-01,9600000000.00
2011-09-01,9116000000.00
2011-10-01,8913000000.00
2011-11-01,8508000000.00
2011-12-01,8157000000.00
2012-01-01,8388000000.00
2012-02-01,8514000000.00
2012-03-01,9455000000.00
2012-04-01,9318000000.00
2012-05-01,10191000000.00
2012-06-01,10101000000.00
2012-07-01,10062000000.00
2012-08-01,10372000000.00
2012-09-01,8961000000.00
2012-10-01,10003000000.00
2012-11-01,8885000000.00
2012-12-01,8041000000.00
2013-01-01,9231000000.00
2013-02-01,8344000000.00
2013-03-01,9226000000.00
2013-04-01,9933000000.00
2013-05-01,10638000000.00
2013-06-01,10472000000.00
2013-07-01,10737000000.00
2013-08-01,10593000000.00
2013-09-01,9718000000.00
2013-10-01,10604000000.00
2013-11-01,9089000000.00
2013-12-01,8722000000.00
2014-01-01,9248000000.00
2014-02-01,8569000000.00
2014-03-01,9898000000.00
2014-04-01,10463000000.00
2014-05-01,10867000000.00
2014-06-01,11146000000.00
2014-07-01,11195000000.00
2014-08-01,10862000000.00
2014-09-01,11184000000.00
2014-10-01,11725000000.00
2014-11-01,9716000000.00
2014-12-01,9611000000.00
2015-01-01,9377000000.00
2015-02-01,9067000000.00
2015-03-01,10790000000.00
2015-04-01,11014000000.00
2015-05-01,10844000000.00
2015-06-01,12201000000.00
2015-07-01,11784000000.00
2015-08-01,11419000000.00
2015-09-01,11367000000.00
2015-10-01,11139000000.00
2015-11-01,10077000000.00
2015-12-01,10054000000.00
2016-01-01,9773000000.00
2016-02-01,10025000000.00
2016-03-01,11225000000.00
2016-04-01,10632000000.00
2016-05-01,11134000000.00
2016-06-01,12962000000.00
2016-07-01,11530000000.00
2016-08-01,12807000000.00
2016-09-01,11504000000.00
2016-10-01,11213000000.00
2016-11-01,10768000000.00
2016-12-01,10250000000.00
2017-01-01,10084000000.00
2017-02-01,9716000000.00
2017-03-01,11914000000.00
