Date,CAPUTLG21S
1967-01-01,83.23
1967-02-01,81.72
1967-03-01,80.94
1967-04-01,81.26
1967-05-01,79.83
1967-06-01,80.06
1967-07-01,82.46
1967-08-01,83.15
1967-09-01,81.61
1967-10-01,81.42
1967-11-01,80.91
1967-12-01,80.42
1968-01-01,81.21
1968-02-01,82.44
1968-03-01,83.17
1968-04-01,83.76
1968-05-01,84.10
1968-06-01,83.72
1968-07-01,85.18
1968-08-01,84.89
1968-09-01,84.64
1968-10-01,82.49
1968-11-01,84.77
1968-12-01,85.07
1969-01-01,85.49
1969-02-01,85.07
1969-03-01,85.47
1969-04-01,85.61
1969-05-01,86.36
1969-06-01,88.66
1969-07-01,86.59
1969-08-01,86.83
1969-09-01,87.66
1969-10-01,88.08
1969-11-01,88.44
1969-12-01,89.70
1970-01-01,89.10
1970-02-01,88.21
1970-03-01,88.40
1970-04-01,88.17
1970-05-01,88.01
1970-06-01,87.85
1970-07-01,87.06
1970-08-01,89.62
1970-09-01,90.62
1970-10-01,92.29
1970-11-01,92.40
1970-12-01,91.90
1971-01-01,90.55
1971-02-01,89.07
1971-03-01,89.49
1971-04-01,89.82
1971-05-01,89.72
1971-06-01,89.55
1971-07-01,86.73
1971-08-01,88.68
1971-09-01,88.20
1971-10-01,80.91
1971-11-01,84.24
1971-12-01,89.93
1972-01-01,90.38
1972-02-01,89.45
1972-03-01,90.21
1972-04-01,91.17
1972-05-01,90.48
1972-06-01,90.61
1972-07-01,90.51
1972-08-01,91.57
1972-09-01,91.74
1972-10-01,91.38
1972-11-01,91.33
1972-12-01,91.21
1973-01-01,91.33
1973-02-01,91.44
1973-03-01,90.56
1973-04-01,90.22
1973-05-01,90.67
1973-06-01,91.01
1973-07-01,92.51
1973-08-01,92.68
1973-09-01,91.87
1973-10-01,92.22
1973-11-01,91.90
1973-12-01,93.15
1974-01-01,92.98
1974-02-01,93.10
1974-03-01,92.40
1974-04-01,92.29
1974-05-01,93.09
1974-06-01,91.71
1974-07-01,92.33
1974-08-01,89.87
1974-09-01,91.03
1974-10-01,91.90
1974-11-01,85.35
1974-12-01,87.59
1975-01-01,92.33
1975-02-01,91.16
1975-03-01,89.40
1975-04-01,89.14
1975-05-01,88.88
1975-06-01,90.31
1975-07-01,88.01
1975-08-01,88.72
1975-09-01,88.34
1975-10-01,88.56
1975-11-01,89.61
1975-12-01,89.80
1976-01-01,91.44
1976-02-01,90.95
1976-03-01,89.83
1976-04-01,89.38
1976-05-01,89.55
1976-06-01,88.94
1976-07-01,88.05
1976-08-01,89.14
1976-09-01,89.33
1976-10-01,88.98
1976-11-01,89.50
1976-12-01,90.46
1977-01-01,87.55
1977-02-01,90.41
1977-03-01,91.81
1977-04-01,91.29
1977-05-01,91.02
1977-06-01,90.07
1977-07-01,90.22
1977-08-01,87.87
1977-09-01,90.62
1977-10-01,90.25
1977-11-01,90.66
1977-12-01,82.82
1978-01-01,80.75
1978-02-01,81.30
1978-03-01,85.15
1978-04-01,93.16
1978-05-01,92.54
1978-06-01,92.22
1978-07-01,93.00
1978-08-01,91.93
1978-09-01,90.31
1978-10-01,92.34
1978-11-01,92.07
1978-12-01,91.33
1979-01-01,90.25
1979-02-01,90.19
1979-03-01,90.39
1979-04-01,91.44
1979-05-01,90.83
1979-06-01,90.85
1979-07-01,89.86
1979-08-01,91.78
1979-09-01,91.37
1979-10-01,92.52
1979-11-01,92.72
1979-12-01,92.48
1980-01-01,94.05
1980-02-01,92.88
1980-03-01,93.59
1980-04-01,92.31
1980-05-01,92.16
1980-06-01,91.61
1980-07-01,89.94
1980-08-01,88.10
1980-09-01,89.63
1980-10-01,89.15
1980-11-01,90.53
1980-12-01,92.19
1981-01-01,90.77
1981-02-01,91.45
1981-03-01,92.07
1981-04-01,87.22
1981-05-01,87.47
1981-06-01,90.76
1981-07-01,93.18
1981-08-01,93.31
1981-09-01,92.31
1981-10-01,91.45
1981-11-01,90.35
1981-12-01,90.07
1982-01-01,88.80
1982-02-01,89.55
1982-03-01,88.65
1982-04-01,86.65
1982-05-01,85.13
1982-06-01,83.86
1982-07-01,82.57
1982-08-01,81.88
1982-09-01,81.04
1982-10-01,80.75
1982-11-01,80.52
1982-12-01,79.59
1983-01-01,80.39
1983-02-01,78.85
