Date,U12STI
1992-01-01,11923000000.00
1992-02-01,11937000000.00
1992-03-01,11600000000.00
1992-04-01,11856000000.00
1992-05-01,11740000000.00
1992-06-01,11141000000.00
1992-07-01,11400000000.00
1992-08-01,11782000000.00
1992-09-01,11640000000.00
1992-10-01,12065000000.00
1992-11-01,11817000000.00
1992-12-01,11937000000.00
1993-01-01,12146000000.00
1993-02-01,12187000000.00
1993-03-01,11872000000.00
1993-04-01,11846000000.00
1993-05-01,11648000000.00
1993-06-01,11513000000.00
1993-07-01,11372000000.00
1993-08-01,11503000000.00
1993-09-01,11700000000.00
1993-10-01,11760000000.00
1993-11-01,11747000000.00
1993-12-01,11586000000.00
1994-01-01,11536000000.00
1994-02-01,11387000000.00
1994-03-01,11329000000.00
1994-04-01,11233000000.00
1994-05-01,11057000000.00
1994-06-01,10869000000.00
1994-07-01,10764000000.00
1994-08-01,10690000000.00
1994-09-01,10948000000.00
1994-10-01,11046000000.00
1994-11-01,11094000000.00
1994-12-01,11248000000.00
1995-01-01,11474000000.00
1995-02-01,11625000000.00
1995-03-01,11133000000.00
1995-04-01,11015000000.00
1995-05-01,10778000000.00
1995-06-01,10595000000.00
1995-07-01,10619000000.00
1995-08-01,10732000000.00
1995-09-01,11485000000.00
1995-10-01,11611000000.00
1995-11-01,11527000000.00
1995-12-01,11750000000.00
1996-01-01,11990000000.00
1996-02-01,12075000000.00
1996-03-01,11836000000.00
1996-04-01,11588000000.00
1996-05-01,11404000000.00
1996-06-01,11294000000.00
1996-07-01,11137000000.00
1996-08-01,11510000000.00
1996-09-01,12132000000.00
1996-10-01,12542000000.00
1996-11-01,12581000000.00
1996-12-01,12731000000.00
1997-01-01,13019000000.00
1997-02-01,12944000000.00
1997-03-01,12551000000.00
1997-04-01,12682000000.00
1997-05-01,12551000000.00
1997-06-01,12300000000.00
1997-07-01,12363000000.00
1997-08-01,12736000000.00
1997-09-01,13408000000.00
1997-10-01,14015000000.00
1997-11-01,14188000000.00
1997-12-01,14188000000.00
1998-01-01,14663000000.00
1998-02-01,14456000000.00
1998-03-01,14137000000.00
1998-04-01,13793000000.00
1998-05-01,13526000000.00
1998-06-01,13131000000.00
1998-07-01,13031000000.00
1998-08-01,13035000000.00
1998-09-01,13650000000.00
1998-10-01,14392000000.00
1998-11-01,14419000000.00
1998-12-01,14294000000.00
1999-01-01,14310000000.00
1999-02-01,14390000000.00
1999-03-01,13759000000.00
1999-04-01,13696000000.00
1999-05-01,13567000000.00
1999-06-01,13144000000.00
1999-07-01,12813000000.00
1999-08-01,13048000000.00
1999-09-01,13423000000.00
1999-10-01,14000000000.00
1999-11-01,13903000000.00
1999-12-01,14167000000.00
2000-01-01,14386000000.00
2000-02-01,14457000000.00
2000-03-01,14068000000.00
2000-04-01,13925000000.00
2000-05-01,13713000000.00
2000-06-01,13578000000.00
2000-07-01,13384000000.00
2000-08-01,13592000000.00
2000-09-01,14351000000.00
2000-10-01,14656000000.00
2000-11-01,14612000000.00
2000-12-01,14331000000.00
2001-01-01,14348000000.00
2001-02-01,14343000000.00
2001-03-01,14271000000.00
2001-04-01,14145000000.00
2001-05-01,14012000000.00
2001-06-01,13746000000.00
2001-07-01,13786000000.00
2001-08-01,13948000000.00
2001-09-01,14595000000.00
2001-10-01,14798000000.00
2001-11-01,14618000000.00
2001-12-01,14731000000.00
2002-01-01,14895000000.00
2002-02-01,14736000000.00
2002-03-01,14710000000.00
2002-04-01,14434000000.00
2002-05-01,14286000000.00
2002-06-01,14303000000.00
2002-07-01,13959000000.00
2002-08-01,14192000000.00
2002-09-01,15080000000.00
2002-10-01,15254000000.00
2002-11-01,14960000000.00
2002-12-01,14882000000.00
2003-01-01,14866000000.00
2003-02-01,14808000000.00
2003-03-01,14561000000.00
2003-04-01,14726000000.00
2003-05-01,14416000000.00
2003-06-01,14212000000.00
2003-07-01,14090000000.00
2003-08-01,14237000000.00
2003-09-01,14978000000.00
2003-10-01,15287000000.00
2003-11-01,15189000000.00
2003-12-01,14717000000.00
2004-01-01,14940000000.00
2004-02-01,15100000000.00
2004-03-01,14864000000.00
2004-04-01,14763000000.00
2004-05-01,14529000000.00
2004-06-01,14615000000.00
2004-07-01,14424000000.00
2004-08-01,15163000000.00
2004-09-01,15920000000.00
2004-10-01,16029000000.00
2004-11-01,15778000000.00
2004-12-01,15445000000.00
2005-01-01,15739000000.00
2005-02-01,15433000000.00
2005-03-01,15144000000.00
2005-04-01,14950000000.00
2005-05-01,14555000000.00
2005-06-01,14198000000.00
2005-07-01,14105000000.00
2005-08-01,14124000000.00
2005-09-01,14495000000.00
2005-10-01,15154000000.00
2005-11-01,14892000000.00
2005-12-01,14365000000.00
2006-01-01,14729000000.00
2006-02-01,14723000000.00
2006-03-01,14547000000.00
2006-04-01,14504000000.00
2006-05-01,14209000000.00
2006-06-01,14026000000.00
2006-07-01,14064000000.00
2006-08-01,14438000000.00
2006-09-01,14995000000.00
2006-10-01,15662000000.00
2006-11-01,15562000000.00
2006-12-01,15316000000.00
2007-01-01,15801000000.00
2007-02-01,15734000000.00
2007-03-01,15693000000.00
2007-04-01,15648000000.00
2007-05-01,15492000000.00
2007-06-01,15207000000.00
2007-07-01,15147000000.00
2007-08-01,15274000000.00
2007-09-01,15664000000.00
2007-10-01,16235000000.00
2007-11-01,15948000000.00
2007-12-01,15514000000.00
2008-01-01,16035000000.00
2008-02-01,16155000000.00
2008-03-01,15925000000.00
2008-04-01,15854000000.00
2008-05-01,15577000000.00
2008-06-01,15257000000.00
2008-07-01,15078000000.00
2008-08-01,15272000000.00
2008-09-01,15889000000.00
2008-10-01,16429000000.00
2008-11-01,16206000000.00
2008-12-01,15848000000.00
2009-01-01,16194000000.00
2009-02-01,16543000000.00
2009-03-01,16711000000.00
2009-04-01,16664000000.00
2009-05-01,16446000000.00
2009-06-01,16179000000.00
2009-07-01,16136000000.00
2009-08-01,16337000000.00
2009-09-01,16989000000.00
2009-10-01,17813000000.00
2009-11-01,17471000000.00
2009-12-01,17183000000.00
2010-01-01,17329000000.00
2010-02-01,17513000000.00
2010-03-01,17359000000.00
2010-04-01,17211000000.00
2010-05-01,17093000000.00
2010-06-01,16845000000.00
2010-07-01,16698000000.00
2010-08-01,16762000000.00
2010-09-01,17192000000.00
2010-10-01,18050000000.00
2010-11-01,17778000000.00
2010-12-01,17579000000.00
2011-01-01,18019000000.00
2011-02-01,18016000000.00
2011-03-01,17784000000.00
2011-04-01,17652000000.00
2011-05-01,17274000000.00
2011-06-01,16888000000.00
2011-07-01,16903000000.00
2011-08-01,16805000000.00
2011-09-01,17329000000.00
2011-10-01,18072000000.00
2011-11-01,17821000000.00
2011-12-01,17565000000.00
2012-01-01,17908000000.00
2012-02-01,17841000000.00
2012-03-01,18051000000.00
2012-04-01,18085000000.00
2012-05-01,17734000000.00
2012-06-01,17531000000.00
2012-07-01,17463000000.00
2012-08-01,17350000000.00
2012-09-01,18117000000.00
2012-10-01,19171000000.00
2012-11-01,18795000000.00
2012-12-01,18492000000.00
2013-01-01,18786000000.00
2013-02-01,19121000000.00
2013-03-01,19074000000.00
2013-04-01,19232000000.00
2013-05-01,19052000000.00
2013-06-01,18804000000.00
2013-07-01,18739000000.00
2013-08-01,19011000000.00
2013-09-01,19666000000.00
2013-10-01,20545000000.00
2013-11-01,20473000000.00
2013-12-01,20091000000.00
2014-01-01,20467000000.00
2014-02-01,20581000000.00
2014-03-01,20516000000.00
2014-04-01,20758000000.00
2014-05-01,20400000000.00
2014-06-01,20119000000.00
2014-07-01,19941000000.00
2014-08-01,20402000000.00
2014-09-01,21172000000.00
2014-10-01,22118000000.00
2014-11-01,21798000000.00
2014-12-01,21418000000.00
2015-01-01,21785000000.00
2015-02-01,22000000000.00
2015-03-01,21939000000.00
2015-04-01,21969000000.00
2015-05-01,22025000000.00
2015-06-01,21805000000.00
2015-07-01,21892000000.00
2015-08-01,22232000000.00
2015-09-01,22882000000.00
2015-10-01,23531000000.00
2015-11-01,23471000000.00
2015-12-01,23241000000.00
2016-01-01,23420000000.00
2016-02-01,23263000000.00
2016-03-01,23417000000.00
2016-04-01,23607000000.00
2016-05-01,23608000000.00
2016-06-01,22835000000.00
2016-07-01,22769000000.00
2016-08-01,23173000000.00
2016-09-01,23913000000.00
2016-10-01,24556000000.00
2016-11-01,24392000000.00
2016-12-01,24046000000.00
2017-01-01,24603000000.00
2017-02-01,24503000000.00
2017-03-01,24356000000.00
2017-04-01,24279000000.00
2017-05-01,23952000000.00
2017-06-01,23571000000.00
2017-07-01,23377000000.00
2017-08-01,23278000000.00
2017-09-01,23838000000.00
2017-10-01,24580000000.00
2017-11-01,24479000000.00
2017-12-01,24294000000.00
2018-01-01,24767000000.00
2018-02-01,24923000000.00
2018-03-01,24754000000.00
2018-04-01,24926000000.00
