Date,U31STI
1992-01-01,16953000000.00
1992-02-01,16802000000.00
1992-03-01,18246000000.00
1992-04-01,18340000000.00
1992-05-01,18296000000.00
1992-06-01,18178000000.00
1992-07-01,18341000000.00
1992-08-01,18535000000.00
1992-09-01,18490000000.00
1992-10-01,18213000000.00
1992-11-01,18070000000.00
1992-12-01,18055000000.00
1993-01-01,17820000000.00
1993-02-01,17724000000.00
1993-03-01,18706000000.00
1993-04-01,18541000000.00
1993-05-01,18617000000.00
1993-06-01,18351000000.00
1993-07-01,18565000000.00
1993-08-01,18667000000.00
1993-09-01,18387000000.00
1993-10-01,18347000000.00
1993-11-01,18053000000.00
1993-12-01,18071000000.00
1994-01-01,18220000000.00
1994-02-01,18318000000.00
1994-03-01,18247000000.00
1994-04-01,18351000000.00
1994-05-01,18507000000.00
1994-06-01,18455000000.00
1994-07-01,19041000000.00
1994-08-01,19124000000.00
1994-09-01,19145000000.00
1994-10-01,19548000000.00
1994-11-01,19820000000.00
1994-12-01,20229000000.00
1995-01-01,20579000000.00
1995-02-01,20895000000.00
1995-03-01,20896000000.00
1995-04-01,21273000000.00
1995-05-01,21255000000.00
1995-06-01,21213000000.00
1995-07-01,21708000000.00
1995-08-01,21717000000.00
1995-09-01,21568000000.00
1995-10-01,21556000000.00
1995-11-01,21526000000.00
1995-12-01,21598000000.00
1996-01-01,21750000000.00
1996-02-01,21657000000.00
1996-03-01,21695000000.00
1996-04-01,21573000000.00
1996-05-01,21519000000.00
1996-06-01,21488000000.00
1996-07-01,21619000000.00
1996-08-01,21589000000.00
1996-09-01,21751000000.00
1996-10-01,21582000000.00
1996-11-01,21659000000.00
1996-12-01,21945000000.00
1997-01-01,21781000000.00
1997-02-01,21863000000.00
1997-03-01,21999000000.00
1997-04-01,21859000000.00
1997-05-01,21918000000.00
1997-06-01,21839000000.00
1997-07-01,22142000000.00
1997-08-01,22265000000.00
1997-09-01,22145000000.00
1997-10-01,22200000000.00
1997-11-01,22325000000.00
1997-12-01,22728000000.00
1998-01-01,22737000000.00
