Date,U25SVS
1992-01-01,24854000000.00
1992-02-01,25764000000.00
1992-03-01,27002000000.00
1992-04-01,27305000000.00
1992-05-01,27191000000.00
1992-06-01,28842000000.00
1992-07-01,25711000000.00
1992-08-01,26362000000.00
1992-09-01,28125000000.00
1992-10-01,26176000000.00
1992-11-01,25659000000.00
1992-12-01,26510000000.00
1993-01-01,25611000000.00
1993-02-01,27186000000.00
1993-03-01,29066000000.00
1993-04-01,28456000000.00
1993-05-01,27656000000.00
1993-06-01,30356000000.00
1993-07-01,26072000000.00
1993-08-01,26946000000.00
1993-09-01,28809000000.00
1993-10-01,26981000000.00
1993-11-01,26819000000.00
1993-12-01,26802000000.00
1994-01-01,26038000000.00
1994-02-01,27169000000.00
1994-03-01,30207000000.00
1994-04-01,29572000000.00
1994-05-01,29157000000.00
1994-06-01,31028000000.00
1994-07-01,27186000000.00
1994-08-01,29547000000.00
1994-09-01,31506000000.00
1994-10-01,29227000000.00
1994-11-01,29483000000.00
1994-12-01,29978000000.00
1995-01-01,29414000000.00
1995-02-01,31153000000.00
1995-03-01,33187000000.00
1995-04-01,31784000000.00
1995-05-01,31717000000.00
1995-06-01,33839000000.00
1995-07-01,30141000000.00
1995-08-01,31583000000.00
1995-09-01,32619000000.00
1995-10-01,31031000000.00
1995-11-01,30234000000.00
1995-12-01,30293000000.00
1996-01-01,29557000000.00
1996-02-01,30412000000.00
1996-03-01,32674000000.00
1996-04-01,32548000000.00
1996-05-01,32891000000.00
1996-06-01,33812000000.00
1996-07-01,30988000000.00
1996-08-01,32441000000.00
1996-09-01,33780000000.00
1996-10-01,32741000000.00
1996-11-01,31811000000.00
1996-12-01,32264000000.00
1997-01-01,32193000000.00
1997-02-01,33758000000.00
1997-03-01,35577000000.00
1997-04-01,35931000000.00
1997-05-01,35367000000.00
1997-06-01,36723000000.00
1997-07-01,33006000000.00
1997-08-01,34062000000.00
1997-09-01,36268000000.00
1997-10-01,34781000000.00
1997-11-01,33430000000.00
1997-12-01,34521000000.00
1998-01-01,33102000000.00
1998-02-01,34280000000.00
1998-03-01,36875000000.00
1998-04-01,36000000000.00
1998-05-01,35423000000.00
1998-06-01,37639000000.00
1998-07-01,32944000000.00
1998-08-01,33703000000.00
1998-09-01,36201000000.00
1998-10-01,33338000000.00
1998-11-01,32645000000.00
1998-12-01,34592000000.00
1999-01-01,31574000000.00
1999-02-01,33439000000.00
1999-03-01,36596000000.00
1999-04-01,35417000000.00
1999-05-01,34466000000.00
1999-06-01,37598000000.00
1999-07-01,33290000000.00
1999-08-01,34806000000.00
1999-09-01,36805000000.00
1999-10-01,35337000000.00
1999-11-01,35063000000.00
1999-12-01,35930000000.00
2000-01-01,33911000000.00
2000-02-01,36405000000.00
2000-03-01,39087000000.00
2000-04-01,37363000000.00
2000-05-01,38174000000.00
2000-06-01,40091000000.00
2000-07-01,35501000000.00
2000-08-01,37934000000.00
2000-09-01,39315000000.00
2000-10-01,37296000000.00
2000-11-01,36312000000.00
2000-12-01,37770000000.00
2001-01-01,36210000000.00
2001-02-01,36905000000.00
2001-03-01,39679000000.00
2001-04-01,36967000000.00
2001-05-01,38332000000.00
2001-06-01,37201000000.00
2001-07-01,34277000000.00
2001-08-01,36398000000.00
2001-09-01,35531000000.00
2001-10-01,36001000000.00
2001-11-01,35390000000.00
2001-12-01,35519000000.00
2002-01-01,35032000000.00
2002-02-01,34917000000.00
2002-03-01,38623000000.00
2002-04-01,38514000000.00
2002-05-01,39827000000.00
2002-06-01,41641000000.00
2002-07-01,36713000000.00
2002-08-01,38164000000.00
2002-09-01,41201000000.00
2002-10-01,40342000000.00
2002-11-01,38434000000.00
2002-12-01,39091000000.00
2003-01-01,38271000000.00
2003-02-01,38380000000.00
2003-03-01,43267000000.00
2003-04-01,40127000000.00
2003-05-01,40174000000.00
2003-06-01,41194000000.00
2003-07-01,40844000000.00
2003-08-01,40150000000.00
2003-09-01,42581000000.00
2003-10-01,42619000000.00
2003-11-01,39358000000.00
2003-12-01,40777000000.00
2004-01-01,39714000000.00
2004-02-01,40236000000.00
2004-03-01,46875000000.00
2004-04-01,43816000000.00
2004-05-01,44523000000.00
2004-06-01,46908000000.00
2004-07-01,43956000000.00
2004-08-01,46200000000.00
2004-09-01,46211000000.00
2004-10-01,47724000000.00
2004-11-01,47649000000.00
2004-12-01,47072000000.00
2005-01-01,46347000000.00
2005-02-01,46174000000.00
2005-03-01,53606000000.00
2005-04-01,51510000000.00
2005-05-01,51742000000.00
2005-06-01,51891000000.00
2005-07-01,49210000000.00
2005-08-01,53501000000.00
2005-09-01,51273000000.00
2005-10-01,51721000000.00
2005-11-01,52941000000.00
2005-12-01,50957000000.00
2006-01-01,51904000000.00
2006-02-01,49839000000.00
2006-03-01,57792000000.00
2006-04-01,54060000000.00
2006-05-01,57628000000.00
2006-06-01,56729000000.00
2006-07-01,54140000000.00
2006-08-01,58142000000.00
2006-09-01,54315000000.00
2006-10-01,55612000000.00
2006-11-01,53545000000.00
2006-12-01,53377000000.00
2007-01-01,54009000000.00
2007-02-01,53452000000.00
2007-03-01,61388000000.00
2007-04-01,59546000000.00
2007-05-01,62497000000.00
2007-06-01,61826000000.00
2007-07-01,59988000000.00
2007-08-01,62076000000.00
2007-09-01,58870000000.00
2007-10-01,63506000000.00
2007-11-01,59535000000.00
2007-12-01,59459000000.00
2008-01-01,59984000000.00
2008-02-01,60011000000.00
2008-03-01,64234000000.00
2008-04-01,65466000000.00
2008-05-01,65409000000.00
2008-06-01,67104000000.00
2008-07-01,66119000000.00
2008-08-01,64539000000.00
2008-09-01,61148000000.00
2008-10-01,62223000000.00
2008-11-01,52456000000.00
2008-12-01,51574000000.00
2009-01-01,48690000000.00
2009-02-01,48694000000.00
2009-03-01,54509000000.00
2009-04-01,52463000000.00
2009-05-01,52444000000.00
2009-06-01,54670000000.00
2009-07-01,52476000000.00
2009-08-01,52697000000.00
2009-09-01,53354000000.00
2009-10-01,53849000000.00
2009-11-01,51553000000.00
2009-12-01,53464000000.00
2010-01-01,51177000000.00
2010-02-01,52690000000.00
2010-03-01,62345000000.00
2010-04-01,60518000000.00
2010-05-01,58785000000.00
2010-06-01,61122000000.00
2010-07-01,58146000000.00
2010-08-01,61062000000.00
2010-09-01,61490000000.00
2010-10-01,59285000000.00
2010-11-01,58826000000.00
2010-12-01,59702000000.00
2011-01-01,58588000000.00
2011-02-01,58899000000.00
2011-03-01,71164000000.00
2011-04-01,67081000000.00
2011-05-01,69132000000.00
2011-06-01,69985000000.00
2011-07-01,64619000000.00
2011-08-01,69131000000.00
2011-09-01,66370000000.00
2011-10-01,64070000000.00
2011-11-01,63180000000.00
2011-12-01,62827000000.00
2012-01-01,62037000000.00
2012-02-01,65040000000.00
2012-03-01,71452000000.00
2012-04-01,68139000000.00
2012-05-01,69107000000.00
2012-06-01,65479000000.00
2012-07-01,63976000000.00
2012-08-01,66837000000.00
2012-09-01,64073000000.00
2012-10-01,65901000000.00
2012-11-01,61949000000.00
2012-12-01,61310000000.00
2013-01-01,62885000000.00
2013-02-01,61511000000.00
2013-03-01,68639000000.00
2013-04-01,68036000000.00
2013-05-01,70007000000.00
2013-06-01,66079000000.00
2013-07-01,65629000000.00
2013-08-01,66114000000.00
2013-09-01,65202000000.00
2013-10-01,66259000000.00
2013-11-01,61537000000.00
2013-12-01,63718000000.00
2014-01-01,62593000000.00
2014-02-01,62051000000.00
2014-03-01,70094000000.00
2014-04-01,69427000000.00
2014-05-01,69054000000.00
2014-06-01,68031000000.00
2014-07-01,66139000000.00
2014-08-01,66229000000.00
2014-09-01,66577000000.00
2014-10-01,64952000000.00
2014-11-01,59261000000.00
2014-12-01,63029000000.00
2015-01-01,58443000000.00
2015-02-01,58123000000.00
2015-03-01,65845000000.00
2015-04-01,63695000000.00
2015-05-01,62729000000.00
2015-06-01,64867000000.00
2015-07-01,62063000000.00
2015-08-01,62119000000.00
2015-09-01,62913000000.00
2015-10-01,60292000000.00
2015-11-01,56687000000.00
2015-12-01,59511000000.00
2016-01-01,55192000000.00
2016-02-01,57759000000.00
2016-03-01,65609000000.00
2016-04-01,61274000000.00
2016-05-01,62468000000.00
2016-06-01,63281000000.00
2016-07-01,57987000000.00
2016-08-01,62113000000.00
2016-09-01,61386000000.00
2016-10-01,58929000000.00
2016-11-01,57955000000.00
2016-12-01,59318000000.00
2017-01-01,57372000000.00
2017-02-01,57636000000.00
2017-03-01,66749000000.00
2017-04-01,61969000000.00
2017-05-01,64778000000.00
2017-06-01,64278000000.00
2017-07-01,59858000000.00
2017-08-01,64024000000.00
2017-09-01,61988000000.00
2017-10-01,62252000000.00
2017-11-01,61309000000.00
2017-12-01,61876000000.00
2018-01-01,61681000000.00
2018-02-01,59995000000.00
2018-03-01,68477000000.00
2018-04-01,65094000000.00
