Date,IY33632
2008-12-01,100.00
2009-01-01,101.90
2009-02-01,102.20
2009-03-01,98.40
2009-04-01,97.80
2009-05-01,97.30
2009-06-01,97.00
2009-07-01,96.90
2009-08-01,97.30
2009-09-01,98.10
2009-10-01,98.50
2009-11-01,98.30
2009-12-01,98.90
2010-01-01,99.90
2010-02-01,99.50
2010-03-01,98.40
2010-04-01,98.30
2010-05-01,98.20
2010-06-01,98.40
2010-07-01,98.70
2010-08-01,98.60
2010-09-01,99.90
2010-10-01,99.50
2010-11-01,100.00
2010-12-01,98.90
2011-01-01,100.00
2011-02-01,99.50
2011-03-01,103.50
2011-04-01,103.80
2011-05-01,103.80
2011-06-01,104.10
2011-07-01,104.20
2011-08-01,104.20
2011-09-01,107.90
2011-10-01,108.20
2011-11-01,108.00
2011-12-01,106.90
2012-01-01,107.40
2012-02-01,107.30
2012-03-01,108.20
2012-04-01,108.10
2012-05-01,108.00
2012-06-01,106.50
2012-07-01,106.30
2012-08-01,106.00
2012-09-01,105.60
2012-10-01,105.70
2012-11-01,106.20
2012-12-01,106.40
2013-01-01,106.30
2013-02-01,106.50
2013-03-01,106.50
2013-04-01,106.50
2013-05-01,106.10
2013-06-01,106.10
2013-07-01,105.70
2013-08-01,105.40
2013-09-01,105.30
2013-10-01,105.50
2013-11-01,105.80
2013-12-01,105.80
2014-01-01,103.00
2014-02-01,103.50
2014-03-01,103.60
2014-04-01,103.40
2014-05-01,102.70
2014-06-01,102.70
2014-07-01,103.00
2014-08-01,102.20
2014-09-01,102.40
2014-10-01,102.30
2014-11-01,102.20
2014-12-01,102.10
2015-01-01,100.70
2015-02-01,100.40
2015-03-01,99.90
2015-04-01,99.80
2015-05-01,99.50
2015-06-01,99.80
2015-07-01,100.40
2015-08-01,99.70
2015-09-01,99.20
2015-10-01,98.80
2015-11-01,99.00
2015-12-01,98.90
2016-01-01,98.10
2016-02-01,97.50
2016-03-01,92.00
2016-04-01,92.30
2016-05-01,92.70
2016-06-01,92.50
2016-07-01,92.50
2016-08-01,92.40
2016-09-01,92.40
2016-10-01,92.20
2016-11-01,92.10
2016-12-01,92.00
2017-01-01,92.00
2017-02-01,91.90
2017-03-01,91.60
2017-04-01,91.40
2017-05-01,91.60
2017-06-01,91.60
2017-07-01,91.90
2017-08-01,92.80
2017-09-01,92.70
2017-10-01,92.80
2017-11-01,92.90
2017-12-01,93.00
2018-01-01,92.50
2018-02-01,92.70
2018-03-01,92.80
2018-04-01,92.80
2018-05-01,93.30
