Date,IY3221
2005-12-01,100.00
2006-01-01,101.40
2006-02-01,102.30
2006-03-01,102.80
2006-04-01,106.30
2006-05-01,106.70
2006-06-01,107.90
2006-07-01,109.40
2006-08-01,109.90
2006-09-01,110.60
2006-10-01,111.50
2006-11-01,111.60
2006-12-01,111.60
2007-01-01,111.00
2007-02-01,112.00
2007-03-01,111.60
2007-04-01,112.80
2007-05-01,113.00
2007-06-01,113.00
2007-07-01,114.70
2007-08-01,115.20
2007-09-01,115.60
2007-10-01,115.40
2007-11-01,116.40
2007-12-01,117.10
2008-01-01,118.10
2008-02-01,118.90
2008-03-01,119.10
2008-04-01,121.40
2008-05-01,121.50
2008-06-01,122.10
2008-07-01,122.50
2008-08-01,123.00
2008-09-01,123.10
2008-10-01,123.00
2008-11-01,121.90
2008-12-01,120.50
2009-01-01,117.70
2009-02-01,117.60
2009-03-01,116.10
2009-04-01,116.10
2009-05-01,113.00
2009-06-01,113.90
2009-07-01,111.80
2009-08-01,111.70
2009-09-01,112.60
2009-10-01,114.40
2009-11-01,114.70
2009-12-01,117.30
2010-01-01,117.60
2010-02-01,118.40
2010-03-01,119.20
2010-04-01,122.30
2010-05-01,127.20
2010-06-01,132.00
2010-07-01,134.90
2010-08-01,135.50
2010-09-01,137.80
2010-10-01,137.10
2010-11-01,136.70
2010-12-01,135.40
2011-01-01,138.40
2011-02-01,139.00
2011-03-01,138.80
2011-04-01,141.80
2011-05-01,142.20
2011-06-01,139.30
2011-07-01,138.50
2011-08-01,139.30
2011-09-01,137.90
2011-10-01,136.50
2011-11-01,132.90
2011-12-01,129.80
2012-01-01,128.30
2012-02-01,128.30
2012-03-01,127.80
2012-04-01,129.70
2012-05-01,127.30
2012-06-01,128.50
2012-07-01,129.00
2012-08-01,129.30
2012-09-01,129.20
2012-10-01,128.90
2012-11-01,127.50
2012-12-01,127.70
2013-01-01,129.50
2013-02-01,128.70
2013-03-01,130.00
2013-04-01,130.60
2013-05-01,131.40
2013-06-01,132.30
2013-07-01,131.70
2013-08-01,131.70
2013-09-01,132.50
2013-10-01,131.40
2013-11-01,132.90
2013-12-01,133.10
2014-01-01,132.30
2014-02-01,135.20
2014-03-01,136.40
2014-04-01,134.90
2014-05-01,135.00
2014-06-01,132.60
2014-07-01,134.80
2014-08-01,137.30
2014-09-01,135.10
2014-10-01,135.50
2014-11-01,135.40
2014-12-01,136.10
2015-01-01,133.70
2015-02-01,133.10
2015-03-01,133.10
2015-04-01,133.20
2015-05-01,133.00
2015-06-01,133.50
2015-07-01,134.00
2015-08-01,130.00
2015-09-01,134.60
2015-10-01,134.40
2015-11-01,132.40
2015-12-01,131.70
2016-01-01,132.10
2016-02-01,132.00
2016-03-01,131.80
2016-04-01,130.90
2016-05-01,132.00
2016-06-01,130.20
2016-07-01,129.60
2016-08-01,130.30
2016-09-01,129.30
2016-10-01,126.70
2016-11-01,125.00
2016-12-01,126.30
2017-01-01,126.40
2017-02-01,124.30
2017-03-01,117.20
2017-04-01,122.20
2017-05-01,118.50
2017-06-01,122.90
2017-07-01,125.50
2017-08-01,126.10
2017-09-01,127.20
2017-10-01,129.90
2017-11-01,131.50
2017-12-01,131.80
2018-01-01,133.60
2018-02-01,133.10
2018-03-01,135.20
2018-04-01,138.70
2018-05-01,139.40
