Date,S4246SM144NCEN
1992-01-01,3116000000.00
1992-02-01,3012000000.00
1992-03-01,3376000000.00
1992-04-01,3218000000.00
1992-05-01,3340000000.00
1992-06-01,3564000000.00
1992-07-01,3368000000.00
1992-08-01,3331000000.00
1992-09-01,3408000000.00
1992-10-01,3328000000.00
1992-11-01,2920000000.00
1992-12-01,3189000000.00
1993-01-01,3129000000.00
1993-02-01,3251000000.00
1993-03-01,3680000000.00
1993-04-01,3426000000.00
1993-05-01,3414000000.00
1993-06-01,3584000000.00
1993-07-01,3191000000.00
1993-08-01,3325000000.00
1993-09-01,3367000000.00
1993-10-01,3154000000.00
1993-11-01,3240000000.00
1993-12-01,3126000000.00
1994-01-01,3106000000.00
1994-02-01,3138000000.00
1994-03-01,3754000000.00
1994-04-01,3463000000.00
1994-05-01,3738000000.00
1994-06-01,3794000000.00
1994-07-01,3414000000.00
1994-08-01,3988000000.00
1994-09-01,3744000000.00
1994-10-01,3694000000.00
1994-11-01,3819000000.00
1994-12-01,3638000000.00
1995-01-01,3909000000.00
1995-02-01,3891000000.00
1995-03-01,4375000000.00
1995-04-01,4101000000.00
1995-05-01,4597000000.00
1995-06-01,4486000000.00
1995-07-01,3964000000.00
1995-08-01,4431000000.00
1995-09-01,4046000000.00
1995-10-01,4307000000.00
1995-11-01,4256000000.00
1995-12-01,3902000000.00
1996-01-01,4263000000.00
1996-02-01,4198000000.00
1996-03-01,4425000000.00
1996-04-01,4642000000.00
1996-05-01,4935000000.00
1996-06-01,4530000000.00
1996-07-01,4554000000.00
1996-08-01,4664000000.00
1996-09-01,4320000000.00
1996-10-01,4756000000.00
1996-11-01,4237000000.00
1996-12-01,4065000000.00
1997-01-01,4449000000.00
1997-02-01,4275000000.00
1997-03-01,4618000000.00
1997-04-01,4810000000.00
1997-05-01,4870000000.00
1997-06-01,4916000000.00
1997-07-01,4926000000.00
1997-08-01,4748000000.00
1997-09-01,4774000000.00
1997-10-01,4975000000.00
1997-11-01,4264000000.00
1997-12-01,4423000000.00
1998-01-01,4608000000.00
1998-02-01,4456000000.00
1998-03-01,4731000000.00
1998-04-01,4735000000.00
1998-05-01,4757000000.00
1998-06-01,4966000000.00
1998-07-01,4750000000.00
1998-08-01,4698000000.00
1998-09-01,4675000000.00
1998-10-01,4948000000.00
1998-11-01,4481000000.00
1998-12-01,4495000000.00
1999-01-01,4450000000.00
1999-02-01,4227000000.00
1999-03-01,5025000000.00
1999-04-01,4733000000.00
1999-05-01,4772000000.00
1999-06-01,5344000000.00
1999-07-01,4850000000.00
1999-08-01,5023000000.00
1999-09-01,4809000000.00
1999-10-01,4896000000.00
1999-11-01,4826000000.00
1999-12-01,4758000000.00
