Date,U37SNO
2005-09-01,7372000000.00
2005-10-01,7695000000.00
2005-11-01,7275000000.00
2005-12-01,6020000000.00
2006-01-01,6995000000.00
2006-02-01,7535000000.00
2006-03-01,7440000000.00
2006-04-01,7310000000.00
2006-05-01,7278000000.00
2006-06-01,6981000000.00
2006-07-01,6978000000.00
2006-08-01,7015000000.00
2006-09-01,7430000000.00
2006-10-01,7284000000.00
2006-11-01,6846000000.00
2006-12-01,6221000000.00
2007-01-01,6965000000.00
2007-02-01,6871000000.00
2007-03-01,7411000000.00
2007-04-01,7200000000.00
2007-05-01,7495000000.00
2007-06-01,7126000000.00
2007-07-01,7067000000.00
2007-08-01,7001000000.00
2007-09-01,7392000000.00
2007-10-01,7756000000.00
2007-11-01,7061000000.00
2007-12-01,5925000000.00
2008-01-01,6550000000.00
2008-02-01,7125000000.00
2008-03-01,7197000000.00
2008-04-01,7116000000.00
2008-05-01,7112000000.00
2008-06-01,7238000000.00
2008-07-01,6990000000.00
2008-08-01,6920000000.00
2008-09-01,6715000000.00
2008-10-01,6230000000.00
2008-11-01,5386000000.00
2008-12-01,4823000000.00
2009-01-01,4994000000.00
2009-02-01,5237000000.00
2009-03-01,5613000000.00
2009-04-01,5147000000.00
2009-05-01,5180000000.00
2009-06-01,5000000000.00
2009-07-01,5108000000.00
2009-08-01,4984000000.00
2009-09-01,4905000000.00
2009-10-01,5126000000.00
2009-11-01,4640000000.00
2009-12-01,4406000000.00
2010-01-01,4612000000.00
2010-02-01,5116000000.00
2010-03-01,5396000000.00
2010-04-01,4986000000.00
2010-05-01,5315000000.00
2010-06-01,5201000000.00
2010-07-01,4806000000.00
2010-08-01,4962000000.00
2010-09-01,5209000000.00
2010-10-01,5128000000.00
2010-11-01,5096000000.00
2010-12-01,4521000000.00
2011-01-01,4881000000.00
2011-02-01,5310000000.00
2011-03-01,6116000000.00
2011-04-01,5691000000.00
2011-05-01,5643000000.00
2011-06-01,5477000000.00
2011-07-01,5242000000.00
2011-08-01,5189000000.00
2011-09-01,5379000000.00
2011-10-01,5410000000.00
2011-11-01,5189000000.00
2011-12-01,4762000000.00
2012-01-01,5139000000.00
2012-02-01,5826000000.00
2012-03-01,6077000000.00
2012-04-01,5612000000.00
2012-05-01,5801000000.00
2012-06-01,5597000000.00
2012-07-01,5564000000.00
2012-08-01,5520000000.00
2012-09-01,5691000000.00
2012-10-01,5592000000.00
2012-11-01,5322000000.00
2012-12-01,4779000000.00
2013-01-01,5338000000.00
2013-02-01,5744000000.00
2013-03-01,6094000000.00
2013-04-01,6136000000.00
2013-05-01,6078000000.00
2013-06-01,6014000000.00
2013-07-01,5921000000.00
2013-08-01,5920000000.00
2013-09-01,5901000000.00
2013-10-01,5697000000.00
2013-11-01,5851000000.00
2013-12-01,5212000000.00
2014-01-01,5126000000.00
2014-02-01,5627000000.00
2014-03-01,6156000000.00
2014-04-01,5980000000.00
2014-05-01,5823000000.00
2014-06-01,5909000000.00
2014-07-01,5689000000.00
2014-08-01,5691000000.00
2014-09-01,6161000000.00
2014-10-01,5953000000.00
2014-11-01,5661000000.00
2014-12-01,5569000000.00
2015-01-01,5739000000.00
2015-02-01,5892000000.00
2015-03-01,6404000000.00
2015-04-01,6640000000.00
2015-05-01,6322000000.00
2015-06-01,6487000000.00
2015-07-01,6266000000.00
2015-08-01,6368000000.00
2015-09-01,6478000000.00
2015-10-01,6407000000.00
2015-11-01,6090000000.00
2015-12-01,5568000000.00
2016-01-01,5860000000.00
2016-02-01,6496000000.00
2016-03-01,6964000000.00
2016-04-01,6396000000.00
2016-05-01,6425000000.00
2016-06-01,6132000000.00
2016-07-01,5810000000.00
2016-08-01,6416000000.00
2016-09-01,6421000000.00
2016-10-01,6213000000.00
2016-11-01,6046000000.00
2016-12-01,5375000000.00
2017-01-01,6295000000.00
2017-02-01,6589000000.00
2017-03-01,6705000000.00
2017-04-01,6361000000.00
2017-05-01,6390000000.00
2017-06-01,6295000000.00
2017-07-01,6204000000.00
2017-08-01,6506000000.00
2017-09-01,6389000000.00
2017-10-01,6468000000.00
2017-11-01,6522000000.00
2017-12-01,5661000000.00
2018-01-01,6121000000.00
2018-02-01,6517000000.00
2018-03-01,6931000000.00
2018-04-01,6667000000.00
