Date,U37SNO
1992-02-01,4107000000.00
1992-03-01,4113000000.00
1992-04-01,4193000000.00
1992-05-01,3893000000.00
1992-06-01,3961000000.00
1992-07-01,3962000000.00
1992-08-01,4322000000.00
1992-09-01,4297000000.00
1992-10-01,4439000000.00
1992-11-01,4439000000.00
1992-12-01,3737000000.00
1993-01-01,4015000000.00
1993-02-01,4447000000.00
1993-03-01,4326000000.00
1993-04-01,4222000000.00
1993-05-01,4156000000.00
1993-06-01,4187000000.00
1993-07-01,4102000000.00
1993-08-01,4701000000.00
1993-09-01,4620000000.00
1993-10-01,4762000000.00
1993-11-01,4560000000.00
1993-12-01,4581000000.00
1994-01-01,4157000000.00
1994-02-01,4436000000.00
1994-03-01,4857000000.00
1994-04-01,4426000000.00
1994-05-01,4672000000.00
1994-06-01,4685000000.00
1994-07-01,4502000000.00
1994-08-01,5056000000.00
1994-09-01,5284000000.00
1994-10-01,4999000000.00
1994-11-01,4698000000.00
1994-12-01,4478000000.00
1995-01-01,4671000000.00
1995-02-01,4805000000.00
1995-03-01,4780000000.00
1995-04-01,4622000000.00
1995-05-01,4887000000.00
1995-06-01,4805000000.00
1995-07-01,4768000000.00
1995-08-01,5187000000.00
1995-09-01,5202000000.00
1995-10-01,5339000000.00
1995-11-01,5118000000.00
1995-12-01,4291000000.00
1996-01-01,4512000000.00
1996-02-01,4983000000.00
1996-03-01,5102000000.00
1996-04-01,4976000000.00
1996-05-01,5233000000.00
1996-06-01,5105000000.00
1996-07-01,5020000000.00
1996-08-01,5416000000.00
1996-09-01,5554000000.00
1996-10-01,5579000000.00
1996-11-01,5529000000.00
1996-12-01,4490000000.00
1997-01-01,4865000000.00
1997-02-01,5416000000.00
1997-03-01,5595000000.00
1997-04-01,5632000000.00
1997-05-01,5334000000.00
1997-06-01,5406000000.00
1997-07-01,5595000000.00
1997-08-01,5745000000.00
1997-09-01,6065000000.00
1997-10-01,5935000000.00
1997-11-01,5740000000.00
1997-12-01,4928000000.00
1998-01-01,5446000000.00
1998-02-01,5381000000.00
1998-03-01,5933000000.00
1998-04-01,5344000000.00
1998-05-01,5697000000.00
1998-06-01,5780000000.00
1998-07-01,5872000000.00
1998-08-01,5992000000.00
1998-09-01,6315000000.00
1998-10-01,6202000000.00
1998-11-01,5768000000.00
1998-12-01,5368000000.00
1999-01-01,5624000000.00
1999-02-01,6282000000.00
1999-03-01,6211000000.00
1999-04-01,6193000000.00
1999-05-01,5820000000.00
1999-06-01,6378000000.00
1999-07-01,5991000000.00
1999-08-01,6382000000.00
1999-09-01,6553000000.00
1999-10-01,6358000000.00
1999-11-01,5958000000.00
1999-12-01,5643000000.00
2000-01-01,5662000000.00
2000-02-01,6208000000.00
2000-03-01,6837000000.00
2000-04-01,6450000000.00
2000-05-01,6163000000.00
2000-06-01,6150000000.00
2000-07-01,6221000000.00
2000-08-01,6545000000.00
2000-09-01,6478000000.00
2000-10-01,6456000000.00
2000-11-01,5968000000.00
2000-12-01,5394000000.00
2001-01-01,5862000000.00
2001-02-01,6113000000.00
2001-03-01,6446000000.00
2001-04-01,5881000000.00
2001-05-01,5862000000.00
2001-06-01,5994000000.00
2001-07-01,5974000000.00
2001-08-01,6364000000.00
2001-09-01,5934000000.00
2001-10-01,5990000000.00
2001-11-01,5895000000.00
2001-12-01,5444000000.00
2002-01-01,5986000000.00
2002-02-01,6056000000.00
2002-03-01,6185000000.00
2002-04-01,6348000000.00
2002-05-01,6244000000.00
2002-06-01,6163000000.00
2002-07-01,6084000000.00
2002-08-01,6450000000.00
2002-09-01,6514000000.00
2002-10-01,6926000000.00
2002-11-01,6406000000.00
2002-12-01,5871000000.00
2003-01-01,6265000000.00
2003-02-01,6249000000.00
2003-03-01,6248000000.00
2003-04-01,6385000000.00
2003-05-01,6253000000.00
2003-06-01,6325000000.00
2003-07-01,6153000000.00
2003-08-01,6498000000.00
2003-09-01,6445000000.00
2003-10-01,6691000000.00
2003-11-01,6539000000.00
2003-12-01,5584000000.00
2004-01-01,6456000000.00
2004-02-01,6447000000.00
2004-03-01,6586000000.00
2004-04-01,6600000000.00
2004-05-01,6608000000.00
2004-06-01,6584000000.00
2004-07-01,6561000000.00
2004-08-01,6735000000.00
2004-09-01,6712000000.00
2004-10-01,6843000000.00
2004-11-01,6936000000.00
2004-12-01,6160000000.00
2005-01-01,6534000000.00
2005-02-01,6955000000.00
2005-03-01,7335000000.00
2005-04-01,6872000000.00
2005-05-01,7053000000.00
2005-06-01,7093000000.00
2005-07-01,6798000000.00
2005-08-01,7750000000.00
