Date,WRMFNS
1999-03-01,751400000000.00
1999-03-08,755800000000.00
1999-03-15,753200000000.00
1999-03-22,755800000000.00
1999-03-29,757900000000.00
1999-04-05,756700000000.00
1999-04-12,765600000000.00
1999-04-19,763900000000.00
1999-04-26,758600000000.00
1999-05-03,743300000000.00
1999-05-10,742900000000.00
1999-05-17,741300000000.00
1999-05-24,750000000000.00
1999-05-31,748600000000.00
1999-06-07,754200000000.00
1999-06-14,759900000000.00
1999-06-21,757400000000.00
1999-06-28,756800000000.00
1999-07-05,749900000000.00
1999-07-12,764400000000.00
1999-07-19,764500000000.00
1999-07-26,766400000000.00
1999-08-02,762000000000.00
1999-08-09,774600000000.00
1999-08-16,778200000000.00
1999-08-23,779800000000.00
1999-08-30,778300000000.00
1999-09-06,779200000000.00
1999-09-13,785500000000.00
1999-09-20,785400000000.00
1999-09-27,782500000000.00
1999-10-04,778700000000.00
1999-10-11,787500000000.00
1999-10-18,791300000000.00
1999-10-25,789900000000.00
1999-11-01,788600000000.00
1999-11-08,791800000000.00
1999-11-15,790400000000.00
1999-11-22,795400000000.00
1999-11-29,798900000000.00
1999-12-06,803000000000.00
1999-12-13,809800000000.00
1999-12-20,811800000000.00
1999-12-27,812800000000.00
2000-01-03,815400000000.00
2000-01-10,831700000000.00
2000-01-17,837500000000.00
2000-01-24,838600000000.00
2000-01-31,840900000000.00
2000-02-07,844300000000.00
2000-02-14,847500000000.00
2000-02-21,849800000000.00
2000-02-28,856000000000.00
2000-03-06,854400000000.00
2000-03-13,866900000000.00
2000-03-20,873800000000.00
2000-03-27,875200000000.00
2000-04-03,883400000000.00
2000-04-10,896000000000.00
2000-04-17,892800000000.00
2000-04-24,883700000000.00
2000-05-01,861000000000.00
2000-05-08,853800000000.00
2000-05-15,857000000000.00
2000-05-22,859700000000.00
2000-05-29,863800000000.00
2000-06-05,860300000000.00
2000-06-12,865800000000.00
2000-06-19,860000000000.00
2000-06-26,853200000000.00
2000-07-03,846900000000.00
2000-07-10,846200000000.00
2000-07-17,849100000000.00
2000-07-24,852700000000.00
2000-07-31,853100000000.00
2000-08-07,860900000000.00
2000-08-14,863100000000.00
2000-08-21,869500000000.00
2000-08-28,870200000000.00
2000-09-04,867100000000.00
2000-09-11,875600000000.00
2000-09-18,879600000000.00
2000-09-25,873200000000.00
2000-10-02,872500000000.00
2000-10-09,875200000000.00
2000-10-16,883600000000.00
2000-10-23,883500000000.00
2000-10-30,877100000000.00
2000-11-06,871600000000.00
2000-11-13,881000000000.00
2000-11-20,880800000000.00
2000-11-27,889900000000.00
2000-12-04,891000000000.00
2000-12-11,896400000000.00
2000-12-18,903300000000.00
2000-12-25,906100000000.00
2001-01-01,903500000000.00
2001-01-08,910800000000.00
2001-01-15,927700000000.00
2001-01-22,932700000000.00
2001-01-29,926600000000.00
2001-02-05,923000000000.00
2001-02-12,931600000000.00
2001-02-19,931100000000.00
2001-02-26,937700000000.00
2001-03-05,939900000000.00
2001-03-12,948600000000.00
2001-03-19,952200000000.00
2001-03-26,963200000000.00
2001-04-02,964000000000.00
2001-04-09,974300000000.00
2001-04-16,976300000000.00
2001-04-23,969800000000.00
2001-04-30,948500000000.00
2001-05-07,923800000000.00
2001-05-14,927900000000.00
2001-05-21,926000000000.00
2001-05-28,923500000000.00
2001-06-04,925600000000.00
2001-06-11,928600000000.00
2001-06-18,932000000000.00
2001-06-25,929200000000.00
2001-07-02,923100000000.00
2001-07-09,926900000000.00
2001-07-16,933500000000.00
2001-07-23,932100000000.00
2001-07-30,931100000000.00
2001-08-06,926100000000.00
2001-08-13,932200000000.00
2001-08-20,930200000000.00
2001-08-27,932400000000.00
2001-09-03,930500000000.00
2001-09-10,934900000000.00
2001-09-17,934600000000.00
2001-09-24,943700000000.00
2001-10-01,943400000000.00
2001-10-08,944900000000.00
2001-10-15,946600000000.00
2001-10-22,944300000000.00
2001-10-29,943900000000.00
2001-11-05,942500000000.00
2001-11-12,944300000000.00
2001-11-19,943900000000.00
2001-11-26,948700000000.00
2001-12-03,951300000000.00
2001-12-10,954700000000.00
2001-12-17,955200000000.00
2001-12-24,950900000000.00
2001-12-31,948200000000.00
2002-01-07,940500000000.00
2002-01-14,952200000000.00
2002-01-21,946200000000.00
2002-01-28,944400000000.00
2002-02-04,940500000000.00
2002-02-11,943700000000.00
2002-02-18,942100000000.00
2002-02-25,944000000000.00
2002-03-04,940100000000.00
2002-03-11,939200000000.00
2002-03-18,933400000000.00
2002-03-25,930900000000.00
2002-04-01,926900000000.00
2002-04-08,926600000000.00
2002-04-15,923100000000.00
2002-04-22,913100000000.00
2002-04-29,900800000000.00
2002-05-06,889800000000.00
2002-05-13,893400000000.00
2002-05-20,890400000000.00
2002-05-27,889700000000.00
2002-06-03,885700000000.00
2002-06-10,886000000000.00
2002-06-17,887700000000.00
2002-06-24,886200000000.00
2002-07-01,882100000000.00
2002-07-08,885500000000.00
2002-07-15,894100000000.00
2002-07-22,899500000000.00
2002-07-29,905800000000.00
2002-08-05,901800000000.00
2002-08-12,901900000000.00
2002-08-19,898600000000.00
2002-08-26,898000000000.00
2002-09-02,889800000000.00
2002-09-09,885500000000.00
2002-09-16,883500000000.00
2002-09-23,882900000000.00
2002-09-30,876700000000.00
2002-10-07,874400000000.00
2002-10-14,880100000000.00
2002-10-21,884700000000.00
2002-10-28,884700000000.00
2002-11-04,881300000000.00
2002-11-11,879800000000.00
2002-11-18,878700000000.00
2002-11-25,882700000000.00
2002-12-02,876600000000.00
2002-12-09,879300000000.00
2002-12-16,875600000000.00
2002-12-23,874300000000.00
2002-12-30,868200000000.00
2003-01-06,862200000000.00
2003-01-13,869300000000.00
2003-01-20,871000000000.00
2003-01-27,872500000000.00
2003-02-03,867800000000.00
2003-02-10,867100000000.00
2003-02-17,866600000000.00
2003-02-24,870100000000.00
2003-03-03,869200000000.00
2003-03-10,867300000000.00
2003-03-17,865200000000.00
2003-03-24,866900000000.00
2003-03-31,865100000000.00
2003-04-07,861900000000.00
2003-04-14,861300000000.00
2003-04-21,855200000000.00
2003-04-28,845700000000.00
2003-05-05,837200000000.00
2003-05-12,838200000000.00
2003-05-19,834200000000.00
2003-05-26,837900000000.00
2003-06-02,836000000000.00
2003-06-09,835100000000.00
2003-06-16,831400000000.00
2003-06-23,832200000000.00
2003-06-30,829500000000.00
2003-07-07,826900000000.00
2003-07-14,827200000000.00
2003-07-21,823900000000.00
2003-07-28,824500000000.00
2003-08-04,823400000000.00
2003-08-11,828400000000.00
2003-08-18,826100000000.00
2003-08-25,831400000000.00
2003-09-01,825700000000.00
2003-09-08,820300000000.00
2003-09-15,819100000000.00
2003-09-22,812700000000.00
2003-09-29,806800000000.00
2003-10-06,794000000000.00
2003-10-13,797300000000.00
2003-10-20,792800000000.00
2003-10-27,789500000000.00
2003-11-03,784900000000.00
2003-11-10,781000000000.00
2003-11-17,781500000000.00
2003-11-24,782300000000.00
2003-12-01,776900000000.00
2003-12-08,777800000000.00
2003-12-15,773800000000.00
2003-12-22,771700000000.00
2003-12-29,765400000000.00
2004-01-05,761600000000.00
2004-01-12,762800000000.00
2004-01-19,758700000000.00
2004-01-26,756000000000.00
2004-02-02,755300000000.00
2004-02-09,753400000000.00
2004-02-16,750000000000.00
2004-02-23,750900000000.00
2004-03-01,747400000000.00
2004-03-08,745100000000.00
2004-03-15,741500000000.00
2004-03-22,745600000000.00
2004-03-29,744600000000.00
2004-04-05,736000000000.00
2004-04-12,735000000000.00
2004-04-19,732200000000.00
2004-04-26,729900000000.00
2004-05-03,721200000000.00
2004-05-10,720300000000.00
2004-05-17,724700000000.00
2004-05-24,730400000000.00
2004-05-31,726200000000.00
2004-06-07,723100000000.00
2004-06-14,721700000000.00
2004-06-21,721200000000.00
2004-06-28,716900000000.00
2004-07-05,710500000000.00
2004-07-12,714500000000.00
2004-07-19,710800000000.00
2004-07-26,709600000000.00
2004-08-02,708700000000.00
2004-08-09,710000000000.00
2004-08-16,709900000000.00
2004-08-23,714100000000.00
2004-08-30,708300000000.00
2004-09-06,702500000000.00
2004-09-13,705800000000.00
2004-09-20,702900000000.00
2004-09-27,700700000000.00
2004-10-04,695700000000.00
2004-10-11,695000000000.00
2004-10-18,694400000000.00
2004-10-25,695300000000.00
2004-11-01,692600000000.00
2004-11-08,693600000000.00
2004-11-15,689300000000.00
2004-11-22,693800000000.00
2004-11-29,693100000000.00
2004-12-06,690500000000.00
2004-12-13,697900000000.00
2004-12-20,697000000000.00
2004-12-27,695500000000.00
2005-01-03,691800000000.00
2005-01-10,692300000000.00
2005-01-17,695300000000.00
2005-01-24,698300000000.00
2005-01-31,694900000000.00
2005-02-07,694200000000.00
2005-02-14,691800000000.00
2005-02-21,692200000000.00
2005-02-28,692900000000.00
2005-03-07,688700000000.00
2005-03-14,689100000000.00
2005-03-21,690900000000.00
2005-03-28,690900000000.00
2005-04-04,688900000000.00
2005-04-11,691500000000.00
2005-04-18,688700000000.00
2005-04-25,690600000000.00
2005-05-02,682800000000.00
2005-05-09,681000000000.00
2005-05-16,678700000000.00
2005-05-23,681700000000.00
2005-05-30,681300000000.00
2005-06-06,678300000000.00
2005-06-13,680500000000.00
2005-06-20,678600000000.00
2005-06-27,677600000000.00
2005-07-04,673600000000.00
2005-07-11,679400000000.00
2005-07-18,677100000000.00
2005-07-25,678100000000.00
2005-08-01,677100000000.00
2005-08-08,678400000000.00
2005-08-15,677600000000.00
2005-08-22,682300000000.00
2005-08-29,681900000000.00
2005-09-05,680800000000.00
2005-09-12,685300000000.00
2005-09-19,686100000000.00
2005-09-26,685500000000.00
2005-10-03,682200000000.00
2005-10-10,683600000000.00
2005-10-17,688300000000.00
2005-10-24,694000000000.00
2005-10-31,692800000000.00
2005-11-07,693300000000.00
2005-11-14,693100000000.00
2005-11-21,694100000000.00
2005-11-28,695000000000.00
2005-12-05,692800000000.00
2005-12-12,696900000000.00
2005-12-19,696700000000.00
2005-12-26,702400000000.00
2006-01-02,704200000000.00
2006-01-09,706400000000.00
2006-01-16,709400000000.00
2006-01-23,709800000000.00
2006-01-30,707600000000.00
2006-02-06,705900000000.00
2006-02-13,708600000000.00
2006-02-20,709500000000.00
2006-02-27,715100000000.00
2006-03-06,712800000000.00
2006-03-13,714800000000.00
2006-03-20,717400000000.00
2006-03-27,721500000000.00
2006-04-03,719600000000.00
2006-04-10,720900000000.00
2006-04-17,718800000000.00
2006-04-24,718200000000.00
2006-05-01,709500000000.00
2006-05-08,707900000000.00
2006-05-15,707600000000.00
2006-05-22,715700000000.00
2006-05-29,722000000000.00
2006-06-05,722600000000.00
2006-06-12,723500000000.00
2006-06-19,730400000000.00
2006-06-26,734600000000.00
2006-07-03,729600000000.00
2006-07-10,735300000000.00
2006-07-17,735100000000.00
2006-07-24,740000000000.00
2006-07-31,742000000000.00
2006-08-07,745100000000.00
2006-08-14,746100000000.00
2006-08-21,753200000000.00
2006-08-28,755400000000.00
2006-09-04,754400000000.00
2006-09-11,758900000000.00
2006-09-18,759400000000.00
2006-09-25,761400000000.00
2006-10-02,759900000000.00
2006-10-09,766100000000.00
2006-10-16,769600000000.00
2006-10-23,768900000000.00
2006-10-30,767400000000.00
2006-11-06,771800000000.00
2006-11-13,775500000000.00
2006-11-20,778000000000.00
2006-11-27,785300000000.00
2006-12-04,784800000000.00
2006-12-11,790600000000.00
2006-12-18,791000000000.00
2006-12-25,796200000000.00
2007-01-01,798500000000.00
2007-01-08,806100000000.00
2007-01-15,809100000000.00
2007-01-22,812300000000.00
2007-01-29,814300000000.00
2007-02-05,811000000000.00
2007-02-12,814300000000.00
2007-02-19,815900000000.00
2007-02-26,820800000000.00
2007-03-05,819800000000.00
2007-03-12,833400000000.00
2007-03-19,833900000000.00
2007-03-26,836900000000.00
2007-04-02,834200000000.00
2007-04-09,837000000000.00
2007-04-16,837500000000.00
2007-04-23,834700000000.00
2007-04-30,823800000000.00
2007-05-07,819300000000.00
2007-05-14,825500000000.00
2007-05-21,832100000000.00
2007-05-28,836300000000.00
2007-06-04,837500000000.00
2007-06-11,842100000000.00
2007-06-18,842400000000.00
2007-06-25,846600000000.00
2007-07-02,842800000000.00
2007-07-09,850600000000.00
2007-07-16,853300000000.00
2007-07-23,855200000000.00
2007-07-30,855900000000.00
2007-08-06,859300000000.00
2007-08-13,868500000000.00
2007-08-20,875900000000.00
2007-08-27,901700000000.00
2007-09-03,896800000000.00
2007-09-10,889800000000.00
2007-09-17,888900000000.00
2007-09-24,888900000000.00
2007-10-01,887000000000.00
2007-10-08,891700000000.00
2007-10-15,892700000000.00
2007-10-22,895600000000.00
2007-10-29,896100000000.00
2007-11-05,896700000000.00
2007-11-12,902500000000.00
2007-11-19,911000000000.00
2007-11-26,926500000000.00
2007-12-03,933500000000.00
2007-12-10,941500000000.00
2007-12-17,940300000000.00
2007-12-24,945700000000.00
2007-12-31,952700000000.00
2008-01-07,955700000000.00
2008-01-14,964700000000.00
2008-01-21,974600000000.00
2008-01-28,985400000000.00
2008-02-04,1000600000000.00
2008-02-11,1009400000000.00
2008-02-18,1008000000000.00
2008-02-25,1017100000000.00
2008-03-03,1018700000000.00
2008-03-10,1021400000000.00
2008-03-17,1025400000000.00
2008-03-24,1039400000000.00
2008-03-31,1042400000000.00
2008-04-07,1048000000000.00
2008-04-14,1050100000000.00
2008-04-21,1044000000000.00
2008-04-28,1032000000000.00
2008-05-05,1015600000000.00
2008-05-12,1020700000000.00
2008-05-19,1016900000000.00
2008-05-26,1010900000000.00
2008-06-02,1007200000000.00
2008-06-09,1012300000000.00
2008-06-16,1007300000000.00
2008-06-23,1007400000000.00
2008-06-30,994900000000.00
2008-07-07,996300000000.00
2008-07-14,1003400000000.00
2008-07-21,1011800000000.00
2008-07-28,1014600000000.00
2008-08-04,1008400000000.00
2008-08-11,1011200000000.00
2008-08-18,1006500000000.00
2008-08-25,1004600000000.00
2008-09-01,999200000000.00
2008-09-08,997700000000.00
2008-09-15,997800000000.00
2008-09-22,996500000000.00
2008-09-29,998900000000.00
2008-10-06,1000400000000.00
2008-10-13,1018000000000.00
2008-10-20,1044100000000.00
2008-10-27,1036300000000.00
2008-11-03,1019800000000.00
2008-11-10,1017700000000.00
2008-11-17,1013100000000.00
2008-11-24,1019700000000.00
2008-12-01,1033100000000.00
2008-12-08,1038800000000.00
2008-12-15,1036600000000.00
2008-12-22,1037200000000.00
2008-12-29,1034600000000.00
2009-01-05,1036900000000.00
2009-01-12,1049700000000.00
2009-01-19,1045600000000.00
2009-01-26,1038800000000.00
2009-02-02,1032700000000.00
2009-02-09,1032300000000.00
2009-02-16,1025400000000.00
2009-02-23,1021200000000.00
2009-03-02,1020000000000.00
2009-03-09,1028700000000.00
2009-03-16,1038500000000.00
2009-03-23,1033800000000.00
2009-03-30,1022000000000.00
2009-04-06,1010300000000.00
2009-04-13,1006600000000.00
2009-04-20,1001900000000.00
2009-04-27,987200000000.00
2009-05-04,972800000000.00
2009-05-11,967800000000.00
2009-05-18,959100000000.00
2009-05-25,958700000000.00
2009-06-01,956900000000.00
2009-06-08,949300000000.00
2009-06-15,931900000000.00
2009-06-22,926900000000.00
2009-06-29,923400000000.00
2009-07-06,913600000000.00
2009-07-13,913400000000.00
2009-07-20,907000000000.00
2009-07-27,903500000000.00
2009-08-03,896300000000.00
2009-08-10,891400000000.00
2009-08-17,883100000000.00
2009-08-24,878800000000.00
2009-08-31,873900000000.00
2009-09-07,871000000000.00
2009-09-14,870800000000.00
2009-09-21,860600000000.00
2009-09-28,848500000000.00
2009-10-05,838600000000.00
2009-10-12,835400000000.00
2009-10-19,829700000000.00
2009-10-26,819400000000.00
2009-11-02,813000000000.00
2009-11-09,812200000000.00
2009-11-16,809800000000.00
2009-11-23,806200000000.00
2009-11-30,801900000000.00
2009-12-07,800300000000.00
2009-12-14,795500000000.00
2009-12-21,793600000000.00
2009-12-28,792800000000.00
2010-01-04,790700000000.00
2010-01-11,793800000000.00
2010-01-18,783100000000.00
2010-01-25,779300000000.00
2010-02-01,772200000000.00
2010-02-08,775300000000.00
2010-02-15,773000000000.00
2010-02-22,777200000000.00
2010-03-01,771600000000.00
2010-03-08,767000000000.00
2010-03-15,758800000000.00
2010-03-22,755300000000.00
2010-03-29,751400000000.00
2010-04-05,744600000000.00
2010-04-12,742200000000.00
2010-04-19,734900000000.00
2010-04-26,727300000000.00
2010-05-03,717200000000.00
2010-05-10,714500000000.00
2010-05-17,726300000000.00
2010-05-24,725600000000.00
2010-05-31,729400000000.00
2010-06-07,730700000000.00
2010-06-14,725800000000.00
2010-06-21,726500000000.00
2010-06-28,720400000000.00
2010-07-05,716300000000.00
2010-07-12,721100000000.00
2010-07-19,719900000000.00
2010-07-26,717100000000.00
2010-08-02,715500000000.00
2010-08-09,713500000000.00
2010-08-16,708500000000.00
2010-08-23,709600000000.00
2010-08-30,706700000000.00
2010-09-06,706100000000.00
2010-09-13,709700000000.00
2010-09-20,706100000000.00
2010-09-27,700800000000.00
2010-10-04,696700000000.00
2010-10-11,697300000000.00
2010-10-18,695500000000.00
2010-10-25,691700000000.00
2010-11-01,689300000000.00
2010-11-08,688600000000.00
2010-11-15,685800000000.00
2010-11-22,688000000000.00
2010-11-29,691000000000.00
2010-12-06,685400000000.00
2010-12-13,688600000000.00
2010-12-20,690100000000.00
2010-12-27,696600000000.00
2011-01-03,697900000000.00
2011-01-10,700500000000.00
2011-01-17,694500000000.00
2011-01-24,695400000000.00
2011-01-31,690700000000.00
2011-02-07,691900000000.00
2011-02-14,690300000000.00
2011-02-21,687700000000.00
2011-02-28,685800000000.00
2011-03-07,689900000000.00
2011-03-14,685800000000.00
2011-03-21,689500000000.00
2011-03-28,690700000000.00
2011-04-04,682900000000.00
2011-04-11,679400000000.00
2011-04-18,675800000000.00
2011-04-25,674300000000.00
2011-05-02,664500000000.00
2011-05-09,663400000000.00
2011-05-16,666000000000.00
2011-05-23,666500000000.00
2011-05-30,666300000000.00
2011-06-06,663600000000.00
2011-06-13,668000000000.00
2011-06-20,669600000000.00
2011-06-27,673600000000.00
2011-07-04,669000000000.00
2011-07-11,671900000000.00
2011-07-18,666500000000.00
2011-07-25,668900000000.00
2011-08-01,668600000000.00
2011-08-08,677900000000.00
2011-08-15,687300000000.00
2011-08-22,694800000000.00
2011-08-29,687600000000.00
2011-09-05,687600000000.00
2011-09-12,685600000000.00
2011-09-19,680100000000.00
2011-09-26,681000000000.00
2011-10-03,677700000000.00
2011-10-10,682800000000.00
2011-10-17,686400000000.00
2011-10-24,685600000000.00
2011-10-31,679700000000.00
2011-11-07,679000000000.00
2011-11-14,677600000000.00
2011-11-21,676700000000.00
2011-11-28,676100000000.00
2011-12-05,675200000000.00
2011-12-12,681500000000.00
2011-12-19,682000000000.00
2011-12-26,685100000000.00
2012-01-02,685200000000.00
2012-01-09,691600000000.00
2012-01-16,686300000000.00
2012-01-23,683200000000.00
2012-01-30,677500000000.00
2012-02-06,673700000000.00
2012-02-13,673200000000.00
2012-02-20,668800000000.00
2012-02-27,671300000000.00
2012-03-05,669300000000.00
2012-03-12,668000000000.00
2012-03-19,665800000000.00
2012-03-26,669200000000.00
2012-04-02,663700000000.00
2012-04-09,663800000000.00
2012-04-16,660200000000.00
2012-04-23,657400000000.00
2012-04-30,647000000000.00
2012-05-07,645700000000.00
2012-05-14,644300000000.00
2012-05-21,644800000000.00
2012-05-28,646000000000.00
2012-06-04,641600000000.00
2012-06-11,644200000000.00
2012-06-18,643800000000.00
2012-06-25,644700000000.00
2012-07-02,636700000000.00
2012-07-09,640800000000.00
2012-07-16,639000000000.00
2012-07-23,638300000000.00
2012-07-30,635700000000.00
2012-08-06,634800000000.00
2012-08-13,640300000000.00
2012-08-20,638700000000.00
2012-08-27,640000000000.00
2012-09-03,638800000000.00
2012-09-10,638000000000.00
2012-09-17,638800000000.00
2012-09-24,640400000000.00
2012-10-01,638800000000.00
2012-10-08,641700000000.00
2012-10-15,638300000000.00
2012-10-22,636800000000.00
2012-10-29,634000000000.00
2012-11-05,634200000000.00
2012-11-12,637000000000.00
2012-11-19,638100000000.00
2012-11-26,649800000000.00
2012-12-03,650500000000.00
2012-12-10,653400000000.00
2012-12-17,656400000000.00
2012-12-24,665700000000.00
2012-12-31,674700000000.00
2013-01-07,689100000000.00
2013-01-14,687600000000.00
2013-01-21,679100000000.00
2013-01-28,671800000000.00
2013-02-04,664000000000.00
2013-02-11,664600000000.00
2013-02-18,660100000000.00
2013-02-25,661000000000.00
2013-03-04,661300000000.00
2013-03-11,662600000000.00
2013-03-18,661600000000.00
2013-03-25,663500000000.00
2013-04-01,660800000000.00
2013-04-08,659100000000.00
2013-04-15,654600000000.00
2013-04-22,651500000000.00
2013-04-29,645100000000.00
2013-05-06,637100000000.00
2013-05-13,639900000000.00
2013-05-20,637400000000.00
2013-05-27,637500000000.00
2013-06-03,637800000000.00
2013-06-10,645100000000.00
2013-06-17,653500000000.00
2013-06-24,656700000000.00
2013-07-01,659500000000.00
2013-07-08,663800000000.00
2013-07-15,662500000000.00
2013-07-22,660900000000.00
2013-07-29,654600000000.00
2013-08-05,652600000000.00
2013-08-12,657700000000.00
2013-08-19,656500000000.00
2013-08-26,662300000000.00
2013-09-02,663000000000.00
2013-09-09,664400000000.00
2013-09-16,664600000000.00
2013-09-23,661500000000.00
2013-09-30,660000000000.00
2013-10-07,663400000000.00
2013-10-14,665200000000.00
2013-10-21,666300000000.00
2013-10-28,658900000000.00
2013-11-04,651400000000.00
2013-11-11,653500000000.00
2013-11-18,651100000000.00
2013-11-25,651600000000.00
2013-12-02,651500000000.00
2013-12-09,654300000000.00
2013-12-16,656800000000.00
2013-12-23,660800000000.00
2013-12-30,662700000000.00
2014-01-06,665400000000.00
2014-01-13,668200000000.00
2014-01-20,661900000000.00
2014-01-27,659300000000.00
2014-02-03,654800000000.00
2014-02-10,659800000000.00
2014-02-17,660000000000.00
2014-02-24,657900000000.00
2014-03-03,654300000000.00
2014-03-10,655000000000.00
2014-03-17,653100000000.00
2014-03-24,654800000000.00
2014-03-31,654100000000.00
2014-04-07,655500000000.00
2014-04-14,651400000000.00
2014-04-21,646200000000.00
2014-04-28,641200000000.00
2014-05-05,635500000000.00
2014-05-12,642500000000.00
2014-05-19,639600000000.00
2014-05-26,640400000000.00
2014-06-02,639400000000.00
2014-06-09,640200000000.00
2014-06-16,636300000000.00
2014-06-23,635200000000.00
2014-06-30,630200000000.00
2014-07-07,630200000000.00
2014-07-14,631800000000.00
2014-07-21,630200000000.00
2014-07-28,632500000000.00
2014-08-04,628600000000.00
2014-08-11,639200000000.00
2014-08-18,639900000000.00
2014-08-25,639200000000.00
2014-09-01,636300000000.00
2014-09-08,636400000000.00
2014-09-15,635900000000.00
2014-09-22,635800000000.00
2014-09-29,633300000000.00
2014-10-06,635000000000.00
2014-10-13,641300000000.00
2014-10-20,640100000000.00
2014-10-27,646700000000.00
2014-11-03,636700000000.00
2014-11-10,635500000000.00
2014-11-17,632700000000.00
2014-11-24,633300000000.00
2014-12-01,631100000000.00
2014-12-08,635100000000.00
2014-12-15,632200000000.00
2014-12-22,639400000000.00
2014-12-29,642000000000.00
2015-01-05,645600000000.00
2015-01-12,651000000000.00
2015-01-19,644800000000.00
2015-01-26,643500000000.00
2015-02-02,638900000000.00
2015-02-09,636000000000.00
2015-02-16,635400000000.00
2015-02-23,637000000000.00
2015-03-02,634100000000.00
2015-03-09,632400000000.00
2015-03-16,630300000000.00
2015-03-23,632000000000.00
2015-03-30,632700000000.00
2015-04-06,631000000000.00
2015-04-13,632000000000.00
2015-04-20,624600000000.00
2015-04-27,614200000000.00
2015-05-04,608800000000.00
2015-05-11,610400000000.00
2015-05-18,608800000000.00
2015-05-25,611900000000.00
2015-06-01,612400000000.00
2015-06-08,613100000000.00
2015-06-15,611200000000.00
2015-06-22,613400000000.00
2015-06-29,613000000000.00
2015-07-06,611200000000.00
2015-07-13,617800000000.00
2015-07-20,616400000000.00
2015-07-27,615600000000.00
2015-08-03,614800000000.00
2015-08-10,618900000000.00
2015-08-17,618600000000.00
2015-08-24,622300000000.00
2015-08-31,626900000000.00
2015-09-07,632300000000.00
2015-09-14,633300000000.00
2015-09-21,634000000000.00
2015-09-28,631200000000.00
2015-10-05,629200000000.00
2015-10-12,634000000000.00
2015-10-19,633300000000.00
2015-10-26,631000000000.00
2015-11-02,627400000000.00
2015-11-09,627400000000.00
2015-11-16,633400000000.00
2015-11-23,636500000000.00
2015-11-30,638400000000.00
2015-12-07,638400000000.00
2015-12-14,636600000000.00
2015-12-21,674000000000.00
2015-12-28,680100000000.00
2016-01-04,685500000000.00
2016-01-11,762200000000.00
2016-01-18,757600000000.00
2016-01-25,758800000000.00
2016-02-01,759400000000.00
2016-02-08,757600000000.00
2016-02-15,754600000000.00
2016-02-22,756100000000.00
2016-02-29,753100000000.00
2016-03-07,750000000000.00
2016-03-14,745800000000.00
2016-03-21,737700000000.00
2016-03-28,730800000000.00
2016-04-04,727500000000.00
2016-04-11,731300000000.00
2016-04-18,722500000000.00
2016-04-25,718500000000.00
2016-05-02,713100000000.00
2016-05-09,713800000000.00
2016-05-16,711200000000.00
2016-05-23,710900000000.00
2016-05-30,707400000000.00
2016-06-06,704300000000.00
2016-06-13,702700000000.00
2016-06-20,698600000000.00
2016-06-27,694900000000.00
2016-07-04,690200000000.00
2016-07-11,692200000000.00
2016-07-18,689500000000.00
2016-07-25,692600000000.00
2016-08-01,689500000000.00
2016-08-08,691800000000.00
2016-08-15,678900000000.00
2016-08-22,668600000000.00
2016-08-29,665000000000.00
2016-09-05,662000000000.00
2016-09-12,664400000000.00
2016-09-19,658800000000.00
2016-09-26,659000000000.00
2016-10-03,651700000000.00
2016-10-10,667800000000.00
2016-10-17,663800000000.00
2016-10-24,671900000000.00
2016-10-31,670800000000.00
2016-11-07,676400000000.00
2016-11-14,686200000000.00
2016-11-21,693800000000.00
2016-11-28,694900000000.00
2016-12-05,692300000000.00
2016-12-12,696600000000.00
2016-12-19,699100000000.00
2016-12-26,701500000000.00
2017-01-02,701500000000.00
2017-01-09,708700000000.00
2017-01-16,705200000000.00
2017-01-23,703600000000.00
2017-01-30,696900000000.00
2017-02-06,695300000000.00
2017-02-13,698100000000.00
2017-02-20,694700000000.00
2017-02-27,697300000000.00
2017-03-06,696000000000.00
2017-03-13,699100000000.00
2017-03-20,701600000000.00
2017-03-27,702800000000.00
2017-04-03,703100000000.00
2017-04-10,704100000000.00
2017-04-17,699600000000.00
2017-04-24,694700000000.00
2017-05-01,688000000000.00
2017-05-08,692000000000.00
2017-05-15,688700000000.00
2017-05-22,686900000000.00
2017-05-29,686000000000.00
2017-06-05,682800000000.00
2017-06-12,685800000000.00
2017-06-19,682800000000.00
2017-06-26,681800000000.00
2017-07-03,680100000000.00
2017-07-10,685100000000.00
2017-07-17,684400000000.00
2017-07-24,683100000000.00
2017-07-31,681000000000.00
2017-08-07,686200000000.00
2017-08-14,687000000000.00
2017-08-21,693100000000.00
2017-08-28,693000000000.00
2017-09-04,691300000000.00
2017-09-11,693200000000.00
2017-09-18,693600000000.00
2017-09-25,694900000000.00
2017-10-02,694800000000.00
2017-10-09,697100000000.00
2017-10-16,695500000000.00
2017-10-23,694400000000.00
2017-10-30,692000000000.00
2017-11-06,692600000000.00
2017-11-13,693600000000.00
2017-11-20,696000000000.00
2017-11-27,701200000000.00
2017-12-04,699400000000.00
2017-12-11,707200000000.00
2017-12-18,711800000000.00
2017-12-25,717000000000.00
2018-01-01,717600000000.00
2018-01-08,724800000000.00
2018-01-15,717900000000.00
2018-01-22,714800000000.00
2018-01-29,713400000000.00
2018-02-05,709100000000.00
2018-02-12,720400000000.00
2018-02-19,722200000000.00
2018-02-26,724800000000.00
2018-03-05,718700000000.00
2018-03-12,720800000000.00
2018-03-19,721700000000.00
