Date,U31SUO
1992-01-01,18224000000.00
1992-02-01,18514000000.00
1992-03-01,19158000000.00
1992-04-01,19009000000.00
1992-05-01,18677000000.00
1992-06-01,18626000000.00
1992-07-01,18744000000.00
1992-08-01,18522000000.00
1992-09-01,17492000000.00
1992-10-01,16862000000.00
1992-11-01,16717000000.00
1992-12-01,17940000000.00
1993-01-01,19652000000.00
1993-02-01,20684000000.00
1993-03-01,22482000000.00
1993-04-01,22091000000.00
1993-05-01,21696000000.00
1993-06-01,21233000000.00
1993-07-01,21099000000.00
1993-08-01,20342000000.00
1993-09-01,19711000000.00
1993-10-01,19491000000.00
1993-11-01,19386000000.00
1993-12-01,19847000000.00
1994-01-01,20988000000.00
1994-02-01,21777000000.00
1994-03-01,23162000000.00
1994-04-01,23252000000.00
1994-05-01,23191000000.00
1994-06-01,23052000000.00
1994-07-01,23133000000.00
1994-08-01,22470000000.00
1994-09-01,22426000000.00
1994-10-01,22538000000.00
1994-11-01,22669000000.00
1994-12-01,23374000000.00
1995-01-01,24847000000.00
1995-02-01,25407000000.00
1995-03-01,25989000000.00
1995-04-01,25617000000.00
1995-05-01,24679000000.00
1995-06-01,23516000000.00
1995-07-01,22794000000.00
1995-08-01,22678000000.00
1995-09-01,21712000000.00
1995-10-01,21699000000.00
1995-11-01,21831000000.00
1995-12-01,22557000000.00
1996-01-01,23884000000.00
1996-02-01,24617000000.00
1996-03-01,24638000000.00
1996-04-01,24507000000.00
1996-05-01,24589000000.00
1996-06-01,24519000000.00
1996-07-01,24799000000.00
1996-08-01,24651000000.00
1996-09-01,23630000000.00
1996-10-01,22999000000.00
1996-11-01,22417000000.00
1996-12-01,22985000000.00
1997-01-01,24313000000.00
1997-02-01,24909000000.00
1997-03-01,25142000000.00
1997-04-01,25451000000.00
1997-05-01,25369000000.00
1997-06-01,24908000000.00
1997-07-01,25272000000.00
1997-08-01,25159000000.00
1997-09-01,24931000000.00
1997-10-01,25013000000.00
1997-11-01,25484000000.00
1997-12-01,26274000000.00
1998-01-01,27131000000.00
1998-02-01,27475000000.00
1998-03-01,27147000000.00
1998-04-01,26464000000.00
1998-05-01,25734000000.00
1998-06-01,24809000000.00
1998-07-01,23972000000.00
1998-08-01,23314000000.00
1998-09-01,21953000000.00
1998-10-01,20455000000.00
1998-11-01,20449000000.00
1998-12-01,20908000000.00
1999-01-01,21212000000.00
1999-02-01,22111000000.00
1999-03-01,22092000000.00
1999-04-01,22380000000.00
1999-05-01,22163000000.00
1999-06-01,21806000000.00
1999-07-01,22334000000.00
1999-08-01,22301000000.00
1999-09-01,21475000000.00
1999-10-01,21016000000.00
1999-11-01,21088000000.00
1999-12-01,21228000000.00
2000-01-01,22067000000.00
2000-02-01,22842000000.00
2000-03-01,22922000000.00
2000-04-01,22487000000.00
2000-05-01,21683000000.00
2000-06-01,20741000000.00
2000-07-01,20298000000.00
2000-08-01,19633000000.00
2000-09-01,19111000000.00
2000-10-01,18299000000.00
2000-11-01,18022000000.00
2000-12-01,18255000000.00
2001-01-01,19142000000.00
2001-02-01,19518000000.00
2001-03-01,19547000000.00
2001-04-01,19492000000.00
2001-05-01,19516000000.00
2001-06-01,19887000000.00
2001-07-01,19771000000.00
2001-08-01,19446000000.00
2001-09-01,18978000000.00
2001-10-01,17866000000.00
2001-11-01,17566000000.00
2001-12-01,18110000000.00
2002-01-01,18753000000.00
2002-02-01,19550000000.00
2002-03-01,19567000000.00
2002-04-01,19658000000.00
2002-05-01,19822000000.00
2002-06-01,19760000000.00
2002-07-01,19572000000.00
2002-08-01,19523000000.00
2002-09-01,19056000000.00
2002-10-01,18533000000.00
2002-11-01,17993000000.00
2002-12-01,18084000000.00
2003-01-01,18634000000.00
2003-02-01,19461000000.00
2003-03-01,18635000000.00
2003-04-01,18448000000.00
2003-05-01,18276000000.00
2003-06-01,18452000000.00
2003-07-01,18583000000.00
2003-08-01,19169000000.00
2003-09-01,18851000000.00
2003-10-01,19714000000.00
2003-11-01,20744000000.00
2003-12-01,21503000000.00
2004-01-01,22765000000.00
2004-02-01,24544000000.00
2004-03-01,25961000000.00
2004-04-01,25865000000.00
2004-05-01,26605000000.00
2004-06-01,26533000000.00
2004-07-01,27693000000.00
2004-08-01,28516000000.00
2004-09-01,27919000000.00
2004-10-01,26205000000.00
2004-11-01,26256000000.00
2004-12-01,26736000000.00
2005-01-01,26892000000.00
2005-02-01,27680000000.00
2005-03-01,27846000000.00
2005-04-01,26849000000.00
2005-05-01,26316000000.00
2005-06-01,25419000000.00
2005-07-01,25591000000.00
2005-08-01,27033000000.00
2005-09-01,28600000000.00
2005-10-01,29428000000.00
2005-11-01,31309000000.00
2005-12-01,32835000000.00
2006-01-01,34232000000.00
2006-02-01,35065000000.00
2006-03-01,35599000000.00
2006-04-01,36302000000.00
2006-05-01,36978000000.00
2006-06-01,36856000000.00
2006-07-01,37017000000.00
2006-08-01,36816000000.00
2006-09-01,35883000000.00
2006-10-01,35238000000.00
2006-11-01,35147000000.00
2006-12-01,35810000000.00
2007-01-01,37233000000.00
2007-02-01,37815000000.00
2007-03-01,38633000000.00
2007-04-01,40180000000.00
2007-05-01,40047000000.00
2007-06-01,37671000000.00
2007-07-01,36980000000.00
2007-08-01,37036000000.00
2007-09-01,36543000000.00
2007-10-01,36164000000.00
2007-11-01,37445000000.00
2007-12-01,39380000000.00
2008-01-01,41553000000.00
2008-02-01,43256000000.00
2008-03-01,45309000000.00
2008-04-01,46785000000.00
2008-05-01,46609000000.00
2008-06-01,46884000000.00
2008-07-01,47708000000.00
2008-08-01,45674000000.00
2008-09-01,41472000000.00
2008-10-01,35569000000.00
2008-11-01,32748000000.00
2008-12-01,30415000000.00
2009-01-01,28868000000.00
2009-02-01,27219000000.00
2009-03-01,25041000000.00
2009-04-01,23740000000.00
2009-05-01,23144000000.00
2009-06-01,24142000000.00
2009-07-01,24936000000.00
2009-08-01,25639000000.00
2009-09-01,25112000000.00
2009-10-01,24510000000.00
2009-11-01,24421000000.00
2009-12-01,24653000000.00
2010-01-01,27025000000.00
2010-02-01,28854000000.00
2010-03-01,30530000000.00
2010-04-01,31291000000.00
2010-05-01,31782000000.00
2010-06-01,31080000000.00
2010-07-01,32979000000.00
2010-08-01,33619000000.00
2010-09-01,33439000000.00
2010-10-01,32695000000.00
2010-11-01,35192000000.00
2010-12-01,37392000000.00
2011-01-01,39964000000.00
2011-02-01,40165000000.00
2011-03-01,40643000000.00
2011-04-01,40112000000.00
2011-05-01,39581000000.00
2011-06-01,37749000000.00
2011-07-01,37900000000.00
2011-08-01,37902000000.00
2011-09-01,37535000000.00
2011-10-01,37041000000.00
2011-11-01,38361000000.00
2011-12-01,40170000000.00
2012-01-01,41400000000.00
2012-02-01,41637000000.00
2012-03-01,41348000000.00
2012-04-01,41378000000.00
2012-05-01,39006000000.00
2012-06-01,37260000000.00
2012-07-01,36543000000.00
2012-08-01,34887000000.00
2012-09-01,33690000000.00
2012-10-01,33971000000.00
2012-11-01,33904000000.00
2012-12-01,34167000000.00
2013-01-01,34681000000.00
2013-02-01,35882000000.00
2013-03-01,35248000000.00
2013-04-01,35065000000.00
2013-05-01,34816000000.00
2013-06-01,34415000000.00
2013-07-01,33944000000.00
2013-08-01,32615000000.00
2013-09-01,31791000000.00
2013-10-01,31909000000.00
2013-11-01,32142000000.00
2013-12-01,32233000000.00
2014-01-01,32982000000.00
2014-02-01,33411000000.00
2014-03-01,34241000000.00
2014-04-01,33942000000.00
2014-05-01,33680000000.00
2014-06-01,33796000000.00
2014-07-01,33901000000.00
2014-08-01,32785000000.00
2014-09-01,32635000000.00
2014-10-01,32457000000.00
2014-11-01,32456000000.00
2014-12-01,32492000000.00
2015-01-01,32690000000.00
2015-02-01,32666000000.00
2015-03-01,31353000000.00
2015-04-01,30948000000.00
2015-05-01,30205000000.00
2015-06-01,29801000000.00
2015-07-01,28631000000.00
2015-08-01,27439000000.00
2015-09-01,26282000000.00
2015-10-01,26093000000.00
2015-11-01,26399000000.00
2015-12-01,26575000000.00
2016-01-01,27366000000.00
2016-02-01,27710000000.00
2016-03-01,27890000000.00
2016-04-01,27777000000.00
2016-05-01,27389000000.00
2016-06-01,26785000000.00
2016-07-01,26581000000.00
2016-08-01,25857000000.00
2016-09-01,25117000000.00
2016-10-01,25137000000.00
2016-11-01,25737000000.00
2016-12-01,25875000000.00
2017-01-01,26267000000.00
2017-02-01,26996000000.00
2017-03-01,27284000000.00
2017-04-01,27579000000.00
2017-05-01,27185000000.00
2017-06-01,27171000000.00
2017-07-01,27334000000.00
2017-08-01,27018000000.00
2017-09-01,26280000000.00
2017-10-01,26501000000.00
2017-11-01,27311000000.00
2017-12-01,27878000000.00
2018-01-01,28391000000.00
2018-02-01,29394000000.00
2018-03-01,30257000000.00
2018-04-01,30903000000.00
2018-05-01,30918000000.00
