Date,U25BVS
1992-01-01,6301000000.00
1992-02-01,5559000000.00
1992-03-01,5351000000.00
1992-04-01,5247000000.00
1992-05-01,5047000000.00
1992-06-01,5850000000.00
1992-07-01,5351000000.00
1992-08-01,5479000000.00
1992-09-01,6309000000.00
1992-10-01,5412000000.00
1992-11-01,5620000000.00
1992-12-01,6009000000.00
1993-01-01,5947000000.00
1993-02-01,5716000000.00
1993-03-01,6080000000.00
1993-04-01,5508000000.00
1993-05-01,5174000000.00
1993-06-01,6225000000.00
1993-07-01,5457000000.00
1993-08-01,5600000000.00
1993-09-01,6746000000.00
1993-10-01,5902000000.00
1993-11-01,6008000000.00
1993-12-01,6367000000.00
1994-01-01,6090000000.00
1994-02-01,5732000000.00
1994-03-01,6417000000.00
1994-04-01,5951000000.00
1994-05-01,5773000000.00
1994-06-01,6587000000.00
1994-07-01,5744000000.00
1994-08-01,6426000000.00
1994-09-01,7180000000.00
1994-10-01,6275000000.00
1994-11-01,6655000000.00
1994-12-01,6700000000.00
1995-01-01,6511000000.00
1995-02-01,6265000000.00
1995-03-01,6818000000.00
1995-04-01,6285000000.00
1995-05-01,5962000000.00
1995-06-01,6762000000.00
1995-07-01,6169000000.00
1995-08-01,6879000000.00
1995-09-01,7449000000.00
1995-10-01,6941000000.00
1995-11-01,6990000000.00
1995-12-01,7588000000.00
1996-01-01,7042000000.00
1996-02-01,6393000000.00
1996-03-01,7386000000.00
1996-04-01,6643000000.00
1996-05-01,6618000000.00
1996-06-01,6999000000.00
1996-07-01,6728000000.00
1996-08-01,7046000000.00
1996-09-01,7972000000.00
1996-10-01,7894000000.00
1996-11-01,7532000000.00
1996-12-01,7987000000.00
1997-01-01,8158000000.00
1997-02-01,7176000000.00
1997-03-01,7577000000.00
1997-04-01,7295000000.00
1997-05-01,7336000000.00
1997-06-01,7995000000.00
1997-07-01,7386000000.00
1997-08-01,7416000000.00
1997-09-01,8456000000.00
1997-10-01,8068000000.00
1997-11-01,7684000000.00
1997-12-01,8386000000.00
1998-01-01,8243000000.00
1998-02-01,7518000000.00
1998-03-01,8924000000.00
1998-04-01,7992000000.00
1998-05-01,7945000000.00
1998-06-01,8929000000.00
1998-07-01,8111000000.00
1998-08-01,8555000000.00
1998-09-01,9943000000.00
1998-10-01,8577000000.00
1998-11-01,9020000000.00
1998-12-01,9704000000.00
1999-01-01,8716000000.00
1999-02-01,8187000000.00
1999-03-01,9707000000.00
1999-04-01,9271000000.00
1999-05-01,8806000000.00
1999-06-01,9932000000.00
1999-07-01,8589000000.00
1999-08-01,9114000000.00
1999-09-01,10139000000.00
1999-10-01,9474000000.00
1999-11-01,9138000000.00
1999-12-01,9278000000.00
2000-01-01,9147000000.00
2000-02-01,8832000000.00
2000-03-01,9271000000.00
2000-04-01,9450000000.00
2000-05-01,9568000000.00
2000-06-01,9921000000.00
2000-07-01,9173000000.00
2000-08-01,9999000000.00
2000-09-01,10578000000.00
2000-10-01,10219000000.00
2000-11-01,10492000000.00
2000-12-01,11378000000.00
2001-01-01,10550000000.00
2001-02-01,10035000000.00
2001-03-01,10880000000.00
2001-04-01,10473000000.00
2001-05-01,11141000000.00
2001-06-01,10003000000.00
2001-07-01,9860000000.00
2001-08-01,11036000000.00
2001-09-01,11184000000.00
2001-10-01,11230000000.00
2001-11-01,11561000000.00
2001-12-01,12068000000.00
2002-01-01,11316000000.00
2002-02-01,10402000000.00
2002-03-01,11526000000.00
2002-04-01,10909000000.00
2002-05-01,11573000000.00
2002-06-01,13118000000.00
2002-07-01,10507000000.00
2002-08-01,11034000000.00
2002-09-01,13926000000.00
2002-10-01,13238000000.00
2002-11-01,12381000000.00
2002-12-01,13048000000.00
2003-01-01,12456000000.00
2003-02-01,11607000000.00
2003-03-01,13464000000.00
2003-04-01,12059000000.00
2003-05-01,11805000000.00
2003-06-01,12164000000.00
2003-07-01,13545000000.00
2003-08-01,12292000000.00
2003-09-01,13616000000.00
2003-10-01,13814000000.00
2003-11-01,12874000000.00
2003-12-01,12231000000.00
2004-01-01,12137000000.00
2004-02-01,11608000000.00
2004-03-01,13110000000.00
2004-04-01,12099000000.00
2004-05-01,12734000000.00
2004-06-01,13384000000.00
2004-07-01,12804000000.00
2004-08-01,13744000000.00
2004-09-01,13250000000.00
2004-10-01,14480000000.00
2004-11-01,14823000000.00
2004-12-01,13437000000.00
2005-01-01,13546000000.00
2005-02-01,12409000000.00
2005-03-01,14559000000.00
2005-04-01,13709000000.00
2005-05-01,14145000000.00
2005-06-01,13330000000.00
2005-07-01,13115000000.00
