Date,U37STI
1992-01-01,6473000000.00
1992-02-01,6463000000.00
1992-03-01,6405000000.00
1992-04-01,6448000000.00
1992-05-01,6469000000.00
1992-06-01,6588000000.00
1992-07-01,6560000000.00
1992-08-01,6537000000.00
1992-09-01,6516000000.00
1992-10-01,6520000000.00
1992-11-01,6594000000.00
1992-12-01,6476000000.00
1993-01-01,6596000000.00
1993-02-01,6618000000.00
1993-03-01,6761000000.00
1993-04-01,6781000000.00
1993-05-01,6851000000.00
1993-06-01,6917000000.00
1993-07-01,6989000000.00
1993-08-01,6967000000.00
1993-09-01,6964000000.00
1993-10-01,6957000000.00
1993-11-01,6869000000.00
1993-12-01,6886000000.00
1994-01-01,7113000000.00
1994-02-01,7202000000.00
1994-03-01,7274000000.00
1994-04-01,7314000000.00
1994-05-01,7418000000.00
1994-06-01,7369000000.00
1994-07-01,7384000000.00
1994-08-01,7416000000.00
1994-09-01,7391000000.00
1994-10-01,7468000000.00
1994-11-01,7448000000.00
1994-12-01,7451000000.00
1995-01-01,7656000000.00
1995-02-01,7755000000.00
1995-03-01,7839000000.00
1995-04-01,7934000000.00
1995-05-01,7951000000.00
1995-06-01,7985000000.00
1995-07-01,7963000000.00
1995-08-01,7841000000.00
1995-09-01,7668000000.00
1995-10-01,7691000000.00
1995-11-01,7608000000.00
1995-12-01,7530000000.00
1996-01-01,7681000000.00
1996-02-01,7642000000.00
1996-03-01,7501000000.00
1996-04-01,7528000000.00
1996-05-01,7640000000.00
1996-06-01,7642000000.00
1996-07-01,7592000000.00
1996-08-01,7565000000.00
1996-09-01,7479000000.00
1996-10-01,7491000000.00
1996-11-01,7492000000.00
1996-12-01,7426000000.00
1997-01-01,7559000000.00
1997-02-01,7542000000.00
1997-03-01,7481000000.00
1997-04-01,7570000000.00
1997-05-01,7830000000.00
1997-06-01,7833000000.00
1997-07-01,7861000000.00
1997-08-01,7689000000.00
1997-09-01,7603000000.00
1997-10-01,7584000000.00
1997-11-01,7556000000.00
1997-12-01,7527000000.00
1998-01-01,7633000000.00
1998-02-01,7685000000.00
1998-03-01,7649000000.00
1998-04-01,7842000000.00
1998-05-01,7996000000.00
1998-06-01,7936000000.00
1998-07-01,7922000000.00
1998-08-01,7828000000.00
1998-09-01,7757000000.00
1998-10-01,7797000000.00
1998-11-01,7735000000.00
1998-12-01,7599000000.00
1999-01-01,7751000000.00
1999-02-01,7762000000.00
1999-03-01,7737000000.00
1999-04-01,7844000000.00
1999-05-01,7978000000.00
1999-06-01,8050000000.00
1999-07-01,8125000000.00
1999-08-01,8071000000.00
1999-09-01,7941000000.00
1999-10-01,8073000000.00
1999-11-01,8020000000.00
1999-12-01,7983000000.00
2000-01-01,8177000000.00
2000-02-01,8223000000.00
2000-03-01,8217000000.00
2000-04-01,8365000000.00
2000-05-01,8551000000.00
2000-06-01,8655000000.00
2000-07-01,8644000000.00
2000-08-01,8638000000.00
2000-09-01,8562000000.00
2000-10-01,8540000000.00
2000-11-01,8540000000.00
2000-12-01,8261000000.00
2001-01-01,8420000000.00
2001-02-01,8345000000.00
2001-03-01,8517000000.00
2001-04-01,8569000000.00
2001-05-01,8591000000.00
2001-06-01,8562000000.00
2001-07-01,8436000000.00
2001-08-01,8171000000.00
2001-09-01,8066000000.00
2001-10-01,7929000000.00
2001-11-01,7803000000.00
2001-12-01,7407000000.00
2002-01-01,7492000000.00
