Date,IPG2122N
1972-01-01,65.20
1972-02-01,69.91
1972-03-01,68.51
1972-04-01,72.18
1972-05-01,77.17
1972-06-01,76.32
1972-07-01,69.32
1972-08-01,75.66
1972-09-01,77.81
1972-10-01,74.14
1972-11-01,69.30
1972-12-01,69.93
1973-01-01,67.77
1973-02-01,75.30
1973-03-01,73.81
1973-04-01,77.46
1973-05-01,82.23
1973-06-01,83.04
1973-07-01,76.23
1973-08-01,78.46
1973-09-01,82.37
1973-10-01,80.27
1973-11-01,73.09
1973-12-01,72.66
1974-01-01,67.58
1974-02-01,72.67
1974-03-01,73.61
1974-04-01,73.01
1974-05-01,81.04
1974-06-01,82.22
1974-07-01,65.81
1974-08-01,63.39
1974-09-01,78.58
1974-10-01,77.70
1974-11-01,71.16
1974-12-01,66.05
1975-01-01,63.77
1975-02-01,66.29
1975-03-01,64.18
1975-04-01,67.27
1975-05-01,73.12
1975-06-01,74.20
1975-07-01,63.24
1975-08-01,69.91
1975-09-01,70.96
1975-10-01,65.63
1975-11-01,66.01
1975-12-01,62.04
1976-01-01,62.01
1976-02-01,67.70
1976-03-01,66.82
1976-04-01,69.86
1976-05-01,76.64
1976-06-01,75.40
1976-07-01,68.43
1976-08-01,75.42
1976-09-01,76.54
1976-10-01,75.87
1976-11-01,71.49
1976-12-01,68.94
1977-01-01,68.80
1977-02-01,71.14
1977-03-01,72.66
1977-04-01,74.14
1977-05-01,76.91
1977-06-01,77.33
1977-07-01,64.78
1977-08-01,44.85
1977-09-01,46.41
1977-10-01,50.84
1977-11-01,51.21
1977-12-01,59.15
1978-01-01,64.05
1978-02-01,67.61
1978-03-01,72.24
1978-04-01,76.95
1978-05-01,78.25
1978-06-01,79.98
1978-07-01,69.70
1978-08-01,76.48
1978-09-01,76.83
1978-10-01,77.52
1978-11-01,74.34
1978-12-01,70.57
1979-01-01,67.66
1979-02-01,72.63
1979-03-01,74.54
1979-04-01,78.82
1979-05-01,77.37
1979-06-01,79.03
1979-07-01,76.23
1979-08-01,80.41
1979-09-01,79.55
1979-10-01,78.65
1979-11-01,78.21
1979-12-01,77.53
1980-01-01,76.96
1980-02-01,79.21
1980-03-01,82.05
1980-04-01,78.93
1980-05-01,80.67
1980-06-01,79.95
1980-07-01,53.31
1980-08-01,51.18
1980-09-01,53.31
1980-10-01,61.39
1980-11-01,67.98
1980-12-01,73.70
1981-01-01,74.87
1981-02-01,80.32
1981-03-01,81.19
1981-04-01,76.70
1981-05-01,80.99
1981-06-01,80.66
1981-07-01,76.62
1981-08-01,82.16
1981-09-01,79.85
1981-10-01,77.28
1981-11-01,71.32
1981-12-01,63.41
1982-01-01,68.43
1982-02-01,70.78
1982-03-01,70.04
1982-04-01,73.49
1982-05-01,65.15
1982-06-01,54.11
1982-07-01,32.31
1982-08-01,47.42
1982-09-01,43.22
1982-10-01,40.41
1982-11-01,42.36
1982-12-01,44.71
1983-01-01,45.56
1983-02-01,44.80
1983-03-01,48.02
1983-04-01,52.31
1983-05-01,59.05
