Date,CAPUTLG33611S
1972-01-01,72.92
1972-02-01,74.44
1972-03-01,74.75
1972-04-01,78.51
1972-05-01,76.20
1972-06-01,74.68
1972-07-01,78.66
1972-08-01,81.50
1972-09-01,82.30
1972-10-01,85.54
1972-11-01,88.18
1972-12-01,88.70
1973-01-01,89.60
1973-02-01,90.56
1973-03-01,89.68
1973-04-01,88.79
1973-05-01,88.53
1973-06-01,89.44
1973-07-01,89.77
1973-08-01,79.14
1973-09-01,90.45
1973-10-01,88.86
1973-11-01,89.03
1973-12-01,81.83
1974-01-01,66.68
1974-02-01,66.02
1974-03-01,64.71
1974-04-01,68.23
1974-05-01,68.16
1974-06-01,70.96
1974-07-01,73.32
1974-08-01,73.62
1974-09-01,78.85
1974-10-01,79.34
1974-11-01,69.09
1974-12-01,56.04
1975-01-01,47.25
1975-02-01,44.42
1975-03-01,53.28
1975-04-01,58.25
1975-05-01,59.79
1975-06-01,62.07
1975-07-01,67.89
1975-08-01,72.72
1975-09-01,74.48
1975-10-01,72.75
1975-11-01,73.75
1975-12-01,77.43
1976-01-01,75.81
1976-02-01,80.83
1976-03-01,80.60
1976-04-01,82.32
1976-05-01,82.18
1976-06-01,83.52
1976-07-01,85.07
1976-08-01,86.35
1976-09-01,76.54
1976-10-01,72.30
1976-11-01,85.81
1976-12-01,95.83
1977-01-01,88.34
1977-02-01,85.90
1977-03-01,92.06
1977-04-01,89.82
1977-05-01,88.49
1977-06-01,93.23
1977-07-01,93.48
1977-08-01,91.66
1977-09-01,91.23
1977-10-01,91.84
1977-11-01,87.25
1977-12-01,89.44
1978-01-01,76.99
1978-02-01,81.28
1978-03-01,89.07
1978-04-01,96.16
1978-05-01,90.82
1978-06-01,91.40
1978-07-01,94.53
1978-08-01,94.25
1978-09-01,91.48
1978-10-01,93.97
1978-11-01,98.13
1978-12-01,94.12
1979-01-01,100.61
1979-02-01,93.32
1979-03-01,91.73
1979-04-01,80.88
1979-05-01,89.18
1979-06-01,82.74
1979-07-01,76.67
1979-08-01,62.53
1979-09-01,75.45
1979-10-01,71.88
1979-11-01,67.67
1979-12-01,64.59
1980-01-01,60.43
1980-02-01,65.40
1980-03-01,61.00
1980-04-01,54.74
1980-05-01,47.16
1980-06-01,46.93
1980-07-01,47.77
1980-08-01,45.21
1980-09-01,58.92
1980-10-01,63.47
1980-11-01,69.01
1980-12-01,62.46
1981-01-01,57.72
1981-02-01,57.24
1981-03-01,61.29
1981-04-01,66.36
1981-05-01,68.70
1981-06-01,67.90
1981-07-01,64.61
1981-08-01,60.46
1981-09-01,53.40
1981-10-01,56.21
1981-11-01,50.70
1981-12-01,48.46
1982-01-01,39.71
1982-02-01,42.62
1982-03-01,48.92
1982-04-01,55.16
1982-05-01,58.56
1982-06-01,58.79
1982-07-01,64.76
1982-08-01,57.39
1982-09-01,52.40
1982-10-01,46.94
1982-11-01,47.31
1982-12-01,52.66
1983-01-01,56.46
1983-02-01,60.11
1983-03-01,57.77
1983-04-01,59.87
1983-05-01,61.54
1983-06-01,64.15
1983-07-01,66.32
1983-08-01,71.20
1983-09-01,73.66
1983-10-01,75.25
1983-11-01,74.32
1983-12-01,77.80
1984-01-01,83.05
1984-02-01,79.57
1984-03-01,80.09
1984-04-01,75.62
1984-05-01,72.71
1984-06-01,73.63
1984-07-01,76.86
1984-08-01,80.95
1984-09-01,74.09
1984-10-01,73.10
1984-11-01,80.72
1984-12-01,85.07
1985-01-01,88.69
1985-02-01,83.04
1985-03-01,82.44
1985-04-01,82.30
1985-05-01,81.08
1985-06-01,80.87
1985-07-01,87.87
1985-08-01,85.05
1985-09-01,83.18
1985-10-01,82.16
1985-11-01,85.82
1985-12-01,81.34
1986-01-01,88.91
1986-02-01,85.93
1986-03-01,81.74
1986-04-01,78.46
1986-05-01,77.10
1986-06-01,79.43
1986-07-01,78.79
1986-08-01,76.43
1986-09-01,79.04
1986-10-01,75.80
1986-11-01,77.03
1986-12-01,79.88
1987-01-01,79.17
1987-02-01,83.47
1987-03-01,80.93
1987-04-01,78.44
1987-05-01,75.52
1987-06-01,71.66
1987-07-01,69.32
1987-08-01,68.78
1987-09-01,71.35
1987-10-01,77.86
1987-11-01,76.40
1987-12-01,72.90
1988-01-01,70.77
1988-02-01,72.20
1988-03-01,74.74
1988-04-01,80.08
1988-05-01,81.11
1988-06-01,81.59
1988-07-01,71.49
1988-08-01,76.26
1988-09-01,81.44
1988-10-01,82.68
1988-11-01,85.76
1988-12-01,89.49
1989-01-01,93.81
1989-02-01,91.41
1989-03-01,87.88
1989-04-01,88.34
1989-05-01,83.77
1989-06-01,78.61
1989-07-01,70.04
1989-08-01,80.76
1989-09-01,80.30
1989-10-01,74.34
1989-11-01,76.01
1989-12-01,77.84
1990-01-01,55.37
1990-02-01,75.78
1990-03-01,80.80
1990-04-01,76.55
1990-05-01,79.18
1990-06-01,81.95
1990-07-01,76.53
1990-08-01,75.36
1990-09-01,77.92
1990-10-01,72.22
1990-11-01,56.95
1990-12-01,53.43
1991-01-01,57.25
1991-02-01,53.07
1991-03-01,54.25
1991-04-01,58.20
1991-05-01,61.95
1991-06-01,65.41
1991-07-01,68.74
1991-08-01,62.41
1991-09-01,72.10
1991-10-01,70.51
1991-11-01,68.51
1991-12-01,66.10
1992-01-01,55.61
1992-02-01,63.08
1992-03-01,66.20
1992-04-01,68.60
1992-05-01,73.70
1992-06-01,70.74
1992-07-01,77.91
1992-08-01,73.11
1992-09-01,70.78
1992-10-01,74.69
1992-11-01,74.69
1992-12-01,77.60
1993-01-01,79.65
1993-02-01,76.98
1993-03-01,79.25
1993-04-01,79.55
1993-05-01,79.65
1993-06-01,78.58
1993-07-01,75.50
1993-08-01,71.73
1993-09-01,76.77
1993-10-01,82.23
1993-11-01,84.47
1993-12-01,84.66
1994-01-01,87.43
1994-02-01,89.28
1994-03-01,87.14
1994-04-01,88.19
1994-05-01,86.19
1994-06-01,87.36
1994-07-01,84.02
1994-08-01,89.06
1994-09-01,87.73
1994-10-01,87.87
1994-11-01,86.10
1994-12-01,86.06
1995-01-01,86.31
1995-02-01,86.45
1995-03-01,86.69
1995-04-01,85.12
1995-05-01,82.14
1995-06-01,83.32
1995-07-01,76.93
1995-08-01,82.88
1995-09-01,83.87
1995-10-01,79.73
1995-11-01,78.56
1995-12-01,80.06
1996-01-01,75.09
1996-02-01,80.56
1996-03-01,67.93
1996-04-01,84.39
1996-05-01,83.94
1996-06-01,86.16
1996-07-01,89.73
1996-08-01,83.79
1996-09-01,85.69
1996-10-01,78.69
1996-11-01,82.40
1996-12-01,85.62
1997-01-01,86.29
1997-02-01,87.38
1997-03-01,88.83
1997-04-01,80.21
1997-05-01,81.72
1997-06-01,85.45
1997-07-01,82.42
1997-08-01,85.93
1997-09-01,86.92
1997-10-01,87.80
1997-11-01,91.56
1997-12-01,89.35
1998-01-01,87.71
1998-02-01,86.03
1998-03-01,85.58
1998-04-01,86.28
1998-05-01,85.46
1998-06-01,70.33
1998-07-01,54.15
1998-08-01,88.93
1998-09-01,88.84
1998-10-01,92.34
1998-11-01,89.90
1998-12-01,90.80
1999-01-01,89.44
1999-02-01,89.51
1999-03-01,88.87
1999-04-01,89.33
1999-05-01,90.46
1999-06-01,89.88
1999-07-01,87.43
1999-08-01,94.78
1999-09-01,89.53
1999-10-01,93.69
1999-11-01,92.64
1999-12-01,90.75
2000-01-01,93.48
2000-02-01,92.45
2000-03-01,93.18
2000-04-01,94.84
2000-05-01,95.85
2000-06-01,93.53
2000-07-01,87.40
2000-08-01,90.27
2000-09-01,89.23
2000-10-01,86.72
2000-11-01,81.90
2000-12-01,77.92
2001-01-01,74.86
2001-02-01,76.15
2001-03-01,82.63
2001-04-01,82.08
2001-05-01,85.39
2001-06-01,82.43
2001-07-01,83.31
2001-08-01,80.88
2001-09-01,77.50
2001-10-01,75.37
2001-11-01,80.06
2001-12-01,83.67
2002-01-01,82.45
2002-02-01,81.25
2002-03-01,81.32
2002-04-01,84.26
2002-05-01,84.02
2002-06-01,85.26
2002-07-01,89.27
2002-08-01,86.61
2002-09-01,85.77
2002-10-01,84.18
2002-11-01,89.18
2002-12-01,84.63
2003-01-01,90.37
2003-02-01,85.65
2003-03-01,85.34
2003-04-01,84.18
2003-05-01,82.34
2003-06-01,82.80
2003-07-01,87.52
2003-08-01,81.15
2003-09-01,87.37
2003-10-01,84.83
2003-11-01,84.63
2003-12-01,84.29
2004-01-01,84.75
2004-02-01,84.32
2004-03-01,83.49
2004-04-01,82.58
2004-05-01,80.29
2004-06-01,76.29
2004-07-01,75.86
2004-08-01,78.67
2004-09-01,78.46
2004-10-01,81.43
2004-11-01,78.42
2004-12-01,80.90
2005-01-01,78.35
2005-02-01,84.29
2005-03-01,79.76
2005-04-01,78.40
2005-05-01,78.52
2005-06-01,80.16
2005-07-01,74.48
2005-08-01,81.10
2005-09-01,82.72
2005-10-01,82.63
2005-11-01,77.66
2005-12-01,72.95
2006-01-01,75.79
2006-02-01,74.42
2006-03-01,76.30
2006-04-01,75.05
2006-05-01,73.06
2006-06-01,74.34
2006-07-01,63.99
2006-08-01,70.38
2006-09-01,66.38
2006-10-01,64.71
2006-11-01,66.57
2006-12-01,70.10
2007-01-01,64.99
2007-02-01,70.11
2007-03-01,71.29
2007-04-01,76.17
2007-05-01,75.49
2007-06-01,77.56
2007-07-01,75.97
2007-08-01,75.84
2007-09-01,71.17
2007-10-01,70.79
2007-11-01,71.76
2007-12-01,72.28
2008-01-01,69.02
2008-02-01,69.35
2008-03-01,62.57
2008-04-01,57.49
2008-05-01,57.65
2008-06-01,61.88
2008-07-01,59.62
2008-08-01,50.92
2008-09-01,52.61
2008-10-01,50.34
2008-11-01,49.00
2008-12-01,45.75
2009-01-01,26.47
2009-02-01,34.38
2009-03-01,36.88
2009-04-01,38.68
2009-05-01,31.75
2009-06-01,29.96
2009-07-01,47.99
2009-08-01,50.02
2009-09-01,59.27
2009-10-01,57.13
2009-11-01,60.79
2009-12-01,60.17
2010-01-01,62.10
2010-02-01,58.19
2010-03-01,60.02
2010-04-01,59.28
2010-05-01,65.53
2010-06-01,64.64
2010-07-01,72.05
2010-08-01,66.82
2010-09-01,67.29
2010-10-01,68.42
2010-11-01,63.88
2010-12-01,63.07
2011-01-01,64.97
2011-02-01,69.29
2011-03-01,72.48
2011-04-01,63.75
2011-05-01,65.83
2011-06-01,64.94
2011-07-01,68.83
2011-08-01,71.23
2011-09-01,70.39
2011-10-01,75.57
2011-11-01,72.13
2011-12-01,73.62
2012-01-01,79.90
2012-02-01,77.76
2012-03-01,76.26
2012-04-01,77.26
2012-05-01,75.74
2012-06-01,77.00
2012-07-01,76.06
2012-08-01,73.10
2012-09-01,71.07
2012-10-01,73.47
2012-11-01,75.56
2012-12-01,79.64
2013-01-01,75.43
2013-02-01,78.09
2013-03-01,80.50
2013-04-01,78.55
2013-05-01,78.78
2013-06-01,80.40
2013-07-01,71.40
2013-08-01,79.40
2013-09-01,81.54
2013-10-01,79.73
2013-11-01,81.58
2013-12-01,81.80
2014-01-01,73.10
2014-02-01,81.12
2014-03-01,81.59
2014-04-01,79.10
2014-05-01,81.66
2014-06-01,81.77
2014-07-01,87.77
2014-08-01,81.96
2014-09-01,79.92
2014-10-01,77.61
2014-11-01,84.63
2014-12-01,83.11
2015-01-01,81.42
2015-02-01,77.27
2015-03-01,83.33
2015-04-01,84.20
2015-05-01,87.69
2015-06-01,82.62
2015-07-01,95.50
2015-08-01,87.02
2015-09-01,85.53
2015-10-01,85.40
2015-11-01,83.88
2015-12-01,82.75
2016-01-01,85.06
2016-02-01,86.41
2016-03-01,84.47
2016-04-01,85.34
2016-05-01,81.32
2016-06-01,87.02
2016-07-01,88.52
2016-08-01,87.59
2016-09-01,87.36
2016-10-01,87.55
2016-11-01,84.85
2016-12-01,85.27
2017-01-01,84.04
2017-02-01,84.28
2017-03-01,80.36
2017-04-01,83.79
2017-05-01,80.88
2017-06-01,79.09
2017-07-01,74.79
2017-08-01,74.97
2017-09-01,76.00
2017-10-01,77.30
2017-11-01,76.15
2017-12-01,77.36
2018-01-01,76.34
2018-02-01,81.00
2018-03-01,84.57
2018-04-01,81.60
2018-05-01,73.32
