Date,U35ANO
1992-02-01,796000000.00
1992-03-01,848000000.00
1992-04-01,787000000.00
1992-05-01,808000000.00
1992-06-01,857000000.00
1992-07-01,696000000.00
1992-08-01,768000000.00
1992-09-01,891000000.00
1992-10-01,788000000.00
1992-11-01,872000000.00
1992-12-01,940000000.00
1993-01-01,691000000.00
1993-02-01,810000000.00
1993-03-01,936000000.00
1993-04-01,738000000.00
1993-05-01,873000000.00
1993-06-01,893000000.00
1993-07-01,751000000.00
1993-08-01,801000000.00
1993-09-01,874000000.00
1993-10-01,840000000.00
1993-11-01,949000000.00
1993-12-01,891000000.00
1994-01-01,739000000.00
1994-02-01,863000000.00
1994-03-01,919000000.00
1994-04-01,858000000.00
1994-05-01,926000000.00
1994-06-01,1012000000.00
1994-07-01,847000000.00
1994-08-01,929000000.00
1994-09-01,1038000000.00
1994-10-01,965000000.00
1994-11-01,1001000000.00
1994-12-01,1031000000.00
1995-01-01,849000000.00
1995-02-01,957000000.00
1995-03-01,986000000.00
1995-04-01,885000000.00
1995-05-01,948000000.00
1995-06-01,949000000.00
1995-07-01,801000000.00
1995-08-01,1000000000.00
1995-09-01,1006000000.00
1995-10-01,887000000.00
1995-11-01,976000000.00
1995-12-01,1113000000.00
1996-01-01,863000000.00
1996-02-01,968000000.00
1996-03-01,1074000000.00
1996-04-01,872000000.00
1996-05-01,978000000.00
1996-06-01,1062000000.00
1996-07-01,847000000.00
1996-08-01,1015000000.00
1996-09-01,1079000000.00
1996-10-01,987000000.00
1996-11-01,1098000000.00
1996-12-01,1198000000.00
1997-01-01,870000000.00
1997-02-01,955000000.00
1997-03-01,997000000.00
1997-04-01,999000000.00
1997-05-01,1035000000.00
1997-06-01,1046000000.00
1997-07-01,969000000.00
1997-08-01,1098000000.00
1997-09-01,1202000000.00
1997-10-01,1137000000.00
1997-11-01,1161000000.00
1997-12-01,1322000000.00
1998-01-01,903000000.00
1998-02-01,1230000000.00
1998-03-01,1211000000.00
1998-04-01,1075000000.00
1998-05-01,1113000000.00
1998-06-01,1112000000.00
1998-07-01,879000000.00
1998-08-01,1071000000.00
1998-09-01,1228000000.00
1998-10-01,1098000000.00
1998-11-01,1162000000.00
1998-12-01,1436000000.00
1999-01-01,929000000.00
1999-02-01,1071000000.00
1999-03-01,1181000000.00
1999-04-01,991000000.00
1999-05-01,1051000000.00
1999-06-01,1311000000.00
1999-07-01,939000000.00
1999-08-01,1146000000.00
1999-09-01,1223000000.00
1999-10-01,1076000000.00
1999-11-01,1136000000.00
1999-12-01,1361000000.00
2000-01-01,981000000.00
2000-02-01,1114000000.00
2000-03-01,1166000000.00
2000-04-01,1000000000.00
2000-05-01,1110000000.00
2000-06-01,1206000000.00
2000-07-01,969000000.00
2000-08-01,1038000000.00
2000-09-01,1127000000.00
2000-10-01,1033000000.00
2000-11-01,1032000000.00
2000-12-01,1297000000.00
2001-01-01,937000000.00
2001-02-01,1114000000.00
2001-03-01,1092000000.00
2001-04-01,951000000.00
2001-05-01,1094000000.00
2001-06-01,1142000000.00
2001-07-01,859000000.00
2001-08-01,1081000000.00
2001-09-01,878000000.00
2001-10-01,1023000000.00
2001-11-01,938000000.00
2001-12-01,1192000000.00
2002-01-01,878000000.00
2002-02-01,1045000000.00
2002-03-01,1092000000.00
2002-04-01,1018000000.00
2002-05-01,1112000000.00
2002-06-01,1099000000.00
2002-07-01,878000000.00
2002-08-01,1027000000.00
2002-09-01,1223000000.00
2002-10-01,986000000.00
2002-11-01,954000000.00
2002-12-01,1132000000.00
2003-01-01,961000000.00
2003-02-01,979000000.00
2003-03-01,1024000000.00
2003-04-01,808000000.00
2003-05-01,946000000.00
2003-06-01,1074000000.00
2003-07-01,773000000.00
2003-08-01,994000000.00
2003-09-01,1025000000.00
2003-10-01,849000000.00
2003-11-01,895000000.00
2003-12-01,1038000000.00
2004-01-01,799000000.00
2004-02-01,1020000000.00
2004-03-01,1195000000.00
2004-04-01,1149000000.00
2004-05-01,1102000000.00
2004-06-01,869000000.00
2004-07-01,790000000.00
2004-08-01,1166000000.00
2004-09-01,1204000000.00
2004-10-01,1059000000.00
2004-11-01,1132000000.00
2004-12-01,1047000000.00
2005-01-01,1007000000.00
2005-02-01,1008000000.00
2005-03-01,1168000000.00
2005-04-01,1031000000.00
2005-05-01,1010000000.00
2005-06-01,1227000000.00
2005-07-01,859000000.00
2005-08-01,1002000000.00
2005-09-01,1198000000.00
2005-10-01,1037000000.00
2005-11-01,1120000000.00
2005-12-01,1147000000.00
2006-01-01,1062000000.00
2006-02-01,1107000000.00
2006-03-01,1236000000.00
2006-04-01,1057000000.00
2006-05-01,1249000000.00
2006-06-01,1246000000.00
2006-07-01,911000000.00
2006-08-01,927000000.00
2006-09-01,1014000000.00
2006-10-01,1036000000.00
2006-11-01,979000000.00
2006-12-01,1113000000.00
2007-01-01,1117000000.00
2007-02-01,1170000000.00
2007-03-01,1235000000.00
2007-04-01,1143000000.00
2007-05-01,1138000000.00
2007-06-01,1350000000.00
2007-07-01,1061000000.00
2007-08-01,1177000000.00
2007-09-01,1130000000.00
2007-10-01,1152000000.00
2007-11-01,1049000000.00
2007-12-01,1212000000.00
2008-01-01,1023000000.00
2008-02-01,1187000000.00
2008-03-01,1170000000.00
2008-04-01,1215000000.00
2008-05-01,1150000000.00
2008-06-01,1347000000.00
2008-07-01,1080000000.00
2008-08-01,1127000000.00
2008-09-01,1284000000.00
2008-10-01,950000000.00
2008-11-01,916000000.00
2008-12-01,1003000000.00
2009-01-01,814000000.00
2009-02-01,965000000.00
2009-03-01,1074000000.00
2009-04-01,842000000.00
2009-05-01,874000000.00
2009-06-01,895000000.00
2009-07-01,883000000.00
2009-08-01,925000000.00
2009-09-01,959000000.00
2009-10-01,993000000.00
2009-11-01,946000000.00
2009-12-01,927000000.00
2010-01-01,823000000.00
2010-02-01,820000000.00
2010-03-01,977000000.00
2010-04-01,960000000.00
2010-05-01,916000000.00
2010-06-01,983000000.00
2010-07-01,839000000.00
2010-08-01,931000000.00
2010-09-01,1022000000.00
2010-10-01,899000000.00
2010-11-01,941000000.00
2010-12-01,940000000.00
2011-01-01,932000000.00
2011-02-01,910000000.00
2011-03-01,995000000.00
2011-04-01,944000000.00
2011-05-01,986000000.00
2011-06-01,1139000000.00
2011-07-01,945000000.00
2011-08-01,1051000000.00
2011-09-01,1189000000.00
2011-10-01,942000000.00
2011-11-01,929000000.00
2011-12-01,983000000.00
2012-01-01,989000000.00
2012-02-01,994000000.00
2012-03-01,1144000000.00
2012-04-01,1101000000.00
2012-05-01,1115000000.00
2012-06-01,1028000000.00
2012-07-01,884000000.00
2012-08-01,964000000.00
2012-09-01,971000000.00
2012-10-01,983000000.00
2012-11-01,930000000.00
2012-12-01,917000000.00
2013-01-01,972000000.00
2013-02-01,906000000.00
2013-03-01,1011000000.00
2013-04-01,893000000.00
2013-05-01,953000000.00
2013-06-01,968000000.00
2013-07-01,972000000.00
2013-08-01,981000000.00
2013-09-01,1093000000.00
2013-10-01,1201000000.00
2013-11-01,1089000000.00
2013-12-01,1113000000.00
2014-01-01,933000000.00
2014-02-01,983000000.00
2014-03-01,1027000000.00
2014-04-01,1017000000.00
2014-05-01,992000000.00
2014-06-01,1081000000.00
2014-07-01,996000000.00
2014-08-01,1025000000.00
2014-09-01,1085000000.00
2014-10-01,1100000000.00
2014-11-01,1031000000.00
2014-12-01,1028000000.00
2015-01-01,869000000.00
2015-02-01,938000000.00
2015-03-01,991000000.00
2015-04-01,983000000.00
2015-05-01,892000000.00
2015-06-01,1005000000.00
2015-07-01,989000000.00
2015-08-01,1065000000.00
2015-09-01,1038000000.00
2015-10-01,1126000000.00
2015-11-01,1097000000.00
2015-12-01,1107000000.00
2016-01-01,991000000.00
2016-02-01,1068000000.00
2016-03-01,1090000000.00
2016-04-01,1001000000.00
2016-05-01,1007000000.00
2016-06-01,1101000000.00
2016-07-01,997000000.00
2016-08-01,1069000000.00
2016-09-01,1150000000.00
2016-10-01,1109000000.00
2016-11-01,1072000000.00
2016-12-01,1070000000.00
2017-01-01,1009000000.00
2017-02-01,1052000000.00
2017-03-01,1135000000.00
2017-04-01,1071000000.00
2017-05-01,1114000000.00
2017-06-01,1142000000.00
2017-07-01,1036000000.00
2017-08-01,1091000000.00
2017-09-01,1090000000.00
2017-10-01,1138000000.00
2017-11-01,1066000000.00
2017-12-01,1003000000.00
2018-01-01,1008000000.00
2018-02-01,994000000.00
2018-03-01,1087000000.00
2018-04-01,1073000000.00
