Date,IZ3327
2012-12-01,100.00
2013-01-01,99.30
2013-02-01,99.30
2013-03-01,99.60
2013-04-01,99.50
2013-05-01,99.70
2013-06-01,98.30
2013-07-01,97.80
2013-08-01,96.40
2013-09-01,96.30
2013-10-01,95.70
2013-11-01,95.70
2013-12-01,95.80
2014-01-01,94.80
2014-02-01,94.60
2014-03-01,95.50
2014-04-01,95.50
2014-05-01,94.50
2014-06-01,94.70
2014-07-01,95.40
2014-08-01,95.10
2014-09-01,95.50
2014-10-01,96.10
2014-11-01,95.10
2014-12-01,94.60
2015-01-01,93.50
2015-02-01,92.90
2015-03-01,92.60
2015-04-01,92.30
2015-05-01,91.40
2015-06-01,91.00
2015-07-01,91.00
2015-08-01,90.00
2015-09-01,89.80
2015-10-01,89.40
2015-11-01,89.20
2015-12-01,88.60
2016-01-01,88.60
2016-02-01,88.50
2016-03-01,87.70
2016-04-01,87.80
2016-05-01,88.00
2016-06-01,88.40
2016-07-01,88.50
2016-08-01,88.60
2016-09-01,88.70
2016-10-01,88.80
2016-11-01,88.80
2016-12-01,88.30
2017-01-01,88.50
2017-02-01,89.50
2017-03-01,89.90
2017-04-01,92.50
2017-05-01,94.30
2017-06-01,96.90
2017-07-01,97.80
2017-08-01,98.20
2017-09-01,99.60
2017-10-01,100.00
2017-11-01,101.00
2017-12-01,101.20
2018-01-01,102.00
2018-02-01,102.20
2018-03-01,103.30
2018-04-01,104.20
2018-05-01,103.80
