Date,IY33291
2005-12-01,100.00
2006-01-01,100.40
2006-02-01,101.30
2006-03-01,101.30
2006-04-01,103.30
2006-05-01,103.80
2006-06-01,103.80
2006-07-01,107.30
2006-08-01,108.10
2006-09-01,108.10
2006-10-01,109.40
2006-11-01,110.30
2006-12-01,110.90
2007-01-01,111.50
2007-02-01,112.00
2007-03-01,112.10
2007-04-01,112.10
2007-05-01,115.30
2007-06-01,115.30
2007-07-01,115.50
2007-08-01,115.50
2007-09-01,115.80
2007-10-01,115.70
2007-11-01,115.80
2007-12-01,117.00
2008-01-01,118.50
2008-02-01,118.90
2008-03-01,118.90
2008-04-01,119.10
2008-05-01,119.30
2008-06-01,119.60
2008-07-01,122.70
2008-08-01,124.10
2008-09-01,124.20
2008-10-01,124.40
2008-11-01,124.10
2008-12-01,124.10
2009-01-01,124.70
2009-02-01,124.70
2009-03-01,124.70
2009-04-01,124.80
2009-05-01,124.50
2009-06-01,124.60
2009-07-01,123.40
2009-08-01,123.20
2009-09-01,123.40
2009-10-01,123.60
2009-11-01,123.80
2009-12-01,125.00
2010-01-01,126.40
2010-02-01,127.00
2010-03-01,127.20
2010-04-01,129.10
2010-05-01,128.50
2010-06-01,128.40
2010-07-01,128.30
2010-08-01,128.30
2010-09-01,128.80
2010-10-01,128.80
2010-11-01,129.10
2010-12-01,128.90
2011-01-01,132.10
2011-02-01,134.40
2011-03-01,134.40
2011-04-01,134.70
2011-05-01,134.70
2011-06-01,134.90
2011-07-01,135.60
2011-08-01,135.70
2011-09-01,135.70
2011-10-01,135.80
2011-11-01,136.40
2011-12-01,136.70
2012-01-01,137.70
2012-02-01,137.90
2012-03-01,138.10
2012-04-01,138.80
2012-05-01,139.70
2012-06-01,140.40
2012-07-01,140.40
2012-08-01,140.80
2012-09-01,140.90
2012-10-01,141.50
2012-11-01,141.90
2012-12-01,142.20
2013-01-01,146.00
2013-02-01,146.30
2013-03-01,146.60
2013-04-01,146.40
2013-05-01,146.20
2013-06-01,146.30
2013-07-01,146.30
2013-08-01,146.40
2013-09-01,146.80
2013-10-01,146.90
2013-11-01,147.30
2013-12-01,147.30
2014-01-01,147.80
2014-02-01,148.50
2014-03-01,136.20
2014-04-01,136.20
2014-05-01,136.60
2014-06-01,136.50
2014-07-01,136.50
2014-08-01,136.50
2014-09-01,136.50
2014-10-01,137.20
2014-11-01,137.20
2014-12-01,137.30
2015-01-01,138.70
2015-02-01,138.90
2015-03-01,139.00
2015-04-01,138.80
2015-05-01,138.00
2015-06-01,138.00
2015-07-01,138.10
2015-08-01,138.80
2015-09-01,138.90
2015-10-01,138.90
2015-11-01,139.00
2015-12-01,139.10
2016-01-01,139.30
2016-02-01,139.50
2016-03-01,139.50
2016-04-01,139.50
2016-05-01,139.80
2016-06-01,139.90
2016-07-01,140.10
2016-08-01,140.10
2016-09-01,140.10
2016-10-01,140.00
2016-11-01,140.10
2016-12-01,140.00
2017-01-01,140.40
2017-02-01,140.60
2017-03-01,140.70
2017-04-01,140.70
2017-05-01,141.00
2017-06-01,141.00
2017-07-01,141.10
2017-08-01,141.10
2017-09-01,141.10
2017-10-01,141.30
2017-11-01,140.70
2017-12-01,140.60
2018-01-01,141.70
2018-02-01,141.50
2018-03-01,140.30
2018-04-01,140.40
2018-05-01,140.40
