Date,U37SUO
1992-01-01,4006000000.00
1992-02-01,4039000000.00
1992-03-01,4083000000.00
1992-04-01,4274000000.00
1992-05-01,4243000000.00
1992-06-01,4154000000.00
1992-07-01,4398000000.00
1992-08-01,4310000000.00
1992-09-01,4306000000.00
1992-10-01,4398000000.00
1992-11-01,4598000000.00
1992-12-01,4403000000.00
1993-01-01,4554000000.00
1993-02-01,4662000000.00
1993-03-01,4633000000.00
1993-04-01,4740000000.00
1993-05-01,4780000000.00
1993-06-01,4711000000.00
1993-07-01,4955000000.00
1993-08-01,5043000000.00
1993-09-01,5057000000.00
1993-10-01,5197000000.00
1993-11-01,5237000000.00
1993-12-01,5217000000.00
1994-01-01,5141000000.00
1994-02-01,4982000000.00
1994-03-01,5099000000.00
1994-04-01,5002000000.00
1994-05-01,5159000000.00
1994-06-01,5108000000.00
1994-07-01,5404000000.00
1994-08-01,5513000000.00
1994-09-01,5734000000.00
1994-10-01,5768000000.00
1994-11-01,5576000000.00
1994-12-01,5353000000.00
1995-01-01,5394000000.00
1995-02-01,5257000000.00
1995-03-01,5177000000.00
1995-04-01,5124000000.00
1995-05-01,5319000000.00
1995-06-01,5162000000.00
1995-07-01,5560000000.00
1995-08-01,5442000000.00
1995-09-01,5319000000.00
1995-10-01,5432000000.00
1995-11-01,5477000000.00
1995-12-01,4886000000.00
1996-01-01,4820000000.00
1996-02-01,4912000000.00
1996-03-01,4777000000.00
1996-04-01,4841000000.00
1996-05-01,5141000000.00
1996-06-01,4982000000.00
1996-07-01,5383000000.00
1996-08-01,5399000000.00
1996-09-01,5376000000.00
1996-10-01,5481000000.00
1996-11-01,5573000000.00
1996-12-01,5229000000.00
1997-01-01,5215000000.00
1997-02-01,5148000000.00
1997-03-01,5270000000.00
1997-04-01,5744000000.00
1997-05-01,6016000000.00
1997-06-01,6040000000.00
1997-07-01,6759000000.00
1997-08-01,6925000000.00
1997-09-01,7217000000.00
1997-10-01,7408000000.00
1997-11-01,7598000000.00
1997-12-01,7186000000.00
1998-01-01,7265000000.00
1998-02-01,6860000000.00
1998-03-01,6823000000.00
1998-04-01,6614000000.00
1998-05-01,6924000000.00
1998-06-01,6850000000.00
1998-07-01,7185000000.00
1998-08-01,7060000000.00
1998-09-01,7102000000.00
1998-10-01,7217000000.00
1998-11-01,7084000000.00
1998-12-01,6668000000.00
1999-01-01,6647000000.00
1999-02-01,6788000000.00
1999-03-01,6735000000.00
1999-04-01,7155000000.00
1999-05-01,7116000000.00
1999-06-01,7220000000.00
1999-07-01,7630000000.00
1999-08-01,7582000000.00
1999-09-01,7614000000.00
1999-10-01,7734000000.00
1999-11-01,7732000000.00
1999-12-01,7402000000.00
2000-01-01,7566000000.00
2000-02-01,7586000000.00
2000-03-01,7934000000.00
2000-04-01,8172000000.00
2000-05-01,8216000000.00
2000-06-01,7930000000.00
2000-07-01,8287000000.00
2000-08-01,8013000000.00
2000-09-01,7829000000.00
2000-10-01,7708000000.00
2000-11-01,7423000000.00
2000-12-01,6827000000.00
2001-01-01,6875000000.00
2001-02-01,6783000000.00
2001-03-01,6904000000.00
2001-04-01,6842000000.00
2001-05-01,6834000000.00
2001-06-01,6911000000.00
2001-07-01,7292000000.00
2001-08-01,7065000000.00
2001-09-01,6915000000.00
2001-10-01,6709000000.00
2001-11-01,6702000000.00
2001-12-01,6439000000.00
2002-01-01,6642000000.00
2002-02-01,6579000000.00
2002-03-01,6457000000.00
2002-04-01,6589000000.00
2002-05-01,6650000000.00
2002-06-01,6426000000.00
2002-07-01,6570000000.00
2002-08-01,6214000000.00
2002-09-01,6073000000.00
2002-10-01,6250000000.00
2002-11-01,6299000000.00
2002-12-01,5831000000.00
2003-01-01,5955000000.00
2003-02-01,5911000000.00
2003-03-01,5820000000.00
2003-04-01,6304000000.00
2003-05-01,6432000000.00
2003-06-01,6530000000.00
2003-07-01,6595000000.00
2003-08-01,6279000000.00
2003-09-01,6243000000.00
2003-10-01,6312000000.00
2003-11-01,6544000000.00
2003-12-01,6191000000.00
2004-01-01,6485000000.00
2004-02-01,6564000000.00
2004-03-01,6778000000.00
2004-04-01,7053000000.00
2004-05-01,7290000000.00
2004-06-01,7346000000.00
2004-07-01,7503000000.00
2004-08-01,7204000000.00
2004-09-01,7216000000.00
2004-10-01,7250000000.00
2004-11-01,7615000000.00
2004-12-01,7139000000.00
2005-01-01,7194000000.00
2005-02-01,7347000000.00
2005-03-01,7669000000.00
2005-04-01,7556000000.00
2005-05-01,7650000000.00
2005-06-01,7654000000.00
2005-07-01,7639000000.00
2005-08-01,8056000000.00
2005-09-01,8230000000.00
2005-10-01,8746000000.00
2005-11-01,8822000000.00
2005-12-01,7710000000.00
2006-01-01,7731000000.00
2006-02-01,8095000000.00
2006-03-01,8152000000.00
2006-04-01,8353000000.00
2006-05-01,8470000000.00
2006-06-01,8176000000.00
2006-07-01,8395000000.00
2006-08-01,7863000000.00
2006-09-01,8063000000.00
2006-10-01,8169000000.00
2006-11-01,8113000000.00
2006-12-01,7406000000.00
2007-01-01,7769000000.00
2007-02-01,7807000000.00
2007-03-01,7991000000.00
2007-04-01,8351000000.00
2007-05-01,8807000000.00
2007-06-01,8711000000.00
2007-07-01,8725000000.00
2007-08-01,8035000000.00
2007-09-01,8176000000.00
2007-10-01,8537000000.00
2007-11-01,8509000000.00
2007-12-01,7626000000.00
2008-01-01,7580000000.00
2008-02-01,7765000000.00
2008-03-01,8193000000.00
2008-04-01,8499000000.00
2008-05-01,8647000000.00
2008-06-01,8788000000.00
2008-07-01,8877000000.00
2008-08-01,8550000000.00
2008-09-01,8410000000.00
2008-10-01,8099000000.00
2008-11-01,7550000000.00
2008-12-01,6716000000.00
2009-01-01,6671000000.00
2009-02-01,6617000000.00
2009-03-01,6946000000.00
2009-04-01,7094000000.00
2009-05-01,7179000000.00
2009-06-01,6954000000.00
2009-07-01,6777000000.00
2009-08-01,6351000000.00
2009-09-01,6165000000.00
2009-10-01,6263000000.00
2009-11-01,6195000000.00
2009-12-01,5781000000.00
2010-01-01,5874000000.00
2010-02-01,6103000000.00
2010-03-01,6443000000.00
2010-04-01,6572000000.00
2010-05-01,6811000000.00
2010-06-01,6686000000.00
2010-07-01,6321000000.00
2010-08-01,5926000000.00
2010-09-01,5949000000.00
2010-10-01,6088000000.00
2010-11-01,6179000000.00
2010-12-01,5673000000.00
2011-01-01,5650000000.00
2011-02-01,5841000000.00
2011-03-01,6367000000.00
2011-04-01,6788000000.00
2011-05-01,6988000000.00
2011-06-01,6870000000.00
2011-07-01,6765000000.00
2011-08-01,6110000000.00
2011-09-01,5998000000.00
2011-10-01,6138000000.00
2011-11-01,6259000000.00
2011-12-01,5742000000.00
2012-01-01,5679000000.00
2012-02-01,6071000000.00
2012-03-01,6461000000.00
2012-04-01,6653000000.00
2012-05-01,6773000000.00
2012-06-01,6665000000.00
2012-07-01,6658000000.00
2012-08-01,6097000000.00
2012-09-01,6124000000.00
2012-10-01,6218000000.00
2012-11-01,6164000000.00
2012-12-01,5534000000.00
2013-01-01,5594000000.00
2013-02-01,5910000000.00
2013-03-01,6290000000.00
2013-04-01,6827000000.00
2013-05-01,7097000000.00
2013-06-01,7282000000.00
2013-07-01,7477000000.00
2013-08-01,7142000000.00
2013-09-01,7199000000.00
2013-10-01,7200000000.00
2013-11-01,7510000000.00
2013-12-01,7221000000.00
2014-01-01,7066000000.00
