Date,U37SUO
2014-02-01,7226000000.00
2014-03-01,7614000000.00
2014-04-01,7944000000.00
2014-05-01,8060000000.00
2014-06-01,8102000000.00
2014-07-01,7918000000.00
2014-08-01,7304000000.00
2014-09-01,7420000000.00
2014-10-01,7425000000.00
2014-11-01,7425000000.00
2014-12-01,6907000000.00
2015-01-01,6901000000.00
2015-02-01,7185000000.00
2015-03-01,7640000000.00
2015-04-01,8262000000.00
2015-05-01,8491000000.00
2015-06-01,8572000000.00
2015-07-01,8362000000.00
2015-08-01,8005000000.00
2015-09-01,8028000000.00
2015-10-01,8140000000.00
2015-11-01,8220000000.00
2015-12-01,7622000000.00
2016-01-01,7647000000.00
2016-02-01,8028000000.00
2016-03-01,8627000000.00
2016-04-01,8902000000.00
2016-05-01,9168000000.00
2016-06-01,8943000000.00
2016-07-01,8551000000.00
2016-08-01,8252000000.00
2016-09-01,8274000000.00
2016-10-01,8313000000.00
2016-11-01,8298000000.00
2016-12-01,7491000000.00
2017-01-01,7900000000.00
2017-02-01,8483000000.00
2017-03-01,8831000000.00
2017-04-01,9085000000.00
2017-05-01,9204000000.00
2017-06-01,9048000000.00
2017-07-01,8973000000.00
2017-08-01,8460000000.00
2017-09-01,8339000000.00
2017-10-01,8399000000.00
2017-11-01,8542000000.00
2017-12-01,7879000000.00
2018-01-01,8026000000.00
2018-02-01,8250000000.00
2018-03-01,8596000000.00
2018-04-01,8859000000.00
