Date,JTS6000QUL
2000-12-01,309000.00
2001-01-01,291000.00
2001-02-01,326000.00
2001-03-01,328000.00
2001-04-01,320000.00
2001-05-01,311000.00
2001-06-01,306000.00
2001-07-01,280000.00
2001-08-01,276000.00
2001-09-01,290000.00
2001-10-01,275000.00
2001-11-01,281000.00
2001-12-01,285000.00
2002-01-01,274000.00
2002-02-01,265000.00
2002-03-01,237000.00
2002-04-01,277000.00
2002-05-01,275000.00
2002-06-01,257000.00
2002-07-01,295000.00
2002-08-01,272000.00
2002-09-01,239000.00
2002-10-01,279000.00
2002-11-01,264000.00
2002-12-01,302000.00
2003-01-01,280000.00
2003-02-01,263000.00
2003-03-01,254000.00
2003-04-01,248000.00
2003-05-01,261000.00
2003-06-01,265000.00
2003-07-01,251000.00
2003-08-01,264000.00
2003-09-01,288000.00
2003-10-01,278000.00
2003-11-01,256000.00
2003-12-01,275000.00
2004-01-01,285000.00
2004-02-01,277000.00
2004-03-01,277000.00
2004-04-01,285000.00
2004-05-01,270000.00
2004-06-01,273000.00
2004-07-01,307000.00
2004-08-01,280000.00
2004-09-01,253000.00
2004-10-01,264000.00
2004-11-01,291000.00
2004-12-01,280000.00
2005-01-01,289000.00
2005-02-01,297000.00
2005-03-01,316000.00
2005-04-01,315000.00
2005-05-01,296000.00
2005-06-01,304000.00
2005-07-01,298000.00
2005-08-01,309000.00
2005-09-01,314000.00
2005-10-01,304000.00
2005-11-01,309000.00
2005-12-01,298000.00
2006-01-01,278000.00
2006-02-01,304000.00
2006-03-01,290000.00
2006-04-01,291000.00
2006-05-01,329000.00
2006-06-01,334000.00
2006-07-01,325000.00
2006-08-01,323000.00
2006-09-01,295000.00
2006-10-01,315000.00
2006-11-01,320000.00
2006-12-01,343000.00
2007-01-01,308000.00
2007-02-01,321000.00
2007-03-01,310000.00
2007-04-01,313000.00
2007-05-01,336000.00
2007-06-01,293000.00
2007-07-01,324000.00
2007-08-01,325000.00
2007-09-01,266000.00
2007-10-01,295000.00
2007-11-01,317000.00
2007-12-01,294000.00
2008-01-01,319000.00
2008-02-01,312000.00
2008-03-01,307000.00
2008-04-01,332000.00
2008-05-01,275000.00
2008-06-01,289000.00
2008-07-01,297000.00
2008-08-01,281000.00
2008-09-01,279000.00
2008-10-01,295000.00
2008-11-01,254000.00
2008-12-01,247000.00
2009-01-01,257000.00
2009-02-01,264000.00
2009-03-01,246000.00
2009-04-01,231000.00
2009-05-01,240000.00
2009-06-01,264000.00
2009-07-01,242000.00
2009-08-01,241000.00
2009-09-01,261000.00
2009-10-01,256000.00
2009-11-01,261000.00
2009-12-01,263000.00
2010-01-01,241000.00
2010-02-01,237000.00
2010-03-01,245000.00
2010-04-01,282000.00
2010-05-01,240000.00
2010-06-01,277000.00
2010-07-01,238000.00
2010-08-01,238000.00
2010-09-01,250000.00
2010-10-01,251000.00
2010-11-01,265000.00
2010-12-01,251000.00
2011-01-01,236000.00
2011-02-01,246000.00
2011-03-01,256000.00
2011-04-01,253000.00
2011-05-01,257000.00
2011-06-01,251000.00
2011-07-01,229000.00
2011-08-01,273000.00
2011-09-01,253000.00
2011-10-01,247000.00
2011-11-01,251000.00
2011-12-01,260000.00
2012-01-01,279000.00
2012-02-01,298000.00
2012-03-01,283000.00
2012-04-01,274000.00
2012-05-01,282000.00
2012-06-01,273000.00
2012-07-01,272000.00
2012-08-01,278000.00
2012-09-01,250000.00
2012-10-01,262000.00
2012-11-01,287000.00
2012-12-01,278000.00
2013-01-01,323000.00
2013-02-01,302000.00
2013-03-01,289000.00
2013-04-01,295000.00
2013-05-01,292000.00
2013-06-01,293000.00
2013-07-01,307000.00
2013-08-01,307000.00
2013-09-01,318000.00
2013-10-01,318000.00
2013-11-01,286000.00
2013-12-01,320000.00
2014-01-01,299000.00
2014-02-01,304000.00
2014-03-01,275000.00
2014-04-01,316000.00
2014-05-01,312000.00
2014-06-01,328000.00
2014-07-01,340000.00
2014-08-01,295000.00
2014-09-01,347000.00
2014-10-01,364000.00
2014-11-01,345000.00
2014-12-01,336000.00
2015-01-01,363000.00
2015-02-01,376000.00
2015-03-01,360000.00
2015-04-01,354000.00
2015-05-01,371000.00
2015-06-01,365000.00
2015-07-01,378000.00
2015-08-01,394000.00
2015-09-01,361000.00
2015-10-01,374000.00
2015-11-01,420000.00
2015-12-01,402000.00
2016-01-01,352000.00
2016-02-01,383000.00
2016-03-01,376000.00
2016-04-01,394000.00
2016-05-01,403000.00
2016-06-01,402000.00
2016-07-01,402000.00
2016-08-01,387000.00
2016-09-01,402000.00
2016-10-01,398000.00
2016-11-01,388000.00
2016-12-01,404000.00
2017-01-01,430000.00
2017-02-01,380000.00
2017-03-01,422000.00
2017-04-01,412000.00
2017-05-01,423000.00
2017-06-01,426000.00
2017-07-01,396000.00
2017-08-01,390000.00
2017-09-01,407000.00
2017-10-01,453000.00
2017-11-01,427000.00
2017-12-01,423000.00
2018-01-01,400000.00
2018-02-01,406000.00
2018-03-01,433000.00
2018-04-01,430000.00
