Date,U34SNO
2000-06-01,46711000000.00
2000-07-01,30801000000.00
2000-08-01,33065000000.00
2000-09-01,43813000000.00
2000-10-01,34956000000.00
2000-11-01,35305000000.00
2000-12-01,43281000000.00
2001-01-01,29641000000.00
2001-02-01,31264000000.00
2001-03-01,36190000000.00
2001-04-01,24521000000.00
2001-05-01,25926000000.00
2001-06-01,33219000000.00
2001-07-01,23102000000.00
2001-08-01,24237000000.00
2001-09-01,31348000000.00
2001-10-01,25029000000.00
2001-11-01,26238000000.00
2001-12-01,34891000000.00
2002-01-01,21057000000.00
2002-02-01,23249000000.00
2002-03-01,27944000000.00
2002-04-01,22361000000.00
2002-05-01,22541000000.00
2002-06-01,27067000000.00
2002-07-01,19716000000.00
2002-08-01,20960000000.00
2002-09-01,25923000000.00
2002-10-01,20483000000.00
2002-11-01,21972000000.00
2002-12-01,28621000000.00
2003-01-01,20776000000.00
2003-02-01,21401000000.00
2003-03-01,26655000000.00
2003-04-01,20657000000.00
2003-05-01,21443000000.00
2003-06-01,26799000000.00
2003-07-01,20387000000.00
2003-08-01,22036000000.00
2003-09-01,29200000000.00
2003-10-01,25617000000.00
2003-11-01,23917000000.00
2003-12-01,32515000000.00
2004-01-01,21723000000.00
2004-02-01,23689000000.00
2004-03-01,30018000000.00
2004-04-01,22149000000.00
2004-05-01,22920000000.00
2004-06-01,27298000000.00
2004-07-01,19822000000.00
2004-08-01,21588000000.00
2004-09-01,30105000000.00
2004-10-01,24019000000.00
2004-11-01,23743000000.00
2004-12-01,31715000000.00
2005-01-01,22298000000.00
2005-02-01,23441000000.00
2005-03-01,30198000000.00
2005-04-01,21217000000.00
2005-05-01,21628000000.00
2005-06-01,30354000000.00
2005-07-01,20186000000.00
2005-08-01,23807000000.00
2005-09-01,29175000000.00
2005-10-01,23681000000.00
2005-11-01,23618000000.00
2005-12-01,31902000000.00
2006-01-01,21815000000.00
2006-02-01,24639000000.00
2006-03-01,33866000000.00
2006-04-01,24659000000.00
2006-05-01,23337000000.00
2006-06-01,31584000000.00
2006-07-01,24710000000.00
2006-08-01,25290000000.00
2006-09-01,33062000000.00
2006-10-01,25768000000.00
2006-11-01,28569000000.00
2006-12-01,34499000000.00
2007-01-01,22271000000.00
2007-02-01,26661000000.00
2007-03-01,29663000000.00
2007-04-01,23633000000.00
2007-05-01,25068000000.00
2007-06-01,30002000000.00
2007-07-01,23438000000.00
2007-08-01,26127000000.00
2007-09-01,32411000000.00
2007-10-01,26515000000.00
2007-11-01,25674000000.00
2007-12-01,34291000000.00
2008-01-01,23468000000.00
2008-02-01,25867000000.00
2008-03-01,31478000000.00
2008-04-01,23404000000.00
2008-05-01,24911000000.00
2008-06-01,31893000000.00
2008-07-01,22331000000.00
2008-08-01,24180000000.00
2008-09-01,31174000000.00
2008-10-01,23614000000.00
2008-11-01,24036000000.00
2008-12-01,29873000000.00
2009-01-01,18065000000.00
2009-02-01,21021000000.00
2009-03-01,26616000000.00
2009-04-01,18885000000.00
2009-05-01,19139000000.00
2009-06-01,25038000000.00
2009-07-01,19738000000.00
2009-08-01,20064000000.00
2009-09-01,26417000000.00
2009-10-01,21317000000.00
2009-11-01,21096000000.00
2009-12-01,26996000000.00
2010-01-01,18708000000.00
2010-02-01,19870000000.00
2010-03-01,26292000000.00
2010-04-01,20391000000.00
2010-05-01,20313000000.00
2010-06-01,24654000000.00
2010-07-01,19425000000.00
2010-08-01,21625000000.00
2010-09-01,27714000000.00
2010-10-01,20196000000.00
2010-11-01,21787000000.00
2010-12-01,29225000000.00
2011-01-01,20285000000.00
2011-02-01,21891000000.00
2011-03-01,26451000000.00
2011-04-01,20681000000.00
2011-05-01,21465000000.00
2011-06-01,26462000000.00
2011-07-01,19645000000.00
2011-08-01,22267000000.00
2011-09-01,28090000000.00
2011-10-01,22926000000.00
2011-11-01,21642000000.00
2011-12-01,28870000000.00
2012-01-01,19255000000.00
2012-02-01,22718000000.00
2012-03-01,26508000000.00
2012-04-01,21221000000.00
2012-05-01,21830000000.00
2012-06-01,24243000000.00
2012-07-01,18513000000.00
2012-08-01,19344000000.00
2012-09-01,24652000000.00
2012-10-01,19904000000.00
2012-11-01,19696000000.00
2012-12-01,27361000000.00
2013-01-01,17199000000.00
2013-02-01,18682000000.00
2013-03-01,23079000000.00
2013-04-01,19455000000.00
2013-05-01,20769000000.00
2013-06-01,24778000000.00
2013-07-01,18075000000.00
2013-08-01,18484000000.00
2013-09-01,24971000000.00
2013-10-01,20190000000.00
2013-11-01,20042000000.00
2013-12-01,25038000000.00
2014-01-01,17570000000.00
2014-02-01,19210000000.00
2014-03-01,24939000000.00
2014-04-01,19164000000.00
2014-05-01,19189000000.00
2014-06-01,24927000000.00
2014-07-01,18306000000.00
2014-08-01,19673000000.00
2014-09-01,24575000000.00
2014-10-01,19430000000.00
2014-11-01,18326000000.00
2014-12-01,23881000000.00
2015-01-01,16996000000.00
2015-02-01,18104000000.00
2015-03-01,25451000000.00
2015-04-01,19385000000.00
2015-05-01,19553000000.00
2015-06-01,24497000000.00
2015-07-01,19068000000.00
2015-08-01,19847000000.00
2015-09-01,24246000000.00
2015-10-01,19543000000.00
2015-11-01,19235000000.00
2015-12-01,24762000000.00
2016-01-01,17260000000.00
2016-02-01,19022000000.00
2016-03-01,23873000000.00
2016-04-01,19168000000.00
2016-05-01,19843000000.00
2016-06-01,23821000000.00
2016-07-01,18491000000.00
2016-08-01,19415000000.00
2016-09-01,23998000000.00
2016-10-01,19477000000.00
2016-11-01,18964000000.00
2016-12-01,24776000000.00
2017-01-01,18105000000.00
2017-02-01,19389000000.00
2017-03-01,24218000000.00
2017-04-01,19279000000.00
2017-05-01,19946000000.00
2017-06-01,23836000000.00
2017-07-01,19679000000.00
2017-08-01,20484000000.00
2017-09-01,25503000000.00
2017-10-01,21413000000.00
2017-11-01,21856000000.00
2017-12-01,26049000000.00
2018-01-01,19357000000.00
2018-02-01,20072000000.00
2018-03-01,25805000000.00
2018-04-01,21150000000.00
2018-05-01,22029000000.00
