Date,U34SNO
1992-02-01,19063000000.00
1992-03-01,21483000000.00
1992-04-01,16108000000.00
1992-05-01,18085000000.00
1992-06-01,21729000000.00
1992-07-01,17006000000.00
1992-08-01,17950000000.00
1992-09-01,22990000000.00
1992-10-01,18928000000.00
1992-11-01,21658000000.00
1992-12-01,26657000000.00
1993-01-01,18178000000.00
1993-02-01,18892000000.00
1993-03-01,22466000000.00
1993-04-01,17721000000.00
1993-05-01,18476000000.00
1993-06-01,21713000000.00
1993-07-01,17837000000.00
1993-08-01,19694000000.00
1993-09-01,24287000000.00
1993-10-01,21662000000.00
1993-11-01,22256000000.00
1993-12-01,24922000000.00
1994-01-01,19045000000.00
1994-02-01,20957000000.00
1994-03-01,22666000000.00
1994-04-01,19530000000.00
1994-05-01,20078000000.00
1994-06-01,26117000000.00
1994-07-01,20163000000.00
1994-08-01,21284000000.00
1994-09-01,27307000000.00
1994-10-01,23877000000.00
1994-11-01,24083000000.00
1994-12-01,29669000000.00
1995-01-01,21240000000.00
1995-02-01,22714000000.00
1995-03-01,27533000000.00
1995-04-01,22374000000.00
1995-05-01,24012000000.00
1995-06-01,28519000000.00
1995-07-01,21204000000.00
1995-08-01,23545000000.00
1995-09-01,31174000000.00
1995-10-01,27849000000.00
1995-11-01,27474000000.00
1995-12-01,33637000000.00
1996-01-01,22587000000.00
1996-02-01,26539000000.00
1996-03-01,30221000000.00
1996-04-01,23185000000.00
1996-05-01,24396000000.00
1996-06-01,29900000000.00
1996-07-01,23144000000.00
1996-08-01,25434000000.00
1996-09-01,30606000000.00
1996-10-01,29124000000.00
1996-11-01,28910000000.00
1996-12-01,33242000000.00
1997-01-01,23606000000.00
1997-02-01,29294000000.00
1997-03-01,33839000000.00
1997-04-01,25369000000.00
1997-05-01,26590000000.00
1997-06-01,35955000000.00
1997-07-01,27502000000.00
1997-08-01,28100000000.00
1997-09-01,36973000000.00
1997-10-01,29087000000.00
1997-11-01,29108000000.00
1997-12-01,38212000000.00
1998-01-01,26215000000.00
1998-02-01,29850000000.00
1998-03-01,36124000000.00
1998-04-01,26300000000.00
1998-05-01,28617000000.00
1998-06-01,37240000000.00
1998-07-01,24982000000.00
1998-08-01,27150000000.00
1998-09-01,36597000000.00
1998-10-01,29405000000.00
1998-11-01,30039000000.00
1998-12-01,39914000000.00
1999-01-01,25875000000.00
1999-02-01,29416000000.00
1999-03-01,37679000000.00
1999-04-01,28726000000.00
1999-05-01,30181000000.00
1999-06-01,37702000000.00
1999-07-01,29134000000.00
1999-08-01,30395000000.00
1999-09-01,40815000000.00
1999-10-01,34109000000.00
1999-11-01,33633000000.00
1999-12-01,44551000000.00
2000-01-01,30473000000.00
2000-02-01,31925000000.00
2000-03-01,41013000000.00
2000-04-01,32633000000.00
2000-05-01,32439000000.00
