Date,U24SVS
1992-01-01,10627000000.00
1992-02-01,10785000000.00
1992-03-01,11122000000.00
1992-04-01,12151000000.00
1992-05-01,12810000000.00
1992-06-01,13728000000.00
1992-07-01,13470000000.00
1992-08-01,13273000000.00
1992-09-01,13353000000.00
1992-10-01,13485000000.00
1992-11-01,12970000000.00
1992-12-01,12321000000.00
1993-01-01,11571000000.00
1993-02-01,11809000000.00
1993-03-01,11921000000.00
1993-04-01,12371000000.00
1993-05-01,12877000000.00
1993-06-01,13025000000.00
1993-07-01,12346000000.00
1993-08-01,12199000000.00
1993-09-01,12100000000.00
1993-10-01,12587000000.00
1993-11-01,11557000000.00
1993-12-01,10368000000.00
1994-01-01,9906000000.00
1994-02-01,10384000000.00
1994-03-01,10551000000.00
1994-04-01,11534000000.00
1994-05-01,11992000000.00
1994-06-01,12978000000.00
1994-07-01,12778000000.00
1994-08-01,13500000000.00
1994-09-01,12570000000.00
1994-10-01,12302000000.00
1994-11-01,12702000000.00
1994-12-01,12142000000.00
1995-01-01,11243000000.00
1995-02-01,11976000000.00
1995-03-01,11682000000.00
1995-04-01,13090000000.00
1995-05-01,13735000000.00
1995-06-01,13779000000.00
1995-07-01,12853000000.00
1995-08-01,13102000000.00
1995-09-01,12785000000.00
1995-10-01,12391000000.00
1995-11-01,12346000000.00
1995-12-01,12449000000.00
1996-01-01,11872000000.00
1996-02-01,12277000000.00
1996-03-01,13026000000.00
1996-04-01,15046000000.00
1996-05-01,15263000000.00
1996-06-01,14805000000.00
1996-07-01,14505000000.00
1996-08-01,15013000000.00
1996-09-01,15384000000.00
1996-10-01,16074000000.00
1996-11-01,15641000000.00
1996-12-01,15275000000.00
1997-01-01,14632000000.00
1997-02-01,14553000000.00
1997-03-01,14030000000.00
1997-04-01,14795000000.00
1997-05-01,15302000000.00
1997-06-01,15174000000.00
1997-07-01,14852000000.00
1997-08-01,16015000000.00
1997-09-01,15340000000.00
1997-10-01,15311000000.00
1997-11-01,14134000000.00
1997-12-01,13256000000.00
1998-01-01,11544000000.00
1998-02-01,11339000000.00
1998-03-01,11314000000.00
1998-04-01,12112000000.00
1998-05-01,12487000000.00
1998-06-01,12296000000.00
1998-07-01,11787000000.00
1998-08-01,11643000000.00
1998-09-01,11651000000.00
1998-10-01,11535000000.00
1998-11-01,10321000000.00
1998-12-01,9928000000.00
1999-01-01,9151000000.00
1999-02-01,9502000000.00
1999-03-01,10761000000.00
1999-04-01,12437000000.00
1999-05-01,13002000000.00
1999-06-01,13647000000.00
1999-07-01,14265000000.00
1999-08-01,15415000000.00
1999-09-01,15903000000.00
1999-10-01,15838000000.00
1999-11-01,16153000000.00
1999-12-01,16546000000.00
2000-01-01,15854000000.00
2000-02-01,17522000000.00
2000-03-01,18878000000.00
2000-04-01,18163000000.00
2000-05-01,19410000000.00
2000-06-01,21147000000.00
2000-07-01,20143000000.00
2000-08-01,20691000000.00
2000-09-01,21291000000.00
2000-10-01,21328000000.00
2000-11-01,21178000000.00
2000-12-01,19529000000.00
2001-01-01,18576000000.00
2001-02-01,17620000000.00
2001-03-01,17732000000.00
2001-04-01,19347000000.00
2001-05-01,21251000000.00
2001-06-01,18879000000.00
2001-07-01,17829000000.00
2001-08-01,19764000000.00
2001-09-01,19000000000.00
2001-10-01,17567000000.00
2001-11-01,15880000000.00
2001-12-01,15629000000.00
2002-01-01,15219000000.00
2002-02-01,13996000000.00
2002-03-01,16551000000.00
2002-04-01,17479000000.00
2002-05-01,18848000000.00
2002-06-01,18378000000.00
2002-07-01,19016000000.00
2002-08-01,19691000000.00
2002-09-01,19378000000.00
2002-10-01,19979000000.00
2002-11-01,18278000000.00
2002-12-01,18700000000.00
2003-01-01,19099000000.00
2003-02-01,19193000000.00
2003-03-01,21160000000.00
2003-04-01,18585000000.00
2003-05-01,20490000000.00
2003-06-01,20703000000.00
2003-07-01,21167000000.00
2003-08-01,22870000000.00
2003-09-01,21060000000.00
2003-10-01,21590000000.00
2003-11-01,19948000000.00
2003-12-01,21254000000.00
2004-01-01,21606000000.00
2004-02-01,21626000000.00
2004-03-01,24240000000.00
2004-04-01,25381000000.00
2004-05-01,28383000000.00
2004-06-01,27461000000.00
2004-07-01,28788000000.00
2004-08-01,30266000000.00
2004-09-01,29348000000.00
2004-10-01,32207000000.00
2004-11-01,30873000000.00
2004-12-01,30260000000.00
2005-01-01,29341000000.00
2005-02-01,29355000000.00
2005-03-01,36856000000.00
2005-04-01,37527000000.00
2005-05-01,38500000000.00
2005-06-01,40130000000.00
2005-07-01,42408000000.00
2005-08-01,47340000000.00
2005-09-01,47087000000.00
2005-10-01,45483000000.00
2005-11-01,40015000000.00
2005-12-01,41745000000.00
2006-01-01,42101000000.00
2006-02-01,37130000000.00
2006-03-01,43896000000.00
2006-04-01,46339000000.00
2006-05-01,52394000000.00
2006-06-01,51291000000.00
2006-07-01,53728000000.00
2006-08-01,53817000000.00
2006-09-01,43167000000.00
2006-10-01,40575000000.00
2006-11-01,39848000000.00
2006-12-01,42526000000.00
2007-01-01,38424000000.00
2007-02-01,38607000000.00
2007-03-01,45827000000.00
2007-04-01,48392000000.00
2007-05-01,54320000000.00
2007-06-01,53305000000.00
2007-07-01,54566000000.00
2007-08-01,52802000000.00
2007-09-01,52868000000.00
2007-10-01,55991000000.00
2007-11-01,61069000000.00
2007-12-01,59313000000.00
2008-01-01,57644000000.00
2008-02-01,56129000000.00
2008-03-01,63826000000.00
2008-04-01,72332000000.00
2008-05-01,82240000000.00
2008-06-01,84461000000.00
2008-07-01,86341000000.00
2008-08-01,79861000000.00
2008-09-01,63868000000.00
2008-10-01,55127000000.00
2008-11-01,38008000000.00
2008-12-01,30169000000.00
2009-01-01,31772000000.00
2009-02-01,30469000000.00
2009-03-01,31902000000.00
2009-04-01,34249000000.00
2009-05-01,40507000000.00
2009-06-01,46817000000.00
2009-07-01,43970000000.00
2009-08-01,48036000000.00
2009-09-01,45405000000.00
2009-10-01,47679000000.00
2009-11-01,47142000000.00
2009-12-01,48252000000.00
2010-01-01,46058000000.00
2010-02-01,43264000000.00
2010-03-01,52382000000.00
2010-04-01,54263000000.00
2010-05-01,54141000000.00
2010-06-01,52296000000.00
2010-07-01,52791000000.00
2010-08-01,53705000000.00
2010-09-01,50216000000.00
2010-10-01,54615000000.00
2010-11-01,54233000000.00
2010-12-01,59806000000.00
2011-01-01,61067000000.00
2011-02-01,56765000000.00
2011-03-01,70500000000.00
2011-04-01,74848000000.00
2011-05-01,75855000000.00
2011-06-01,73476000000.00
2011-07-01,76536000000.00
2011-08-01,74940000000.00
2011-09-01,70406000000.00
2011-10-01,69858000000.00
2011-11-01,67907000000.00
2011-12-01,66908000000.00
2012-01-01,65997000000.00
2012-02-01,66282000000.00
2012-03-01,74579000000.00
2012-04-01,72393000000.00
2012-05-01,74055000000.00
2012-06-01,65928000000.00
2012-07-01,70633000000.00
2012-08-01,76864000000.00
2012-09-01,73853000000.00
2012-10-01,74892000000.00
