Date,IY33635
2015-12-01,100.00
2016-01-01,99.60
2016-02-01,99.90
2016-03-01,99.70
2016-04-01,99.70
2016-05-01,99.90
2016-06-01,100.20
2016-07-01,100.50
2016-08-01,100.80
2016-09-01,101.00
2016-10-01,101.00
2016-11-01,100.80
2016-12-01,100.60
2017-01-01,100.70
2017-02-01,100.20
2017-03-01,100.30
2017-04-01,101.40
2017-05-01,101.50
2017-06-01,101.50
2017-07-01,101.60
2017-08-01,101.50
2017-09-01,101.50
2017-10-01,101.40
2017-11-01,101.50
2017-12-01,101.50
2018-01-01,102.10
2018-02-01,102.00
2018-03-01,102.10
2018-04-01,103.60
2018-05-01,103.50
