Date,S4238SM144NCEN
1992-01-01,10731000000.00
1992-02-01,10570000000.00
1992-03-01,13309000000.00
1992-04-01,12752000000.00
1992-05-01,11882000000.00
1992-06-01,13361000000.00
1992-07-01,12002000000.00
1992-08-01,12243000000.00
1992-09-01,12756000000.00
1992-10-01,13567000000.00
1992-11-01,11655000000.00
1992-12-01,12714000000.00
1993-01-01,11870000000.00
1993-02-01,11829000000.00
1993-03-01,14657000000.00
1993-04-01,14128000000.00
1993-05-01,13765000000.00
1993-06-01,14380000000.00
1993-07-01,13494000000.00
1993-08-01,13922000000.00
1993-09-01,13511000000.00
1993-10-01,13604000000.00
1993-11-01,13054000000.00
1993-12-01,13610000000.00
1994-01-01,12460000000.00
1994-02-01,12538000000.00
1994-03-01,15434000000.00
1994-04-01,14083000000.00
1994-05-01,14735000000.00
1994-06-01,15335000000.00
1994-07-01,13779000000.00
1994-08-01,15765000000.00
1994-09-01,15255000000.00
1994-10-01,15288000000.00
1994-11-01,14428000000.00
1994-12-01,15311000000.00
1995-01-01,14333000000.00
1995-02-01,14307000000.00
1995-03-01,17093000000.00
1995-04-01,15040000000.00
1995-05-01,16849000000.00
1995-06-01,16468000000.00
1995-07-01,15095000000.00
1995-08-01,16988000000.00
1995-09-01,15667000000.00
1995-10-01,16891000000.00
1995-11-01,15860000000.00
1995-12-01,16661000000.00
1996-01-01,16038000000.00
1996-02-01,15946000000.00
1996-03-01,17720000000.00
1996-04-01,18325000000.00
1996-05-01,17956000000.00
1996-06-01,16572000000.00
1996-07-01,16907000000.00
1996-08-01,16947000000.00
1996-09-01,16608000000.00
1996-10-01,18788000000.00
1996-11-01,16836000000.00
1996-12-01,17945000000.00
1997-01-01,16658000000.00
1997-02-01,16980000000.00
1997-03-01,18714000000.00
1997-04-01,19189000000.00
1997-05-01,19067000000.00
1997-06-01,19266000000.00
1997-07-01,19208000000.00
1997-08-01,18081000000.00
1997-09-01,19258000000.00
1997-10-01,20450000000.00
1997-11-01,17143000000.00
1997-12-01,19836000000.00
1998-01-01,18643000000.00
1998-02-01,18625000000.00
1998-03-01,21903000000.00
1998-04-01,21555000000.00
1998-05-01,20632000000.00
1998-06-01,22127000000.00
1998-07-01,20249000000.00
1998-08-01,19556000000.00
1998-09-01,20331000000.00
1998-10-01,20403000000.00
1998-11-01,18963000000.00
1998-12-01,20711000000.00
1999-01-01,17847000000.00
1999-02-01,18371000000.00
1999-03-01,22882000000.00
1999-04-01,21547000000.00
1999-05-01,20842000000.00
1999-06-01,22201000000.00
1999-07-01,20331000000.00
1999-08-01,21164000000.00
1999-09-01,20709000000.00
1999-10-01,20490000000.00
1999-11-01,20261000000.00
1999-12-01,21348000000.00
2000-01-01,18896000000.00
2000-02-01,19998000000.00
2000-03-01,23023000000.00
2000-04-01,20781000000.00
2000-05-01,22897000000.00
2000-06-01,23373000000.00
2000-07-01,20523000000.00
2000-08-01,22397000000.00
2000-09-01,21086000000.00
2000-10-01,22296000000.00
2000-11-01,20689000000.00
2000-12-01,20130000000.00
2001-01-01,20048000000.00
2001-02-01,19605000000.00
2001-03-01,22854000000.00
2001-04-01,21312000000.00
2001-05-01,22428000000.00
2001-06-01,21283000000.00
2001-07-01,20303000000.00
2001-08-01,21873000000.00
2001-09-01,19688000000.00
2001-10-01,20309000000.00
2001-11-01,18818000000.00
2001-12-01,18705000000.00
2002-01-01,17618000000.00
2002-02-01,16961000000.00
2002-03-01,19228000000.00
2002-04-01,20401000000.00
2002-05-01,21014000000.00
2002-06-01,19344000000.00
