Date,IY212
2005-12-01,100.00
2006-01-01,107.90
2006-02-01,117.30
2006-03-01,114.60
2006-04-01,117.30
2006-05-01,117.50
2006-06-01,118.40
2006-07-01,110.40
2006-08-01,104.20
2006-09-01,98.30
2006-10-01,96.80
2006-11-01,100.40
2006-12-01,101.60
2007-01-01,99.50
2007-02-01,99.90
2007-03-01,101.10
2007-04-01,99.30
2007-05-01,99.80
2007-06-01,100.20
2007-07-01,99.20
2007-08-01,99.20
2007-09-01,97.50
2007-10-01,100.40
2007-11-01,100.10
2007-12-01,99.50
2008-01-01,99.00
2008-02-01,100.60
2008-03-01,102.10
2008-04-01,99.70
2008-05-01,100.00
2008-06-01,99.10
2008-07-01,100.20
2008-08-01,101.60
2008-09-01,99.00
2008-10-01,96.00
2008-11-01,91.60
2008-12-01,90.80
2009-01-01,84.60
2009-02-01,84.30
2009-03-01,86.80
2009-04-01,88.50
2009-05-01,87.00
2009-06-01,88.20
2009-07-01,86.60
2009-08-01,88.60
2009-09-01,89.50
2009-10-01,92.40
2009-11-01,92.60
2009-12-01,93.50
2010-01-01,96.60
2010-02-01,94.30
2010-03-01,98.90
2010-04-01,108.20
2010-05-01,126.80
2010-06-01,127.70
2010-07-01,125.70
2010-08-01,130.00
2010-09-01,133.10
2010-10-01,134.80
2010-11-01,137.00
2010-12-01,130.60
2011-01-01,132.40
2011-02-01,134.60
2011-03-01,136.40
2011-04-01,139.00
2011-05-01,141.70
2011-06-01,140.00
2011-07-01,147.20
2011-08-01,149.20
2011-09-01,147.60
2011-10-01,144.10
2011-11-01,142.80
2011-12-01,141.30
2012-01-01,138.10
2012-02-01,136.90
2012-03-01,129.40
2012-04-01,125.40
2012-05-01,122.00
2012-06-01,119.50
2012-07-01,119.10
2012-08-01,119.20
2012-09-01,117.30
2012-10-01,111.60
2012-11-01,107.60
2012-12-01,109.00
2013-01-01,107.30
2013-02-01,108.10
2013-03-01,107.10
2013-04-01,106.50
2013-05-01,106.40
2013-06-01,105.40
2013-07-01,103.10
2013-08-01,100.50
2013-09-01,100.60
2013-10-01,101.40
2013-11-01,101.30
2013-12-01,101.20
2014-01-01,101.30
2014-02-01,100.40
2014-03-01,99.90
2014-04-01,98.80
2014-05-01,98.20
2014-06-01,98.70
2014-07-01,97.90
2014-08-01,98.60
2014-09-01,97.60
2014-10-01,96.00
2014-11-01,95.90
2014-12-01,95.00
2015-01-01,92.90
2015-02-01,90.90
2015-03-01,90.20
2015-04-01,89.30
2015-05-01,90.60
2015-06-01,88.60
2015-07-01,86.60
2015-08-01,83.90
2015-09-01,81.90
2015-10-01,79.90
2015-11-01,78.70
2015-12-01,77.20
2016-01-01,75.60
2016-02-01,73.90
2016-03-01,75.50
2016-04-01,76.10
2016-05-01,77.50
2016-06-01,77.00
2016-07-01,77.50
2016-08-01,79.40
2016-09-01,80.40
2016-10-01,82.50
2016-11-01,88.20
2016-12-01,93.70
2017-01-01,101.60
2017-02-01,106.30
2017-03-01,103.40
2017-04-01,99.40
2017-05-01,100.50
2017-06-01,100.70
2017-07-01,102.40
2017-08-01,103.70
2017-09-01,106.60
2017-10-01,107.20
2017-11-01,108.10
2017-12-01,108.40
2018-01-01,110.40
2018-02-01,111.10
2018-03-01,109.60
2018-04-01,108.70
2018-05-01,108.40
