Date,U37SVS
1992-01-01,3637000000.00
1992-02-01,4074000000.00
1992-03-01,4069000000.00
1992-04-01,4002000000.00
1992-05-01,3924000000.00
1992-06-01,4050000000.00
1992-07-01,3718000000.00
1992-08-01,4410000000.00
1992-09-01,4301000000.00
1992-10-01,4347000000.00
1992-11-01,4239000000.00
1992-12-01,3932000000.00
1993-01-01,3864000000.00
1993-02-01,4339000000.00
1993-03-01,4355000000.00
1993-04-01,4115000000.00
1993-05-01,4116000000.00
1993-06-01,4256000000.00
1993-07-01,3858000000.00
1993-08-01,4613000000.00
1993-09-01,4606000000.00
1993-10-01,4622000000.00
1993-11-01,4520000000.00
1993-12-01,4601000000.00
1994-01-01,4233000000.00
1994-02-01,4595000000.00
1994-03-01,4740000000.00
1994-04-01,4523000000.00
1994-05-01,4515000000.00
1994-06-01,4736000000.00
1994-07-01,4206000000.00
1994-08-01,4947000000.00
1994-09-01,5063000000.00
1994-10-01,4965000000.00
1994-11-01,4890000000.00
1994-12-01,4701000000.00
1995-01-01,4630000000.00
1995-02-01,4942000000.00
1995-03-01,4860000000.00
1995-04-01,4675000000.00
1995-05-01,4692000000.00
1995-06-01,4962000000.00
1995-07-01,4370000000.00
1995-08-01,5305000000.00
1995-09-01,5325000000.00
1995-10-01,5226000000.00
1995-11-01,5073000000.00
1995-12-01,4882000000.00
1996-01-01,4578000000.00
1996-02-01,4891000000.00
1996-03-01,5237000000.00
1996-04-01,4912000000.00
1996-05-01,4933000000.00
1996-06-01,5264000000.00
1996-07-01,4619000000.00
1996-08-01,5400000000.00
1996-09-01,5577000000.00
1996-10-01,5474000000.00
1996-11-01,5437000000.00
1996-12-01,4834000000.00
1997-01-01,4879000000.00
1997-02-01,5483000000.00
1997-03-01,5473000000.00
1997-04-01,5158000000.00
1997-05-01,5062000000.00
1997-06-01,5382000000.00
1997-07-01,4876000000.00
1997-08-01,5579000000.00
1997-09-01,5773000000.00
1997-10-01,5744000000.00
1997-11-01,5550000000.00
1997-12-01,5340000000.00
1998-01-01,5367000000.00
1998-02-01,5786000000.00
1998-03-01,5970000000.00
1998-04-01,5553000000.00
1998-05-01,5387000000.00
