Date,JTS540099TSL
2000-12-01,1005000.00
2001-01-01,1259000.00
2001-02-01,1010000.00
2001-03-01,1109000.00
2001-04-01,972000.00
2001-05-01,1104000.00
2001-06-01,958000.00
2001-07-01,938000.00
2001-08-01,959000.00
2001-09-01,963000.00
2001-10-01,1025000.00
2001-11-01,937000.00
2001-12-01,885000.00
2002-01-01,1071000.00
2002-02-01,955000.00
2002-03-01,912000.00
2002-04-01,919000.00
2002-05-01,1028000.00
2002-06-01,845000.00
2002-07-01,993000.00
2002-08-01,884000.00
2002-09-01,949000.00
2002-10-01,966000.00
2002-11-01,1002000.00
2002-12-01,1041000.00
2003-01-01,959000.00
2003-02-01,934000.00
2003-03-01,841000.00
2003-04-01,920000.00
2003-05-01,825000.00
2003-06-01,948000.00
2003-07-01,883000.00
2003-08-01,895000.00
2003-09-01,890000.00
2003-10-01,876000.00
2003-11-01,812000.00
2003-12-01,839000.00
2004-01-01,904000.00
2004-02-01,758000.00
2004-03-01,944000.00
2004-04-01,890000.00
2004-05-01,808000.00
2004-06-01,907000.00
2004-07-01,841000.00
2004-08-01,934000.00
2004-09-01,852000.00
2004-10-01,779000.00
2004-11-01,928000.00
2004-12-01,994000.00
2005-01-01,970000.00
2005-02-01,1024000.00
2005-03-01,1011000.00
2005-04-01,981000.00
2005-05-01,913000.00
2005-06-01,1027000.00
2005-07-01,966000.00
2005-08-01,1023000.00
2005-09-01,974000.00
2005-10-01,854000.00
2005-11-01,834000.00
2005-12-01,839000.00
2006-01-01,959000.00
2006-02-01,856000.00
2006-03-01,882000.00
2006-04-01,885000.00
2006-05-01,1016000.00
2006-06-01,874000.00
2006-07-01,937000.00
2006-08-01,866000.00
2006-09-01,1012000.00
2006-10-01,969000.00
2006-11-01,1026000.00
2006-12-01,937000.00
2007-01-01,941000.00
2007-02-01,967000.00
2007-03-01,1008000.00
2007-04-01,920000.00
2007-05-01,841000.00
2007-06-01,851000.00
2007-07-01,909000.00
2007-08-01,901000.00
2007-09-01,935000.00
2007-10-01,951000.00
2007-11-01,931000.00
2007-12-01,892000.00
2008-01-01,903000.00
2008-02-01,908000.00
2008-03-01,871000.00
2008-04-01,955000.00
2008-05-01,792000.00
2008-06-01,929000.00
2008-07-01,871000.00
2008-08-01,880000.00
2008-09-01,849000.00
2008-10-01,905000.00
2008-11-01,886000.00
2008-12-01,954000.00
2009-01-01,903000.00
2009-02-01,897000.00
2009-03-01,754000.00
2009-04-01,844000.00
2009-05-01,694000.00
2009-06-01,721000.00
2009-07-01,748000.00
2009-08-01,677000.00
2009-09-01,671000.00
2009-10-01,696000.00
2009-11-01,750000.00
2009-12-01,672000.00
2010-01-01,680000.00
2010-02-01,703000.00
2010-03-01,743000.00
2010-04-01,718000.00
2010-05-01,733000.00
2010-06-01,733000.00
2010-07-01,810000.00
2010-08-01,740000.00
2010-09-01,740000.00
2010-10-01,705000.00
2010-11-01,687000.00
2010-12-01,857000.00
2011-01-01,789000.00
2011-02-01,792000.00
2011-03-01,827000.00
2011-04-01,834000.00
2011-05-01,826000.00
2011-06-01,799000.00
2011-07-01,821000.00
2011-08-01,827000.00
2011-09-01,835000.00
2011-10-01,840000.00
2011-11-01,806000.00
2011-12-01,802000.00
2012-01-01,724000.00
2012-02-01,915000.00
2012-03-01,882000.00
2012-04-01,817000.00
2012-05-01,897000.00
2012-06-01,899000.00
2012-07-01,827000.00
2012-08-01,835000.00
2012-09-01,826000.00
2012-10-01,823000.00
2012-11-01,833000.00
2012-12-01,802000.00
2013-01-01,820000.00
2013-02-01,755000.00
2013-03-01,792000.00
2013-04-01,867000.00
2013-05-01,850000.00
2013-06-01,927000.00
2013-07-01,902000.00
2013-08-01,988000.00
2013-09-01,932000.00
2013-10-01,848000.00
2013-11-01,923000.00
2013-12-01,871000.00
2014-01-01,912000.00
2014-02-01,925000.00
2014-03-01,973000.00
2014-04-01,928000.00
2014-05-01,895000.00
2014-06-01,915000.00
2014-07-01,949000.00
2014-08-01,981000.00
2014-09-01,1070000.00
2014-10-01,1079000.00
2014-11-01,920000.00
2014-12-01,887000.00
2015-01-01,982000.00
2015-02-01,1004000.00
2015-03-01,1060000.00
2015-04-01,1006000.00
2015-05-01,979000.00
2015-06-01,984000.00
2015-07-01,931000.00
2015-08-01,945000.00
2015-09-01,1003000.00
2015-10-01,1026000.00
2015-11-01,1044000.00
2015-12-01,1122000.00
2016-01-01,1118000.00
2016-02-01,1080000.00
2016-03-01,1089000.00
2016-04-01,1073000.00
2016-05-01,1100000.00
2016-06-01,991000.00
2016-07-01,1101000.00
2016-08-01,1077000.00
2016-09-01,1053000.00
2016-10-01,1071000.00
2016-11-01,1038000.00
2016-12-01,1022000.00
2017-01-01,1080000.00
2017-02-01,1010000.00
2017-03-01,992000.00
2017-04-01,1003000.00
2017-05-01,1082000.00
2017-06-01,1120000.00
2017-07-01,1147000.00
2017-08-01,1119000.00
2017-09-01,1154000.00
2017-10-01,1077000.00
2017-11-01,1158000.00
2017-12-01,1180000.00
2018-01-01,1074000.00
2018-02-01,1081000.00
2018-03-01,1163000.00
2018-04-01,1136000.00
