Date,U27STI
1992-01-01,7928000000.00
1992-02-01,8167000000.00
1992-03-01,8093000000.00
1992-04-01,8118000000.00
1992-05-01,8088000000.00
1992-06-01,7996000000.00
1992-07-01,7979000000.00
1992-08-01,7977000000.00
1992-09-01,7818000000.00
1992-10-01,7748000000.00
1992-11-01,7824000000.00
1992-12-01,7807000000.00
1993-01-01,7921000000.00
1993-02-01,8076000000.00
1993-03-01,8018000000.00
1993-04-01,8025000000.00
1993-05-01,7966000000.00
1993-06-01,7808000000.00
1993-07-01,7829000000.00
1993-08-01,7681000000.00
1993-09-01,7497000000.00
1993-10-01,7477000000.00
1993-11-01,7441000000.00
1993-12-01,7396000000.00
1994-01-01,7559000000.00
1994-02-01,7740000000.00
1994-03-01,7758000000.00
1994-04-01,7740000000.00
1994-05-01,7708000000.00
1994-06-01,7499000000.00
1994-07-01,7614000000.00
1994-08-01,7503000000.00
1994-09-01,7451000000.00
1994-10-01,7485000000.00
1994-11-01,7538000000.00
1994-12-01,7646000000.00
1995-01-01,7899000000.00
1995-02-01,8125000000.00
1995-03-01,8243000000.00
1995-04-01,8493000000.00
1995-05-01,8649000000.00
1995-06-01,8597000000.00
1995-07-01,8717000000.00
1995-08-01,8639000000.00
1995-09-01,8494000000.00
1995-10-01,8377000000.00
1995-11-01,8319000000.00
1995-12-01,8248000000.00
1996-01-01,8487000000.00
1996-02-01,8703000000.00
1996-03-01,8715000000.00
1996-04-01,8707000000.00
1996-05-01,8622000000.00
1996-06-01,8515000000.00
1996-07-01,8506000000.00
1996-08-01,8486000000.00
1996-09-01,8384000000.00
1996-10-01,8346000000.00
1996-11-01,8464000000.00
1996-12-01,8560000000.00
1997-01-01,8798000000.00
1997-02-01,9038000000.00
1997-03-01,9010000000.00
1997-04-01,9111000000.00
1997-05-01,9161000000.00
1997-06-01,9067000000.00
1997-07-01,8987000000.00
1997-08-01,8900000000.00
1997-09-01,8773000000.00
1997-10-01,8591000000.00
1997-11-01,8716000000.00
1997-12-01,8840000000.00
1998-01-01,9057000000.00
1998-02-01,9240000000.00
1998-03-01,9237000000.00
1998-04-01,9206000000.00
1998-05-01,9232000000.00
1998-06-01,9072000000.00
1998-07-01,9015000000.00
1998-08-01,8937000000.00
1998-09-01,8850000000.00
1998-10-01,8731000000.00
1998-11-01,8851000000.00
1998-12-01,8877000000.00
1999-01-01,9137000000.00
1999-02-01,9237000000.00
1999-03-01,9147000000.00
1999-04-01,9088000000.00
1999-05-01,9182000000.00
1999-06-01,8990000000.00
1999-07-01,9003000000.00
1999-08-01,9165000000.00
1999-09-01,9053000000.00
1999-10-01,9050000000.00
1999-11-01,9088000000.00
1999-12-01,9279000000.00
2000-01-01,9606000000.00
2000-02-01,9758000000.00
2000-03-01,9629000000.00
2000-04-01,9753000000.00
2000-05-01,9678000000.00
2000-06-01,9578000000.00
2000-07-01,9585000000.00
2000-08-01,9574000000.00
2000-09-01,9503000000.00
2000-10-01,9352000000.00
2000-11-01,9504000000.00
2000-12-01,9799000000.00
2001-01-01,10087000000.00
2001-02-01,10161000000.00
2001-03-01,10258000000.00
2001-04-01,10200000000.00
2001-05-01,10066000000.00
2001-06-01,9962000000.00
2001-07-01,9882000000.00
2001-08-01,9701000000.00
2001-09-01,9593000000.00
2001-10-01,9388000000.00
2001-11-01,9345000000.00
2001-12-01,9280000000.00
2002-01-01,9418000000.00
2002-02-01,9454000000.00
2002-03-01,9496000000.00
2002-04-01,9480000000.00
2002-05-01,9427000000.00
2002-06-01,9468000000.00
2002-07-01,9415000000.00
2002-08-01,9352000000.00
2002-09-01,9265000000.00
2002-10-01,9226000000.00
2002-11-01,9307000000.00
2002-12-01,9488000000.00
2003-01-01,9718000000.00
2003-02-01,10103000000.00
2003-03-01,10284000000.00
2003-04-01,10285000000.00
2003-05-01,10354000000.00
