Date,IZ112
2014-12-01,100.00
2015-01-01,97.50
2015-02-01,93.50
2015-03-01,93.60
2015-04-01,93.90
2015-05-01,91.70
2015-06-01,93.90
2015-07-01,91.10
2015-08-01,89.30
2015-09-01,87.70
2015-10-01,77.70
2015-11-01,81.30
2015-12-01,77.10
2016-01-01,81.30
2016-02-01,82.10
2016-03-01,83.50
2016-04-01,84.50
2016-05-01,80.40
2016-06-01,80.40
2016-07-01,78.20
2016-08-01,79.10
2016-09-01,75.80
2016-10-01,72.20
2016-11-01,71.40
2016-12-01,74.70
2017-01-01,79.10
2017-02-01,80.20
2017-03-01,79.40
2017-04-01,78.40
2017-05-01,80.40
2017-06-01,81.70
2017-07-01,80.90
2017-08-01,80.80
2017-09-01,75.50
2017-10-01,73.20
2017-11-01,75.50
2017-12-01,76.60
2018-01-01,78.60
2018-02-01,80.00
2018-03-01,80.50
2018-04-01,79.30
2018-05-01,80.50
