Date,IPG211112N
1972-01-01,65.30
1972-02-01,67.72
1972-03-01,68.89
1972-04-01,68.76
1972-05-01,68.39
1972-06-01,68.64
1972-07-01,69.13
1972-08-01,71.07
1972-09-01,69.73
1972-10-01,69.82
1972-11-01,68.42
1972-12-01,67.89
1973-01-01,66.01
1973-02-01,67.70
1973-03-01,68.87
1973-04-01,68.25
1973-05-01,68.39
1973-06-01,67.77
1973-07-01,70.58
1973-08-01,71.09
1973-09-01,69.91
1973-10-01,69.75
1973-11-01,70.76
1973-12-01,68.11
1974-01-01,67.21
1974-02-01,68.13
1974-03-01,68.65
1974-04-01,66.65
1974-05-01,67.13
1974-06-01,67.45
1974-07-01,66.62
1974-08-01,67.28
1974-09-01,64.95
1974-10-01,66.87
1974-11-01,66.99
1974-12-01,65.85
1975-01-01,64.40
1975-02-01,64.63
1975-03-01,65.02
1975-04-01,64.40
1975-05-01,63.83
1975-06-01,65.83
1975-07-01,64.55
1975-08-01,65.38
1975-09-01,62.67
1975-10-01,65.37
1975-11-01,64.97
1975-12-01,65.25
1976-01-01,63.17
1976-02-01,65.44
1976-03-01,64.53
1976-04-01,64.97
1976-05-01,63.87
1976-06-01,65.23
1976-07-01,64.78
1976-08-01,65.24
1976-09-01,65.05
1976-10-01,64.30
1976-11-01,64.84
1976-12-01,63.45
1977-01-01,62.61
1977-02-01,64.01
1977-03-01,68.90
1977-04-01,67.62
1977-05-01,65.87
1977-06-01,66.14
1977-07-01,65.94
1977-08-01,65.22
1977-09-01,64.74
1977-10-01,66.26
1977-11-01,65.15
1977-12-01,65.83
1978-01-01,62.85
1978-02-01,63.02
1978-03-01,64.20
1978-04-01,65.92
1978-05-01,61.97
1978-06-01,65.17
1978-07-01,64.20
1978-08-01,63.81
1978-09-01,62.95
1978-10-01,62.81
1978-11-01,65.82
1978-12-01,64.07
1979-01-01,63.38
1979-02-01,65.03
1979-03-01,64.58
1979-04-01,67.72
1979-05-01,65.95
1979-06-01,66.42
1979-07-01,66.28
1979-08-01,66.59
1979-09-01,66.45
1979-10-01,67.35
1979-11-01,71.76
1979-12-01,67.98
1980-01-01,70.22
1980-02-01,70.60
1980-03-01,66.42
1980-04-01,69.40
1980-05-01,68.86
1980-06-01,66.16
1980-07-01,64.49
1980-08-01,63.90
1980-09-01,63.83
1980-10-01,62.56
1980-11-01,65.34
1980-12-01,65.64
1981-01-01,66.41
1981-02-01,66.72
1981-03-01,65.27
1981-04-01,64.54
1981-05-01,64.44
1981-06-01,65.22
1981-07-01,64.37
1981-08-01,67.24
1981-09-01,66.36
1981-10-01,64.85
1981-11-01,67.51
1981-12-01,65.39
1982-01-01,63.51
1982-02-01,64.16
1982-03-01,64.66
1982-04-01,63.20
1982-05-01,61.12
1982-06-01,62.06
1982-07-01,62.89
1982-08-01,62.51
1982-09-01,62.70
1982-10-01,63.86
1982-11-01,67.29
1982-12-01,68.27
1983-01-01,64.90
1983-02-01,64.64
1983-03-01,64.48
1983-04-01,61.67
1983-05-01,60.77
1983-06-01,61.62
1983-07-01,63.27
1983-08-01,64.64
1983-09-01,66.92
1983-10-01,66.33
1983-11-01,66.22
1983-12-01,62.38
1984-01-01,62.66
1984-02-01,65.36
1984-03-01,64.02
1984-04-01,64.78
1984-05-01,64.91
1984-06-01,65.00
1984-07-01,66.11
1984-08-01,66.28
1984-09-01,66.97
1984-10-01,66.27
1984-11-01,66.84
1984-12-01,65.54
1985-01-01,64.03
1985-02-01,64.03
1985-03-01,63.31
1985-04-01,62.78
1985-05-01,63.64
1985-06-01,64.21
1985-07-01,62.45
1985-08-01,63.92
1985-09-01,62.53
1985-10-01,63.82
1985-11-01,66.22
1985-12-01,66.18
1986-01-01,67.69
1986-02-01,67.46
1986-03-01,63.84
1986-04-01,60.80
1986-05-01,62.01
1986-06-01,60.39
1986-07-01,60.63
1986-08-01,57.97
1986-09-01,58.49
1986-10-01,58.93
1986-11-01,62.29
1986-12-01,62.11
1987-01-01,62.92
1987-02-01,65.37
1987-03-01,64.59
1987-04-01,63.99
1987-05-01,64.50
1987-06-01,64.44
1987-07-01,64.15
1987-08-01,64.04
1987-09-01,64.24
1987-10-01,64.88
1987-11-01,66.23
1987-12-01,65.42
1988-01-01,63.20
1988-02-01,64.29
1988-03-01,65.81
1988-04-01,65.12
1988-05-01,66.35
1988-06-01,66.27
1988-07-01,66.29
1988-08-01,66.30
1988-09-01,66.69
1988-10-01,67.85
1988-11-01,67.97
1988-12-01,66.39
1989-01-01,68.78
1989-02-01,66.23
1989-03-01,68.28
1989-04-01,69.42
1989-05-01,67.13
1989-06-01,62.31
1989-07-01,63.54
1989-08-01,62.01
1989-09-01,60.86
1989-10-01,60.62
1989-11-01,59.94
1989-12-01,53.67
1990-01-01,62.56
1990-02-01,63.99
1990-03-01,62.10
1990-04-01,60.91
1990-05-01,61.51
1990-06-01,60.00
1990-07-01,61.15
