Date,U34SVS
1992-01-01,19172000000.00
1992-02-01,21267000000.00
1992-03-01,24865000000.00
1992-04-01,20682000000.00
1992-05-01,21304000000.00
1992-06-01,25486000000.00
1992-07-01,20002000000.00
1992-08-01,21695000000.00
1992-09-01,25894000000.00
1992-10-01,22643000000.00
1992-11-01,23710000000.00
1992-12-01,27008000000.00
1993-01-01,19496000000.00
1993-02-01,22076000000.00
1993-03-01,25989000000.00
1993-04-01,20644000000.00
1993-05-01,21800000000.00
1993-06-01,26641000000.00
1993-07-01,20455000000.00
1993-08-01,22951000000.00
1993-09-01,28010000000.00
1993-10-01,23894000000.00
1993-11-01,25546000000.00
1993-12-01,28955000000.00
1994-01-01,21540000000.00
1994-02-01,24190000000.00
1994-03-01,27904000000.00
1994-04-01,23559000000.00
1994-05-01,24620000000.00
1994-06-01,29663000000.00
1994-07-01,23016000000.00
1994-08-01,26195000000.00
1994-09-01,31220000000.00
1994-10-01,27137000000.00
1994-11-01,28785000000.00
1994-12-01,32940000000.00
1995-01-01,24295000000.00
1995-02-01,27226000000.00
1995-03-01,32855000000.00
1995-04-01,26241000000.00
1995-05-01,28521000000.00
1995-06-01,35066000000.00
1995-07-01,25713000000.00
1995-08-01,30197000000.00
1995-09-01,37229000000.00
1995-10-01,31431000000.00
1995-11-01,33345000000.00
1995-12-01,38560000000.00
1996-01-01,26481000000.00
1996-02-01,31090000000.00
1996-03-01,37031000000.00
1996-04-01,28808000000.00
1996-05-01,30696000000.00
1996-06-01,37391000000.00
1996-07-01,27513000000.00
1996-08-01,31850000000.00
1996-09-01,39070000000.00
1996-10-01,33085000000.00
1996-11-01,35177000000.00
1996-12-01,41324000000.00
1997-01-01,28262000000.00
1997-02-01,33087000000.00
1997-03-01,41589000000.00
1997-04-01,31127000000.00
1997-05-01,33228000000.00
1997-06-01,43301000000.00
1997-07-01,31250000000.00
1997-08-01,35593000000.00
1997-09-01,44626000000.00
1997-10-01,35821000000.00
1997-11-01,36424000000.00
1997-12-01,45072000000.00
1998-01-01,29310000000.00
1998-02-01,34786000000.00
1998-03-01,42542000000.00
1998-04-01,31921000000.00
1998-05-01,32840000000.00
1998-06-01,43702000000.00
1998-07-01,30796000000.00
1998-08-01,34407000000.00
1998-09-01,43789000000.00
1998-10-01,36153000000.00
1998-11-01,38028000000.00
1998-12-01,45494000000.00
1999-01-01,30855000000.00
1999-02-01,35248000000.00
1999-03-01,43376000000.00
1999-04-01,34128000000.00
1999-05-01,36100000000.00
1999-06-01,45404000000.00
1999-07-01,34868000000.00
1999-08-01,37191000000.00
1999-09-01,46103000000.00
1999-10-01,38106000000.00
1999-11-01,39483000000.00
1999-12-01,46197000000.00
2000-01-01,33734000000.00
2000-02-01,37765000000.00
2000-03-01,46516000000.00
2000-04-01,37121000000.00
2000-05-01,39438000000.00
2000-06-01,49114000000.00
2000-07-01,37150000000.00
2000-08-01,40499000000.00
2000-09-01,51893000000.00
2000-10-01,41885000000.00
2000-11-01,42610000000.00
2000-12-01,52914000000.00
2001-01-01,35818000000.00
2001-02-01,38385000000.00
2001-03-01,46021000000.00
2001-04-01,32941000000.00
2001-05-01,32724000000.00
2001-06-01,41695000000.00
2001-07-01,29852000000.00
2001-08-01,31087000000.00
2001-09-01,38274000000.00
2001-10-01,31109000000.00
2001-11-01,31872000000.00
2001-12-01,39693000000.00
2002-01-01,26765000000.00
2002-02-01,28948000000.00
2002-03-01,35651000000.00
2002-04-01,27643000000.00
2002-05-01,28662000000.00
2002-06-01,34171000000.00
2002-07-01,25996000000.00
2002-08-01,28314000000.00
2002-09-01,33430000000.00
2002-10-01,27005000000.00
2002-11-01,28436000000.00
2002-12-01,32303000000.00
2003-01-01,24548000000.00
2003-02-01,26207000000.00
2003-03-01,32364000000.00
2003-04-01,25818000000.00
2003-05-01,26801000000.00
2003-06-01,33455000000.00
2003-07-01,25452000000.00
2003-08-01,27795000000.00
2003-09-01,34252000000.00
2003-10-01,29697000000.00
2003-11-01,29797000000.00
2003-12-01,36087000000.00
2004-01-01,26158000000.00
2004-02-01,28189000000.00
2004-03-01,33933000000.00
2004-04-01,27739000000.00
2004-05-01,28511000000.00
2004-06-01,33568000000.00
2004-07-01,26985000000.00
2004-08-01,29403000000.00
2004-09-01,34163000000.00
2004-10-01,29886000000.00
2004-11-01,30785000000.00
2004-12-01,36225000000.00
2005-01-01,26902000000.00
2005-02-01,28033000000.00
2005-03-01,35114000000.00
2005-04-01,27592000000.00
2005-05-01,28738000000.00
2005-06-01,34969000000.00
2005-07-01,26409000000.00
2005-08-01,30219000000.00
2005-09-01,35637000000.00
2005-10-01,30175000000.00
2005-11-01,30891000000.00
2005-12-01,38203000000.00
2006-01-01,26929000000.00
2006-02-01,30523000000.00
2006-03-01,36984000000.00
2006-04-01,28851000000.00
2006-05-01,30910000000.00
2006-06-01,37118000000.00
2006-07-01,28587000000.00
2006-08-01,32018000000.00
2006-09-01,37052000000.00
2006-10-01,31624000000.00
2006-11-01,32997000000.00
2006-12-01,37220000000.00
2007-01-01,29316000000.00
2007-02-01,30277000000.00
2007-03-01,35992000000.00
2007-04-01,31188000000.00
2007-05-01,30994000000.00
2007-06-01,36637000000.00
2007-07-01,28376000000.00
2007-08-01,31976000000.00
2007-09-01,36542000000.00
2007-10-01,32720000000.00
2007-11-01,33239000000.00
2007-12-01,38471000000.00
2008-01-01,31437000000.00
2008-02-01,30206000000.00
2008-03-01,35350000000.00
2008-04-01,31045000000.00
2008-05-01,31062000000.00
2008-06-01,35292000000.00
2008-07-01,30685000000.00
2008-08-01,29793000000.00
2008-09-01,34768000000.00
2008-10-01,31367000000.00
2008-11-01,28115000000.00
2008-12-01,33977000000.00
2009-01-01,24494000000.00
2009-02-01,23697000000.00
2009-03-01,28653000000.00
2009-04-01,25301000000.00
2009-05-01,23824000000.00
2009-06-01,28137000000.00
2009-07-01,26392000000.00
2009-08-01,25910000000.00
2009-09-01,28712000000.00
2009-10-01,28349000000.00
2009-11-01,26595000000.00
2009-12-01,29411000000.00
2010-01-01,26044000000.00
2010-02-01,23614000000.00
2010-03-01,28081000000.00
2010-04-01,27508000000.00
2010-05-01,25482000000.00
2010-06-01,27539000000.00
2010-07-01,27375000000.00
2010-08-01,26574000000.00
2010-09-01,29701000000.00
2010-10-01,28692000000.00
2010-11-01,27588000000.00
2010-12-01,30157000000.00
2011-01-01,26299000000.00
2011-02-01,24527000000.00
2011-03-01,29024000000.00
2011-04-01,27955000000.00
2011-05-01,26420000000.00
2011-06-01,29557000000.00
2011-07-01,26285000000.00
2011-08-01,27752000000.00
2011-09-01,30115000000.00
2011-10-01,28781000000.00
2011-11-01,26634000000.00
2011-12-01,29602000000.00
2012-01-01,24326000000.00
2012-02-01,24778000000.00
2012-03-01,28000000000.00
2012-04-01,25475000000.00
2012-05-01,25869000000.00
2012-06-01,28790000000.00
2012-07-01,24591000000.00
2012-08-01,23970000000.00
2012-09-01,27711000000.00
2012-10-01,26031000000.00
2012-11-01,24828000000.00
2012-12-01,29219000000.00
2013-01-01,22425000000.00
2013-02-01,22563000000.00
2013-03-01,28363000000.00
2013-04-01,24163000000.00
2013-05-01,24443000000.00
2013-06-01,28895000000.00
2013-07-01,23851000000.00
2013-08-01,24868000000.00
2013-09-01,29215000000.00
