Date,JTS540099HIL
2000-12-01,1007000.00
2001-01-01,1125000.00
2001-02-01,996000.00
2001-03-01,1060000.00
2001-04-01,870000.00
2001-05-01,1019000.00
2001-06-01,893000.00
2001-07-01,918000.00
2001-08-01,918000.00
2001-09-01,892000.00
2001-10-01,924000.00
2001-11-01,858000.00
2001-12-01,872000.00
2002-01-01,927000.00
2002-02-01,929000.00
2002-03-01,922000.00
2002-04-01,944000.00
2002-05-01,1005000.00
2002-06-01,835000.00
2002-07-01,954000.00
2002-08-01,938000.00
2002-09-01,943000.00
2002-10-01,990000.00
2002-11-01,1020000.00
2002-12-01,1000000.00
2003-01-01,942000.00
2003-02-01,952000.00
2003-03-01,766000.00
2003-04-01,920000.00
2003-05-01,861000.00
2003-06-01,950000.00
2003-07-01,949000.00
2003-08-01,883000.00
2003-09-01,950000.00
2003-10-01,926000.00
2003-11-01,873000.00
2003-12-01,913000.00
2004-01-01,867000.00
2004-02-01,751000.00
2004-03-01,958000.00
2004-04-01,980000.00
2004-05-01,914000.00
2004-06-01,906000.00
2004-07-01,884000.00
2004-08-01,973000.00
2004-09-01,885000.00
2004-10-01,882000.00
2004-11-01,957000.00
2004-12-01,1058000.00
2005-01-01,974000.00
2005-02-01,1069000.00
2005-03-01,1018000.00
2005-04-01,1007000.00
2005-05-01,1011000.00
2005-06-01,1099000.00
2005-07-01,1041000.00
2005-08-01,1077000.00
2005-09-01,1053000.00
2005-10-01,863000.00
2005-11-01,944000.00
2005-12-01,897000.00
2006-01-01,977000.00
2006-02-01,898000.00
2006-03-01,923000.00
2006-04-01,871000.00
2006-05-01,1167000.00
2006-06-01,953000.00
2006-07-01,997000.00
2006-08-01,941000.00
2006-09-01,997000.00
2006-10-01,957000.00
2006-11-01,1125000.00
2006-12-01,948000.00
2007-01-01,972000.00
2007-02-01,987000.00
2007-03-01,992000.00
2007-04-01,904000.00
2007-05-01,962000.00
2007-06-01,885000.00
2007-07-01,921000.00
2007-08-01,921000.00
2007-09-01,922000.00
2007-10-01,973000.00
2007-11-01,973000.00
2007-12-01,927000.00
2008-01-01,869000.00
2008-02-01,845000.00
2008-03-01,816000.00
2008-04-01,914000.00
2008-05-01,807000.00
2008-06-01,941000.00
2008-07-01,788000.00
2008-08-01,801000.00
2008-09-01,768000.00
2008-10-01,781000.00
2008-11-01,734000.00
2008-12-01,832000.00
2009-01-01,751000.00
2009-02-01,734000.00
2009-03-01,607000.00
2009-04-01,669000.00
2009-05-01,668000.00
2009-06-01,634000.00
2009-07-01,692000.00
2009-08-01,618000.00
2009-09-01,684000.00
2009-10-01,695000.00
2009-11-01,839000.00
2009-12-01,671000.00
2010-01-01,737000.00
2010-02-01,735000.00
2010-03-01,733000.00
2010-04-01,778000.00
2010-05-01,785000.00
2010-06-01,833000.00
2010-07-01,797000.00
2010-08-01,783000.00
2010-09-01,754000.00
2010-10-01,765000.00
2010-11-01,804000.00
2010-12-01,911000.00
2011-01-01,826000.00
2011-02-01,849000.00
2011-03-01,919000.00
2011-04-01,883000.00
2011-05-01,876000.00
2011-06-01,829000.00
2011-07-01,830000.00
2011-08-01,878000.00
2011-09-01,901000.00
2011-10-01,874000.00
2011-11-01,864000.00
2011-12-01,865000.00
2012-01-01,823000.00
2012-02-01,956000.00
2012-03-01,929000.00
2012-04-01,847000.00
2012-05-01,932000.00
2012-06-01,967000.00
2012-07-01,860000.00
2012-08-01,861000.00
2012-09-01,851000.00
2012-10-01,851000.00
2012-11-01,880000.00
2012-12-01,858000.00
2013-01-01,888000.00
2013-02-01,847000.00
2013-03-01,852000.00
2013-04-01,899000.00
2013-05-01,907000.00
2013-06-01,946000.00
2013-07-01,969000.00
2013-08-01,1023000.00
2013-09-01,965000.00
2013-10-01,848000.00
2013-11-01,970000.00
2013-12-01,926000.00
2014-01-01,989000.00
2014-02-01,983000.00
2014-03-01,1002000.00
2014-04-01,968000.00
2014-05-01,929000.00
2014-06-01,960000.00
2014-07-01,1000000.00
2014-08-01,1049000.00
2014-09-01,1111000.00
2014-10-01,1076000.00
2014-11-01,985000.00
2014-12-01,1002000.00
2015-01-01,1017000.00
2015-02-01,1046000.00
2015-03-01,1058000.00
2015-04-01,1047000.00
2015-05-01,1050000.00
2015-06-01,1030000.00
2015-07-01,978000.00
2015-08-01,986000.00
2015-09-01,1015000.00
2015-10-01,1086000.00
2015-11-01,1081000.00
2015-12-01,1197000.00
2016-01-01,1126000.00
2016-02-01,1095000.00
2016-03-01,1101000.00
2016-04-01,1112000.00
2016-05-01,1098000.00
2016-06-01,1012000.00
2016-07-01,1167000.00
2016-08-01,1089000.00
2016-09-01,1120000.00
2016-10-01,1082000.00
2016-11-01,1063000.00
2016-12-01,1071000.00
2017-01-01,1123000.00
2017-02-01,1027000.00
2017-03-01,1026000.00
2017-04-01,1038000.00
2017-05-01,1141000.00
2017-06-01,1147000.00
2017-07-01,1206000.00
2017-08-01,1156000.00
2017-09-01,1161000.00
2017-10-01,1141000.00
2017-11-01,1156000.00
2017-12-01,1218000.00
2018-01-01,1160000.00
2018-02-01,1150000.00
2018-03-01,1178000.00
2018-04-01,1187000.00
