Date,IY11114
2005-12-01,100.00
2006-01-01,100.80
2006-02-01,102.20
2006-03-01,105.20
2006-04-01,102.70
2006-05-01,105.30
2006-06-01,111.80
2006-07-01,117.10
2006-08-01,111.70
2006-09-01,113.80
2006-10-01,119.70
2006-11-01,125.40
2006-12-01,125.70
2007-01-01,119.00
2007-02-01,121.30
2007-03-01,126.20
2007-04-01,122.20
2007-05-01,128.30
2007-06-01,130.80
2007-07-01,144.70
2007-08-01,155.00
2007-09-01,189.10
2007-10-01,224.90
2007-11-01,207.40
2007-12-01,237.90
2008-01-01,252.80
2008-02-01,301.40
2008-03-01,309.40
2008-04-01,254.40
2008-05-01,211.80
2008-06-01,200.50
2008-07-01,204.40
2008-08-01,173.70
2008-09-01,184.90
2008-10-01,157.00
2008-11-01,140.60
2008-12-01,130.80
2009-01-01,154.90
2009-02-01,145.50
2009-03-01,134.90
2009-04-01,146.40
2009-05-01,148.90
2009-06-01,165.60
2009-07-01,137.40
2009-08-01,129.00
2009-09-01,113.30
2009-10-01,106.30
2009-11-01,120.50
2009-12-01,130.30
2010-01-01,131.30
2010-02-01,114.80
2010-03-01,119.20
2010-04-01,111.20
2010-05-01,118.50
2010-06-01,109.90
2010-07-01,113.60
2010-08-01,149.10
2010-09-01,163.40
2010-10-01,154.60
2010-11-01,169.10
2010-12-01,176.10
2011-01-01,190.70
2011-02-01,211.40
2011-03-01,206.70
2011-04-01,205.50
2011-05-01,201.60
2011-06-01,210.20
2011-07-01,172.10
2011-08-01,182.30
2011-09-01,207.10
2011-10-01,183.50
2011-11-01,188.30
2011-12-01,173.60
2012-01-01,175.50
2012-02-01,179.20
2012-03-01,181.80
2012-04-01,181.60
2012-05-01,169.70
2012-06-01,166.70
2012-07-01,196.80
2012-08-01,215.10
2012-09-01,216.50
2012-10-01,220.50
2012-11-01,225.70
2012-12-01,222.50
2013-01-01,204.80
2013-02-01,209.20
2013-03-01,198.50
2013-04-01,194.40
2013-05-01,201.10
2013-06-01,197.30
2013-07-01,182.50
2013-08-01,183.30
2013-09-01,181.90
2013-10-01,190.20
2013-11-01,183.60
2013-12-01,179.30
2014-01-01,168.10
2014-02-01,169.20
2014-03-01,182.30
2014-04-01,190.50
2014-05-01,199.00
2014-06-01,176.20
2014-07-01,173.80
2014-08-01,167.20
2014-09-01,165.60
2014-10-01,154.90
2014-11-01,164.70
2014-12-01,178.10
2015-01-01,166.10
2015-02-01,153.60
2015-03-01,150.70
2015-04-01,159.60
2015-05-01,137.50
2015-06-01,143.80
2015-07-01,153.90
2015-08-01,127.90
2015-09-01,125.50
2015-10-01,138.10
2015-11-01,135.90
2015-12-01,129.40
2016-01-01,125.00
2016-02-01,127.00
2016-03-01,122.40
2016-04-01,125.30
2016-05-01,124.70
2016-06-01,126.30
2016-07-01,114.30
2016-08-01,112.50
2016-09-01,109.70
2016-10-01,114.00
2016-11-01,116.00
2016-12-01,115.00
2017-01-01,118.10
2017-02-01,121.20
2017-03-01,125.20
2017-04-01,118.70
2017-05-01,121.90
2017-06-01,123.10
2017-07-01,151.50
2017-08-01,138.60
2017-09-01,129.20
2017-10-01,130.90
2017-11-01,131.70
2017-12-01,131.70
2018-01-01,133.00
2018-02-01,135.10
2018-03-01,145.80
2018-04-01,138.00
2018-05-01,152.00
