Date,S4242SM144NCEN
1992-01-01,5897000000.00
1992-02-01,5112000000.00
1992-03-01,5620000000.00
1992-04-01,5406000000.00
1992-05-01,5170000000.00
1992-06-01,5693000000.00
1992-07-01,5616000000.00
1992-08-01,5217000000.00
1992-09-01,5622000000.00
1992-10-01,6040000000.00
1992-11-01,5540000000.00
1992-12-01,6136000000.00
1993-01-01,5725000000.00
1993-02-01,5343000000.00
1993-03-01,5929000000.00
1993-04-01,5649000000.00
1993-05-01,5299000000.00
1993-06-01,5710000000.00
1993-07-01,5385000000.00
1993-08-01,5624000000.00
1993-09-01,5867000000.00
1993-10-01,6045000000.00
1993-11-01,6136000000.00
1993-12-01,6285000000.00
1994-01-01,6118000000.00
1994-02-01,5435000000.00
1994-03-01,6374000000.00
1994-04-01,6401000000.00
1994-05-01,6210000000.00
1994-06-01,6282000000.00
1994-07-01,6072000000.00
1994-08-01,6602000000.00
1994-09-01,6645000000.00
1994-10-01,6892000000.00
1994-11-01,6729000000.00
1994-12-01,6615000000.00
1995-01-01,6802000000.00
1995-02-01,6186000000.00
1995-03-01,7128000000.00
1995-04-01,6570000000.00
1995-05-01,6927000000.00
1995-06-01,6912000000.00
1995-07-01,6455000000.00
1995-08-01,7251000000.00
1995-09-01,6996000000.00
1995-10-01,7677000000.00
1995-11-01,7496000000.00
1995-12-01,7332000000.00
1996-01-01,7979000000.00
1996-02-01,7169000000.00
1996-03-01,7266000000.00
1996-04-01,7717000000.00
1996-05-01,7754000000.00
1996-06-01,7147000000.00
1996-07-01,7859000000.00
1996-08-01,7724000000.00
1996-09-01,8083000000.00
1996-10-01,9021000000.00
1996-11-01,8046000000.00
1996-12-01,8556000000.00
1997-01-01,8905000000.00
1997-02-01,7855000000.00
1997-03-01,8527000000.00
1997-04-01,8850000000.00
1997-05-01,8618000000.00
1997-06-01,8597000000.00
1997-07-01,9192000000.00
1997-08-01,8680000000.00
1997-09-01,9428000000.00
1997-10-01,9894000000.00
1997-11-01,8763000000.00
1997-12-01,10070000000.00
1998-01-01,10138000000.00
1998-02-01,9394000000.00
1998-03-01,10724000000.00
1998-04-01,10109000000.00
1998-05-01,9548000000.00
1998-06-01,10175000000.00
1998-07-01,10429000000.00
1998-08-01,9888000000.00
1998-09-01,10916000000.00
1998-10-01,11261000000.00
1998-11-01,10747000000.00
1998-12-01,12270000000.00
1999-01-01,11407000000.00
1999-02-01,10933000000.00
1999-03-01,12829000000.00
1999-04-01,12460000000.00
1999-05-01,11791000000.00
1999-06-01,12787000000.00
1999-07-01,12286000000.00
1999-08-01,12733000000.00
1999-09-01,13072000000.00
1999-10-01,12832000000.00
1999-11-01,13625000000.00
1999-12-01,14772000000.00
2000-01-01,13040000000.00
2000-02-01,13274000000.00
2000-03-01,15063000000.00
2000-04-01,13271000000.00
2000-05-01,14798000000.00
2000-06-01,14948000000.00
2000-07-01,13812000000.00
2000-08-01,15413000000.00
2000-09-01,14802000000.00
2000-10-01,15962000000.00
2000-11-01,15742000000.00
2000-12-01,15854000000.00
2001-01-01,17349000000.00
2001-02-01,15176000000.00
2001-03-01,16745000000.00
2001-04-01,15910000000.00
2001-05-01,17112000000.00
2001-06-01,16908000000.00
2001-07-01,16788000000.00
2001-08-01,17992000000.00
2001-09-01,17584000000.00
2001-10-01,20677000000.00
2001-11-01,19193000000.00
2001-12-01,19238000000.00
2002-01-01,20438000000.00
2002-02-01,18416000000.00
2002-03-01,20202000000.00
2002-04-01,20580000000.00
2002-05-01,20546000000.00
2002-06-01,19596000000.00
2002-07-01,20122000000.00
2002-08-01,19883000000.00
2002-09-01,20460000000.00
2002-10-01,22120000000.00
2002-11-01,21067000000.00
2002-12-01,22195000000.00
2003-01-01,21994000000.00
2003-02-01,19985000000.00
2003-03-01,21926000000.00
2003-04-01,22456000000.00
2003-05-01,22185000000.00
2003-06-01,22318000000.00
2003-07-01,23226000000.00
2003-08-01,22077000000.00
2003-09-01,23621000000.00
2003-10-01,25002000000.00
2003-11-01,21819000000.00
2003-12-01,25346000000.00
2004-01-01,22780000000.00
2004-02-01,21533000000.00
2004-03-01,25896000000.00
2004-04-01,24067000000.00
2004-05-01,22797000000.00
2004-06-01,24477000000.00
2004-07-01,23640000000.00
2004-08-01,24194000000.00
2004-09-01,25491000000.00
2004-10-01,25113000000.00
2004-11-01,26074000000.00
2004-12-01,26961000000.00
2005-01-01,25715000000.00
2005-02-01,24340000000.00
2005-03-01,27811000000.00
2005-04-01,25985000000.00
2005-05-01,26274000000.00
2005-06-01,27568000000.00
2005-07-01,24814000000.00
2005-08-01,27184000000.00
2005-09-01,28551000000.00
2005-10-01,27243000000.00
2005-11-01,28239000000.00
2005-12-01,28654000000.00
2006-01-01,27322000000.00
2006-02-01,26302000000.00
2006-03-01,30583000000.00
2006-04-01,26419000000.00
2006-05-01,29595000000.00
2006-06-01,29370000000.00
2006-07-01,26483000000.00
2006-08-01,29531000000.00
2006-09-01,28087000000.00
2006-10-01,29565000000.00
2006-11-01,28850000000.00
2006-12-01,28738000000.00
2007-01-01,29828000000.00
2007-02-01,26905000000.00
2007-03-01,30047000000.00
2007-04-01,28177000000.00
2007-05-01,29954000000.00
2007-06-01,28361000000.00
2007-07-01,28290000000.00
2007-08-01,30513000000.00
2007-09-01,27202000000.00
2007-10-01,32316000000.00
2007-11-01,30393000000.00
2007-12-01,29797000000.00
2008-01-01,31224000000.00
2008-02-01,30159000000.00
2008-03-01,30631000000.00
2008-04-01,31145000000.00
2008-05-01,30654000000.00
2008-06-01,30648000000.00
2008-07-01,32011000000.00
2008-08-01,30620000000.00
2008-09-01,32777000000.00
2008-10-01,34841000000.00
2008-11-01,28681000000.00
2008-12-01,32931000000.00
2009-01-01,31637000000.00
2009-02-01,29920000000.00
2009-03-01,32992000000.00
2009-04-01,32195000000.00
2009-05-01,31112000000.00
2009-06-01,31836000000.00
2009-07-01,32798000000.00
2009-08-01,31173000000.00
2009-09-01,35210000000.00
2009-10-01,35674000000.00
2009-11-01,32922000000.00
2009-12-01,34668000000.00
2010-01-01,31913000000.00
2010-02-01,30721000000.00
2010-03-01,37166000000.00
2010-04-01,33845000000.00
2010-05-01,32694000000.00
2010-06-01,34991000000.00
2010-07-01,33995000000.00
2010-08-01,35607000000.00
2010-09-01,37259000000.00
2010-10-01,34988000000.00
2010-11-01,36142000000.00
2010-12-01,36597000000.00
2011-01-01,35179000000.00
2011-02-01,32638000000.00
2011-03-01,38801000000.00
2011-04-01,35069000000.00
2011-05-01,36722000000.00
2011-06-01,36803000000.00
2011-07-01,34815000000.00
2011-08-01,39200000000.00
2011-09-01,38561000000.00
2011-10-01,38738000000.00
2011-11-01,38757000000.00
2011-12-01,38079000000.00
2012-01-01,38302000000.00
2012-02-01,36910000000.00
2012-03-01,40155000000.00
2012-04-01,37744000000.00
2012-05-01,39609000000.00
2012-06-01,36754000000.00
2012-07-01,38008000000.00
2012-08-01,39209000000.00
2012-09-01,35745000000.00
2012-10-01,41105000000.00
2012-11-01,39488000000.00
2012-12-01,39581000000.00
2013-01-01,41747000000.00
2013-02-01,35507000000.00
2013-03-01,39842000000.00
2013-04-01,40443000000.00
2013-05-01,42370000000.00
2013-06-01,38200000000.00
2013-07-01,41609000000.00
2013-08-01,41296000000.00
2013-09-01,39651000000.00
2013-10-01,43617000000.00
2013-11-01,39629000000.00
2013-12-01,42916000000.00
2014-01-01,42448000000.00
2014-02-01,38549000000.00
2014-03-01,43566000000.00
2014-04-01,45179000000.00
2014-05-01,45204000000.00
2014-06-01,44043000000.00
2014-07-01,46025000000.00
2014-08-01,44093000000.00
2014-09-01,47063000000.00
2014-10-01,49164000000.00
2014-11-01,42969000000.00
2014-12-01,51835000000.00
2015-01-01,46265000000.00
2015-02-01,44373000000.00
2015-03-01,51091000000.00
2015-04-01,50483000000.00
2015-05-01,48205000000.00
2015-06-01,51450000000.00
2015-07-01,51649000000.00
2015-08-01,49529000000.00
2015-09-01,52867000000.00
2015-10-01,52727000000.00
2015-11-01,49846000000.00
2015-12-01,55955000000.00
2016-01-01,48426000000.00
2016-02-01,49522000000.00
2016-03-01,56496000000.00
2016-04-01,51626000000.00
2016-05-01,53388000000.00
2016-06-01,55025000000.00
2016-07-01,50391000000.00
2016-08-01,56856000000.00
2016-09-01,55538000000.00
2016-10-01,53722000000.00
2016-11-01,56102000000.00
2016-12-01,57067000000.00
2017-01-01,53243000000.00
2017-02-01,49784000000.00
2017-03-01,58785000000.00
2017-04-01,51583000000.00
2017-05-01,58607000000.00
2017-06-01,59024000000.00
2017-07-01,54105000000.00
2017-08-01,59879000000.00
2017-09-01,55249000000.00
2017-10-01,58506000000.00
2017-11-01,58244000000.00
2017-12-01,57944000000.00
2018-01-01,59025000000.00
2018-02-01,51302000000.00
2018-03-01,59266000000.00
2018-04-01,57201000000.00
