Date,JTS4400TSL
2000-12-01,829000.00
2001-01-01,898000.00
2001-02-01,775000.00
2001-03-01,919000.00
2001-04-01,853000.00
2001-05-01,834000.00
2001-06-01,837000.00
2001-07-01,811000.00
2001-08-01,716000.00
2001-09-01,785000.00
2001-10-01,785000.00
2001-11-01,699000.00
2001-12-01,740000.00
2002-01-01,740000.00
2002-02-01,671000.00
2002-03-01,671000.00
2002-04-01,692000.00
2002-05-01,744000.00
2002-06-01,723000.00
2002-07-01,713000.00
2002-08-01,744000.00
2002-09-01,722000.00
2002-10-01,686000.00
2002-11-01,708000.00
2002-12-01,682000.00
2003-01-01,689000.00
2003-02-01,738000.00
2003-03-01,695000.00
2003-04-01,664000.00
2003-05-01,649000.00
2003-06-01,693000.00
2003-07-01,638000.00
2003-08-01,665000.00
2003-09-01,685000.00
2003-10-01,719000.00
2003-11-01,700000.00
2003-12-01,721000.00
2004-01-01,720000.00
2004-02-01,684000.00
2004-03-01,720000.00
2004-04-01,773000.00
2004-05-01,697000.00
2004-06-01,682000.00
2004-07-01,775000.00
2004-08-01,725000.00
2004-09-01,706000.00
2004-10-01,733000.00
2004-11-01,811000.00
2004-12-01,765000.00
2005-01-01,728000.00
2005-02-01,710000.00
2005-03-01,842000.00
2005-04-01,739000.00
2005-05-01,763000.00
2005-06-01,773000.00
2005-07-01,758000.00
2005-08-01,793000.00
2005-09-01,815000.00
2005-10-01,722000.00
2005-11-01,716000.00
2005-12-01,752000.00
2006-01-01,756000.00
2006-02-01,782000.00
2006-03-01,782000.00
2006-04-01,814000.00
2006-05-01,841000.00
2006-06-01,845000.00
2006-07-01,766000.00
2006-08-01,750000.00
2006-09-01,749000.00
2006-10-01,740000.00
2006-11-01,792000.00
2006-12-01,757000.00
2007-01-01,758000.00
2007-02-01,756000.00
2007-03-01,727000.00
2007-04-01,733000.00
2007-05-01,771000.00
2007-06-01,731000.00
2007-07-01,714000.00
2007-08-01,736000.00
2007-09-01,755000.00
2007-10-01,763000.00
2007-11-01,761000.00
2007-12-01,761000.00
2008-01-01,726000.00
2008-02-01,732000.00
2008-03-01,685000.00
2008-04-01,750000.00
2008-05-01,683000.00
2008-06-01,739000.00
2008-07-01,715000.00
2008-08-01,722000.00
2008-09-01,697000.00
2008-10-01,692000.00
2008-11-01,673000.00
2008-12-01,708000.00
2009-01-01,644000.00
2009-02-01,576000.00
2009-03-01,624000.00
2009-04-01,662000.00
2009-05-01,568000.00
2009-06-01,516000.00
2009-07-01,539000.00
2009-08-01,552000.00
2009-09-01,602000.00
2009-10-01,546000.00
2009-11-01,503000.00
2009-12-01,554000.00
2010-01-01,481000.00
2010-02-01,516000.00
2010-03-01,614000.00
2010-04-01,549000.00
2010-05-01,518000.00
2010-06-01,565000.00
2010-07-01,566000.00
2010-08-01,553000.00
2010-09-01,553000.00
2010-10-01,525000.00
2010-11-01,553000.00
2010-12-01,496000.00
2011-01-01,519000.00
2011-02-01,528000.00
2011-03-01,566000.00
2011-04-01,519000.00
2011-05-01,559000.00
2011-06-01,547000.00
2011-07-01,543000.00
2011-08-01,543000.00
2011-09-01,569000.00
2011-10-01,539000.00
2011-11-01,525000.00
2011-12-01,512000.00
2012-01-01,531000.00
2012-02-01,571000.00
2012-03-01,559000.00
2012-04-01,568000.00
2012-05-01,579000.00
2012-06-01,588000.00
2012-07-01,575000.00
2012-08-01,616000.00
2012-09-01,565000.00
2012-10-01,570000.00
2012-11-01,511000.00
2012-12-01,608000.00
2013-01-01,591000.00
2013-02-01,606000.00
2013-03-01,564000.00
2013-04-01,606000.00
2013-05-01,589000.00
2013-06-01,566000.00
2013-07-01,584000.00
2013-08-01,664000.00
2013-09-01,648000.00
2013-10-01,648000.00
2013-11-01,690000.00
2013-12-01,639000.00
2014-01-01,664000.00
2014-02-01,691000.00
2014-03-01,688000.00
2014-04-01,727000.00
2014-05-01,736000.00
2014-06-01,710000.00
2014-07-01,738000.00
2014-08-01,692000.00
2014-09-01,700000.00
2014-10-01,752000.00
2014-11-01,722000.00
2014-12-01,762000.00
2015-01-01,757000.00
2015-02-01,642000.00
2015-03-01,735000.00
2015-04-01,726000.00
2015-05-01,732000.00
2015-06-01,749000.00
2015-07-01,751000.00
2015-08-01,763000.00
2015-09-01,742000.00
2015-10-01,710000.00
2015-11-01,741000.00
2015-12-01,765000.00
2016-01-01,725000.00
2016-02-01,722000.00
2016-03-01,690000.00
2016-04-01,696000.00
2016-05-01,700000.00
2016-06-01,700000.00
2016-07-01,708000.00
2016-08-01,723000.00
2016-09-01,741000.00
2016-10-01,736000.00
2016-11-01,699000.00
2016-12-01,638000.00
2017-01-01,676000.00
2017-02-01,730000.00
2017-03-01,749000.00
2017-04-01,669000.00
2017-05-01,741000.00
2017-06-01,743000.00
2017-07-01,690000.00
2017-08-01,680000.00
2017-09-01,682000.00
2017-10-01,691000.00
2017-11-01,696000.00
2017-12-01,686000.00
2018-01-01,714000.00
2018-02-01,672000.00
2018-03-01,732000.00
2018-04-01,743000.00
