Date,IY1111
2005-12-01,100.00
2006-01-01,103.30
2006-02-01,103.30
2006-03-01,105.20
2006-04-01,102.70
2006-05-01,105.00
2006-06-01,109.00
2006-07-01,111.80
2006-08-01,110.00
2006-09-01,109.50
2006-10-01,116.00
2006-11-01,133.20
2006-12-01,136.20
2007-01-01,130.40
2007-02-01,139.90
2007-03-01,143.90
2007-04-01,133.70
2007-05-01,136.90
2007-06-01,144.40
2007-07-01,144.60
2007-08-01,146.50
2007-09-01,161.70
2007-10-01,177.20
2007-11-01,179.70
2007-12-01,194.60
2008-01-01,214.60
2008-02-01,236.10
2008-03-01,253.00
2008-04-01,235.90
2008-05-01,229.40
2008-06-01,238.10
2008-07-01,268.10
2008-08-01,207.00
2008-09-01,216.60
2008-10-01,179.00
2008-11-01,163.50
2008-12-01,145.30
2009-01-01,173.80
2009-02-01,165.70
2009-03-01,153.20
2009-04-01,168.50
2009-05-01,177.70
2009-06-01,193.10
2009-07-01,169.70
2009-08-01,169.60
2009-09-01,151.60
2009-10-01,149.20
2009-11-01,161.40
2009-12-01,167.40
2010-01-01,169.50
2010-02-01,151.20
2010-03-01,157.00
2010-04-01,149.30
2010-05-01,156.20
2010-06-01,150.70
2010-07-01,154.10
2010-08-01,172.60
2010-09-01,179.80
2010-10-01,184.80
2010-11-01,212.60
2010-12-01,214.50
2011-01-01,229.30
2011-02-01,243.20
2011-03-01,246.30
2011-04-01,248.30
2011-05-01,244.70
2011-06-01,251.60
2011-07-01,228.60
2011-08-01,240.50
2011-09-01,254.20
2011-10-01,210.60
2011-11-01,222.80
2011-12-01,209.60
2012-01-01,220.20
2012-02-01,220.40
2012-03-01,231.10
2012-04-01,239.60
2012-05-01,242.70
2012-06-01,224.10
2012-07-01,262.80
2012-08-01,283.20
2012-09-01,287.70
2012-10-01,270.70
2012-11-01,270.70
2012-12-01,267.90
2013-01-01,250.90
2013-02-01,261.00
2013-03-01,256.00
2013-04-01,241.00
2013-05-01,249.40
2013-06-01,255.60
2013-07-01,251.10
2013-08-01,220.00
2013-09-01,226.80
2013-10-01,214.50
2013-11-01,209.50
2013-12-01,212.90
2014-01-01,207.40
2014-02-01,209.10
2014-03-01,223.70
2014-04-01,230.00
2014-05-01,232.30
2014-06-01,224.70
2014-07-01,212.10
2014-08-01,196.70
2014-09-01,187.10
2014-10-01,166.50
2014-11-01,178.70
2014-12-01,178.50
2015-01-01,176.00
2015-02-01,166.20
2015-03-01,168.00
2015-04-01,168.80
2015-05-01,161.30
2015-06-01,159.00
2015-07-01,172.90
2015-08-01,157.20
2015-09-01,149.00
2015-10-01,153.70
2015-11-01,151.50
2015-12-01,149.40
2016-01-01,145.00
2016-02-01,148.80
2016-03-01,142.50
2016-04-01,146.40
2016-05-01,157.80
2016-06-01,167.70
2016-07-01,163.90
2016-08-01,153.50
2016-09-01,150.40
2016-10-01,150.10
2016-11-01,151.50
2016-12-01,153.60
2017-01-01,154.00
2017-02-01,157.20
2017-03-01,157.30
2017-04-01,145.90
2017-05-01,149.10
2017-06-01,146.30
2017-07-01,155.60
2017-08-01,151.80
2017-09-01,148.50
2017-10-01,149.90
2017-11-01,150.40
2017-12-01,152.40
2018-01-01,151.00
2018-02-01,156.20
2018-03-01,166.60
2018-04-01,162.60
2018-05-01,168.40
