Date,JTS9200HIL
2000-12-01,293000.00
2001-01-01,318000.00
2001-02-01,350000.00
2001-03-01,322000.00
2001-04-01,294000.00
2001-05-01,315000.00
2001-06-01,318000.00
2001-07-01,301000.00
2001-08-01,313000.00
2001-09-01,260000.00
2001-10-01,313000.00
2001-11-01,301000.00
2001-12-01,294000.00
2002-01-01,270000.00
2002-02-01,271000.00
2002-03-01,276000.00
2002-04-01,279000.00
2002-05-01,302000.00
2002-06-01,281000.00
2002-07-01,283000.00
2002-08-01,290000.00
2002-09-01,239000.00
2002-10-01,279000.00
2002-11-01,306000.00
2002-12-01,270000.00
2003-01-01,283000.00
2003-02-01,248000.00
2003-03-01,247000.00
2003-04-01,268000.00
2003-05-01,242000.00
2003-06-01,261000.00
2003-07-01,294000.00
2003-08-01,210000.00
2003-09-01,229000.00
2003-10-01,291000.00
2003-11-01,240000.00
2003-12-01,268000.00
2004-01-01,239000.00
2004-02-01,265000.00
2004-03-01,299000.00
2004-04-01,255000.00
2004-05-01,254000.00
2004-06-01,254000.00
2004-07-01,268000.00
2004-08-01,259000.00
2004-09-01,281000.00
2004-10-01,286000.00
2004-11-01,304000.00
2004-12-01,275000.00
2005-01-01,293000.00
2005-02-01,278000.00
2005-03-01,268000.00
2005-04-01,278000.00
2005-05-01,271000.00
2005-06-01,260000.00
2005-07-01,318000.00
2005-08-01,269000.00
2005-09-01,273000.00
2005-10-01,277000.00
2005-11-01,296000.00
2005-12-01,277000.00
2006-01-01,265000.00
2006-02-01,290000.00
2006-03-01,311000.00
2006-04-01,279000.00
2006-05-01,301000.00
2006-06-01,295000.00
2006-07-01,303000.00
2006-08-01,303000.00
2006-09-01,340000.00
2006-10-01,277000.00
2006-11-01,295000.00
2006-12-01,277000.00
2007-01-01,297000.00
2007-02-01,303000.00
2007-03-01,288000.00
2007-04-01,304000.00
2007-05-01,293000.00
2007-06-01,296000.00
2007-07-01,261000.00
2007-08-01,300000.00
2007-09-01,303000.00
2007-10-01,290000.00
2007-11-01,286000.00
2007-12-01,305000.00
2008-01-01,280000.00
2008-02-01,278000.00
2008-03-01,293000.00
2008-04-01,276000.00
2008-05-01,281000.00
2008-06-01,280000.00
2008-07-01,263000.00
2008-08-01,260000.00
2008-09-01,255000.00
2008-10-01,267000.00
2008-11-01,239000.00
2008-12-01,241000.00
2009-01-01,289000.00
2009-02-01,232000.00
2009-03-01,217000.00
2009-04-01,223000.00
2009-05-01,232000.00
2009-06-01,231000.00
2009-07-01,201000.00
2009-08-01,254000.00
2009-09-01,213000.00
2009-10-01,275000.00
2009-11-01,240000.00
2009-12-01,216000.00
2010-01-01,236000.00
2010-02-01,227000.00
2010-03-01,245000.00
2010-04-01,223000.00
2010-05-01,238000.00
2010-06-01,228000.00
2010-07-01,230000.00
2010-08-01,212000.00
2010-09-01,211000.00
2010-10-01,267000.00
2010-11-01,269000.00
2010-12-01,246000.00
2011-01-01,238000.00
2011-02-01,191000.00
2011-03-01,219000.00
2011-04-01,248000.00
2011-05-01,218000.00
2011-06-01,269000.00
2011-07-01,199000.00
2011-08-01,215000.00
2011-09-01,248000.00
2011-10-01,237000.00
2011-11-01,241000.00
2011-12-01,270000.00
2012-01-01,259000.00
2012-02-01,261000.00
2012-03-01,252000.00
2012-04-01,255000.00
2012-05-01,253000.00
2012-06-01,265000.00
2012-07-01,270000.00
2012-08-01,264000.00
2012-09-01,243000.00
2012-10-01,231000.00
2012-11-01,256000.00
2012-12-01,256000.00
2013-01-01,243000.00
2013-02-01,256000.00
2013-03-01,245000.00
2013-04-01,248000.00
2013-05-01,265000.00
2013-06-01,241000.00
2013-07-01,243000.00
2013-08-01,264000.00
2013-09-01,263000.00
2013-10-01,249000.00
2013-11-01,262000.00
2013-12-01,243000.00
2014-01-01,259000.00
2014-02-01,262000.00
2014-03-01,279000.00
2014-04-01,267000.00
2014-05-01,271000.00
2014-06-01,284000.00
2014-07-01,248000.00
2014-08-01,247000.00
2014-09-01,305000.00
2014-10-01,280000.00
2014-11-01,271000.00
2014-12-01,288000.00
2015-01-01,289000.00
2015-02-01,292000.00
2015-03-01,285000.00
2015-04-01,303000.00
2015-05-01,296000.00
2015-06-01,295000.00
2015-07-01,310000.00
2015-08-01,318000.00
2015-09-01,282000.00
2015-10-01,322000.00
2015-11-01,315000.00
2015-12-01,322000.00
2016-01-01,317000.00
2016-02-01,303000.00
2016-03-01,332000.00
2016-04-01,318000.00
2016-05-01,323000.00
2016-06-01,312000.00
2016-07-01,361000.00
2016-08-01,326000.00
2016-09-01,338000.00
2016-10-01,287000.00
2016-11-01,302000.00
2016-12-01,276000.00
2017-01-01,306000.00
2017-02-01,309000.00
2017-03-01,295000.00
2017-04-01,297000.00
2017-05-01,303000.00
2017-06-01,303000.00
2017-07-01,302000.00
2017-08-01,309000.00
2017-09-01,312000.00
2017-10-01,292000.00
2017-11-01,324000.00
2017-12-01,322000.00
2018-01-01,301000.00
2018-02-01,296000.00
2018-03-01,297000.00
2018-04-01,310000.00
