Date,IZ32562
2016-12-01,100.00
2017-01-01,100.30
2017-02-01,100.30
2017-03-01,100.10
2017-04-01,99.00
2017-05-01,99.20
2017-06-01,99.20
2017-07-01,100.40
2017-08-01,101.20
2017-09-01,101.80
2017-10-01,101.90
2017-11-01,101.80
2017-12-01,101.50
2018-01-01,102.10
2018-02-01,102.80
2018-03-01,103.20
2018-04-01,103.10
2018-05-01,103.00
