Date,U33SVS
1992-01-01,13013000000.00
1992-02-01,14559000000.00
1992-03-01,17194000000.00
1992-04-01,16040000000.00
1992-05-01,15505000000.00
1992-06-01,17446000000.00
1992-07-01,14012000000.00
1992-08-01,14464000000.00
1992-09-01,16353000000.00
1992-10-01,15913000000.00
1992-11-01,15062000000.00
1992-12-01,17028000000.00
1993-01-01,14102000000.00
1993-02-01,15769000000.00
1993-03-01,18481000000.00
1993-04-01,16883000000.00
1993-05-01,17004000000.00
1993-06-01,18343000000.00
1993-07-01,14735000000.00
1993-08-01,15387000000.00
1993-09-01,17722000000.00
1993-10-01,17075000000.00
1993-11-01,16851000000.00
1993-12-01,18724000000.00
1994-01-01,14873000000.00
1994-02-01,17951000000.00
1994-03-01,20044000000.00
1994-04-01,18465000000.00
1994-05-01,19123000000.00
1994-06-01,20590000000.00
1994-07-01,16466000000.00
1994-08-01,18239000000.00
1994-09-01,20065000000.00
1994-10-01,19507000000.00
1994-11-01,18821000000.00
1994-12-01,20776000000.00
1995-01-01,17170000000.00
1995-02-01,20525000000.00
1995-03-01,22548000000.00
1995-04-01,20614000000.00
1995-05-01,20730000000.00
1995-06-01,22438000000.00
1995-07-01,17623000000.00
1995-08-01,19648000000.00
1995-09-01,21705000000.00
1995-10-01,21001000000.00
1995-11-01,20225000000.00
1995-12-01,22050000000.00
1996-01-01,18403000000.00
1996-02-01,21577000000.00
1996-03-01,24136000000.00
1996-04-01,21361000000.00
1996-05-01,22116000000.00
1996-06-01,24122000000.00
1996-07-01,18626000000.00
1996-08-01,20029000000.00
1996-09-01,22617000000.00
1996-10-01,21385000000.00
1996-11-01,20661000000.00
1996-12-01,22426000000.00
1997-01-01,18199000000.00
1997-02-01,21851000000.00
1997-03-01,24900000000.00
1997-04-01,23006000000.00
1997-05-01,22391000000.00
1997-06-01,25129000000.00
1997-07-01,20306000000.00
1997-08-01,21066000000.00
1997-09-01,24653000000.00
1997-10-01,23244000000.00
1997-11-01,21950000000.00
1997-12-01,23992000000.00
1998-01-01,20246000000.00
1998-02-01,23696000000.00
1998-03-01,27211000000.00
1998-04-01,24281000000.00
1998-05-01,23934000000.00
1998-06-01,26766000000.00
1998-07-01,21145000000.00
1998-08-01,21363000000.00
1998-09-01,24349000000.00
1998-10-01,22947000000.00
1998-11-01,21701000000.00
1998-12-01,23012000000.00
1999-01-01,19200000000.00
1999-02-01,22350000000.00
1999-03-01,25499000000.00
1999-04-01,23145000000.00
1999-05-01,23185000000.00
1999-06-01,25789000000.00
1999-07-01,20600000000.00
1999-08-01,21900000000.00
1999-09-01,25061000000.00
1999-10-01,23305000000.00
1999-11-01,22375000000.00
1999-12-01,24495000000.00
2000-01-01,21184000000.00
2000-02-01,23123000000.00
2000-03-01,27757000000.00
2000-04-01,25113000000.00
2000-05-01,24804000000.00
2000-06-01,27186000000.00
2000-07-01,22364000000.00
2000-08-01,23464000000.00
2000-09-01,25956000000.00
2000-10-01,23826000000.00
2000-11-01,22614000000.00
2000-12-01,24157000000.00
2001-01-01,21382000000.00
2001-02-01,23084000000.00
2001-03-01,26319000000.00
2001-04-01,22871000000.00
2001-05-01,23517000000.00
2001-06-01,24507000000.00
2001-07-01,20105000000.00
2001-08-01,21877000000.00
2001-09-01,21646000000.00
2001-10-01,21424000000.00
2001-11-01,19459000000.00
2001-12-01,20363000000.00
2002-01-01,17904000000.00
2002-02-01,20018000000.00
2002-03-01,23004000000.00
2002-04-01,21627000000.00
2002-05-01,22642000000.00
2002-06-01,23488000000.00
2002-07-01,19870000000.00
2002-08-01,21065000000.00
2002-09-01,22751000000.00
2002-10-01,21435000000.00
2002-11-01,20260000000.00
2002-12-01,21257000000.00
2003-01-01,18776000000.00
2003-02-01,19973000000.00
2003-03-01,24212000000.00
2003-04-01,21978000000.00
2003-05-01,22639000000.00
2003-06-01,23979000000.00
2003-07-01,20101000000.00
2003-08-01,20535000000.00
2003-09-01,22552000000.00
2003-10-01,21251000000.00
2003-11-01,19605000000.00
2003-12-01,21828000000.00
2004-01-01,18823000000.00
2004-02-01,19853000000.00
2004-03-01,25598000000.00
2004-04-01,23335000000.00
2004-05-01,22129000000.00
2004-06-01,24970000000.00
2004-07-01,21730000000.00
2004-08-01,21909000000.00
2004-09-01,24278000000.00
2004-10-01,23344000000.00
2004-11-01,21380000000.00
2004-12-01,24774000000.00
2005-01-01,22071000000.00
2005-02-01,23033000000.00
2005-03-01,27137000000.00
2005-04-01,25886000000.00
2005-05-01,25428000000.00
2005-06-01,27371000000.00
2005-07-01,23376000000.00
2005-08-01,25068000000.00
2005-09-01,26467000000.00
2005-10-01,25678000000.00
2005-11-01,24208000000.00
2005-12-01,26927000000.00
2006-01-01,23739000000.00
2006-02-01,24489000000.00
2006-03-01,30203000000.00
2006-04-01,27246000000.00
2006-05-01,27853000000.00
2006-06-01,30046000000.00
2006-07-01,25531000000.00
2006-08-01,27364000000.00
2006-09-01,28025000000.00
2006-10-01,28115000000.00
2006-11-01,25736000000.00
2006-12-01,28235000000.00
2007-01-01,24272000000.00
2007-02-01,25962000000.00
2007-03-01,31857000000.00
2007-04-01,30685000000.00
2007-05-01,30626000000.00
2007-06-01,31988000000.00
2007-07-01,28434000000.00
2007-08-01,29551000000.00
2007-09-01,30195000000.00
2007-10-01,29840000000.00
2007-11-01,27246000000.00
2007-12-01,29844000000.00
2008-01-01,26918000000.00
2008-02-01,29040000000.00
2008-03-01,32492000000.00
2008-04-01,30959000000.00
2008-05-01,30109000000.00
2008-06-01,32044000000.00
2008-07-01,28662000000.00
2008-08-01,28317000000.00
2008-09-01,31347000000.00
2008-10-01,29497000000.00
2008-11-01,26084000000.00
2008-12-01,29143000000.00
2009-01-01,23193000000.00
2009-02-01,23632000000.00
