Date,S4236SM144NCEN
1992-01-01,8932000000.00
1992-02-01,8779000000.00
1992-03-01,9475000000.00
1992-04-01,9020000000.00
1992-05-01,8558000000.00
1992-06-01,9556000000.00
1992-07-01,9616000000.00
1992-08-01,9553000000.00
1992-09-01,10091000000.00
1992-10-01,10319000000.00
1992-11-01,9878000000.00
1992-12-01,9792000000.00
1993-01-01,9120000000.00
1993-02-01,9402000000.00
1993-03-01,10758000000.00
1993-04-01,10435000000.00
1993-05-01,10228000000.00
1993-06-01,11284000000.00
1993-07-01,11317000000.00
1993-08-01,12137000000.00
1993-09-01,12886000000.00
1993-10-01,12863000000.00
1993-11-01,12388000000.00
1993-12-01,11831000000.00
1994-01-01,10783000000.00
1994-02-01,10956000000.00
1994-03-01,13310000000.00
1994-04-01,12053000000.00
1994-05-01,12976000000.00
1994-06-01,13571000000.00
1994-07-01,12573000000.00
1994-08-01,14489000000.00
1994-09-01,14878000000.00
1994-10-01,15156000000.00
1994-11-01,14492000000.00
1994-12-01,13884000000.00
1995-01-01,13753000000.00
1995-02-01,13783000000.00
1995-03-01,15726000000.00
1995-04-01,14003000000.00
1995-05-01,15344000000.00
1995-06-01,15852000000.00
1995-07-01,14823000000.00
1995-08-01,16814000000.00
1995-09-01,17176000000.00
1995-10-01,17595000000.00
1995-11-01,16481000000.00
1995-12-01,15261000000.00
1996-01-01,15103000000.00
1996-02-01,14973000000.00
1996-03-01,16274000000.00
1996-04-01,15159000000.00
1996-05-01,15182000000.00
1996-06-01,15197000000.00
1996-07-01,15634000000.00
1996-08-01,15956000000.00
1996-09-01,16567000000.00
1996-10-01,17545000000.00
1996-11-01,15364000000.00
1996-12-01,14200000000.00
1997-01-01,14673000000.00
1997-02-01,14500000000.00
1997-03-01,16319000000.00
1997-04-01,15568000000.00
1997-05-01,15876000000.00
1997-06-01,16433000000.00
1997-07-01,16989000000.00
1997-08-01,16976000000.00
1997-09-01,18144000000.00
1997-10-01,18123000000.00
1997-11-01,15610000000.00
1997-12-01,16404000000.00
1998-01-01,14937000000.00
1998-02-01,15053000000.00
1998-03-01,17546000000.00
1998-04-01,16186000000.00
1998-05-01,16086000000.00
1998-06-01,17393000000.00
1998-07-01,17077000000.00
1998-08-01,16834000000.00
1998-09-01,18119000000.00
1998-10-01,18642000000.00
1998-11-01,16547000000.00
1998-12-01,16725000000.00
1999-01-01,15118000000.00
1999-02-01,15989000000.00
1999-03-01,19138000000.00
1999-04-01,17358000000.00
1999-05-01,17175000000.00
1999-06-01,19151000000.00
1999-07-01,18562000000.00
1999-08-01,19568000000.00
1999-09-01,20546000000.00
1999-10-01,20598000000.00
1999-11-01,20316000000.00
1999-12-01,20606000000.00
2000-01-01,18834000000.00
2000-02-01,19856000000.00
2000-03-01,22415000000.00
2000-04-01,19588000000.00
2000-05-01,21618000000.00
2000-06-01,23098000000.00
2000-07-01,21231000000.00
2000-08-01,23682000000.00
2000-09-01,23367000000.00
2000-10-01,23639000000.00
2000-11-01,21974000000.00
2000-12-01,20739000000.00
2001-01-01,20413000000.00
2001-02-01,19043000000.00
2001-03-01,21780000000.00
2001-04-01,18796000000.00
2001-05-01,19322000000.00
2001-06-01,18554000000.00
2001-07-01,18490000000.00
2001-08-01,19518000000.00
2001-09-01,18577000000.00
2001-10-01,20487000000.00
2001-11-01,19599000000.00
2001-12-01,17285000000.00
2002-01-01,17601000000.00
2002-02-01,17048000000.00
2002-03-01,18875000000.00
2002-04-01,18608000000.00
2002-05-01,19199000000.00
2002-06-01,18411000000.00
2002-07-01,18969000000.00
2002-08-01,18983000000.00
2002-09-01,18970000000.00
2002-10-01,20108000000.00
2002-11-01,18515000000.00
2002-12-01,17670000000.00
2003-01-01,17379000000.00
2003-02-01,16881000000.00
2003-03-01,19251000000.00
2003-04-01,18678000000.00
2003-05-01,18294000000.00
2003-06-01,19668000000.00
2003-07-01,19869000000.00
2003-08-01,19279000000.00
2003-09-01,21023000000.00
2003-10-01,22549000000.00
2003-11-01,19829000000.00
2003-12-01,19860000000.00
2004-01-01,18747000000.00
2004-02-01,19189000000.00
2004-03-01,22634000000.00
2004-04-01,21693000000.00
2004-05-01,21915000000.00
2004-06-01,23556000000.00
2004-07-01,21983000000.00
2004-08-01,23169000000.00
2004-09-01,23266000000.00
2004-10-01,23173000000.00
2004-11-01,23141000000.00
2004-12-01,22550000000.00
2005-01-01,21003000000.00
2005-02-01,20327000000.00
2005-03-01,24693000000.00
2005-04-01,23146000000.00
2005-05-01,23227000000.00
2005-06-01,24660000000.00
2005-07-01,22823000000.00
2005-08-01,25414000000.00
2005-09-01,25169000000.00
2005-10-01,25595000000.00
2005-11-01,24947000000.00
2005-12-01,23399000000.00
2006-01-01,22898000000.00
2006-02-01,22541000000.00
2006-03-01,26697000000.00
2006-04-01,23267000000.00
2006-05-01,26416000000.00
2006-06-01,27115000000.00
2006-07-01,25585000000.00
2006-08-01,29424000000.00
2006-09-01,29033000000.00
2006-10-01,29884000000.00
2006-11-01,29371000000.00
2006-12-01,27344000000.00
2007-01-01,27859000000.00
2007-02-01,25646000000.00
2007-03-01,29536000000.00
2007-04-01,26808000000.00
2007-05-01,28348000000.00
2007-06-01,29252000000.00
2007-07-01,28194000000.00
2007-08-01,30708000000.00
2007-09-01,29835000000.00
2007-10-01,32939000000.00
2007-11-01,32081000000.00
2007-12-01,27754000000.00
2008-01-01,28986000000.00
2008-02-01,27278000000.00
2008-03-01,29902000000.00
2008-04-01,30818000000.00
2008-05-01,31395000000.00
2008-06-01,32368000000.00
2008-07-01,32987000000.00
2008-08-01,31795000000.00
2008-09-01,33100000000.00
2008-10-01,33244000000.00
2008-11-01,27856000000.00
2008-12-01,28620000000.00
2009-01-01,25787000000.00
2009-02-01,25626000000.00
2009-03-01,26726000000.00
2009-04-01,27308000000.00
2009-05-01,26785000000.00
2009-06-01,27824000000.00
2009-07-01,28120000000.00
2009-08-01,28714000000.00
2009-09-01,29598000000.00
2009-10-01,31543000000.00
2009-11-01,31440000000.00
2009-12-01,29644000000.00
2010-01-01,26621000000.00
2010-02-01,27702000000.00
2010-03-01,32631000000.00
2010-04-01,31558000000.00
2010-05-01,31147000000.00
2010-06-01,34430000000.00
2010-07-01,33313000000.00
2010-08-01,35179000000.00
2010-09-01,34951000000.00
2010-10-01,34832000000.00
2010-11-01,35889000000.00
2010-12-01,32900000000.00
2011-01-01,30486000000.00
2011-02-01,29700000000.00
2011-03-01,36796000000.00
2011-04-01,33711000000.00
2011-05-01,35623000000.00
2011-06-01,37444000000.00
2011-07-01,33573000000.00
2011-08-01,38178000000.00
2011-09-01,38474000000.00
2011-10-01,38348000000.00
2011-11-01,39317000000.00
2011-12-01,36457000000.00
2012-01-01,35052000000.00
2012-02-01,35239000000.00
2012-03-01,38960000000.00
2012-04-01,36629000000.00
2012-05-01,39616000000.00
2012-06-01,39288000000.00
2012-07-01,38408000000.00
2012-08-01,41462000000.00
