Date,CAPUTLG333S
1967-01-01,94.22
1967-02-01,93.08
1967-03-01,92.54
1967-04-01,91.90
1967-05-01,92.60
1967-06-01,91.92
1967-07-01,88.45
1967-08-01,89.45
1967-09-01,88.55
1967-10-01,86.09
1967-11-01,88.55
1967-12-01,87.21
1968-01-01,87.11
1968-02-01,86.09
1968-03-01,86.00
1968-04-01,85.34
1968-05-01,85.37
1968-06-01,84.02
1968-07-01,82.36
1968-08-01,83.84
1968-09-01,83.71
1968-10-01,84.10
1968-11-01,86.02
1968-12-01,86.66
1969-01-01,87.47
1969-02-01,87.50
1969-03-01,87.13
1969-04-01,88.11
1969-05-01,87.30
1969-06-01,87.89
1969-07-01,87.38
1969-08-01,86.89
1969-09-01,86.11
1969-10-01,86.24
1969-11-01,84.37
1969-12-01,83.72
1970-01-01,82.34
1970-02-01,82.61
1970-03-01,82.81
1970-04-01,81.63
1970-05-01,81.00
1970-06-01,80.64
1970-07-01,80.72
1970-08-01,79.80
1970-09-01,78.67
1970-10-01,76.04
1970-11-01,75.64
1970-12-01,74.52
1971-01-01,73.44
1971-02-01,73.77
1971-03-01,73.59
1971-04-01,72.52
1971-05-01,72.71
1971-06-01,72.14
1971-07-01,72.72
1971-08-01,72.91
1971-09-01,74.60
1971-10-01,75.14
1971-11-01,75.75
1971-12-01,76.17
1972-01-01,78.32
1972-02-01,79.52
1972-03-01,79.36
1972-04-01,81.03
1972-05-01,82.36
1972-06-01,83.32
1972-07-01,83.52
1972-08-01,84.37
1972-09-01,84.64
1972-10-01,86.07
1972-11-01,86.98
1972-12-01,87.98
1973-01-01,88.75
1973-02-01,90.22
1973-03-01,91.01
1973-04-01,91.46
1973-05-01,92.42
1973-06-01,92.21
1973-07-01,93.08
1973-08-01,93.28
1973-09-01,93.90
1973-10-01,94.13
1973-11-01,94.12
1973-12-01,94.74
1974-01-01,94.81
1974-02-01,93.85
1974-03-01,94.38
1974-04-01,91.62
1974-05-01,93.12
1974-06-01,93.09
1974-07-01,91.15
1974-08-01,90.97
1974-09-01,91.67
1974-10-01,91.53
1974-11-01,89.85
1974-12-01,87.04
1975-01-01,85.23
1975-02-01,82.54
1975-03-01,80.14
1975-04-01,78.92
1975-05-01,76.19
1975-06-01,74.57
1975-07-01,75.07
1975-08-01,75.05
1975-09-01,75.46
1975-10-01,76.05
1975-11-01,76.34
1975-12-01,76.36
1976-01-01,77.69
1976-02-01,77.82
1976-03-01,77.98
1976-04-01,78.79
1976-05-01,79.31
1976-06-01,79.15
1976-07-01,80.41
1976-08-01,81.41
1976-09-01,81.47
1976-10-01,80.74
1976-11-01,81.87
1976-12-01,81.77
1977-01-01,81.31
1977-02-01,82.91
1977-03-01,83.42
1977-04-01,83.88
1977-05-01,84.45
1977-06-01,84.65
1977-07-01,85.69
1977-08-01,87.16
1977-09-01,87.39
