Date,U14STI
1992-01-01,3316000000.00
1992-02-01,3394000000.00
1992-03-01,3304000000.00
1992-04-01,3326000000.00
1992-05-01,3564000000.00
1992-06-01,3580000000.00
1992-07-01,3553000000.00
1992-08-01,3495000000.00
1992-09-01,3520000000.00
1992-10-01,3364000000.00
1992-11-01,3365000000.00
1992-12-01,3340000000.00
1993-01-01,3583000000.00
1993-02-01,3647000000.00
1993-03-01,3494000000.00
1993-04-01,3509000000.00
1993-05-01,3539000000.00
1993-06-01,3535000000.00
1993-07-01,3553000000.00
1993-08-01,3562000000.00
1993-09-01,3515000000.00
1993-10-01,3533000000.00
1993-11-01,3475000000.00
1993-12-01,3462000000.00
1994-01-01,3654000000.00
1994-02-01,3766000000.00
1994-03-01,3786000000.00
1994-04-01,3855000000.00
1994-05-01,3891000000.00
1994-06-01,3836000000.00
1994-07-01,3875000000.00
1994-08-01,3888000000.00
1994-09-01,3840000000.00
1994-10-01,3894000000.00
1994-11-01,3870000000.00
1994-12-01,3740000000.00
1995-01-01,3970000000.00
1995-02-01,4022000000.00
1995-03-01,4056000000.00
1995-04-01,4128000000.00
1995-05-01,4159000000.00
1995-06-01,4096000000.00
1995-07-01,4115000000.00
1995-08-01,4093000000.00
1995-09-01,4034000000.00
1995-10-01,4038000000.00
1995-11-01,4031000000.00
1995-12-01,3914000000.00
1996-01-01,4109000000.00
1996-02-01,4144000000.00
1996-03-01,4090000000.00
1996-04-01,4116000000.00
1996-05-01,4120000000.00
1996-06-01,4049000000.00
1996-07-01,4064000000.00
1996-08-01,4074000000.00
1996-09-01,4005000000.00
1996-10-01,4008000000.00
1996-11-01,3970000000.00
1996-12-01,3898000000.00
1997-01-01,4079000000.00
1997-02-01,4182000000.00
1997-03-01,4224000000.00
1997-04-01,4339000000.00
1997-05-01,4421000000.00
1997-06-01,4427000000.00
1997-07-01,4447000000.00
1997-08-01,4467000000.00
1997-09-01,4454000000.00
1997-10-01,4428000000.00
1997-11-01,4412000000.00
1997-12-01,4331000000.00
1998-01-01,4517000000.00
1998-02-01,4582000000.00
1998-03-01,4548000000.00
1998-04-01,4595000000.00
1998-05-01,4605000000.00
1998-06-01,4494000000.00
1998-07-01,4433000000.00
1998-08-01,4412000000.00
1998-09-01,4327000000.00
1998-10-01,4228000000.00
1998-11-01,4136000000.00
1998-12-01,4024000000.00
1999-01-01,4090000000.00
1999-02-01,4163000000.00
1999-03-01,4254000000.00
1999-04-01,4364000000.00
1999-05-01,4416000000.00
1999-06-01,4427000000.00
1999-07-01,4390000000.00
1999-08-01,4380000000.00
1999-09-01,4346000000.00
1999-10-01,4370000000.00
1999-11-01,4295000000.00
1999-12-01,4219000000.00
2000-01-01,4417000000.00
2000-02-01,4474000000.00
2000-03-01,4540000000.00
2000-04-01,4676000000.00
2000-05-01,4815000000.00
2000-06-01,4839000000.00
2000-07-01,4845000000.00
2000-08-01,4832000000.00
2000-09-01,4858000000.00
2000-10-01,4808000000.00
2000-11-01,4790000000.00
2000-12-01,4698000000.00
2001-01-01,4884000000.00
2001-02-01,4858000000.00
2001-03-01,4794000000.00
2001-04-01,4856000000.00
2001-05-01,4877000000.00
2001-06-01,4880000000.00
2001-07-01,4742000000.00
2001-08-01,4678000000.00
2001-09-01,4628000000.00
2001-10-01,4565000000.00
2001-11-01,4457000000.00
2001-12-01,4354000000.00
2002-01-01,4394000000.00
2002-02-01,4280000000.00
2002-03-01,4147000000.00
2002-04-01,4211000000.00
2002-05-01,4202000000.00
2002-06-01,4103000000.00
2002-07-01,4030000000.00
2002-08-01,3941000000.00
