Date,U26STI
1992-01-01,12297000000.00
1992-02-01,12328000000.00
1992-03-01,12275000000.00
1992-04-01,12270000000.00
1992-05-01,12236000000.00
1992-06-01,12179000000.00
1992-07-01,12195000000.00
1992-08-01,12251000000.00
1992-09-01,12331000000.00
1992-10-01,12313000000.00
1992-11-01,12462000000.00
1992-12-01,12517000000.00
1993-01-01,12575000000.00
1993-02-01,12718000000.00
1993-03-01,12780000000.00
1993-04-01,12734000000.00
1993-05-01,12691000000.00
1993-06-01,12626000000.00
1993-07-01,12604000000.00
1993-08-01,12563000000.00
1993-09-01,12527000000.00
1993-10-01,12466000000.00
1993-11-01,12534000000.00
1993-12-01,12699000000.00
1994-01-01,12973000000.00
1994-02-01,13212000000.00
1994-03-01,13223000000.00
1994-04-01,13187000000.00
1994-05-01,13139000000.00
1994-06-01,13110000000.00
1994-07-01,13366000000.00
1994-08-01,13353000000.00
1994-09-01,13249000000.00
1994-10-01,13593000000.00
1994-11-01,13747000000.00
1994-12-01,14129000000.00
1995-01-01,14661000000.00
1995-02-01,15291000000.00
1995-03-01,15501000000.00
1995-04-01,15720000000.00
1995-05-01,15730000000.00
1995-06-01,15670000000.00
1995-07-01,15678000000.00
1995-08-01,15431000000.00
1995-09-01,15215000000.00
1995-10-01,15183000000.00
1995-11-01,15195000000.00
1995-12-01,15121000000.00
1996-01-01,15403000000.00
1996-02-01,15629000000.00
1996-03-01,15612000000.00
1996-04-01,15485000000.00
1996-05-01,15299000000.00
1996-06-01,15308000000.00
1996-07-01,15258000000.00
1996-08-01,15120000000.00
1996-09-01,15086000000.00
1996-10-01,15260000000.00
1996-11-01,15355000000.00
1996-12-01,15603000000.00
1997-01-01,16016000000.00
1997-02-01,16273000000.00
1997-03-01,16266000000.00
1997-04-01,16276000000.00
1997-05-01,16255000000.00
1997-06-01,16250000000.00
1997-07-01,16123000000.00
1997-08-01,15932000000.00
1997-09-01,15762000000.00
1997-10-01,15864000000.00
1997-11-01,15922000000.00
1997-12-01,15979000000.00
1998-01-01,16338000000.00
1998-02-01,16544000000.00
1998-03-01,16469000000.00
1998-04-01,16352000000.00
1998-05-01,16340000000.00
1998-06-01,16298000000.00
1998-07-01,16180000000.00
1998-08-01,16039000000.00
1998-09-01,15781000000.00
1998-10-01,15763000000.00
1998-11-01,15958000000.00
1998-12-01,16000000000.00
1999-01-01,16416000000.00
1999-02-01,16523000000.00
1999-03-01,16476000000.00
1999-04-01,16506000000.00
1999-05-01,16527000000.00
1999-06-01,16364000000.00
1999-07-01,16434000000.00
1999-08-01,16434000000.00
1999-09-01,16497000000.00
