Date,IPB54100N
1947-01-01,24.84
1947-02-01,26.17
1947-03-01,26.95
1947-04-01,27.35
1947-05-01,27.99
1947-06-01,28.18
1947-07-01,26.46
1947-08-01,28.72
1947-09-01,28.72
1947-10-01,29.07
1947-11-01,28.87
1947-12-01,27.99
1948-01-01,28.18
1948-02-01,28.28
1948-03-01,29.07
1948-04-01,29.22
1948-05-01,29.71
1948-06-01,29.51
1948-07-01,29.31
1948-08-01,31.13
1948-09-01,30.49
1948-10-01,31.53
1948-11-01,29.66
1948-12-01,28.53
1949-01-01,26.66
1949-02-01,26.41
1949-03-01,26.76
1949-04-01,26.95
1949-05-01,26.76
1949-06-01,27.00
1949-07-01,25.58
1949-08-01,27.49
1949-09-01,28.28
1949-10-01,27.59
1949-11-01,27.59
1949-12-01,27.84
1950-01-01,26.46
1950-02-01,27.99
1950-03-01,29.41
1950-04-01,31.82
1950-05-01,32.26
1950-06-01,33.84
1950-07-01,32.90
1950-08-01,35.56
1950-09-01,35.76
1950-10-01,36.20
1950-11-01,35.02
1950-12-01,33.89
1951-01-01,33.15
1951-02-01,33.49
1951-03-01,34.58
1951-04-01,35.41
1951-05-01,35.12
1951-06-01,35.46
1951-07-01,32.51
1951-08-01,34.33
1951-09-01,34.48
1951-10-01,34.28
1951-11-01,32.76
1951-12-01,31.63
1952-01-01,31.38
1952-02-01,32.56
1952-03-01,33.10
1952-04-01,33.20
1952-05-01,32.85
1952-06-01,33.10
1952-07-01,30.94
1952-08-01,34.97
1952-09-01,35.76
1952-10-01,36.25
1952-11-01,35.61
1952-12-01,34.38
1953-01-01,34.43
1953-02-01,35.81
1953-03-01,36.59
1953-04-01,37.38
1953-05-01,36.99
1953-06-01,37.38
1953-07-01,35.56
1953-08-01,37.28
1953-09-01,36.89
1953-10-01,37.13
1953-11-01,35.36
1953-12-01,33.20
1954-01-01,32.51
1954-02-01,33.49
1954-03-01,34.08
1954-04-01,34.97
1954-05-01,35.95
1954-06-01,36.30
1954-07-01,33.25
1954-08-01,35.95
1954-09-01,38.61
1954-10-01,39.79
1954-11-01,37.33
1954-12-01,35.02
1955-01-01,35.61
1955-02-01,36.99
1955-03-01,39.20
1955-04-01,40.53
1955-05-01,41.36
1955-06-01,43.72
1955-07-01,40.04
1955-08-01,43.63
1955-09-01,44.76
1955-10-01,44.61
1955-11-01,42.00
1955-12-01,39.15
1956-01-01,39.84
1956-02-01,40.67
1956-03-01,41.61
1956-04-01,42.64
1956-05-01,42.84
1956-06-01,44.17
1956-07-01,38.31
1956-08-01,43.82
1956-09-01,45.74
1956-10-01,45.05
1956-11-01,41.71
1956-12-01,39.30
1957-01-01,38.66
1957-02-01,40.72
1957-03-01,41.07
1957-04-01,41.71
1957-05-01,42.40
1957-06-01,44.61
1957-07-01,41.12
1957-08-01,44.17
1957-09-01,44.41
1957-10-01,43.43
1957-11-01,40.08
1957-12-01,36.30
1958-01-01,35.90
1958-02-01,35.46
1958-03-01,36.10
1958-04-01,37.33
1958-05-01,39.45
1958-06-01,42.89
1958-07-01,39.40
1958-08-01,44.36
1958-09-01,44.86
1958-10-01,44.12
1958-11-01,42.79
1958-12-01,38.81
1959-01-01,39.69
1959-02-01,41.56
1959-03-01,43.58
1959-04-01,47.36
1959-05-01,48.99
1959-06-01,51.00
1959-07-01,45.49
1959-08-01,45.79
1959-09-01,45.35
1959-10-01,44.76
1959-11-01,43.13
1959-12-01,42.64
1960-01-01,42.45
1960-02-01,42.84
1960-03-01,42.59
1960-04-01,45.25
1960-05-01,45.94
1960-06-01,47.02
1960-07-01,44.41
1960-08-01,46.28
1960-09-01,45.84
1960-10-01,45.15
1960-11-01,41.51
1960-12-01,37.48
1961-01-01,37.33
1961-02-01,38.02
1961-03-01,39.84
1961-04-01,43.53
1961-05-01,44.95
1961-06-01,47.81
1961-07-01,45.54
1961-08-01,49.18
1961-09-01,49.58
1961-10-01,49.09
1961-11-01,45.05
1961-12-01,41.56
1962-01-01,39.69
1962-02-01,42.89
1962-03-01,44.61
1962-04-01,46.92
1962-05-01,48.30
1962-06-01,50.66
1962-07-01,47.46
1962-08-01,51.45
1962-09-01,52.04
1962-10-01,50.27
1962-11-01,46.58
1962-12-01,42.99
1963-01-01,42.94
1963-02-01,45.35
1963-03-01,47.12
1963-04-01,49.82
1963-05-01,51.69
1963-06-01,52.48
1963-07-01,48.54
1963-08-01,51.15
1963-09-01,51.74
1963-10-01,52.33
1963-11-01,50.36
1963-12-01,46.63
1964-01-01,46.38
1964-02-01,50.02
1964-03-01,51.59
1964-04-01,52.97
1964-05-01,53.95
1964-06-01,54.59
1964-07-01,51.64
1964-08-01,53.81
1964-09-01,54.40
1964-10-01,54.35
1964-11-01,52.92
1964-12-01,49.13
1965-01-01,48.99
1965-02-01,52.82
1965-03-01,54.74
1965-04-01,55.18
1965-05-01,56.32
1965-06-01,57.50
1965-07-01,54.99
1965-08-01,57.15
1965-09-01,57.79
1965-10-01,58.23
1965-11-01,56.41
1965-12-01,54.25
1966-01-01,53.56
1966-02-01,55.77
1966-03-01,58.38
1966-04-01,59.71
1966-05-01,60.40
1966-06-01,60.89
1966-07-01,57.15
1966-08-01,58.28
1966-09-01,59.41
1966-10-01,58.97
1966-11-01,56.51
1966-12-01,53.17
1967-01-01,54.40
1967-02-01,56.28
1967-03-01,57.74
1967-04-01,58.72
1967-05-01,59.81
1967-06-01,61.42
1967-07-01,58.32
1967-08-01,61.03
1967-09-01,62.28
1967-10-01,61.99
1967-11-01,60.71
1967-12-01,57.91
1968-01-01,56.67
1968-02-01,59.79
1968-03-01,61.31
1968-04-01,62.97
1968-05-01,63.34
1968-06-01,64.72
1968-07-01,61.26
1968-08-01,63.73
1968-09-01,64.04
1968-10-01,64.05
1968-11-01,63.69
1968-12-01,61.93
1969-01-01,60.54
1969-02-01,63.83
1969-03-01,65.49
1969-04-01,66.45
1969-05-01,66.05
1969-06-01,67.85
1969-07-01,63.74
1969-08-01,65.82
1969-09-01,66.78
1969-10-01,67.10
1969-11-01,64.70
1969-12-01,61.38
1970-01-01,57.63
1970-02-01,59.97
1970-03-01,61.81
1970-04-01,64.10
1970-05-01,64.15
1970-06-01,65.36
1970-07-01,62.74
1970-08-01,64.46
1970-09-01,65.36
1970-10-01,64.80
1970-11-01,62.03
1970-12-01,59.69
1971-01-01,57.94
1971-02-01,60.84
1971-03-01,61.91
1971-04-01,64.28
1971-05-01,64.59
1971-06-01,66.83
1971-07-01,64.09
1971-08-01,64.87
1971-09-01,68.46
1971-10-01,69.47
1971-11-01,67.55
1971-12-01,65.25
1972-01-01,64.91
1972-02-01,67.40
1972-03-01,70.16
1972-04-01,72.70
1972-05-01,73.78
1972-06-01,76.54
1972-07-01,74.49
1972-08-01,76.11
1972-09-01,77.31
1972-10-01,78.10
1972-11-01,75.93
1972-12-01,73.34
1973-01-01,71.02
1973-02-01,75.29
1973-03-01,78.09
1973-04-01,79.79
1973-05-01,81.12
1973-06-01,83.63
1973-07-01,80.91
1973-08-01,82.43
1973-09-01,83.11
1973-10-01,82.34
1973-11-01,80.20
1973-12-01,78.37
1974-01-01,74.87
1974-02-01,77.03
1974-03-01,79.72
1974-04-01,79.95
1974-05-01,82.18
1974-06-01,83.98
1974-07-01,79.18
1974-08-01,79.64
1974-09-01,79.60
1974-10-01,77.52
1974-11-01,72.69
1974-12-01,67.60
1975-01-01,63.62
1975-02-01,63.95
1975-03-01,63.46
1975-04-01,65.00
1975-05-01,65.65
1975-06-01,67.21
1975-07-01,65.21
1975-08-01,67.56
1975-09-01,68.60
1975-10-01,68.35
1975-11-01,66.67
1975-12-01,64.82
1976-01-01,63.10
1976-02-01,66.45
1976-03-01,67.64
1976-04-01,69.64
1976-05-01,72.12
1976-06-01,74.63
1976-07-01,73.18
1976-08-01,73.54
1976-09-01,74.05
1976-10-01,73.83
1976-11-01,71.98
1976-12-01,70.38
1977-01-01,66.13
1977-02-01,69.90
1977-03-01,73.62
1977-04-01,77.18
1977-05-01,79.30
1977-06-01,82.24
1977-07-01,78.75
1977-08-01,80.62
1977-09-01,80.78
1977-10-01,80.45
1977-11-01,78.46
1977-12-01,77.20
1978-01-01,72.37
1978-02-01,74.65
1978-03-01,77.82
1978-04-01,82.38
1978-05-01,82.77
1978-06-01,85.94
1978-07-01,82.37
1978-08-01,83.67
1978-09-01,84.69
1978-10-01,84.95
1978-11-01,82.93
1978-12-01,82.11
1979-01-01,76.78
1979-02-01,79.81
1979-03-01,83.24
1979-04-01,82.91
1979-05-01,85.21
1979-06-01,88.04
1979-07-01,84.53
1979-08-01,85.07
1979-09-01,86.26
1979-10-01,85.93
1979-11-01,83.26
1979-12-01,81.52
1980-01-01,77.98
1980-02-01,79.14
1980-03-01,80.66
1980-04-01,78.26
1980-05-01,76.00
1980-06-01,76.65
1980-07-01,72.79
1980-08-01,75.58
1980-09-01,78.33
1980-10-01,78.84
1980-11-01,78.08
1980-12-01,75.99
1981-01-01,73.00
1981-02-01,74.31
1981-03-01,77.12
1981-04-01,78.53
1981-05-01,79.33
1981-06-01,80.22
1981-07-01,77.38
1981-08-01,78.30
1981-09-01,77.82
1981-10-01,75.47
1981-11-01,72.07
1981-12-01,68.95
1982-01-01,64.21
1982-02-01,68.42
1982-03-01,69.03
1982-04-01,69.84
1982-05-01,70.87
1982-06-01,72.50
1982-07-01,69.39
1982-08-01,70.67
1982-09-01,71.77
1982-10-01,70.30
1982-11-01,67.12
1982-12-01,64.10
1983-01-01,64.69
1983-02-01,66.03
1983-03-01,69.12
1983-04-01,71.80
1983-05-01,73.67
1983-06-01,77.70
1983-07-01,75.74
1983-08-01,77.53
1983-09-01,79.54
1983-10-01,79.98
1983-11-01,76.54
1983-12-01,73.57
1984-01-01,72.74
1984-02-01,76.25
1984-03-01,78.42
1984-04-01,80.86
1984-05-01,81.71
1984-06-01,85.18
1984-07-01,81.08
1984-08-01,82.82
1984-09-01,84.41
1984-10-01,83.15
1984-11-01,79.62
1984-12-01,77.16
1985-01-01,74.61
1985-02-01,76.37
1985-03-01,80.99
1985-04-01,82.77
1985-05-01,83.92
1985-06-01,87.26
1985-07-01,83.23
1985-08-01,85.14
1985-09-01,86.14
1985-10-01,85.35
1985-11-01,81.71
1985-12-01,78.41
1986-01-01,78.66
1986-02-01,79.51
1986-03-01,82.12
1986-04-01,86.00
1986-05-01,86.73
1986-06-01,88.46
1986-07-01,85.05
1986-08-01,88.08
1986-09-01,89.04
1986-10-01,88.01
1986-11-01,84.62
1986-12-01,81.69
1987-01-01,81.01
1987-02-01,83.97
1987-03-01,86.60
1987-04-01,89.21
1987-05-01,91.58
1987-06-01,94.57
1987-07-01,91.84
1987-08-01,94.08
1987-09-01,94.30
1987-10-01,95.62
1987-11-01,92.02
1987-12-01,89.16
1988-01-01,85.59
1988-02-01,87.07
1988-03-01,90.24
1988-04-01,92.98
1988-05-01,94.61
1988-06-01,97.00
1988-07-01,93.85
1988-08-01,94.62
1988-09-01,95.69
1988-10-01,95.28
1988-11-01,92.11
1988-12-01,88.89
1989-01-01,87.98
1989-02-01,86.95
1989-03-01,89.09
1989-04-01,92.72
1989-05-01,93.21
1989-06-01,96.40
1989-07-01,93.48
1989-08-01,95.02
1989-09-01,95.31
1989-10-01,95.06
1989-11-01,91.54
1989-12-01,87.38
1990-01-01,86.44
1990-02-01,87.92
1990-03-01,90.01
1990-04-01,90.93
1990-05-01,93.33
1990-06-01,96.66
1990-07-01,92.99
1990-08-01,94.55
1990-09-01,94.91
1990-10-01,92.54
1990-11-01,89.34
1990-12-01,85.84
1991-01-01,80.21
1991-02-01,80.61
1991-03-01,81.22
1991-04-01,85.15
1991-05-01,86.68
1991-06-01,90.88
1991-07-01,88.21
1991-08-01,90.71
1991-09-01,91.69
1991-10-01,89.43
1991-11-01,87.03
1991-12-01,84.38
1992-01-01,81.80
1992-02-01,83.36
1992-03-01,86.11
1992-04-01,88.84
1992-05-01,92.36
1992-06-01,94.65
1992-07-01,93.14
1992-08-01,94.60
1992-09-01,93.63
1992-10-01,93.74
1992-11-01,90.52
1992-12-01,88.07
1993-01-01,85.26
1993-02-01,87.75
1993-03-01,89.22
1993-04-01,91.84
1993-05-01,95.39
1993-06-01,98.06
1993-07-01,96.48
1993-08-01,97.92
1993-09-01,98.11
1993-10-01,98.36
1993-11-01,95.97
1993-12-01,94.10
1994-01-01,90.66
1994-02-01,91.09
1994-03-01,94.98
1994-04-01,99.37
1994-05-01,102.43
1994-06-01,105.84
1994-07-01,104.39
1994-08-01,105.64
1994-09-01,106.49
1994-10-01,105.90
1994-11-01,102.90
1994-12-01,100.94
1995-01-01,97.49
1995-02-01,97.78
1995-03-01,99.88
1995-04-01,100.82
1995-05-01,103.78
1995-06-01,107.30
1995-07-01,104.66
1995-08-01,106.87
1995-09-01,108.26
1995-10-01,106.98
1995-11-01,103.73
1995-12-01,101.38
1996-01-01,96.27
1996-02-01,98.85
1996-03-01,102.14
1996-04-01,105.16
1996-05-01,109.04
1996-06-01,114.37
1996-07-01,111.34
1996-08-01,113.59
1996-09-01,114.02
1996-10-01,112.76
1996-11-01,110.26
1996-12-01,106.94
1997-01-01,102.21
1997-02-01,105.34
1997-03-01,108.80
1997-04-01,111.68
1997-05-01,114.57
1997-06-01,117.95
1997-07-01,114.72
1997-08-01,117.56
1997-09-01,118.13
1997-10-01,117.36
1997-11-01,115.29
1997-12-01,113.68
1998-01-01,110.15
1998-02-01,111.92
1998-03-01,113.92
1998-04-01,116.50
1998-05-01,121.49
1998-06-01,124.57
1998-07-01,122.59
1998-08-01,123.99
1998-09-01,121.76
1998-10-01,122.96
1998-11-01,120.55
1998-12-01,118.80
1999-01-01,113.81
1999-02-01,115.08
1999-03-01,116.90
1999-04-01,120.61
1999-05-01,123.59
1999-06-01,127.38
1999-07-01,125.40
1999-08-01,126.19
1999-09-01,125.23
1999-10-01,125.76
1999-11-01,123.76
1999-12-01,121.34
2000-01-01,117.91
2000-02-01,119.16
2000-03-01,122.64
2000-04-01,126.36
2000-05-01,127.47
2000-06-01,131.23
2000-07-01,128.36
2000-08-01,128.43
2000-09-01,127.90
2000-10-01,125.94
2000-11-01,122.71
2000-12-01,118.11
2001-01-01,114.24
2001-02-01,114.26
2001-03-01,117.63
2001-04-01,118.65
2001-05-01,123.05
2001-06-01,126.35
2001-07-01,122.99
2001-08-01,122.32
2001-09-01,121.85
2001-10-01,118.42
2001-11-01,115.12
2001-12-01,112.77
2002-01-01,108.32
2002-02-01,109.97
2002-03-01,115.05
2002-04-01,118.38
2002-05-01,121.86
2002-06-01,127.45
2002-07-01,122.36
2002-08-01,123.90
2002-09-01,124.46
2002-10-01,121.87
2002-11-01,118.62
2002-12-01,114.39
2003-01-01,110.50
2003-02-01,110.74
