Date,JTS3000QUL
2000-12-01,307000.00
2001-01-01,279000.00
2001-02-01,240000.00
2001-03-01,247000.00
2001-04-01,225000.00
2001-05-01,216000.00
2001-06-01,206000.00
2001-07-01,181000.00
2001-08-01,195000.00
2001-09-01,174000.00
2001-10-01,187000.00
2001-11-01,181000.00
2001-12-01,155000.00
2002-01-01,167000.00
2002-02-01,190000.00
2002-03-01,183000.00
2002-04-01,194000.00
2002-05-01,201000.00
2002-06-01,198000.00
2002-07-01,202000.00
2002-08-01,198000.00
2002-09-01,190000.00
2002-10-01,168000.00
2002-11-01,171000.00
2002-12-01,147000.00
2003-01-01,171000.00
2003-02-01,163000.00
2003-03-01,153000.00
2003-04-01,162000.00
2003-05-01,170000.00
2003-06-01,157000.00
2003-07-01,165000.00
2003-08-01,164000.00
2003-09-01,166000.00
2003-10-01,177000.00
2003-11-01,179000.00
2003-12-01,193000.00
2004-01-01,189000.00
2004-02-01,184000.00
2004-03-01,196000.00
2004-04-01,206000.00
2004-05-01,181000.00
2004-06-01,197000.00
2004-07-01,195000.00
2004-08-01,170000.00
2004-09-01,206000.00
2004-10-01,185000.00
2004-11-01,214000.00
2004-12-01,198000.00
2005-01-01,188000.00
2005-02-01,183000.00
2005-03-01,203000.00
2005-04-01,189000.00
2005-05-01,183000.00
2005-06-01,206000.00
2005-07-01,202000.00
2005-08-01,197000.00
2005-09-01,208000.00
2005-10-01,203000.00
2005-11-01,197000.00
2005-12-01,188000.00
2006-01-01,190000.00
2006-02-01,206000.00
2006-03-01,195000.00
2006-04-01,179000.00
2006-05-01,236000.00
2006-06-01,186000.00
2006-07-01,216000.00
2006-08-01,204000.00
2006-09-01,171000.00
2006-10-01,201000.00
2006-11-01,238000.00
2006-12-01,247000.00
2007-01-01,235000.00
2007-02-01,213000.00
2007-03-01,227000.00
2007-04-01,205000.00
2007-05-01,227000.00
2007-06-01,201000.00
2007-07-01,185000.00
2007-08-01,210000.00
2007-09-01,186000.00
2007-10-01,197000.00
2007-11-01,191000.00
2007-12-01,210000.00
2008-01-01,200000.00
2008-02-01,189000.00
2008-03-01,183000.00
2008-04-01,179000.00
2008-05-01,167000.00
2008-06-01,160000.00
2008-07-01,143000.00
2008-08-01,137000.00
2008-09-01,146000.00
2008-10-01,144000.00
2008-11-01,125000.00
2008-12-01,102000.00
2009-01-01,109000.00
2009-02-01,98000.00
2009-03-01,86000.00
2009-04-01,82000.00
2009-05-01,85000.00
2009-06-01,92000.00
2009-07-01,87000.00
2009-08-01,77000.00
2009-09-01,91000.00
2009-10-01,77000.00
2009-11-01,70000.00
2009-12-01,72000.00
2010-01-01,81000.00
2010-02-01,104000.00
2010-03-01,85000.00
2010-04-01,91000.00
2010-05-01,87000.00
2010-06-01,95000.00
2010-07-01,92000.00
2010-08-01,105000.00
2010-09-01,96000.00
2010-10-01,104000.00
2010-11-01,96000.00
2010-12-01,102000.00
2011-01-01,100000.00
2011-02-01,95000.00
2011-03-01,110000.00
2011-04-01,104000.00
2011-05-01,107000.00
2011-06-01,107000.00
2011-07-01,105000.00
2011-08-01,99000.00
2011-09-01,95000.00
2011-10-01,112000.00
2011-11-01,115000.00
2011-12-01,106000.00
2012-01-01,103000.00
2012-02-01,107000.00
2012-03-01,107000.00
2012-04-01,112000.00
2012-05-01,114000.00
2012-06-01,112000.00
2012-07-01,102000.00
2012-08-01,111000.00
2012-09-01,107000.00
2012-10-01,99000.00
2012-11-01,107000.00
2012-12-01,109000.00
2013-01-01,105000.00
2013-02-01,108000.00
2013-03-01,95000.00
2013-04-01,116000.00
2013-05-01,114000.00
2013-06-01,105000.00
2013-07-01,117000.00
2013-08-01,105000.00
2013-09-01,116000.00
2013-10-01,109000.00
2013-11-01,115000.00
2013-12-01,115000.00
2014-01-01,113000.00
2014-02-01,112000.00
2014-03-01,126000.00
2014-04-01,111000.00
2014-05-01,118000.00
2014-06-01,108000.00
2014-07-01,130000.00
2014-08-01,119000.00
2014-09-01,132000.00
2014-10-01,130000.00
2014-11-01,111000.00
2014-12-01,137000.00
2015-01-01,139000.00
2015-02-01,129000.00
2015-03-01,126000.00
2015-04-01,141000.00
2015-05-01,123000.00
2015-06-01,140000.00
2015-07-01,128000.00
2015-08-01,145000.00
2015-09-01,145000.00
2015-10-01,138000.00
2015-11-01,153000.00
2015-12-01,131000.00
2016-01-01,146000.00
2016-02-01,159000.00
2016-03-01,139000.00
2016-04-01,141000.00
2016-05-01,140000.00
2016-06-01,138000.00
2016-07-01,147000.00
2016-08-01,151000.00
2016-09-01,152000.00
2016-10-01,167000.00
2016-11-01,164000.00
2016-12-01,159000.00
2017-01-01,170000.00
2017-02-01,180000.00
2017-03-01,186000.00
2017-04-01,181000.00
2017-05-01,202000.00
2017-06-01,194000.00
2017-07-01,203000.00
2017-08-01,187000.00
2017-09-01,191000.00
2017-10-01,195000.00
2017-11-01,196000.00
2017-12-01,217000.00
2018-01-01,214000.00
2018-02-01,215000.00
2018-03-01,211000.00
2018-04-01,201000.00
