Date,DHHNGSP
2001-04-20,5000000.00
2001-04-23,5090000.00
2001-04-24,5130000.00
2001-04-25,4980000.00
2001-04-26,4920000.00
2001-04-27,4830000.00
2001-04-30,4730000.00
2001-05-01,4550000.00
2001-05-02,4540000.00
2001-05-03,4460000.00
2001-05-04,4500000.00
2001-05-07,4330000.00
2001-05-08,4220000.00
2001-05-09,4150000.00
2001-05-10,4170000.00
2001-05-11,4250000.00
2001-05-14,4280000.00
2001-05-15,4460000.00
2001-05-16,4460000.00
2001-05-17,4200000.00
2001-05-18,4150000.00
2001-05-21,4140000.00
2001-05-22,4040000.00
2001-05-23,4110000.00
2001-05-24,4120000.00
2001-05-25,3830000.00
2001-05-29,3860000.00
2001-05-30,3660000.00
2001-05-31,3730000.00
2001-06-01,3700000.00
2001-06-04,3980000.00
2001-06-05,3930000.00
2001-06-06,3760000.00
2001-06-07,3680000.00
2001-06-08,3620000.00
2001-06-11,3910000.00
2001-06-12,4050000.00
2001-06-13,4130000.00
2001-06-14,3920000.00
2001-06-15,3860000.00
2001-06-18,3910000.00
2001-06-19,3960000.00
2001-06-20,3830000.00
2001-06-21,3690000.00
2001-06-22,3680000.00
2001-06-25,3560000.00
2001-06-26,3460000.00
2001-06-27,3390000.00
2001-06-28,3200000.00
2001-06-29,2910000.00
2001-07-02,2920000.00
2001-07-03,3000000.00
2001-07-05,3090000.00
2001-07-06,2990000.00
2001-07-09,3100000.00
2001-07-10,3200000.00
2001-07-11,3210000.00
2001-07-12,3290000.00
2001-07-13,3150000.00
2001-07-16,3080000.00
2001-07-17,3140000.00
2001-07-18,3150000.00
2001-07-19,3010000.00
2001-07-20,2970000.00
2001-07-23,3020000.00
2001-07-24,3000000.00
2001-07-25,3060000.00
2001-07-26,3260000.00
2001-07-27,3060000.00
2001-07-30,3280000.00
2001-07-31,3310000.00
2001-08-01,3270000.00
2001-08-02,3150000.00
2001-08-03,3060000.00
2001-08-06,3070000.00
2001-08-07,3160000.00
2001-08-08,3110000.00
2001-08-09,3100000.00
2001-08-10,2990000.00
2001-08-13,3000000.00
2001-08-14,3050000.00
2001-08-15,3150000.00
2001-08-16,3460000.00
2001-08-17,3240000.00
2001-08-20,3170000.00
2001-08-21,3180000.00
2001-08-22,3200000.00
2001-08-23,2870000.00
2001-08-24,2770000.00
2001-08-27,2610000.00
2001-08-28,2570000.00
2001-08-29,2460000.00
2001-08-30,2470000.00
2001-08-31,2150000.00
2001-09-04,2230000.00
2001-09-05,2340000.00
2001-09-06,2430000.00
2001-09-07,2360000.00
2001-09-10,2380000.00
2001-09-11,2380000.00
2001-09-12,2440000.00
2001-09-13,2390000.00
2001-09-14,2410000.00
2001-09-17,2360000.00
2001-09-18,2180000.00
2001-09-19,2130000.00
2001-09-20,2060000.00
2001-09-21,2040000.00
2001-09-24,1990000.00
2001-09-25,1940000.00
2001-09-26,1880000.00
2001-09-27,1900000.00
2001-09-28,1800000.00
2001-10-01,1740000.00
2001-10-02,1830000.00
2001-10-03,1970000.00
2001-10-04,2130000.00
2001-10-05,2110000.00
2001-10-08,2020000.00
2001-10-09,2110000.00
2001-10-10,2220000.00
2001-10-11,2410000.00
2001-10-12,2280000.00
2001-10-15,2260000.00
2001-10-16,2510000.00
2001-10-17,2610000.00
2001-10-18,2390000.00
2001-10-19,2310000.00
2001-10-22,2610000.00
2001-10-23,2820000.00
2001-10-24,2670000.00
2001-10-25,3150000.00
2001-10-26,3060000.00
2001-10-29,3210000.00
2001-10-30,3110000.00
2001-10-31,3070000.00
2001-11-01,2990000.00
2001-11-02,2930000.00
2001-11-05,2870000.00
2001-11-06,2720000.00
2001-11-07,2730000.00
2001-11-08,2680000.00
2001-11-09,2610000.00
2001-11-12,2450000.00
2001-11-13,2380000.00
2001-11-14,2290000.00
2001-11-15,1990000.00
2001-11-16,1690000.00
2001-11-19,2080000.00
2001-11-20,2550000.00
2001-11-21,1910000.00
2001-11-26,1790000.00
2001-11-27,1870000.00
2001-11-28,2300000.00
2001-11-29,2190000.00
2001-11-30,1830000.00
2001-12-03,2100000.00
2001-12-04,2000000.00
2001-12-05,1890000.00
2001-12-06,1810000.00
2001-12-07,2110000.00
2001-12-10,2280000.00
2001-12-11,2580000.00
2001-12-12,2570000.00
2001-12-13,2400000.00
2001-12-14,2400000.00
2001-12-17,2400000.00
2001-12-18,2400000.00
2001-12-19,2400000.00
2001-12-20,2400000.00
2001-12-21,2400000.00
2001-12-26,2400000.00
2001-12-27,2400000.00
2001-12-28,2400000.00
2001-12-31,2400000.00
2002-01-02,2550000.00
2002-01-03,2580000.00
2002-01-04,2580000.00
2002-01-07,2580000.00
2002-01-08,2390000.00
2002-01-09,2310000.00
2002-01-10,2320000.00
2002-01-11,2320000.00
2002-01-14,2320000.00
2002-01-15,2320000.00
2002-01-16,2380000.00
2002-01-17,2400000.00
2002-01-18,2280000.00
2002-01-22,2280000.00
2002-01-23,2280000.00
2002-01-24,2130000.00
2002-01-25,2030000.00
2002-01-28,2030000.00
2002-01-29,2030000.00
2002-01-30,2280000.00
2002-01-31,2280000.00
2002-02-01,2280000.00
2002-02-04,2280000.00
2002-02-05,2280000.00
2002-02-06,2140000.00
2002-02-07,2170000.00
2002-02-08,2210000.00
2002-02-11,2220000.00
2002-02-12,2390000.00
2002-02-13,2370000.00
2002-02-14,2260000.00
2002-02-15,2180000.00
2002-02-19,2320000.00
2002-02-20,2410000.00
2002-02-21,2400000.00
2002-02-22,2400000.00
2002-02-25,2400000.00
2002-02-26,2460000.00
2002-02-27,2490000.00
2002-02-28,2490000.00
2002-03-01,2510000.00
2002-03-04,2660000.00
2002-03-05,2630000.00
2002-03-06,2520000.00
2002-03-07,2730000.00
2002-03-08,2820000.00
2002-03-11,2900000.00
2002-03-12,2940000.00
2002-03-13,2970000.00
2002-03-14,2780000.00
2002-03-15,2990000.00
2002-03-18,3150000.00
2002-03-19,3330000.00
2002-03-20,3290000.00
2002-03-21,3200000.00
2002-03-22,3570000.00
2002-03-25,3460000.00
2002-03-26,3590000.00
2002-03-27,3350000.00
2002-03-28,3180000.00
2002-04-01,3430000.00
2002-04-02,3720000.00
2002-04-03,3680000.00
2002-04-04,3560000.00
2002-04-05,3310000.00
2002-04-08,3360000.00
2002-04-09,3250000.00
2002-04-10,3250000.00
2002-04-11,3140000.00
2002-04-12,3070000.00
2002-04-15,3270000.00
2002-04-16,3440000.00
2002-04-17,3400000.00
2002-04-18,3500000.00
2002-04-19,3400000.00
2002-04-22,3580000.00
2002-04-23,3630000.00
2002-04-24,3530000.00
2002-04-25,3460000.00
2002-04-26,3320000.00
2002-04-29,3440000.00
2002-04-30,3650000.00
2002-05-01,3790000.00
2002-05-02,3650000.00
2002-05-03,3710000.00
2002-05-06,3610000.00
2002-05-07,3500000.00
2002-05-08,3740000.00
2002-05-09,3720000.00
2002-05-10,3700000.00
2002-05-13,3620000.00
2002-05-14,3750000.00
2002-05-15,3600000.00
2002-05-16,3450000.00
2002-05-17,3410000.00
2002-05-20,3440000.00
2002-05-21,3330000.00
2002-05-22,3390000.00
2002-05-23,3380000.00
2002-05-24,3210000.00
2002-05-28,3180000.00
2002-05-29,3300000.00
2002-05-30,3330000.00
2002-05-31,3150000.00
2002-06-03,3180000.00
2002-06-04,3310000.00
2002-06-05,3290000.00
2002-06-06,3290000.00
2002-06-07,3110000.00
2002-06-10,3140000.00
2002-06-11,3110000.00
2002-06-12,3150000.00
2002-06-13,3040000.00
2002-06-14,3130000.00
2002-06-17,3340000.00
2002-06-18,3230000.00
2002-06-19,3240000.00
2002-06-20,3330000.00
2002-06-21,3180000.00
2002-06-24,3330000.00
2002-06-25,3490000.00
2002-06-26,3920000.00
2002-06-27,3220000.00
2002-06-28,3200000.00
2002-07-01,3280000.00
2002-07-02,3170000.00
2002-07-03,3080000.00
2002-07-08,3060000.00
2002-07-09,2970000.00
2002-07-10,3040000.00
2002-07-11,2850000.00
2002-07-12,2870000.00
2002-07-15,2830000.00
2002-07-16,2890000.00
2002-07-17,2970000.00
2002-07-18,2850000.00
2002-07-19,2950000.00
2002-07-22,3010000.00
2002-07-23,2950000.00
2002-07-24,2910000.00
2002-07-25,3050000.00
2002-07-26,2940000.00
2002-07-29,3070000.00
2002-07-30,2970000.00
2002-07-31,3020000.00
2002-08-01,3070000.00
2002-08-02,2900000.00
2002-08-05,2810000.00
2002-08-06,2800000.00
2002-08-07,2730000.00
2002-08-08,2750000.00
2002-08-09,2830000.00
2002-08-12,2910000.00
2002-08-13,3010000.00
2002-08-14,3030000.00
2002-08-15,2920000.00
2002-08-16,3100000.00
2002-08-19,3100000.00
2002-08-20,3250000.00
2002-08-21,3220000.00
2002-08-22,3360000.00
2002-08-23,3480000.00
2002-08-26,3510000.00
2002-08-27,3470000.00
2002-08-28,3310000.00
2002-08-29,3250000.00
2002-08-30,3120000.00
2002-09-03,3100000.00
2002-09-04,3130000.00
2002-09-05,3200000.00
2002-09-06,3390000.00
2002-09-09,3240000.00
2002-09-10,3350000.00
2002-09-11,3330000.00
2002-09-12,3220000.00
2002-09-13,3370000.00
2002-09-16,3450000.00
2002-09-17,3460000.00
2002-09-18,3800000.00
2002-09-19,3900000.00
2002-09-20,3950000.00
2002-09-23,3870000.00
2002-09-24,4000000.00
2002-09-25,3760000.00
2002-09-26,3610000.00
2002-09-27,3760000.00
2002-09-30,4090000.00
2002-10-01,4410000.00
2002-10-02,4270000.00
2002-10-03,4230000.00
2002-10-04,3860000.00
2002-10-07,3770000.00
2002-10-08,3860000.00
2002-10-09,3910000.00
2002-10-10,3930000.00
2002-10-11,3800000.00
2002-10-14,4190000.00
2002-10-15,4190000.00
2002-10-16,4100000.00
2002-10-17,4100000.00
2002-10-18,4110000.00
2002-10-21,4230000.00
2002-10-22,4200000.00
2002-10-23,4240000.00
2002-10-24,4300000.00
2002-10-25,4120000.00
2002-10-28,4160000.00
2002-10-29,4200000.00
2002-10-30,4340000.00
2002-10-31,4390000.00
2002-11-01,4070000.00
2002-11-04,3940000.00
2002-11-05,3900000.00
2002-11-06,3920000.00
2002-11-07,3900000.00
2002-11-08,3760000.00
2002-11-11,3830000.00
2002-11-12,3830000.00
2002-11-13,3830000.00
2002-11-14,3900000.00
2002-11-15,3920000.00
2002-11-18,4180000.00
2002-11-19,4250000.00
2002-11-20,4270000.00
2002-11-21,4240000.00
2002-11-22,4320000.00
2002-11-25,4340000.00
2002-11-26,4230000.00
2002-11-27,4190000.00
2002-12-02,4230000.00
2002-12-03,4350000.00
2002-12-04,4240000.00
2002-12-05,4350000.00
2002-12-06,4390000.00
2002-12-09,4320000.00
2002-12-10,4400000.00
2002-12-11,4630000.00
2002-12-12,4810000.00
2002-12-13,5050000.00
2002-12-16,5310000.00
2002-12-17,5130000.00
2002-12-18,4980000.00
2002-12-19,5140000.00
2002-12-20,5050000.00
2002-12-23,5030000.00
2002-12-24,5030000.00
2002-12-26,4980000.00
2002-12-27,4810000.00
2002-12-30,4740000.00
2002-12-31,4590000.00
2003-01-02,4930000.00
2003-01-03,5130000.00
2003-01-06,4940000.00
2003-01-07,4890000.00
2003-01-08,5070000.00
2003-01-09,5050000.00
2003-01-10,5190000.00
2003-01-13,5230000.00
2003-01-14,5250000.00
2003-01-15,5210000.00
2003-01-16,5500000.00
2003-01-17,5660000.00
2003-01-21,5470000.00
2003-01-22,5720000.00
2003-01-23,6550000.00
2003-01-24,5910000.00
2003-01-27,5910000.00
2003-01-28,5520000.00
2003-01-29,5610000.00
2003-01-30,5760000.00
2003-01-31,5580000.00
2003-02-03,5710000.00
2003-02-04,6260000.00
2003-02-05,6220000.00
2003-02-06,6080000.00
2003-02-07,6300000.00
2003-02-10,6350000.00
2003-02-11,6190000.00
2003-02-12,6190000.00
2003-02-13,5810000.00
2003-02-14,5880000.00
2003-02-18,6090000.00
2003-02-19,6100000.00
2003-02-20,6380000.00
2003-02-21,6730000.00
2003-02-24,11980000.00
2003-02-25,18480000.00
2003-02-26,10470000.00
2003-02-27,8420000.00
2003-02-28,10810000.00
2003-03-03,8510000.00
2003-03-04,7710000.00
2003-03-05,7800000.00
2003-03-06,7570000.00
2003-03-07,7420000.00
2003-03-10,6780000.00
2003-03-11,6250000.00
2003-03-12,5800000.00
2003-03-13,5710000.00
2003-03-14,5170000.00
2003-03-17,5320000.00
2003-03-18,5130000.00
2003-03-19,5200000.00
2003-03-20,5200000.00
2003-03-21,5050000.00
2003-03-24,5070000.00
2003-03-25,5070000.00
2003-03-26,4900000.00
2003-03-27,4870000.00
2003-03-28,5060000.00
2003-03-31,5010000.00
2003-04-01,4900000.00
2003-04-02,4890000.00
2003-04-03,4910000.00
2003-04-04,4860000.00
2003-04-07,4980000.00
2003-04-08,5210000.00
2003-04-09,5110000.00
2003-04-10,5180000.00
2003-04-11,5280000.00
2003-04-14,5290000.00
2003-04-15,5530000.00
2003-04-16,5620000.00
2003-04-17,5540000.00
2003-04-21,5550000.00
2003-04-22,5580000.00
2003-04-23,5580000.00
2003-04-24,5460000.00
2003-04-25,5390000.00
2003-04-28,5300000.00
2003-04-29,5120000.00
2003-04-30,5250000.00
2003-05-01,5320000.00
2003-05-02,5240000.00
2003-05-05,5360000.00
2003-05-06,5640000.00
2003-05-07,5490000.00
2003-05-08,5650000.00
2003-05-09,5730000.00
2003-05-12,5910000.00
2003-05-13,5980000.00
2003-05-14,6170000.00
2003-05-15,6240000.00
2003-05-16,5960000.00
2003-05-19,6080000.00
2003-05-20,5930000.00
2003-05-21,6080000.00
2003-05-22,6090000.00
2003-05-23,5920000.00
2003-05-27,5840000.00
2003-05-28,5710000.00
2003-05-29,5760000.00
2003-05-30,5990000.00
2003-06-02,6220000.00
2003-06-03,6250000.00
2003-06-04,6400000.00
2003-06-05,6170000.00
2003-06-06,6250000.00
2003-06-09,6250000.00
2003-06-10,6080000.00
2003-06-11,6060000.00
2003-06-12,5860000.00
2003-06-13,5440000.00
2003-06-16,5450000.00
2003-06-17,5660000.00
2003-06-18,5530000.00
2003-06-19,5530000.00
2003-06-20,5680000.00
2003-06-23,5890000.00
2003-06-24,5840000.00
2003-06-25,5640000.00
2003-06-26,5490000.00
2003-06-27,5190000.00
2003-06-30,5310000.00
2003-07-01,5220000.00
2003-07-02,5050000.00
2003-07-03,4960000.00
2003-07-07,5200000.00
2003-07-08,5400000.00
2003-07-09,5560000.00
2003-07-10,5400000.00
2003-07-11,5220000.00
2003-07-14,5150000.00
2003-07-15,5170000.00
2003-07-16,5000000.00
2003-07-17,4960000.00
2003-07-18,5010000.00
2003-07-21,5110000.00
2003-07-22,5040000.00
2003-07-23,4880000.00
2003-07-24,4860000.00
2003-07-25,4680000.00
2003-07-28,4680000.00
2003-07-29,4720000.00
2003-07-30,4680000.00
2003-07-31,4630000.00
2003-08-01,4710000.00
2003-08-04,4810000.00
2003-08-05,4710000.00
2003-08-06,4740000.00
2003-08-07,4850000.00
2003-08-08,5020000.00
2003-08-11,5080000.00
2003-08-12,5060000.00
2003-08-13,5170000.00
2003-08-14,5100000.00
2003-08-15,4830000.00
2003-08-18,4940000.00
2003-08-19,4990000.00
2003-08-20,5030000.00
2003-08-21,5140000.00
2003-08-22,5240000.00
2003-08-25,5260000.00
2003-08-26,5090000.00
2003-08-27,5110000.00
2003-08-28,4940000.00
2003-08-29,4860000.00
2003-09-02,4620000.00
2003-09-03,4680000.00
2003-09-04,4700000.00
2003-09-05,4760000.00
2003-09-08,4820000.00
2003-09-09,4700000.00
2003-09-10,4780000.00
2003-09-11,4850000.00
2003-09-12,4660000.00
2003-09-15,4660000.00
2003-09-16,4670000.00
2003-09-17,4610000.00
2003-09-18,4520000.00
2003-09-19,4330000.00
2003-09-22,4380000.00
2003-09-23,4510000.00
2003-09-24,4580000.00
2003-09-25,4550000.00
2003-09-26,4420000.00
2003-09-29,4570000.00
2003-09-30,4660000.00
2003-10-01,4470000.00
2003-10-02,4420000.00
2003-10-03,4340000.00
2003-10-06,4400000.00
2003-10-07,4660000.00
2003-10-08,4840000.00
2003-10-09,4780000.00
2003-10-10,4920000.00
2003-10-13,4960000.00
2003-10-14,4840000.00
2003-10-15,4930000.00
2003-10-16,4920000.00
2003-10-17,4530000.00
2003-10-20,4300000.00
2003-10-21,4640000.00
2003-10-22,4890000.00
2003-10-23,4900000.00
2003-10-24,4780000.00
2003-10-27,4560000.00
2003-10-28,4450000.00
2003-10-29,4510000.00
2003-10-30,4400000.00
2003-10-31,3980000.00
2003-11-03,4120000.00
2003-11-04,4010000.00
2003-11-05,4460000.00
2003-11-06,4740000.00
2003-11-07,4480000.00
2003-11-10,4420000.00
2003-11-11,4520000.00
2003-11-12,4770000.00
2003-11-13,4600000.00
2003-11-14,4620000.00
2003-11-17,4490000.00
2003-11-18,4350000.00
2003-11-19,4460000.00
2003-11-20,4350000.00
2003-11-21,4150000.00
2003-11-24,4570000.00
2003-11-25,4490000.00
2003-11-26,4860000.00
2003-12-01,5020000.00
2003-12-02,5450000.00
2003-12-03,5450000.00
2003-12-04,5700000.00
2003-12-05,6270000.00
2003-12-08,6060000.00
2003-12-09,6520000.00
2003-12-10,6670000.00
2003-12-11,6560000.00
2003-12-12,6730000.00
2003-12-15,6630000.00
2003-12-16,6580000.00
2003-12-17,6560000.00
2003-12-18,6980000.00
2003-12-19,6920000.00
2003-12-22,6320000.00
2003-12-23,5580000.00
2003-12-24,5500000.00
2003-12-29,5460000.00
2003-12-30,5960000.00
2003-12-31,5760000.00
2004-01-05,6280000.00
2004-01-06,7040000.00
2004-01-07,6610000.00
2004-01-08,6410000.00
2004-01-09,6910000.00
2004-01-12,6290000.00
2004-01-13,6260000.00
2004-01-14,5730000.00
2004-01-15,6020000.00
2004-01-16,5430000.00
2004-01-20,6150000.00
2004-01-21,6260000.00
2004-01-22,6030000.00
2004-01-23,5820000.00
2004-01-26,5700000.00
2004-01-27,5870000.00
2004-01-28,6040000.00
2004-01-29,5990000.00
2004-01-30,5800000.00
2004-02-02,5510000.00
2004-02-03,5690000.00
2004-02-04,5740000.00
2004-02-05,5540000.00
2004-02-06,5380000.00
2004-02-09,5440000.00
2004-02-10,5490000.00
2004-02-11,5340000.00
2004-02-12,5350000.00
2004-02-13,5620000.00
2004-02-17,5430000.00
2004-02-18,5330000.00
2004-02-19,5280000.00
2004-02-20,5190000.00
2004-02-23,5100000.00
2004-02-24,5080000.00
2004-02-25,5100000.00
2004-02-26,5130000.00
2004-02-27,5270000.00
2004-03-01,5170000.00
2004-03-02,5370000.00
2004-03-03,5340000.00
2004-03-04,5170000.00
2004-03-05,5320000.00
2004-03-08,5420000.00
2004-03-09,5340000.00
2004-03-10,5330000.00
2004-03-11,5330000.00
2004-03-12,5520000.00
2004-03-15,5590000.00
2004-03-16,5600000.00
2004-03-17,5610000.00
2004-03-18,5630000.00
2004-03-19,5490000.00
2004-03-22,5460000.00
2004-03-23,5360000.00
2004-03-24,5350000.00
2004-03-25,5220000.00
2004-03-26,5160000.00
2004-03-29,5250000.00
2004-03-30,5400000.00
2004-03-31,5630000.00
2004-04-01,5820000.00
2004-04-02,5690000.00
2004-04-05,5810000.00
2004-04-06,5700000.00
2004-04-07,5760000.00
2004-04-08,5840000.00
2004-04-12,5850000.00
2004-04-13,5920000.00
2004-04-14,5730000.00
2004-04-15,5680000.00
2004-04-16,5620000.00
2004-04-19,5570000.00
2004-04-20,5460000.00
2004-04-21,5520000.00
2004-04-22,5590000.00
2004-04-23,5530000.00
2004-04-26,5600000.00
2004-04-27,5810000.00
2004-04-28,5800000.00
2004-04-29,5780000.00
2004-04-30,5810000.00
2004-05-03,5800000.00
2004-05-04,6210000.00
2004-05-05,6090000.00
2004-05-06,6220000.00
2004-05-07,6180000.00
2004-05-10,6140000.00
2004-05-11,6240000.00
2004-05-12,6410000.00
2004-05-13,6420000.00
2004-05-14,6430000.00
2004-05-17,6410000.00
2004-05-18,6280000.00
2004-05-19,6180000.00
2004-05-20,6440000.00
2004-05-21,6350000.00
2004-05-24,6480000.00
2004-05-25,6730000.00
2004-05-26,6700000.00
2004-05-27,6510000.00
2004-05-28,6450000.00
2004-06-01,6450000.00
2004-06-02,6510000.00
2004-06-03,6440000.00
2004-06-04,6150000.00
2004-06-07,6090000.00
2004-06-08,6190000.00
2004-06-09,6040000.00
2004-06-10,6000000.00
2004-06-14,6150000.00
2004-06-15,6350000.00
2004-06-16,6380000.00
2004-06-17,6570000.00
2004-06-18,6480000.00
2004-06-21,6420000.00
2004-06-22,6290000.00
2004-06-23,6300000.00
2004-06-24,6410000.00
2004-06-25,6280000.00
2004-06-28,6130000.00
2004-06-29,6020000.00
2004-06-30,6030000.00
2004-07-01,5950000.00
2004-07-02,5880000.00
2004-07-06,6160000.00
2004-07-07,6270000.00
2004-07-08,6190000.00
2004-07-09,5890000.00
2004-07-12,5950000.00
2004-07-13,5850000.00
2004-07-14,5910000.00
2004-07-15,5920000.00
2004-07-16,5770000.00
2004-07-19,5750000.00
2004-07-20,5800000.00
2004-07-21,5900000.00
2004-07-22,5850000.00
2004-07-23,5980000.00
2004-07-26,5940000.00
2004-07-27,5870000.00
2004-07-28,5770000.00
2004-07-29,5930000.00
2004-07-30,6030000.00
2004-08-02,5860000.00
2004-08-03,5770000.00
2004-08-04,5700000.00
2004-08-05,5540000.00
2004-08-06,5420000.00
2004-08-09,5580000.00
2004-08-10,5780000.00
2004-08-11,5640000.00
2004-08-12,5460000.00
2004-08-13,5270000.00
2004-08-16,5340000.00
2004-08-17,5270000.00
2004-08-18,5360000.00
2004-08-19,5340000.00
2004-08-20,5390000.00
2004-08-23,5340000.00
2004-08-24,5230000.00
2004-08-25,5320000.00
2004-08-26,5190000.00
2004-08-27,5050000.00
2004-08-30,5050000.00
2004-08-31,5040000.00
2004-09-01,5020000.00
2004-09-02,4750000.00
2004-09-03,4320000.00
2004-09-07,4410000.00
2004-09-08,4690000.00
2004-09-09,4570000.00
2004-09-10,4570000.00
2004-09-13,5120000.00
2004-09-14,5150000.00
2004-09-15,5170000.00
2004-09-16,4820000.00
2004-09-17,4950000.00
2004-09-20,5220000.00
2004-09-21,5430000.00
2004-09-22,5580000.00
2004-09-23,5580000.00
2004-09-24,5410000.00
2004-09-27,5220000.00
2004-09-28,5450000.00
2004-09-29,6260000.00
2004-09-30,6360000.00
2004-10-01,5380000.00
2004-10-04,5720000.00
2004-10-05,6070000.00
2004-10-06,6000000.00
2004-10-07,6240000.00
2004-10-08,5590000.00
2004-10-11,5630000.00
2004-10-12,5630000.00
2004-10-13,5380000.00
2004-10-14,5760000.00
2004-10-15,5640000.00
2004-10-18,5640000.00
2004-10-19,6130000.00
2004-10-20,7270000.00
2004-10-21,7350000.00
2004-10-22,7110000.00
2004-10-25,7750000.00
2004-10-26,7780000.00
2004-10-27,8120000.00
2004-10-28,6800000.00
2004-10-29,6430000.00
2004-11-01,6980000.00
2004-11-02,6880000.00
2004-11-03,7250000.00
2004-11-04,7400000.00
2004-11-05,6080000.00
2004-11-08,6620000.00
2004-11-09,5790000.00
2004-11-10,6120000.00
2004-11-11,6190000.00
2004-11-12,5900000.00
2004-11-15,6020000.00
2004-11-16,6570000.00
2004-11-17,6060000.00
2004-11-18,5590000.00
2004-11-19,4810000.00
2004-11-22,5240000.00
2004-11-23,5240000.00
2004-11-24,5010000.00
2004-11-29,6760000.00
2004-11-30,6790000.00
2004-12-01,6780000.00
2004-12-02,6690000.00
2004-12-03,6040000.00
2004-12-06,6050000.00
2004-12-07,6030000.00
2004-12-08,5980000.00
2004-12-09,6040000.00
2004-12-10,6290000.00
2004-12-13,6890000.00
2004-12-14,7100000.00
2004-12-15,7040000.00
2004-12-16,6880000.00
2004-12-17,7260000.00
2004-12-20,7140000.00
2004-12-21,6830000.00
2004-12-22,7050000.00
2004-12-23,6980000.00
2004-12-27,6570000.00
2004-12-28,6270000.00
2004-12-29,6180000.00
2004-12-30,6020000.00
2005-01-03,5530000.00
2005-01-04,5710000.00
2005-01-05,5840000.00
2005-01-06,5790000.00
2005-01-07,5820000.00
2005-01-10,6210000.00
2005-01-11,5960000.00
2005-01-12,5890000.00
2005-01-13,6060000.00
2005-01-14,6450000.00
2005-01-18,6690000.00
2005-01-19,6190000.00
2005-01-20,6270000.00
2005-01-21,6430000.00
2005-01-24,6410000.00
2005-01-25,6440000.00
2005-01-26,6440000.00
2005-01-27,6500000.00
2005-01-28,6230000.00
2005-01-31,6140000.00
2005-02-01,6280000.00
2005-02-02,6380000.00
2005-02-03,6320000.00
2005-02-04,6120000.00
2005-02-07,6020000.00
2005-02-08,5950000.00
2005-02-09,6200000.00
2005-02-10,6210000.00
2005-02-11,6020000.00
2005-02-14,5950000.00
2005-02-15,6010000.00
2005-02-16,6100000.00
2005-02-17,6050000.00
2005-02-18,5880000.00
2005-02-22,5920000.00
2005-02-23,6020000.00
2005-02-24,6330000.00
2005-02-25,6240000.00
2005-02-28,6620000.00
2005-03-01,6630000.00
2005-03-02,6610000.00
2005-03-03,6710000.00
2005-03-04,6510000.00
2005-03-07,6660000.00
2005-03-08,6810000.00
2005-03-09,6990000.00
2005-03-10,6910000.00
2005-03-11,6730000.00
2005-03-14,6860000.00
2005-03-15,7160000.00
2005-03-16,7080000.00
2005-03-17,7250000.00
2005-03-18,7120000.00
2005-03-21,7160000.00
2005-03-22,7240000.00
2005-03-23,7110000.00
2005-03-24,7070000.00
2005-03-28,6940000.00
2005-03-29,6930000.00
2005-03-30,7180000.00
2005-03-31,7460000.00
2005-04-01,7570000.00
2005-04-04,7800000.00
2005-04-05,7440000.00
2005-04-06,7460000.00
2005-04-07,7500000.00
2005-04-08,7260000.00
2005-04-11,7170000.00
2005-04-12,7340000.00
2005-04-13,7070000.00
2005-04-14,7020000.00
2005-04-15,6950000.00
2005-04-18,6950000.00
2005-04-19,6950000.00
2005-04-20,7100000.00
2005-04-21,6930000.00
2005-04-22,7060000.00
2005-04-25,7270000.00
2005-04-26,7080000.00
2005-04-27,7100000.00
2005-04-28,6670000.00
2005-04-29,6640000.00
2005-05-02,6500000.00
2005-05-03,6610000.00
2005-05-04,6490000.00
2005-05-05,6650000.00
2005-05-06,6670000.00
2005-05-09,6560000.00
2005-05-10,6670000.00
2005-05-11,6630000.00
2005-05-12,6620000.00
2005-05-13,6470000.00
2005-05-16,6450000.00
2005-05-17,6410000.00
2005-05-18,6500000.00
2005-05-19,6390000.00
2005-05-20,6360000.00
2005-05-23,6330000.00
2005-05-24,6450000.00
2005-05-25,6330000.00
2005-05-26,6300000.00
2005-05-27,6220000.00
2005-05-31,6310000.00
2005-06-01,6360000.00
2005-06-02,6630000.00
2005-06-03,6650000.00
2005-06-06,7050000.00
2005-06-07,7130000.00
2005-06-08,7220000.00
2005-06-09,7050000.00
2005-06-10,7090000.00
2005-06-13,7080000.00
2005-06-14,7320000.00
2005-06-15,7390000.00
2005-06-16,7410000.00
2005-06-17,7610000.00
2005-06-20,7800000.00
2005-06-21,7460000.00
2005-06-22,7390000.00
2005-06-23,7510000.00
2005-06-24,7450000.00
2005-06-27,7290000.00
2005-06-28,7040000.00
2005-06-29,7080000.00
2005-06-30,7010000.00
2005-07-01,7010000.00
2005-07-05,7380000.00
2005-07-06,7690000.00
2005-07-07,7620000.00
2005-07-08,7870000.00
2005-07-11,7350000.00
2005-07-12,7790000.00
2005-07-13,7780000.00
2005-07-14,7990000.00
2005-07-15,8020000.00
2005-07-18,7770000.00
2005-07-19,7700000.00
2005-07-20,7750000.00
2005-07-21,7640000.00
2005-07-22,7410000.00
2005-07-25,7380000.00
2005-07-26,7450000.00
2005-07-27,7520000.00
2005-07-28,7690000.00
2005-07-29,7760000.00
2005-08-01,8030000.00
2005-08-02,8380000.00
2005-08-03,8750000.00
2005-08-04,8550000.00
2005-08-05,8600000.00
2005-08-08,8930000.00
2005-08-09,8700000.00
