Date,JTS1000QUL
2000-12-01,2867000.00
2001-01-01,3250000.00
2001-02-01,3067000.00
2001-03-01,2972000.00
2001-04-01,3070000.00
2001-05-01,2914000.00
2001-06-01,2874000.00
2001-07-01,2810000.00
2001-08-01,2706000.00
2001-09-01,2601000.00
2001-10-01,2723000.00
2001-11-01,2450000.00
2001-12-01,2375000.00
2002-01-01,2737000.00
2002-02-01,2467000.00
2002-03-01,2351000.00
2002-04-01,2553000.00
2002-05-01,2569000.00
2002-06-01,2463000.00
2002-07-01,2579000.00
2002-08-01,2509000.00
2002-09-01,2477000.00
2002-10-01,2434000.00
2002-11-01,2307000.00
2002-12-01,2423000.00
2003-01-01,2379000.00
2003-02-01,2336000.00
2003-03-01,2266000.00
2003-04-01,2274000.00
2003-05-01,2236000.00
2003-06-01,2262000.00
2003-07-01,2255000.00
2003-08-01,2262000.00
2003-09-01,2337000.00
2003-10-01,2399000.00
2003-11-01,2334000.00
2003-12-01,2338000.00
2004-01-01,2303000.00
2004-02-01,2296000.00
2004-03-01,2466000.00
2004-04-01,2523000.00
2004-05-01,2332000.00
2004-06-01,2539000.00
2004-07-01,2576000.00
2004-08-01,2558000.00
2004-09-01,2455000.00
2004-10-01,2527000.00
2004-11-01,2677000.00
2004-12-01,2560000.00
2005-01-01,2706000.00
2005-02-01,2519000.00
2005-03-01,2689000.00
2005-04-01,2665000.00
2005-05-01,2744000.00
2005-06-01,2675000.00
2005-07-01,2674000.00
2005-08-01,2818000.00
2005-09-01,2895000.00
2005-10-01,2795000.00
2005-11-01,2758000.00
2005-12-01,2657000.00
2006-01-01,2791000.00
2006-02-01,2818000.00
2006-03-01,2844000.00
2006-04-01,2631000.00
2006-05-01,2869000.00
2006-06-01,2873000.00
2006-07-01,2818000.00
2006-08-01,2830000.00
2006-09-01,2777000.00
2006-10-01,2773000.00
2006-11-01,2902000.00
2006-12-01,2876000.00
2007-01-01,2816000.00
2007-02-01,2843000.00
2007-03-01,2810000.00
2007-04-01,2726000.00
2007-05-01,2825000.00
2007-06-01,2672000.00
2007-07-01,2775000.00
2007-08-01,2793000.00
2007-09-01,2480000.00
2007-10-01,2727000.00
2007-11-01,2623000.00
2007-12-01,2651000.00
2008-01-01,2687000.00
2008-02-01,2642000.00
2008-03-01,2443000.00
2008-04-01,2730000.00
2008-05-01,2471000.00
2008-06-01,2530000.00
2008-07-01,2431000.00
2008-08-01,2270000.00
2008-09-01,2312000.00
2008-10-01,2279000.00
2008-11-01,1952000.00
2008-12-01,1977000.00
2009-01-01,1938000.00
2009-02-01,1803000.00
2009-03-01,1693000.00
2009-04-01,1635000.00
2009-05-01,1640000.00
2009-06-01,1684000.00
2009-07-01,1624000.00
2009-08-01,1572000.00
2009-09-01,1541000.00
2009-10-01,1574000.00
2009-11-01,1680000.00
2009-12-01,1589000.00
2010-01-01,1569000.00
2010-02-01,1602000.00
2010-03-01,1684000.00
2010-04-01,1812000.00
2010-05-01,1700000.00
2010-06-01,1806000.00
2010-07-01,1740000.00
2010-08-01,1792000.00
2010-09-01,1799000.00
2010-10-01,1748000.00
2010-11-01,1668000.00
2010-12-01,1830000.00
2011-01-01,1709000.00
2011-02-01,1760000.00
2011-03-01,1863000.00
2011-04-01,1820000.00
2011-05-01,1915000.00
2011-06-01,1846000.00
2011-07-01,1851000.00
2011-08-01,1963000.00
2011-09-01,1933000.00
2011-10-01,1845000.00
2011-11-01,1829000.00
2011-12-01,1819000.00
2012-01-01,1850000.00
2012-02-01,1950000.00
2012-03-01,2033000.00
2012-04-01,1970000.00
2012-05-01,2049000.00
2012-06-01,2060000.00
2012-07-01,1980000.00
2012-08-01,2043000.00
2012-09-01,1863000.00
2012-10-01,1912000.00
2012-11-01,1935000.00
2012-12-01,1953000.00
2013-01-01,2166000.00
2013-02-01,2135000.00
2013-03-01,1972000.00
2013-04-01,2168000.00
2013-05-01,2121000.00
2013-06-01,2126000.00
2013-07-01,2243000.00
2013-08-01,2277000.00
2013-09-01,2280000.00
2013-10-01,2283000.00
2013-11-01,2239000.00
2013-12-01,2118000.00
2014-01-01,2223000.00
2014-02-01,2257000.00
2014-03-01,2305000.00
2014-04-01,2333000.00
2014-05-01,2378000.00
2014-06-01,2357000.00
2014-07-01,2453000.00
2014-08-01,2409000.00
2014-09-01,2635000.00
2014-10-01,2618000.00
2014-11-01,2473000.00
2014-12-01,2440000.00
2015-01-01,2622000.00
2015-02-01,2523000.00
2015-03-01,2572000.00
2015-04-01,2570000.00
2015-05-01,2587000.00
2015-06-01,2637000.00
2015-07-01,2643000.00
2015-08-01,2766000.00
2015-09-01,2645000.00
2015-10-01,2670000.00
2015-11-01,2738000.00
2015-12-01,2871000.00
2016-01-01,2733000.00
2016-02-01,2800000.00
2016-03-01,2749000.00
2016-04-01,2823000.00
2016-05-01,2863000.00
2016-06-01,2874000.00
2016-07-01,2935000.00
2016-08-01,2987000.00
2016-09-01,2933000.00
2016-10-01,2923000.00
2016-11-01,2859000.00
2016-12-01,2797000.00
2017-01-01,2989000.00
2017-02-01,2845000.00
2017-03-01,2971000.00
2017-04-01,2914000.00
2017-05-01,3047000.00
2017-06-01,3001000.00
2017-07-01,3076000.00
2017-08-01,3017000.00
2017-09-01,3080000.00
2017-10-01,3059000.00
2017-11-01,3011000.00
2017-12-01,3164000.00
2018-01-01,3023000.00
2018-02-01,3045000.00
2018-03-01,3217000.00
2018-04-01,3163000.00
