Date,IPG3342N
1972-01-01,2.00
1972-02-01,2.02
1972-03-01,2.04
1972-04-01,2.03
1972-05-01,2.06
1972-06-01,2.11
1972-07-01,2.04
1972-08-01,2.11
1972-09-01,2.16
1972-10-01,2.18
1972-11-01,2.22
1972-12-01,2.27
1973-01-01,2.20
1973-02-01,2.21
1973-03-01,2.23
1973-04-01,2.23
1973-05-01,2.27
1973-06-01,2.37
1973-07-01,2.27
1973-08-01,2.36
1973-09-01,2.43
1973-10-01,2.44
1973-11-01,2.52
1973-12-01,2.56
1974-01-01,2.51
1974-02-01,2.51
1974-03-01,2.53
1974-04-01,2.45
1974-05-01,2.52
1974-06-01,2.56
1974-07-01,2.48
1974-08-01,2.11
1974-09-01,2.58
1974-10-01,2.66
1974-11-01,2.69
1974-12-01,2.73
1975-01-01,2.58
1975-02-01,2.50
1975-03-01,2.49
1975-04-01,2.43
1975-05-01,2.37
1975-06-01,2.38
1975-07-01,2.32
1975-08-01,2.35
1975-09-01,2.40
1975-10-01,2.39
1975-11-01,2.41
1975-12-01,2.53
1976-01-01,2.44
1976-02-01,2.45
1976-03-01,2.48
1976-04-01,2.41
1976-05-01,2.50
1976-06-01,2.52
1976-07-01,2.46
1976-08-01,2.56
1976-09-01,2.67
1976-10-01,2.74
1976-11-01,2.85
1976-12-01,2.95
1977-01-01,2.80
1977-02-01,2.94
1977-03-01,2.96
1977-04-01,2.98
1977-05-01,3.05
1977-06-01,3.16
1977-07-01,3.07
1977-08-01,3.18
1977-09-01,3.28
1977-10-01,3.31
1977-11-01,3.37
1977-12-01,3.45
1978-01-01,3.29
1978-02-01,3.30
1978-03-01,3.36
1978-04-01,3.33
1978-05-01,3.33
1978-06-01,3.39
1978-07-01,3.36
1978-08-01,3.45
1978-09-01,3.53
1978-10-01,3.55
1978-11-01,3.68
1978-12-01,3.81
1979-01-01,3.73
1979-02-01,3.78
1979-03-01,3.88
1979-04-01,3.76
1979-05-01,3.91
1979-06-01,4.05
1979-07-01,4.02
1979-08-01,4.10
1979-09-01,4.30
1979-10-01,4.35
1979-11-01,4.53
1979-12-01,4.74
1980-01-01,4.70
1980-02-01,4.79
1980-03-01,4.84
1980-04-01,4.86
1980-05-01,4.84
1980-06-01,4.86
1980-07-01,4.73
1980-08-01,4.87
1980-09-01,4.90
1980-10-01,4.96
1980-11-01,5.08
1980-12-01,5.23
1981-01-01,5.12
1981-02-01,5.12
1981-03-01,5.14
1981-04-01,5.10
1981-05-01,5.18
1981-06-01,5.23
1981-07-01,5.21
1981-08-01,5.29
1981-09-01,5.31
1981-10-01,5.36
1981-11-01,5.38
1981-12-01,5.61
1982-01-01,5.22
1982-02-01,5.54
1982-03-01,5.58
1982-04-01,5.49
1982-05-01,5.53
1982-06-01,5.60
1982-07-01,5.56
1982-08-01,5.51
1982-09-01,5.54
1982-10-01,5.57
1982-11-01,5.62
1982-12-01,5.83
1983-01-01,5.70
1983-02-01,5.69
1983-03-01,5.82
1983-04-01,5.81
1983-05-01,5.84
1983-06-01,5.92
1983-07-01,6.01
1983-08-01,5.52
1983-09-01,6.09
1983-10-01,6.09
1983-11-01,6.11
1983-12-01,6.25
1984-01-01,6.13
1984-02-01,6.16
1984-03-01,6.22
1984-04-01,6.17
1984-05-01,6.20
1984-06-01,6.28
1984-07-01,6.15
1984-08-01,6.24
1984-09-01,6.37
1984-10-01,6.34
1984-11-01,6.40
1984-12-01,6.63
1985-01-01,6.40
1985-02-01,6.32
1985-03-01,6.37
1985-04-01,6.16
1985-05-01,6.14
1985-06-01,6.22
1985-07-01,5.91
1985-08-01,5.94
1985-09-01,5.85
1985-10-01,5.81
1985-11-01,5.93
1985-12-01,6.01
1986-01-01,5.71
1986-02-01,5.64
1986-03-01,5.67
1986-04-01,5.68
1986-05-01,5.67
1986-06-01,5.22
1986-07-01,5.74
1986-08-01,5.78
1986-09-01,5.92
1986-10-01,5.93
1986-11-01,5.98
1986-12-01,6.29
1987-01-01,6.22
1987-02-01,6.21
1987-03-01,6.16
1987-04-01,6.06
1987-05-01,6.12
1987-06-01,6.24
1987-07-01,6.29
1987-08-01,6.41
1987-09-01,6.49
1987-10-01,6.76
1987-11-01,6.94
1987-12-01,7.34
1988-01-01,7.07
1988-02-01,7.03
1988-03-01,7.22
1988-04-01,7.35
1988-05-01,7.49
1988-06-01,7.65
1988-07-01,7.53
1988-08-01,7.77
1988-09-01,7.71
1988-10-01,7.68
1988-11-01,7.74
1988-12-01,7.87
1989-01-01,7.64
1989-02-01,7.59
1989-03-01,7.55
1989-04-01,7.62
1989-05-01,7.60
1989-06-01,7.75
1989-07-01,7.77
1989-08-01,7.98
1989-09-01,8.02
1989-10-01,8.17
1989-11-01,8.43
1989-12-01,8.82
1990-01-01,8.78
1990-02-01,8.87
1990-03-01,9.11
1990-04-01,8.89
1990-05-01,9.23
1990-06-01,9.48
1990-07-01,9.47
1990-08-01,9.59
1990-09-01,9.76
1990-10-01,9.75
1990-11-01,9.90
1990-12-01,10.13
1991-01-01,9.72
1991-02-01,9.76
1991-03-01,9.86
1991-04-01,9.83
1991-05-01,9.89
1991-06-01,10.00
1991-07-01,9.86
1991-08-01,10.15
1991-09-01,10.19
1991-10-01,10.22
1991-11-01,10.61
1991-12-01,11.05
1992-01-01,10.87
1992-02-01,10.82
1992-03-01,11.10
1992-04-01,11.24
1992-05-01,11.62
1992-06-01,11.96
1992-07-01,12.00
1992-08-01,12.32
1992-09-01,12.29
1992-10-01,13.03
1992-11-01,13.48
1992-12-01,13.73
1993-01-01,13.34
1993-02-01,13.44
1993-03-01,13.52
1993-04-01,13.45
1993-05-01,13.57
1993-06-01,13.79
1993-07-01,13.90
1993-08-01,14.37
1993-09-01,14.63
1993-10-01,14.93
1993-11-01,15.63
1993-12-01,16.13
1994-01-01,15.63
1994-02-01,15.70
1994-03-01,16.45
1994-04-01,16.68
1994-05-01,17.05
1994-06-01,17.54
1994-07-01,17.37
1994-08-01,18.14
1994-09-01,18.54
1994-10-01,19.14
1994-11-01,20.02
1994-12-01,21.00
1995-01-01,20.12
1995-02-01,20.02
