Date,IPG211N
1972-01-01,107.19
1972-02-01,109.86
1972-03-01,109.76
1972-04-01,110.48
1972-05-01,110.00
1972-06-01,109.15
1972-07-01,108.73
1972-08-01,109.14
1972-09-01,109.98
1972-10-01,109.42
1972-11-01,109.82
1972-12-01,109.08
1973-01-01,107.40
1973-02-01,110.73
1973-03-01,107.94
1973-04-01,107.54
1973-05-01,107.65
1973-06-01,107.22
1973-07-01,107.28
1973-08-01,107.19
1973-09-01,106.36
1973-10-01,107.18
1973-11-01,107.53
1973-12-01,106.50
1974-01-01,105.45
1974-02-01,107.43
1974-03-01,105.37
1974-04-01,104.23
1974-05-01,104.05
1974-06-01,102.37
1974-07-01,102.56
1974-08-01,101.59
1974-09-01,100.67
1974-10-01,100.55
1974-11-01,100.53
1974-12-01,100.13
1975-01-01,99.24
1975-02-01,100.92
1975-03-01,99.00
1975-04-01,98.49
1975-05-01,97.24
1975-06-01,97.77
1975-07-01,96.80
1975-08-01,96.24
1975-09-01,95.83
1975-10-01,96.32
1975-11-01,96.33
1975-12-01,97.11
1976-01-01,97.03
1976-02-01,97.45
1976-03-01,96.58
1976-04-01,94.90
1976-05-01,95.04
1976-06-01,95.35
1976-07-01,95.21
1976-08-01,94.45
1976-09-01,94.36
1976-10-01,94.08
1976-11-01,95.20
1976-12-01,96.08
1977-01-01,94.34
1977-02-01,98.63
1977-03-01,96.88
1977-04-01,96.07
1977-05-01,95.27
1977-06-01,95.70
1977-07-01,95.07
1977-08-01,95.66
1977-09-01,96.84
1977-10-01,97.14
1977-11-01,97.69
1977-12-01,98.50
1978-01-01,97.65
1978-02-01,99.45
1978-03-01,100.21
1978-04-01,100.49
1978-05-01,98.92
1978-06-01,99.55
1978-07-01,99.25
1978-08-01,98.51
1978-09-01,98.12
1978-10-01,98.36
1978-11-01,98.62
1978-12-01,98.88
1979-01-01,98.72
1979-02-01,100.49
1979-03-01,99.40
1979-04-01,99.28
1979-05-01,98.79
1979-06-01,97.35
1979-07-01,96.09
1979-08-01,97.91
1979-09-01,97.73
1979-10-01,98.77
1979-11-01,101.58
1979-12-01,101.07
1980-01-01,101.60
1980-02-01,101.95
1980-03-01,101.55
1980-04-01,99.64
1980-05-01,98.67
