Date,IPG333N
1972-01-01,50.83
1972-02-01,52.41
1972-03-01,52.51
1972-04-01,53.78
1972-05-01,54.61
1972-06-01,55.93
1972-07-01,54.04
1972-08-01,53.57
1972-09-01,56.25
1972-10-01,56.82
1972-11-01,57.81
1972-12-01,60.25
1973-01-01,59.54
1973-02-01,61.44
1973-03-01,62.23
1973-04-01,62.68
1973-05-01,63.30
1973-06-01,64.02
1973-07-01,62.49
1973-08-01,61.96
1973-09-01,65.13
1973-10-01,64.86
1973-11-01,65.51
1973-12-01,68.14
1974-01-01,66.85
1974-02-01,67.31
1974-03-01,68.23
1974-04-01,64.56
1974-05-01,67.33
1974-06-01,68.56
1974-07-01,64.83
1974-08-01,64.28
1974-09-01,67.33
1974-10-01,66.66
1974-11-01,66.05
1974-12-01,65.97
1975-01-01,62.83
1975-02-01,61.82
1975-03-01,60.26
1975-04-01,59.23
1975-05-01,56.76
1975-06-01,56.46
1975-07-01,54.20
1975-08-01,54.24
1975-09-01,56.54
1975-10-01,56.35
1975-11-01,57.16
1975-12-01,58.75
1976-01-01,58.16
1976-02-01,59.30
1976-03-01,59.70
1976-04-01,58.46
1976-05-01,60.15
1976-06-01,60.96
1976-07-01,59.58
1976-08-01,59.52
1976-09-01,61.75
1976-10-01,60.76
1976-11-01,62.23
1976-12-01,63.98
1977-01-01,61.96
1977-02-01,64.16
1977-03-01,64.88
1977-04-01,64.73
1977-05-01,64.91
1977-06-01,66.09
1977-07-01,64.61
1977-08-01,64.91
1977-09-01,67.71
1977-10-01,67.45
1977-11-01,68.35
1977-12-01,70.96
1978-01-01,67.49
1978-02-01,69.52
1978-03-01,70.49
1978-04-01,70.82
1978-05-01,69.59
1978-06-01,71.73
1978-07-01,69.11
1978-08-01,68.77
1978-09-01,71.67
1978-10-01,72.42
1978-11-01,73.12
1978-12-01,76.66
1979-01-01,74.70
1979-02-01,76.43
1979-03-01,76.88
1979-04-01,73.57
1979-05-01,75.86
1979-06-01,77.34
1979-07-01,74.66
1979-08-01,72.57
1979-09-01,76.11
1979-10-01,73.36
1979-11-01,72.47
1979-12-01,74.68
1980-01-01,75.91
1980-02-01,75.78
1980-03-01,75.83
1980-04-01,73.90
1980-05-01,71.80
1980-06-01,70.13
1980-07-01,66.89
1980-08-01,65.73
1980-09-01,68.74
1980-10-01,68.51
1980-11-01,69.72
1980-12-01,71.58
1981-01-01,70.42
1981-02-01,70.25
1981-03-01,71.22
1981-04-01,70.67
1981-05-01,71.19
1981-06-01,72.04
1981-07-01,70.01
1981-08-01,68.89
1981-09-01,70.58
1981-10-01,70.43
1981-11-01,70.11
1981-12-01,70.20
1982-01-01,65.45
1982-02-01,68.60
1982-03-01,66.72
1982-04-01,64.49
1982-05-01,62.55
1982-06-01,60.25
1982-07-01,55.93
1982-08-01,53.11
1982-09-01,54.47
1982-10-01,52.96
1982-11-01,51.48
1982-12-01,51.27
1983-01-01,50.81
1983-02-01,50.62
1983-03-01,51.22
1983-04-01,51.34
1983-05-01,52.06
1983-06-01,53.13
1983-07-01,52.30
1983-08-01,50.97
1983-09-01,54.84
1983-10-01,56.01
1983-11-01,56.51
1983-12-01,58.32
1984-01-01,58.79
1984-02-01,60.51
1984-03-01,61.62
1984-04-01,62.70
1984-05-01,62.08
1984-06-01,63.61
1984-07-01,61.14
1984-08-01,60.48
1984-09-01,63.99
1984-10-01,63.56
1984-11-01,62.69
1984-12-01,63.34
1985-01-01,61.98
1985-02-01,62.12
1985-03-01,64.24
1985-04-01,62.74
1985-05-01,63.14
1985-06-01,63.68
1985-07-01,60.47
1985-08-01,60.04
1985-09-01,61.89
1985-10-01,62.03
1985-11-01,61.82
1985-12-01,62.45
1986-01-01,62.42
1986-02-01,62.75
1986-03-01,63.58
1986-04-01,63.09
1986-05-01,62.29
1986-06-01,62.64
1986-07-01,59.14
1986-08-01,58.74
1986-09-01,60.40
1986-10-01,60.29
1986-11-01,59.46
1986-12-01,60.01
1987-01-01,59.24
1987-02-01,62.09
1987-03-01,62.58
1987-04-01,62.35
1987-05-01,62.90
1987-06-01,63.85
1987-07-01,58.38
1987-08-01,59.83
1987-09-01,62.43
1987-10-01,65.30
1987-11-01,65.21
1987-12-01,65.67
1988-01-01,66.41
1988-02-01,68.09
1988-03-01,70.06
1988-04-01,70.57
1988-05-01,68.67
1988-06-01,69.92
1988-07-01,64.52
1988-08-01,66.28
1988-09-01,69.65
1988-10-01,71.44
1988-11-01,70.53
1988-12-01,69.62
1989-01-01,72.49
1989-02-01,73.19
1989-03-01,72.53
1989-04-01,74.91
1989-05-01,71.41
1989-06-01,74.11
1989-07-01,67.33
1989-08-01,68.15
1989-09-01,71.35
1989-10-01,71.23
1989-11-01,70.28
1989-12-01,69.60
1990-01-01,72.10
1990-02-01,73.20
1990-03-01,73.56
1990-04-01,70.89
1990-05-01,72.00
1990-06-01,71.33
1990-07-01,65.27
1990-08-01,66.17
1990-09-01,69.20
1990-10-01,68.90
1990-11-01,67.55
1990-12-01,65.61
1991-01-01,66.47
1991-02-01,69.40
1991-03-01,68.95
1991-04-01,67.83
1991-05-01,66.31
1991-06-01,67.21
1991-07-01,60.26
1991-08-01,62.21
1991-09-01,65.67
1991-10-01,64.73
1991-11-01,63.51
1991-12-01,61.51
1992-01-01,61.53
1992-02-01,66.65
1992-03-01,67.77
1992-04-01,67.39
1992-05-01,67.78
1992-06-01,67.93
1992-07-01,61.58
1992-08-01,62.25
1992-09-01,64.78
1992-10-01,65.22
1992-11-01,65.24
1992-12-01,63.79
1993-01-01,66.01
1993-02-01,69.96
1993-03-01,71.40
1993-04-01,70.80
1993-05-01,71.93
1993-06-01,71.05
1993-07-01,65.95
1993-08-01,66.74
1993-09-01,70.13
1993-10-01,72.87
1993-11-01,72.11
1993-12-01,71.01
1994-01-01,73.31
1994-02-01,75.61
1994-03-01,78.51
1994-04-01,77.80
1994-05-01,78.17
1994-06-01,79.09
1994-07-01,73.32
1994-08-01,73.29
1994-09-01,76.65
1994-10-01,78.37
1994-11-01,78.52
1994-12-01,77.39
1995-01-01,80.28
1995-02-01,82.15
1995-03-01,84.36
1995-04-01,82.25
1995-05-01,83.22
1995-06-01,83.70
1995-07-01,75.36
1995-08-01,79.34
1995-09-01,83.08
1995-10-01,84.93
1995-11-01,83.78
1995-12-01,82.78
1996-01-01,83.69
1996-02-01,87.20
1996-03-01,88.10
1996-04-01,86.43
1996-05-01,86.60
1996-06-01,88.19
1996-07-01,78.48
1996-08-01,82.40
1996-09-01,85.24
1996-10-01,85.15
1996-11-01,84.22
1996-12-01,83.74
1997-01-01,86.12
1997-02-01,89.22
1997-03-01,90.46
1997-04-01,90.98
1997-05-01,89.70
1997-06-01,91.43
1997-07-01,81.87
1997-08-01,88.96
1997-09-01,90.97
1997-10-01,93.06
1997-11-01,92.56
1997-12-01,90.51
1998-01-01,93.16
1998-02-01,94.87
1998-03-01,95.46
1998-04-01,92.86
1998-05-01,94.98
1998-06-01,95.53
1998-07-01,86.61
1998-08-01,89.49
1998-09-01,90.59
1998-10-01,92.33
1998-11-01,90.53
1998-12-01,88.12
1999-01-01,88.35
1999-02-01,92.31
1999-03-01,92.88
1999-04-01,90.88
1999-05-01,91.89
1999-06-01,92.47
1999-07-01,85.88
1999-08-01,87.11
1999-09-01,88.76
1999-10-01,91.27
1999-11-01,90.22
1999-12-01,88.85
2000-01-01,92.10
2000-02-01,94.84
2000-03-01,98.06
2000-04-01,97.25
2000-05-01,96.89
2000-06-01,99.07
2000-07-01,91.33
2000-08-01,93.54
2000-09-01,94.99
2000-10-01,96.24
2000-11-01,92.95
2000-12-01,89.95
2001-01-01,91.51
2001-02-01,94.23
2001-03-01,95.21
2001-04-01,87.67
2001-05-01,86.83
2001-06-01,87.39
2001-07-01,77.40
2001-08-01,79.74
2001-09-01,79.64
2001-10-01,78.53
2001-11-01,75.62
2001-12-01,72.71
2002-01-01,75.79
2002-02-01,79.16
2002-03-01,81.68
2002-04-01,82.03
2002-05-01,81.69
2002-06-01,84.71
2002-07-01,77.07
2002-08-01,81.19
2002-09-01,83.24
2002-10-01,83.15
2002-11-01,81.81
2002-12-01,78.15
2003-01-01,79.46
2003-02-01,84.34
2003-03-01,86.88
2003-04-01,82.59
2003-05-01,81.97
2003-06-01,83.05
2003-07-01,74.67
2003-08-01,78.11
2003-09-01,79.54
2003-10-01,78.05
2003-11-01,79.58
2003-12-01,76.49
2004-01-01,78.80
2004-02-01,84.39
2004-03-01,86.80
2004-04-01,85.06
2004-05-01,85.24
2004-06-01,87.07
2004-07-01,81.68
2004-08-01,82.77
2004-09-01,84.05
2004-10-01,85.13
2004-11-01,83.55
2004-12-01,80.16
2005-01-01,85.01
2005-02-01,88.49
2005-03-01,91.11
2005-04-01,91.75
2005-05-01,90.97
2005-06-01,92.65
2005-07-01,84.72
2005-08-01,86.29
2005-09-01,88.88
2005-10-01,90.88
2005-11-01,89.39
2005-12-01,86.69
2006-01-01,88.65
2006-02-01,91.37
2006-03-01,95.72
2006-04-01,93.90
2006-05-01,92.83
2006-06-01,95.03
2006-07-01,91.48
2006-08-01,93.90
2006-09-01,96.19
2006-10-01,93.85
2006-11-01,92.43
2006-12-01,92.17
2007-01-01,92.11
2007-02-01,94.90
2007-03-01,100.49
2007-04-01,99.57
2007-05-01,98.70
2007-06-01,100.19
2007-07-01,94.76
2007-08-01,95.64
2007-09-01,99.68
2007-10-01,98.16
2007-11-01,96.77
2007-12-01,94.23
2008-01-01,96.33
2008-02-01,97.58
2008-03-01,102.68
2008-04-01,100.20
2008-05-01,97.53
2008-06-01,98.59
2008-07-01,91.59
2008-08-01,94.61
2008-09-01,93.38
2008-10-01,91.49
2008-11-01,88.32
2008-12-01,81.77
2009-01-01,79.97
2009-02-01,80.53
2009-03-01,79.09
2009-04-01,75.50
2009-05-01,73.74
2009-06-01,72.30
2009-07-01,68.31
2009-08-01,70.42
2009-09-01,70.15
2009-10-01,71.72
2009-11-01,70.19
2009-12-01,70.58
2010-01-01,74.10
2010-02-01,76.71
2010-03-01,80.65
2010-04-01,83.13
2010-05-01,84.18
2010-06-01,86.14
2010-07-01,80.61
2010-08-01,82.57
2010-09-01,83.59
2010-10-01,84.94
2010-11-01,84.88
2010-12-01,84.18
2011-01-01,88.90
2011-02-01,91.20
2011-03-01,93.92
2011-04-01,93.11
2011-05-01,92.94
2011-06-01,95.27
2011-07-01,89.52
2011-08-01,91.89
2011-09-01,93.04
2011-10-01,93.57
2011-11-01,93.40
2011-12-01,93.03
2012-01-01,98.00
2012-02-01,101.10
2012-03-01,105.87
2012-04-01,104.90
2012-05-01,103.64
2012-06-01,107.61
2012-07-01,96.31
2012-08-01,99.48
2012-09-01,99.54
2012-10-01,95.93
2012-11-01,95.14
2012-12-01,92.47
2013-01-01,94.60
2013-02-01,98.04
2013-03-01,100.90
2013-04-01,99.52
2013-05-01,96.40
2013-06-01,99.09
2013-07-01,89.97
2013-08-01,94.66
2013-09-01,95.26
2013-10-01,94.00
2013-11-01,93.10
2013-12-01,89.11
2014-01-01,94.06
2014-02-01,98.26
2014-03-01,103.43
2014-04-01,100.38
2014-05-01,99.51
2014-06-01,100.90
2014-07-01,92.84
2014-08-01,96.23
2014-09-01,94.31
2014-10-01,95.69
2014-11-01,95.43
2014-12-01,88.90
2015-01-01,91.82
2015-02-01,94.88
2015-03-01,95.85
2015-04-01,94.25
2015-05-01,92.61
2015-06-01,92.92
2015-07-01,84.44
2015-08-01,88.28
2015-09-01,85.97
2015-10-01,85.57
2015-11-01,82.81
2015-12-01,78.38
2016-01-01,80.71
2016-02-01,82.86
2016-03-01,83.82
2016-04-01,84.84
2016-05-01,82.65
2016-06-01,86.44
2016-07-01,80.67
2016-08-01,82.01
2016-09-01,81.17
2016-10-01,81.89
2016-11-01,80.11
2016-12-01,78.91
2017-01-01,82.55
2017-02-01,84.83
2017-03-01,88.09
2017-04-01,89.84
2017-05-01,90.46
2017-06-01,92.91
2017-07-01,84.78
2017-08-01,86.02
2017-09-01,88.58
2017-10-01,89.35
2017-11-01,87.73
2017-12-01,85.06
2018-01-01,87.67
2018-02-01,90.89
2018-03-01,91.92
2018-04-01,94.72
2018-05-01,92.49
