Date,IY3342
2005-12-01,100.00
2006-01-01,98.50
2006-02-01,97.10
2006-03-01,96.90
2006-04-01,97.60
2006-05-01,97.50
2006-06-01,97.40
2006-07-01,97.20
2006-08-01,97.60
2006-09-01,97.60
2006-10-01,97.60
2006-11-01,97.70
2006-12-01,97.70
2007-01-01,97.60
2007-02-01,97.80
2007-03-01,98.30
2007-04-01,98.80
2007-05-01,98.80
2007-06-01,98.70
2007-07-01,98.70
2007-08-01,98.50
2007-09-01,98.40
2007-10-01,97.20
2007-11-01,97.40
2007-12-01,97.80
2008-01-01,98.20
2008-02-01,98.40
2008-03-01,98.60
2008-04-01,98.50
2008-05-01,98.20
2008-06-01,98.10
2008-07-01,98.20
2008-08-01,98.10
2008-09-01,98.10
2008-10-01,97.70
2008-11-01,97.80
2008-12-01,98.00
2009-01-01,98.40
2009-02-01,98.30
2009-03-01,98.60
2009-04-01,98.40
2009-05-01,97.40
2009-06-01,97.70
2009-07-01,97.70
2009-08-01,97.60
2009-09-01,97.10
2009-10-01,97.40
2009-11-01,97.00
2009-12-01,96.90
2010-01-01,96.30
2010-02-01,96.00
2010-03-01,96.20
2010-04-01,95.90
2010-05-01,95.80
2010-06-01,95.50
2010-07-01,95.90
2010-08-01,96.00
2010-09-01,96.10
2010-10-01,95.80
2010-11-01,95.80
2010-12-01,95.50
2011-01-01,95.30
2011-02-01,94.90
2011-03-01,94.10
2011-04-01,93.90
2011-05-01,93.20
2011-06-01,92.90
2011-07-01,92.50
2011-08-01,93.20
2011-09-01,92.50
2011-10-01,92.40
2011-11-01,92.10
2011-12-01,91.70
2012-01-01,92.50
2012-02-01,92.30
2012-03-01,91.90
2012-04-01,92.00
2012-05-01,91.80
2012-06-01,89.70
2012-07-01,89.00
2012-08-01,88.60
2012-09-01,87.80
2012-10-01,87.40
2012-11-01,86.90
2012-12-01,86.20
2013-01-01,85.20
2013-02-01,84.60
2013-03-01,84.70
2013-04-01,84.70
2013-05-01,84.10
2013-06-01,84.00
2013-07-01,83.30
2013-08-01,82.50
2013-09-01,82.50
2013-10-01,82.50
2013-11-01,82.60
2013-12-01,82.50
2014-01-01,82.20
2014-02-01,82.00
2014-03-01,81.80
2014-04-01,81.70
2014-05-01,81.30
2014-06-01,81.10
2014-07-01,80.90
2014-08-01,81.00
2014-09-01,80.20
2014-10-01,79.70
2014-11-01,79.50
2014-12-01,79.40
2015-01-01,79.40
2015-02-01,79.30
2015-03-01,79.00
2015-04-01,78.90
2015-05-01,79.00
2015-06-01,79.10
2015-07-01,79.20
2015-08-01,78.80
2015-09-01,78.60
2015-10-01,78.40
2015-11-01,77.90
2015-12-01,77.80
2016-01-01,77.80
2016-02-01,77.50
2016-03-01,77.20
2016-04-01,77.00
2016-05-01,76.90
2016-06-01,76.70
2016-07-01,76.70
2016-08-01,76.30
2016-09-01,76.20
2016-10-01,75.30
2016-11-01,75.20
2016-12-01,75.00
2017-01-01,75.00
2017-02-01,74.70
2017-03-01,74.70
2017-04-01,74.60
2017-05-01,74.50
2017-06-01,74.20
2017-07-01,74.20
2017-08-01,74.30
2017-09-01,74.00
2017-10-01,74.00
2017-11-01,73.70
2017-12-01,73.60
2018-01-01,73.60
2018-02-01,72.30
2018-03-01,71.20
2018-04-01,71.00
2018-05-01,70.80
